route,stops,early,on_time,late,total,early %,on_time %,late %
 35s,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F,4,232,14,250,0.02,0.93,0.06
 35s,LIVINGSTON ROAD AT FORT WASHINGTON MEDICAL CENTER,46,191,13,250,0.18,0.76,0.05
 35s,INDIAN HEAD HWY AT FORT WASHINGTON MANOR SENIOR RESIDENCES,101,142,9,252,0.4,0.56,0.04
 35s,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F (Arrival),59,115,53,227,0.26,0.51,0.23
 35s,STARS ENTRANCE GAYLORD HOTEL,153,95,5,253,0.6,0.38,0.02
