,stop,alightings
382,Brinkley Rd at Trude St,108.0
961,PALMER ROAD & OLD PALMER ROAD,108.0
642,Hanover Pkwy at Green Manor Ct,107.0
984,Peppermill Dr at Pepper St,107.0
351,Brightseat Rd at Glenarden Pkwy,106.0
1163,Southern Ave at Greater SE Hospital,106.0
265,Baltimore Ave at Hamilton St,105.0
315,Bock Rd at Wolf St,105.0
81,42nd Ave and Oliver St,105.0
374,Brinkley Rd at Morton Pl,105.0
1138,Sheriff Rd at MLK Highway,104.0
751,Landover Rd at 58th Pl,104.0
607,Greenbelt Rd at Walker Dr,103.0
1232,Temple Hill Rd at Hagan Rd,103.0
1262,Upshur St at 30th St,103.0
772,Largo Rd at Kirkland Ln,102.0
268,Baltimore Ave at Hollywood Rd,102.0
661,Harvey Dr at Sheriff Rd,102.0
821,Marlboro Pike at Glacier Ave,101.0
724,Kipling Pkwy at Glendora,101.0
487,Columbia Park Rd at Cabin Branch Dr,101.0
376,Brinkley Rd at Roberts Dr,101.0
325,Brandywine Rd at Old Marbury Rd,100.0
553,Edgeworth Dr at Ritchie Rd,100.0
707,Jericho Residences,99.0
68,40th Pl at Crittenden,99.0
618,Greenhill Rd at Greenway Pl,99.0
253,Auth Rd at Magruder Ave,99.0
1131,Sheriff Rd at Dutch Village Dr - out,99.0
58,38th St at Perry St,98.0
1236,Temple Hill Rd at Lambert Dr,98.0
305,Bladensburg Rd at 41st Ave,98.0
104,5805 Queens Chapel Rd,97.0
43,3300 75th Ave,96.0
412,Capitol Heights Blvd at 734 Capitol Heights Blvd,96.0
263,Baltimore Ave at Erie St,95.0
1241,Temple Hill Rd at Plata St,95.0
616,Greenbrook Dr at Sunset Pl,95.0
506,County Rd at Valley Brook Apts,95.0
39,3133 Pennsy Dr,94.0
1023,Ray Rd at Balfour Dr,94.0
918,Old Silver Hill Rd at Addison Ave,94.0
237,Arundel Rd at 34th Ave,94.0
307,Bladensburg Rd at 43rd Ave,93.0
18,23rd Ave at Banning Pl,93.0
83,42nd Ave at Jefferson St,93.0
1234,Temple Hill Rd at Kirbywood St,92.0
1141,Sheriff Rd at William Paca School - out,92.0
527,District Heights Pkwy at Addison Rd S,92.0
460,Cheverly Ave at Forest Rd,92.0
621,Greenway Center (AM Northbound),91.0
449,Chatsfield Way at Reading Ter,91.0
330,Brandywine Road @ Surrats Road,91.0
1264,Valley Trail Ln at Bain Dr-West,91.0
505,County Rd at Foster St,90.0
1266,Valley Trail Ln at Romford Dr,90.0
36,28th Pl at Russell Ave,89.0
1037,Rhode Island Ave at Bunker Hill Rd,89.0
798,MLK Jr Hwy at Carrington Ave,89.0
358,Brinkley Rd at Anderson Dr,89.0
111,7500 ALLENTOWN ROAD,89.0
4,1100 Owens Rd,88.0
727,Kipling Pkwy at Marbury Dr,88.0
45,3321 75th Ave,88.0
1094,Riverdale Rd at Mahoney Dr,88.0
907,Old Marlboro Pike at Melwood Rd,88.0
91,4615 Silver Hill Rd,88.0
613,Greenbrook Dr at Chartwell Pl,88.0
1003,Queens Chapel Rd at Nicholson St,87.0
704,Jericho City Dr at 8501 Jericho City Dr,87.0
1015,Queensbury Rd at Rhode Island Ave,87.0
471,Chillum Rd at Buchanan St,87.0
667,Highview Pl at Hanbury Ct,87.0
204,Allentown Rd at Opp. 5711 AFCU Allentown Rd,87.0
212,Allentown Rd at Westchester Dr,87.0
209,Allentown Rd at Waldran Ave,87.0
864,Nalley Rd at Michele Dr,87.0
247,Auth Rd at Braymer Ave,86.0
326,Brandywine Rd at Woodyard Rd,86.0
792,MERCANTILE LN AT TECHNOLOGY WAY,86.0
715,John Rogers Blvd at Old Marlboro Pike,85.0
916,Old Pike Way at 5620 Old Pike Way,85.0
1124,Saint Barnabas Rd at John Hanson Ln,85.0
399,Campus Way S at Prince Place,85.0
1002,Queens Chapel Rd at Lancer Dr,84.0
1007,Queensbury Rd at 39th Pl,84.0
1238,Temple Hill Rd at Oahu St,84.0
682,Hubbard Rd at Dodge Park Rd,84.0
684,INDIAN HEAD HIGHWAY & AUDREY LANE,83.0
1064,Ritchie Rd at Putnam Ln,83.0
1156,Southern Ave at B St SE,83.0
269,Baltimore Ave at Indian Ln,83.0
595,Good Luck Rd at Parkdale HS,83.0
875,Nova Ave at Marlboro Pike,83.0
132,8401 Corporate Dr,82.0
1255,US Rte 301 at Marlboro Pike,82.0
1299,Woodyard Rd at Marlboro Pike,82.0
1247,Temple Hill Rd at Suburban Ct,82.0
1077,River Rd at Rivertech Ct,81.0
805,MLK Jr Hwy at Roosevelt Ave,81.0
1031,Rhode Island Ave at 38th St,81.0
1237,Temple Hill Rd at Megan Dr,81.0
1254,Truman Manor,81.0
1224,Taylor Rd at Riverdale Rd,81.0
562,Farragut St and 42nd Pl,81.0
697,Indian Head Highway (MD. RTE. 210) at Talbert Drive,81.0
586,Goddard Space Flight Center Main Gate (PM Southbound),81.0
1142,Sheriff Rd at Willow Wood Ct,80.0
373,Brinkley Rd at Middlefield Rd,80.0
1104,Rollins Ave at Upcot Ct,80.0
796,MLK Jr Hwy at Booker Dr,80.0
200,Allentown Rd at Dodge Ln,80.0
184,Ager Rd and Oglethorpe St,80.0
1120,Saint Barnabas Rd at Barrowfield Ct,79.0
663,Hastings Dr at Peppermill Dr,79.0
845,McCormick Dr at Peppercorn Pl,79.0
19,23rd Ave at Chapman Rd,78.0
134,8951 Lottsford Rd,78.0
1030,Rhode Island Ave at 37th St,78.0
395,Campus Way North at Collington Campus,78.0
1067,Ritchie Rd at Ritchie-Marlboro Rd,78.0
219,Annapolis Rd at 54th St,78.0
190,Ager Rd at Nicholson St,78.0
1193,St Barnabas Rd at Hagan Rd,78.0
239,Ashwood Dr at Ritche Rd,77.0
317,Branch Ave Station Bus Bay J,77.0
797,MLK Jr Hwy at Cabin Branch Dr,77.0
116,7800 Sheriff Rd (Eaton Square Apartments),77.0
1040,Rhode Island Ave at County Service Building - SB,77.0
270,Baltimore Ave at Jefferson St,77.0
1260,Upshur St at 28th St,76.0
347,Brightseat Rd at Continental Pl,76.0
529,District Heights Pkwy at Marbury Ct (E),76.0
526,District Heights Municipal Bldg,75.0
516,Cypress Tree Dr at K St,75.0
1194,St Barnabas Rd at Kernal Ln,75.0
1089,Riverdale Rd at 67th Pl,75.0
692,Ikea - Arrival,75.0
957,PALMER ROAD & DELLA LANE,75.0
350,Brightseat Rd at Glen Valley Dr,75.0
423,Cedar Heights Dr at K St,75.0
1129,Sheriff Rd at Cypress Tree Dr,75.0
1174,Southern Maryland Hospital,74.0
55,38th St at Hamilton St,74.0
934,Owens Rd at Southern Ave,74.0
65,400 Brightseat Rd,74.0
623,Greenway Center (PM Northbound),74.0
273,Baltimore Ave at Longfellow St,74.0
394,Cabin Branch Dr at Whole Foods Entrance,74.0
738,Lamont Dr at Fairbanks St,73.0
1004,Queens Chapel Rd at Oliver St,73.0
546,East Capitol Street at Maryland Park Drive,73.0
1114,SOUTHERN AVENUE & WHEELER ROAD AM FS,72.0
1144,Silver Hill Rd at Parkway Terrace Dr,72.0
356,Brightseat Rd at McLain Avenue,72.0
999,Quebec St at 58th Ave,72.0
723,Kipling Pkwy at Council Dr,72.0
312,Bock Rd at Saint Barnabas Rd,72.0
611,Greenbelt Station Parkway at S. Center Drive,72.0
1231,Temple Hill Rd at Fisher Rd,71.0
1009,Queensbury Rd at 42nd Pl,71.0
173,Addison Rd at Drylog St,71.0
881,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,71.0
296,Belle Haven Dr at Village Green Dr,70.0
424,Cedar Heights Dr at Lee Pl,70.0
337,Brightseat Rd at 1000 Jericho City Drive,70.0
180,Addison Rd at St Margaret's School,70.0
656,Harry S Truman Dr at Campus Way S,70.0
932,Owens Rd at Norlinda Ave,70.0
1079,Riverdale Rd at 49th Ave,70.0
1123,Saint Barnabas Rd at Caryhurst Dr,68.0
1,10100 Campus Way S,68.0
298,Benning Rd at Abel Ave,68.0
733,LOTTSFORD RD AT MCCORMICK DRIVE,68.0
740,Lamont Dr at Larchwood St,68.0
931,Owens Rd at Martin Dr,67.0
521,Denise Dr at Banister Way,67.0
1229,Temple Hill Rd at Cedell Pl,67.0
524,Dille Dr at Brown Station Rd,67.0
885,Old Alexandria Ferry Rd at Malcolm Rd,66.0
543,East Capitol St at Maryland Park Dr,66.0
799,MLK Jr Hwy at Carrington Dr,66.0
900,Old Marlboro Pike at Brooklee Dr,66.0
446,Central Ave at Yeoman Pl,66.0
324,Brandywine Rd at Lytton Ave.,66.0
453,Cherrywood Ln at Ivy Ln,65.0
1017,Rainier Ave at 34th St,65.0
929,Owens Rd at Iverson St,65.0
794,MLK Jr Hwy at 69th Pl,65.0
193,Ager Rd at Powhattan Rd,65.0
1228,Temple Hill Rd at Cardwell Dr,65.0
1035,Rhode Island Ave at 43rd Ave,64.0
160,ALLENTOWN ROAD & VERNON DRIVE,64.0
414,Capitol Heights Blvd at Brooke Rd,64.0
179,Addison Rd at Seat Pleasant Dr,64.0
969,PGCC Perimeter Rd at Child Care Facility,64.0
580,Garrett A Morgan Blvd at Ridgefield Blvd,64.0
41,3223 28th Pkwy,64.0
669,Highview Pl at Onslow Way,63.0
653,Hanover Pkwy at Spring Manor Dr,63.0
1158,Southern Ave at Bonini Rd,63.0
122,8100 Sheriff Rd,62.0
495,Columbia Park Rd at Virginia Ave,62.0
1283,Walker Mill Rd at Tanow Pl,62.0
588,Goddard Space Flight Center Visitors Center (Northbound),62.0
463,Cheverly Ave at Lombard St,61.0
1098,Rollins Av at Modupeola Way,61.0
1132,Sheriff Rd at Eaton Square Apartments,61.0
10,1441 McCormick Dr,60.0
993,Pontiac St at Cunningham Dr,60.0
754,Landover Rd at Arena Dr,60.0
56,38th St at Jackson Ave,60.0
52,38th St at Allison St,60.0
96,5200 St Barnabas Rd,60.0
680,Hillside Rd at Research Rd,59.0
824,Marlboro Pike at Larchmont Ave,59.0
57,38th St at Parkwood St,59.0
822,Marlboro Pike at Jansen Ave,59.0
721,Kenilworth Ave at Tennyson St,59.0
78,425 Brightseat Rd,59.0
151,ALLENTOWN ROAD & PADGETTS CORNER,59.0
306,Bladensburg Rd at 42nd Ave,59.0
1106,SOUTHERN AVENUE & 6TH STREET SE,59.0
596,Good Luck Rd at Silk Tree Dr,59.0
915,Old Marlboro Pike at Weldon Manor Ln,58.0
500,Council Dr at Kipling Pkwy,58.0
392,CAMPUS WAY NORTH AT HILLANDALE WAY,58.0
3,10233 Campus Way South,58.0
110,6801 Woodside Village Apts,58.0
652,Hanover Pkwy at Prem # 7800,57.0
1203,Stuart Ln at Topaz Court,57.0
1208,Suitland Metrorail Station Bay D,57.0
695,Indian Head Highway (MD. RTE. 210) at Livingston Road,57.0
1164,Southern Ave at Gunther St,56.0
657,Harry S Truman Dr at Mt Lubentia Way,56.0
264,Baltimore Ave at Guilford Rd,56.0
1225,Temple Hill Rd at 8601 Temple Hill Rd,56.0
542,East Capital Street at Old Central Ave,56.0
666,Highview Pl at Brooke Rd,55.0
121,8100 Professional Pl,55.0
112,75th Ave at Landover Rd,55.0
758,Landover Rd at Pinebrook Rd,55.0
236,Arundel Rd at 29th St,55.0
560,Fairlawn St at 28th Pkwy,55.0
34,28th Pkwy at Duggan St,55.0
788,Lottsford Rd at Harry S. Truman Dr,55.0
461,Cheverly Ave at Inwood St,55.0
378,Brinkley Rd at Saint Ignatius Dr,55.0
974,Pennsy Dr at 75th Ave,55.0
227,Ardwick-Ardmore Rd at Ardwick Pl,54.0
906,Old Marlboro Pike at Melwood Park Ave,54.0
572,Fisher Rd at Temple Blvd,54.0
804,MLK Jr Hwy at Hill Rd,54.0
1282,Walker Mill Rd at Rollins Ave,54.0
718,Kanawha St at 15th Ave,54.0
1073,Ritchie Station Court Bus Stop #2,53.0
702,Iverson St at 28th Ave,53.0
109,60th Ave at Seminole St,53.0
323,Brandywine Rd at Lytton Ave,53.0
230,Ardwick-Ardmore Rd at West St,53.0
1084,Riverdale Rd at 61st Pl,53.0
1257,University Blvd at Guilford Rd,53.0
1044,Rhode Island Ave at Volta Ave,53.0
1097,Rochelle Ave at Elmhurst St,53.0
851,Merrimac St at New Hampshire Ave Service Rd,52.0
552,Eastern Ave at Rhode Island Ave,52.0
176,Addison Rd at Health Center Ent.,51.0
597,Good Luck Rd at Sora Ln,51.0
33,28th Pkwy at Curtis Dr,51.0
304,Bladensburg Rd at 40th Pl,51.0
547,East Swan Creek at Indian Head Hwy,51.0
817,Mandan Rd at Mandan Rd Ct,50.0
1076,River Rd at Kenilworth Ave,50.0
16,23rd Ave at  Beechwood Rd,50.0
988,Piscataway Rd at Hardesty Dr,49.0
556,Equestrian Center Lot 1,49.0
1018,Rainier Ave at Taylor St,49.0
1047,Rhode Island at Wallace Rd Prem #4511,49.0
1126,Sheila Ln at Mike Shapiro Dr,49.0
1056,Ritchie Rd at Dennis Ct,49.0
921,Old Silver Hill Rd at Parkland Ct (W),48.0
908,Old Marlboro Pike at Old Mill Rd,48.0
757,Landover Rd at Lake Arbor Way,47.0
1291,Willow Hill Dr at Nalley Rd,47.0
910,Old Marlboro Pike at Ritchie-Marlboro Rd,47.0
103,57th Ave at Berwyn Rd,47.0
454,Cherrywood Ln at Springhill Drive,47.0
313,Bock Rd at Sourwood Ln,46.0
551,East-West Hwy at Toledo Terrace,46.0
1171,Southern Ave at UNITED MEDICAL CENTER,46.0
497,Council Dr at Elmhurst St,46.0
1258,University Blvd at Phelps Rd,46.0
442,Central Ave at Tunic Ave,45.0
1284,Walker Mill Rd at Weber Dr,45.0
1029,Rhode Island Ave at 37th Pl,45.0
131,8343 Ardwick-Ardmore Rd,45.0
258,Baltimore Ave at Berwyn Rd,44.0
517,Cypress Tree Dr at Lee Pl,44.0
563,Farragut St at Rhode Island Ave,44.0
319,Brandywine Rd at Clinton Manor Dr,44.0
149,ALLENTOWN ROAD & LANHAM LANE,44.0
1302,Woodyard Rd at Tanglewood Center,44.0
448,Chatsfield Way at Palmerton Ter,43.0
540,Dower House Rd at Old Marlboro Pike,43.0
954,Oxon Hill Road at Harborview Ave,43.0
339,Brightseat Rd at Amador Dr,43.0
1297,Woodyard Rd at Canberra Dr,43.0
375,Brinkley Rd at Morton Place,43.0
108,60th Ave at Quebec St,43.0
139,ALLENTOWN ROAD & ALLENTOWN WAY,42.0
447,Centre Pointe Office Park,42.0
660,Harry S. Truman Dr at Lottsford,42.0
608,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate,42.0
825,Marlboro Pike at Marwood Blvd N,41.0
959,PALMER ROAD & FRAN DEL DRIVE,41.0
1274,Village Green Dr at Sheriff Rd,41.0
800,MLK Jr Hwy at Columbia Ave,41.0
749,Landover Rd at 57th Ave,41.0
711,John Rogers Blvd at Colonel's Choice,41.0
973,Paint branch Parkway at Baltimore Ave,41.0
450,Chatsfield Way at Tweed Way,41.0
994,Pontiac St at Edmonston Rd,41.0
617,Greenhill Rd at Crescent Rd,41.0
874,Nova Ave at Doppler St,40.0
699,Indian Head Highway at I-495 South Ramp,40.0
688,INDIAN HEAD HIGHWAY & SENECA DRIVE,40.0
141,ALLENTOWN ROAD & BURGESS LANE,40.0
353,Brightseat Rd at MD 202,40.0
372,Brinkley Rd at Mark Dr,40.0
411,Capitol Heights Blvd at 733 Capitol Heights Blvd,40.0
60,38th St at Taylor St,39.0
286,Baltimore Ave at Van Buren St,39.0
1046,Rhode Island Ave at Webster St,39.0
935,Owens Rd at Weaver Ter,38.0
371,Brinkley Rd at Larwin Dr,38.0
865,Nalley Rd at Nalley Ter,38.0
783,Lords Landing Rd at Brown Station Rd,38.0
568,Fisher Rd at Fisher Dr,38.0
806,MLK Jr Hwy at Ryderwood Court,38.0
720,Kenilworth Ave at Sarvis Ave,38.0
119,800 SOUTHERN AVENUE,38.0
574,Fort Washington Fringe Lot Bus Bay B,38.0
1041,Rhode Island Ave at Gallatin St,38.0
346,Brightseat Rd at Bishop Peebles Dr (Largo),37.0
1263,Valley Trail Ln at Bain Dr-East,37.0
732,LIVINGSTON ROAD AT FORT WASHINGTON RD,37.0
171,Addison Rd at Baltic St,37.0
419,Capitol Heights Blvd at Ute Way,37.0
135,8951 Lottsford Rd (opposite),37.0
1292,Willow Hill Dr at Stevenson Ln,37.0
352,Brightseat Rd at Hamlin St,37.0
577,Gallatin St at 42rd Ave,37.0
422,Cedar Heights Dr at Jefferson Heights Dr,36.0
1268,Village Dr West at Clairfield Ln,36.0
901,Old Marlboro Pike at Charles Mill Blvd,36.0
659,Harry S Truman Dr at Woodlawn Blvd,36.0
1099,Rollins Ave at #1513,36.0
1275,Volta Ave at 39th Pl,36.0
876,OLD BRANCH AVENUE & ALLENTOWN WAY,36.0
1227,Temple Hill Rd at Badger Ave,35.0
1303,Zachery St at Lottsford Rd,35.0
962,PALMER ROAD & POTOMAC HEIGHTS DRIVE,35.0
848,Melwood Training Center,35.0
827,Marlboro Pike at Nova Ave,35.0
93,5030 38th St,35.0
905,Old Marlboro Pike at Marlborough Dr,35.0
425,Cedar Heights at Lee Pl,35.0
243,Auburn Ave at 3rd St,34.0
525,Dille Dr at Correctional Center,34.0
285,Baltimore Ave at University Blvd,34.0
1025,Ray Rd at Cypress Creek Dr - in,34.0
713,John Rogers Blvd at Governor's Grove,34.0
175,Addison Rd at Ernie Banks St,34.0
1215,TUCKER ROAD & ARUNDEL ROAD,33.0
159,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,33.0
734,LOTTSFORD ROAD AT GRAND BLVD,33.0
494,Columbia Park Rd at Stanford Pl,33.0
1078,Riverdale Rd at 48th Ave,33.0
186,Ager Rd at 29th Ave,32.0
455,Cheverly Ave at Arbor St,32.0
397,Campus Way North at St Joseph's Dr,32.0
694,Ikea at Bus Bay 3,32.0
365,Brinkley Rd at George Washington Dr,32.0
235,Arundel Rd at 25th Ave,32.0
685,INDIAN HEAD HIGHWAY & I-495 SOUTH OFF RAMP,31.0
485,Columbia Park Rd at 64th Ave,31.0
1048,Ridgefield Blvd at Stretford Ct,31.0
242,Auburn Ave at 2nd St,31.0
725,Kipling Pkwy at Glendora Dr,31.0
927,Owens Rd at Barnaby Run Dr,31.0
912,Old Marlboro Pike at SHA Facility,31.0
278,Baltimore Ave at Regents Dr,31.0
281,Baltimore Ave at Sheridan St,31.0
762,Largo Rd at Black Swan Dr,30.0
9,1405 Rollins Ave at #1405,30.0
710,John Rogers Blvd at Captain Duval Dr,30.0
811,Madison St at Ray Rd,30.0
1272,Village Dr West at McConnell Dr,30.0
989,Piscataway Rd at Old Branch Ave,30.0
890,Old Branch Ave at 6811 Old Branch Ave (Opposite),30.0
293,Belcrest at PG Plaza Metrorail,29.0
510,Crescent Rd at 58 Court,29.0
675,Hillside Rd at 19 Court,29.0
329,Brandywine Road @ Northgate Parkway,29.0
1178,Southway at 11 Court,29.0
752,Landover Rd at 75th Ave,29.0
658,Harry S Truman Dr at New Orchard Dr,29.0
255,Auth Rd at Procopio,29.0
407,Campus Way South at Prince Place,29.0
183,Addison Rd at Wilburn St,29.0
174,Addison Rd at Eads St,28.0
234,Arena Dr at Shoppers Way (Southbound),28.0
810,Madison St at Madison Ct,28.0
417,Capitol Heights Blvd at Gunther St,28.0
677,Hillside Rd at Hillside Court #6,28.0
636,Hamilton St at Queens Chapel Rd,28.0
1108,SOUTHERN AVENUE & BONINI ROAD,28.0
383,Brooke Rd at Highmount Ln,28.0
90,442 Harry S Truman Dr,28.0
1136,Sheriff Rd at Glen Willow Dr - South Side,27.0
1271,Village Dr West at Halloway South,27.0
63,38th St at Volta Ave,27.0
205,Allentown Rd at Opp. Leon St,27.0
898,Old Marlboro Pike  at Peerless Ave,27.0
426,Central Ave at Balboa Ave,27.0
172,Addison Rd at Crown St,27.0
170,Addison Rd at Adel St,27.0
157,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,27.0
250,Auth Rd at Dublin Dr,26.0
828,Marlboro Pike at Opus Ave,26.0
15,16th Ave at Cypress Creek Dr - in,26.0
192,Ager Rd at Peabody St,26.0
777,Largo Rd at Water Fowl Way,26.0
398,Campus Way North at Tulip Tree Dr,26.0
252,Auth Rd at Henderson Way,26.0
844,McCormick Dr at Lottsford Rd,26.0
123,8102 Sheriff Rd,26.0
1167,Southern Ave at Opposite of Greater SE Hospital,26.0
148,ALLENTOWN ROAD & KINGSTON DRIVE,25.0
926,Ora Glen Dr at Morrison Dr,25.0
345,Brightseat Rd at Bishop Peebles Dr (Campus Way),25.0
142,ALLENTOWN ROAD & COMET DRIVE,25.0
138,9654 Lottsford Road,25.0
956,Oxon Run Dr at Oxon Run Ct,25.0
400,Campus Way S at Prince Place (W),25.0
338,Brightseat Rd at 901 Brightseat Rd,24.0
665,Highmount Ln at Brooke Rd,24.0
214,Annapolis Rd at 46th St,24.0
82,42nd Ave and Queensbury Rd,24.0
1143,Sheriff Rd opposite Giant Food,24.0
594,Good Luck Rd at Oakland Ave,24.0
259,Baltimore Ave at Campus Dr,24.0
570,Fisher Rd at Holton Ln,23.0
1060,Ritchie Rd at Laura Ln,23.0
309,Bock Rd at Belfast Dr,23.0
575,Ft Washington Rd at Indian Head Hwy,23.0
413,Capitol Heights Blvd at Bayou Ave,23.0
416,Capitol Heights Blvd at Emmet St,23.0
877,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F,23.0
216,Annapolis Rd at 53rd Pl,23.0
54,38th St at Gaines Pl,23.0
771,Largo Rd at Kettering Dr,23.0
843,McCormick Dr at Caraway Ct,23.0
830,Marlboro Pike at US Rte 301,23.0
429,Central Ave at Cabin Branch Rd,22.0
120,8030 Sheriff Rd,22.0
1248,Temple Hill Rd at Temple Hills Trailer Pk,22.0
555,Elm St at Governor Oden Bowie Dr,22.0
1273,Village Green Dr at Belle Haven Dr,22.0
328,Brandywine Road @ Killarney Street,22.0
11,14th Ave at Kanawha St,22.0
1189,St Barnabas Rd at Deer Park Dr,22.0
982,Peppermill Dr at Central Ave,22.0
1128,Sheriff Rd at Countrywood Ct,22.0
672,Hill Rd at Mountain View Way,22.0
483,Columbia Park Rd at #5700,22.0
1140,Sheriff Rd at William Paca School,21.0
686,INDIAN HEAD HIGHWAY & I-495 SOUTH RAMP,21.0
42,3224 28th Pkwy,20.0
433,Central Ave at Hampton Park Blvd,20.0
283,Baltimore Ave at Tuckerman St,20.0
674,Hilll Dr at Mountain View,20.0
153,ALLENTOWN ROAD & PAYNE DRIVE,20.0
154,ALLENTOWN ROAD & PLEASANT HILL DRIVE,20.0
780,Largo Rd at White House Rd,20.0
87,42nd Ave at Oliver St,20.0
218,Annapolis Rd at 54th Pl,20.0
73,4138 Whitehall Square Apts - out,20.0
841,McConnell Dr at Village Dr West,19.0
457,Cheverly Ave at Cheverly Cir,19.0
164,ALLENTOWN ROAD & WESTCHESTER DRIVE,19.0
579,Gallatin St at Church Pl,19.0
187,Ager Rd at Kirkwood Place,19.0
1105,SOUTHERN AVENUE & 13TH STREET SE,19.0
254,Auth Rd at Oakland Way,19.0
671,Hill Dr at Mountain View,19.0
295,Belle Haven Dr at Nalley Rd,19.0
327,Brandywine Road @ Groveton Drive,19.0
763,Largo Rd at Brock Rd,18.0
904,Old Marlboro Pike at Mapleshade Ln,18.0
833,Marlboro Pike at Whitney Pl,18.0
301,Bishopmill Dr at Village Dr West,18.0
1096,Riverdale Rd at Taylor Rd,18.0
163,ALLENTOWN ROAD & WESTCHESTER COURT,18.0
1182,Springhill Dr at 6027 Springhill Dr,17.0
21,23rd Ave at Fordham St,17.0
152,ALLENTOWN ROAD & PATS LANE,16.0
593,Good Luck Rd at Kenilworth Ave,16.0
1107,SOUTHERN AVENUE & 9TH STREET SE,16.0
933,Owens Rd at Owens Rd Elementary,16.0
462,Cheverly Ave at Kilmer St,16.0
161,ALLENTOWN ROAD & WALDRAN DRIVE,16.0
610,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(PM),16.0
1116,SOUTHERN AVENUE & WHEELER ROAD PM FS,16.0
357,Brightseat Rd at Sterling St,15.0
308,Bock Rd at 6801 Woodside Village Apts,15.0
94,508 Suffolk Ave,15.0
246,Auth Rd at #6208-6220,15.0
274,Baltimore Ave at Metzerott Rd,15.0
1181,Southway at Ridge Rd,15.0
1197,St Barnabas Rd at Temple Hill Rd,15.0
128,8300 Professional Pl,15.0
118,800 Ritchie Rd,15.0
1270,Village Dr West at Halloway North,15.0
1134,Sheriff Rd at Glen Willow Dr,15.0
498,Council Dr at Foster St,15.0
440,Central Ave at Suffolk Ave,15.0
1075,River Rd Bus Shelter,15.0
1066,Ritchie Rd at Ritchie Rd Spur,15.0
770,Largo Rd at Kent Dr,15.0
158,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,14.0
968,PGCC Perimeter Rd at Brickford Natatorium,14.0
947,Oxon Hill Rd at Opposite Clipper Way (6383),14.0
1057,Ritchie Rd at Edgeworth Dr,14.0
687,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,14.0
902,Old Marlboro Pike at Derby Manor Ln,14.0
705,Jericho City Dr at 8501 Jericho City Drive,13.0
232,Arena Dr at Shoppers Way (Largo),13.0
189,Ager Rd at Nicholson,13.0
437,Central Ave at Ritchie Rd,13.0
1006,Queensbury Rd and 39th Pl,13.0
998,Professional Pl at Garden City Dr,13.0
85,42nd Ave at Nicholson St,13.0
44,3300 Pennsy Dr,13.0
441,Central Ave at Topeka Ave,13.0
499,Council Dr at Gateway Blvd,13.0
775,Largo Rd at Riverdale Bapt School,12.0
873,Nova Ave at Central Ave,12.0
1050,Ritchie Rd At Sunny Ln,12.0
880,OXON HILL ROAD AT LIVINGSTON RD,12.0
914,Old Marlboro Pike at Starting Gate Dr,12.0
276,Baltimore Ave at Queens Chapel Rd,12.0
599,Governor Oden Bowie Dr at Elm St,12.0
294,Belle Haven Dr at Belle Haven Ct,12.0
0,10053 Campus Way South,12.0
468,Chillum Rd at 18th Ave - in,12.0
766,Largo Rd at Drumsheugh Ln,11.0
714,John Rogers Blvd at Lord's Landing Rd,11.0
434,Central Ave at Maryland Park Dr,11.0
706,Jericho City Dr at Brightseat Rd.,11.0
786,Lords Landing Rd at Lord Sterling Pl,11.0
1043,Rhode Island Ave at Shepherd St,11.0
470,Chillum Rd at 21st Pl - in,11.0
892,Old Branch Ave at Allentown Way - Arrival,11.0
1133,Sheriff Rd at Giant Food,11.0
965,PG Plaza Station Bus Bay H,11.0
1014,Queensbury Rd at E Beale Cir,11.0
266,Baltimore Ave at Harrison Ave,10.0
125,8210 Sheriff Rd,10.0
1191,St Barnabas Rd at Frazier Ter,10.0
484,Columbia Park Rd at 5801 Columbia Park Rd,10.0
765,Largo Rd at Chirstian Academy,10.0
943,Oxon Hill Rd at 6400 Clipper Way,9.0
1085,Riverdale Rd at 62nd Pl,9.0
850,Merrimac St at 14th Ave,9.0
233,Arena Dr at Shoppers Way (Northbound),9.0
1218,TUCKER ROAD & PALMER ROAD,9.0
102,5716 Columbia Park Rd,9.0
166,Access rd at West Court Dr,9.0
1122,Saint Barnabas Rd at Bock Rd,9.0
66,403 Brightseat Rd,9.0
795,MLK Jr Hwy at Addison Rd,8.0
231,Arena Dr at Shoppers Way (Campus Way),8.0
712,John Rogers Blvd at Courtland Ln,8.0
1202,Stuart Lane at Surratts Road,8.0
784,Lords Landing Rd at John Rogers Blvd,8.0
1113,SOUTHERN AVENUE & OWENS ROAD,8.0
897,Old Landover Rd at Landover Rd,8.0
535,Donnell Dr at 2900 Donnell Dr,8.0
949,Oxon Hill Rd at Oxon Hill Manor,8.0
147,ALLENTOWN ROAD & KAREN ANNE DRIVE,7.0
143,ALLENTOWN ROAD & COOLRIDGE ROAD,7.0
980,Pennsylvania Ave at Suitland Pkwy,7.0
26,2809 TUCKER ROAD,7.0
