route,stops,early,on_time,late,total,early %,on_time %,late %
32,Naylor Rd Station Bay H,6,1041,159,1206,0.0,0.86,0.13
32,Old Branch Ave at Coventry Way,385,1789,237,2411,0.16,0.74,0.1
32,Brinkley Rd at Temple Hill Rd,534,1778,107,2419,0.22,0.74,0.04
32,Old Branch Ave at Allentown Way,452,1755,199,2406,0.19,0.73,0.08
32,Temple Hill Rd at St Barnabas Rd,614,1724,77,2415,0.25,0.71,0.03
32,Manor at Victoria Park,634,1692,96,2422,0.26,0.7,0.04
32,Iverson Mall,675,1578,146,2399,0.28,0.66,0.06
32,Clinton Fringe Lot,330,1057,490,1877,0.18,0.56,0.26
32,Branchwood Towers,821,1300,274,2395,0.34,0.54,0.11
32,Naylor Rd Station Bay H - Hidden Arrival,849,330,42,1221,0.7,0.27,0.03
