,stop,boardings,alightings
460,Cheverly Ave at Forest Rd,197,115
1064,Ritchie Rd at Overton Dr,197,214
1265,Valley Trail Ln at Bain Dr-West,196,209
298,Benning Rd at Abel Ave,195,78
304,Bladensburg Rd at 40th Pl,195,98
461,Cheverly Ave at Inwood St,195,208
858,Mt Rainier Terminal - Arrival,195,2683
1085,Riverdale Rd at 61st Pl,194,144
638,Hampton Park Boulevard at East Hampton Dr,194,375
1055,Ritchie Rd at Central Ave,193,839
891,Old Branch Ave at 6811 Old Branch Ave (Opposite),193,67
306,Bladensburg Rd at 42nd Ave,192,100
767,Largo Rd at Eton Dr,192,319
228,Ardwick-Ardmore Rd at MLK Jr Hwy,191,278
177,Addison Rd at James Farmer Way,191,262
1049,Ridgefield Blvd at Stretford Ct,191,61
1228,Temple Hill Rd at Badger Ave,190,54
1263,Upshur St at 30th St,189,163
265,Baltimore Ave at Hamilton St,189,198
1132,Sheriff Rd at Dutch Village Dr - out,189,126
1004,Queens Chapel Rd at Lancer Dr,189,194
789,Lottsford Rd at McCormick Dr,188,532
365,Brinkley Rd at George Washington Dr,188,68
763,Largo Rd at Brock Rd,187,33
83,42nd Ave at Jefferson St,187,136
74,414 Brightseat Rd,186,212
848,McCormick Dr at UMUC (opposite),186,251
204,Allentown Rd at Opp. 5711 AFCU Allentown Rd,185,207
749,Landover Rd at 57th Ave,185,74
149,ALLENTOWN ROAD & LANHAM LANE,184,52
993,Pontiac St at 60th Ave,184,225
901,Old Marlboro Pike at Brooklee Dr,183,122
520,Davey St at Urey Pl,183,172
11,14th Ave at Kanawha St,182,23
236,Arundel Rd at 29th St,182,94
418,Capitol Heights Blvd at Heath St,182,274
979,Pennsylvania Ave at Forestville Rd,181,519
829,Marlboro Pike at Tucker's Restaurant,181,205
1264,Valley Trail Ln at Bain Dr-East,180,57
641,Hampton Park Boulevard at Steeplechase,180,294
1103,Rollins Ave at Hanlon Street,179,225
1122,Saint Barnabas Rd at Barrowfield Rd,179,256
349,Brightseat Rd at Girard St,178,300
996,Pontiac St at Edmonston Rd,178,103
563,Farragut St at Rhode Island Ave,178,116
955,Oxon Hill Road at Harborview Ave,177,72
1041,Rhode Island Ave at County Service Building - SB,177,178
1139,Sheriff Rd at MLK Highway,176,329
438,Central Ave at Rollins Ave,175,318
325,Brandywine Rd at Old Marbury Rd,175,168
1133,Sheriff Rd at Eaton Square Apartments,174,128
194,Ager Road at Roanoke St,174,243
270,Baltimore Ave at Jefferson St,173,181
673,Hill Rd at Willow Hill Dr,173,232
398,Campus Way North at Tulip Tree Dr,173,82
624,Greenway Center (PM Southbound),172,62
4,1100 Owens Rd,172,182
887,Old Alexandria Ferry Rd at Mike Shapiro Dr,171,192
200,Allentown Rd at Dodge Ln,171,163
969,PGCC Perimeter Rd at Bickford,171,450
371,Brinkley Rd at Larwin Dr,170,71
677,Hillside Rd at Hillside Court #6,170,45
505,County Rd at Foster St,170,234
804,MLK Jr Hwy at Hill Rd,168,109
413,Capitol Heights Blvd at Bayou Ave,167,89
1279,Walker Mill Dr at Shady Glen Dr,167,346
724,Kipling Pkwy at Glendora,166,192
613,Greenbrook Dr at Chartwell Pl,166,156
395,Campus Way North at Collington Campus,165,122
783,Lords Landing Rd at Brown Station Rd,165,94
63,38th St at Volta Ave,165,53
1297,Woodyard Rd at Autumn Way,162,524
227,Ardwick-Ardmore Rd at Ardwick Pl,161,82
572,Fisher Rd at Temple Blvd,160,109
1025,Ray Rd at Balfour Dr,160,104
1078,River Rd at Rivertech Ct,160,185
902,Old Marlboro Pike at Charles Mill Blvd,160,46
591,Good Luck Rd at Crest Park Dr,160,955
112,75th Ave at Landover Rd,159,48
437,Central Ave at Ritchie Rd,159,35
907,Old Marlboro Pike at Melwood Park Ave,159,125
669,Highview Pl at Onslow Way,159,148
1032,Rhode Island Ave at 37th St,157,159
619,Greenhill Rd at Orange Ct,157,9
755,Landover Rd at Firehouse Rd,157,272
1260,University Blvd at Riggs Rd,157,671
775,Largo Rd at Riverdale Bapt School,157,22
1268,Village Dr West at Bishopmill Dr,156,414
937,Owens Rd at Wheeler Rd,156,253
454,Cherrywood Ln at Springhill Drive,156,37
496,Cora B. Wood Senior Center,156,112
598,Good Luck Rd at Terra Alta Dr,156,201
821,Marlboro Pike at Glacier Ave,155,175
1236,Temple Hill Rd at Lakeview Dr,155,225
378,Brinkley Rd at Saint Ignatius Dr,155,148
39,3133 Pennsy Dr,154,142
252,Auth Rd at Henderson Way,154,27
93,5030 38th St,153,82
1262,Upshur St at 29th St,153,275
219,Annapolis Rd at 54th St,153,126
808,MLK Jr Hwy at Southland Dr,151,246
922,Old Silver Hill Rd at Parkland Ct (W),151,150
544,East Capitol St at Old Central Ave,151,243
1281,Walker Mill Rd at Brooksquare Dr,150,183
798,MLK Jr Hwy at Carrington Ave,150,155
1190,St Barnabas Rd at Deer Park Dr,150,40
320,Brandywine Rd at Clinton Way,150,428
1092,Riverdale Rd at Eastpine Dr,149,754
702,Iverson St at 28th Ave,149,81
1180,Southway at 7 Court,149,468
603,Greenbelt Rd at Greenbelt Park Entrance,149,259
750,Landover Rd at 58th Ave,148,209
254,Auth Rd at Oakland Way,148,77
258,Baltimore Ave at Berwyn Rd,147,89
1008,Queensbury Rd and 39th Pl,147,39
656,Harry S Truman Dr at Campus Way S,147,137
657,Harry S Truman Dr at Mt Lubentia Way,147,147
1077,River Rd at Kenilworth Ave,147,87
250,Auth Rd at Dublin Dr,147,46
1196,St Barnabas Rd at Lime St,147,59
1275,Village Green Dr at Sheriff Rd,146,144
695,Indian Head Highway (MD. RTE. 210) at Livingston Road,145,118
929,Owens Rd at Irvington St,145,172
665,Highmount Ln at Brooke Rd,143,106
230,Ardwick-Ardmore Rd at West St,143,93
516,Cypress Tree Dr at K St,142,133
1031,Rhode Island Ave at 37th Pl,141,172
1021,Rainier Ave at Upshur St,140,267
1068,Ritchie Rd at Ritchie-Marlboro Rd,140,141
649,Hanover Pkwy at Megan Ln,140,249
36,28th Pl at Russell Ave,139,146
226,Apollo Dr at Mercantile Ln,139,222
80,42nd At Jefferson St,139,382
1061,Ritchie Rd at Laura Ln,139,57
723,Kipling Pkwy at Council Dr,138,155
605,Greenbelt Rd at Lakecrest Dr,138,268
188,Ager Rd at Lancer Dr,136,317
725,Kipling Pkwy at Glendora Dr,136,90
247,Auth Rd at Braymer Ave,136,153
689,INDIAN HEAD HIGHWAY & SOUTHERN AVENUE,135,169
1277,Volta Ave at Rhode Island Ave,135,224
1300,Woodyard Rd at Marlboro Pike,135,149
282,Baltimore Ave at Tecumseh St,135,311
842,McConnell Dr at Village Dr West,134,19
110,6801 Woodside Village Apts,134,104
1140,Sheriff Rd at Village Green Dr,133,264
597,Good Luck Rd at Sora Ln,133,58
562,Farragut St and 42nd Pl,133,84
474,Chillum Rd at Shoppers Food,133,551
123,8102 Sheriff Rd,132,54
417,Capitol Heights Blvd at Gunther St,132,82
333,Brandywine Road at Groveton Drive,131,286
587,Goddard Space Flight Center Main Gate (Southbound),131,893
984,Peppermill Dr at Central Ave,130,132
930,Owens Rd at Iverson St,130,61
353,Brightseat Rd at MD 202,129,57
218,Annapolis Rd at 54th Pl,129,65
1011,Queensbury Rd at 42nd Pl,128,134
488,Columbia Park Rd at Clarkson Way,128,386
932,Owens Rd at Martin Dr,128,102
1047,Rhode Island Ave at Webster St,128,78
278,Baltimore Ave at Regents Dr,127,81
706,Jericho City Dr at Brightseat Rd.,127,114
581,Garrett A. Morgan Blvd at Gibbs Way,127,241
131,8343 Ardwick-Ardmore Rd,127,125
310,Bock Rd at Belfast Drive,127,11
733,LOTTSFORD RD AT MCCORMICK DRIVE,127,80
1009,Queensbury Rd at 39th Pl,126,84
974,Paint Branch Parkway at Baltimore Ave,126,227
415,Capitol Heights Blvd at Central Ave,125,249
1252,Toldeo Rd at Belcrest Rd,125,336
676,Hillside Rd at Crescent Rd,125,207
627,Halloway South at Village Dr West,124,8
740,Lamont Dr at Larchwood St,124,233
917,Old Pike Way at 5620 Old Pike Way,124,188
493,Columbia Park Rd at Stanford Court,124,454
449,Chatsfield Way at Reading Ter,123,100
1037,Rhode Island Ave at 43rd Ave,123,136
852,Merrimac St at New Hampshire Ave Service Rd,122,66
54,38th St at Gaines Pl,122,60
1233,Temple Hill Rd at Hagan Rd,122,238
570,Fisher Rd at Holton Ln,122,80
940,Oxon Hill Fringe Parking Lot at Bus Bay F,121,603
1178,Southway at 10 Court,121,210
1048,Rhode Island at Wallace Rd Prem #4511,121,84
422,Cedar Heights Dr at Jefferson Heights Dr,121,84
106,58th Ave at Berwyn Rd,120,208
57,38th St at Parkwood St,120,120
616,Greenbrook Dr at Sunset Pl,120,118
830,Marlboro Pike at US Rte 301,119,105
85,42nd Ave at Nicholson St,119,27
179,Addison Rd at Seat Pleasant Dr,119,80
162,ALLENTOWN ROAD & WEBSTER LANE,118,12
1059,Ritchie Rd at Farrs Ln,118,358
875,Nova Ave at Doppler St,118,78
866,Nalley Rd at Nalley Ter,118,94
550,East-West Hwy at Toledo Terr,118,183
846,McCormick Dr at Peppercorn Pl,116,71
684,INDIAN HEAD HIGHWAY & AUDREY LANE,116,165
1,10100 Campus Way S,115,120
799,MLK Jr Hwy at Carrington Dr,115,88
210,Allentown Rd at Waldran Dr,115,236
835,Matapeake Business Dr at Target Store,115,229
1143,Sheriff Rd at Willow Wood Ct,114,168
948,Oxon Hill Rd at Opposite Clipper Way (6383),114,28
87,42nd Ave at Oliver St,114,58
1005,Queens Chapel Rd at Nicholson St,113,168
735,Lafayette Ave at Queensbury Rd,112,239
487,Columbia Park Rd at Cabin Branch Dr,112,236
692,Ikea - Arrival,111,185
264,Baltimore Ave at Guilford Rd,111,122
312,Bock Rd at Saint Barnabas Rd,110,116
588,Goddard Space Flight Center Visitors Center (Northbound),110,98
347,Brightseat Rd at Continental Pl,109,122
283,Baltimore Ave at Tuckerman St,109,67
1256,US Rte 301 at Marlboro Pike,109,143
19,23rd Ave at Chapman Rd,109,156
928,Owens Rd at Barnaby Run Dr,109,100
392,CAMPUS WAY NORTH AT HILLANDALE WAY,108,135
525,Dille Dr at Correctional Center,107,51
805,MLK Jr Hwy at Roosevelt Ave,107,125
868,Naylor Rd Station Bay H - Hidden Arrival,107,13553
1225,Taylor Rd at Riverdale Rd,107,162
1121,Saint Barnabas Rd at Barrowfield Ct,106,131
82,42nd Ave and Queensbury Rd,106,55
1072,Ritchie Rd at Walker Mill Rd,106,243
216,Annapolis Rd at 53rd Pl,106,31
43,3300 75th Ave,106,149
119,800 SOUTHERN AVENUE,105,96
658,Harry S Truman Dr at New Orchard Dr,105,72
331,Brandywine Road at Brooke Jane Drive,105,509
682,Hubbard Rd at Dodge Park Rd,104,191
160,ALLENTOWN ROAD & VERNON DRIVE,104,133
400,Campus Way S at Prince Place (W),103,56
374,Brinkley Rd at Morton Pl,103,143
985,Peppermill Dr at Hastings Dr,103,1460
183,Addison Rd at Wilburn St,102,47
526,District Heights Municipal Bldg,102,178
822,Marlboro Pike at Jansen Ave,102,137
988,Piscataway Rd at Brandywine Rd,101,651
33,28th Pkwy at Curtis Dr,100,137
622,Greenway Center (AM Southbound),100,113
132,8401 Corporate Dr,100,177
824,Marlboro Pike at Larchmont Ave,100,153
681,Hillside Rd at Woodland Way,99,273
1124,Saint Barnabas Rd at Caryhurst Dr,97,123
152,ALLENTOWN ROAD & PATS LANE,97,24
787,Lottsford Rd at Harry S. Truman,97,346
286,Baltimore Ave at Van Buren St,97,106
1115,SOUTHERN AVENUE & WHEELER ROAD AM FS,97,29
1283,Walker Mill Rd at Rollins Ave,97,92
617,Greenhill Rd at Crescent Rd,97,45
1292,Willow Hill Dr at Nalley Rd,96,60
91,4615 Silver Hill Rd,96,109
486,Columbia Park Rd at Beaver Rd,96,80
919,Old Silver Hill Rd at Addison Ave,95,177
153,ALLENTOWN ROAD & PAYNE DRIVE,94,21
715,John Rogers Blvd at Old Marlboro Pike,94,121
455,Cheverly Ave at Arbor St,94,31
1199,St Barnabas Rd at Wheeler Rd,94,255
911,Old Marlboro Pike at Ritchie-Marlboro Rd,94,27
103,57th Ave at Berwyn Rd,94,52
916,Old Marlboro Pike at Weldon Manor Ln,93,70
1193,St Barnabas Rd at Gateway Square Apts,93,300
440,Central Ave at Suffolk Ave,93,69
294,Belle Haven Dr at Belle Haven Ct,93,29
453,Cherrywood Ln at Ivy Ln,93,116
372,Brinkley Rd at Mark Dr,92,71
467,Chillum Rd at 18th Ave,92,422
190,Ager Rd at Nicholson St,92,136
800,MLK Jr Hwy at Columbia Ave,91,66
721,Kenilworth Ave at Tennyson St,91,114
557,Equestrian Center Lot 1 (Arrival),91,1371
48,34th St at Bunker Hill Rd,91,423
989,Piscataway Rd at Gwynndale Dr,91,284
324,Brandywine Rd at Lytton Ave.,90,69
825,Marlboro Pike at Marwood Blvd N,90,114
1079,Riverdale Rd at 48th Ave,89,18
319,Brandywine Rd at Clinton Manor Dr,89,108
1101,Rollins Ave at 1507 Rollins Ave,89,27
96,5200 St Barnabas Rd,88,91
670,Highview Pl at Sunbury Ct,88,228
906,Old Marlboro Pike at Marlborough Dr,87,78
62,38th St at Utah Ave,87,203
284,Baltimore Ave at Underwood St,87,132
81,42nd Ave and Oliver St,86,122
517,Cypress Tree Dr at Lee Pl,86,112
311,Bock Rd at National Christian Academy (6700),85,35
463,Cheverly Ave at Lombard St,85,137
1080,Riverdale Rd at 49th Ave,85,77
9,1405 Rollins Ave at #1405,85,132
788,Lottsford Rd at Harry S. Truman Dr,85,92
1270,Village Dr West at Eyre Dr South,84,32
339,Brightseat Rd at Amador Dr,84,81
370,Brinkley Rd at Kildare Ct,84,204
609,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),83,3
994,Pontiac St at 63rd Ave,83,181
1114,SOUTHERN AVENUE & OWENS ROAD,83,2
1293,Willow Hill Dr at Stevenson Ln,83,216
94,508 Suffolk Ave,82,25
1141,Sheriff Rd at William Paca School,82,77
720,Kenilworth Ave at Sarvis Ave,81,95
576,GRAND BLVD,81,17
141,ALLENTOWN ROAD & BURGESS LANE,81,71
903,Old Marlboro Pike at Derby Manor Ln,81,16
60,38th St at Taylor St,80,46
806,MLK Jr Hwy at Ryderwood Court,79,65
870,New Carrollton Station (Arrival),79,2067
173,Addison Rd at Drylog St,79,128
1166,Southern Ave at H St,79,176
366,Brinkley Rd at Glen Oak Dr,79,231
732,LIVINGSTON ROAD AT FORT WASHINGTON RD,78,75
583,Garrett A. Morgan Blvd at Rear Morgan Blvd Station,78,187
212,Allentown Rd at Westchester Dr,78,119
382,Brinkley Rd at Trude St,78,189
116,7800 Sheriff Rd (Eaton Square Apartments),77,211
499,Council Dr at Gateway Blvd,77,46
1099,Rollins Av at Modupeola Way,77,75
41,3223 28th Pkwy,77,123
343,Brightseat Rd at Arena Dr (Largo),77,13
577,Gallatin St at 42rd Ave,77,74
240,Ashwood Dr at Ritchie Rd,77,231
697,Indian Head Highway (MD. RTE. 210) at Talbert Drive,76,174
358,Brinkley Rd at Anderson Dr,76,154
90,442 Harry S Truman Dr,76,80
1098,Rochelle Ave at Elmhurst St,76,91
127,8235 Ardwick-Ardmore Rd,75,79
1100,Rollins Ave at #1513,74,99
551,East-West Hwy at Toledo Terrace,74,77
206,Allentown Rd at Perrie Ln,74,275
6,1380 SOUTHERN AVENUE,74,32
898,Old Landover Rd at Landover Rd,74,21
171,Addison Rd at Baltic St,73,86
574,Fort Washington Fringe Lot Bus Bay B,73,62
423,Cedar Heights Dr at K St,73,138
77,4211 Suitland Rd (Opposite),73,293
758,Landover Rd at Pinebrook Rd,72,81
1219,TUCKER ROAD & PALMER ROAD,72,24
752,Landover Rd at 75th Ave,72,44
332,Brandywine Road at Dennison Drive,72,282
1150,Silver Hill Rd at Swann Rd,71,156
751,Landover Rd at 58th Pl,71,219
338,Brightseat Rd at 901 Brightseat Rd,71,41
1303,Woodyard Rd at Tanglewood Center,71,191
214,Annapolis Rd at 46th St,71,50
639,Hampton Park Boulevard at Edgeworth Dr,71,548
839,Mattowoman Beantown Rd at MTA Park and Ride Lot (Arrival),71,993
1301,Woodyard Rd at Pine View Lane,71,1333
687,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,70,14
274,Baltimore Ave at Metzerott Rd,70,21
447,Centre Pointe Office Park,70,110
791,MERCANTILE LN AT 1400 MERCANTILE LANE,69,404
235,Arundel Rd at 25th Ave,69,78
297,Beltway Plaza Shopping Center,69,471
450,Chatsfield Way at Tweed Way,69,101
1261,Upshur St at 28th St,69,151
1086,Riverdale Rd at 62nd Pl,69,27
49,34th St at Otis St,69,734
323,Brandywine Rd at Lytton Ave,69,71
176,Addison Rd at Health Center Ent.,69,94
1019,Rainier Ave at 34th St,68,150
760,Largo Dr at Kirkham Ln,68,7
462,Cheverly Ave at Kilmer St,68,84
407,Campus Way South at Prince Place,68,80
1230,Temple Hill Rd at Cedell Pl,68,87
175,Addison Rd at Ernie Banks St,68,68
161,ALLENTOWN ROAD & WALDRAN DRIVE,68,17
890,Old Branch Ave at 6811 Old Branch Ave,67,415
362,Brinkley Rd at Bushey Dr,67,395
356,Brightseat Rd at McLain Avenue,67,76
1112,SOUTHERN AVENUE & GREATER SE HOSPITAL,66,8
1087,Riverdale Rd at 63rd Ave,66,240
612,Greenbelt Station Parkway at Streambank Lane,65,371
1259,University Blvd at Phelps Rd,65,113
1192,St Barnabas Rd at Frazier Ter,65,38
593,Good Luck Rd at Kenilworth Ave,64,41
1106,SOUTHERN AVENUE & 13TH STREET SE,64,34
444,Central Ave at Ventura Ave,64,18
1107,SOUTHERN AVENUE & 6TH STREET SE,64,65
369,Brinkley Rd at John Hanson Ln,63,161
513,Crescent Rd at Parkway,63,330
1130,Sheriff Rd at Cypress Tree Dr,62,124
3,10233 Campus Way South,62,88
352,Brightseat Rd at Hamlin St,62,58
712,John Rogers Blvd at Courtland Ln,61,31
1129,Sheriff Rd at Countrywood Ct,61,23
65,400 Brightseat Rd,60,74
958,PALMER ROAD & DELLA LANE,60,122
411,Capitol Heights Blvd at 733 Capitol Heights Blvd,60,79
342,Brightseat Rd at Arena Dr (Campus Way),60,7
432,Central Ave at Garrett A Morgan Blvd,60,285
308,Bock Rd at 6801 Woodside Village Apts,59,32
1168,Southern Ave at Opposite of Greater SE Hospital,59,35
1117,SOUTHERN AVENUE & WHEELER ROAD PM FS,59,37
120,8030 Sheriff Rd,59,12
237,Arundel Rd at 34th Ave,59,232
774,Largo Rd at Mount Lubentia Way,58,309
667,Highview Pl at Hanbury Ct,58,138
439,Central Ave at Soper Ln,58,764
424,Cedar Heights Dr at Lee Pl,58,144
552,Eastern Ave at Rhode Island Ave,57,124
155,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,57,4
913,Old Marlboro Pike at SHA Facility,57,57
172,Addison Rd at Crown St,56,49
404,Campus Way South at Harry S Truman Dr,56,18
388,Brown Station Rd at Dille Dr,56,10
769,Largo Rd at Homestated,56,4
1042,Rhode Island Ave at Gallatin St,55,126
0,10053 Campus Way South,55,36
768,Largo Rd at Hancock Dr,55,687
844,McCormick Dr at Caraway Ct,55,54
147,ALLENTOWN ROAD & KAREN ANNE DRIVE,55,40
498,Council Dr at Foster St,54,40
485,Columbia Park Rd at 64th Ave,54,59
192,Ager Rd at Peabody St,54,29
659,Harry S Truman Dr at Woodlawn Blvd,54,73
1020,Rainier Ave at Taylor St,54,60
1216,TUCKER ROAD & ARUNDEL ROAD,54,15
483,Columbia Park Rd at #5700,54,37
770,Largo Rd at Kent Dr,53,48
61,38th St at Upshur St,53,39
820,Marlboro Pike at Forest Run Dr,53,337
279,Baltimore Ave at Riverdale Rd,53,314
828,Marlboro Pike at Opus Ave,53,46
253,Auth Rd at Magruder Ave,53,186
1006,Queens Chapel Rd at Oliver St,52,112
266,Baltimore Ave at Harrison Ave,52,14
765,Largo Rd at Chirstian Academy,52,36
442,Central Ave at Tunic Ave,52,76
717,Kanawha St at 14th Ave,52,318
433,Central Ave at Hampton Park Blvd,52,58
151,ALLENTOWN ROAD & PADGETTS CORNER,52,79
756,Landover Rd at Kent Town Place,51,204
55,38th St at Hamilton St,51,141
543,East Capitol St at Maryland Park Dr,51,107
927,Ora Glen Dr at Morrison Dr,51,67
827,Marlboro Pike at Nova Ave,51,46
35,28th Pkwy at Fairlawn St,50,301
810,Madison St at Madison Ct,50,62
540,Dower House Rd at Old Marlboro Pike,50,84
524,Dille Dr at Brown Station Rd,50,106
426,Central Ave at Balboa Ave,49,63
346,Brightseat Rd at Bishop Peebles Dr (Largo),49,89
914,Old Marlboro Pike at Spring Dr,49,4
779,Largo Rd at West Kettering Dr,48,317
910,Old Marlboro Pike at Peerless Ave,48,25
786,Lords Landing Rd at Lord Sterling Pl,48,44
1239,Temple Hill Rd at Oahu St,48,146
621,Greenway Center (AM Northbound),48,105
995,Pontiac St at Cunningham Dr,48,119
1159,Southern Ave at Bonini Rd,47,117
957,Oxon Run Dr at Oxon Run Ct,47,52
193,Ager Rd at Powhattan Rd,47,113
134,8951 Lottsford Rd,46,129
1134,Sheriff Rd at Giant Food,46,16
817,Mandan Rd at Mandan Rd Ct,46,80
246,Auth Rd at #6208-6220,45,11
538,Donnell Drive at Marlboro Pike,45,259
174,Addison Rd at Eads St,45,59
713,John Rogers Blvd at Governor's Grove,44,50
1232,Temple Hill Rd at Fisher Rd,44,119
313,Bock Rd at Sourwood Ln,44,106
1058,Ritchie Rd at Edgeworth Dr,44,45
322,Brandywine Rd at Horshoe Rd,44,406
243,Auburn Ave at 3rd St,44,47
363,Brinkley Rd at Cherryfield Rd,44,210
21,23rd Ave at Fordham St,44,46
671,Hill Dr at Mountain View,43,20
956,Oxon Hill at Joellyn Ct,43,30
1123,Saint Barnabas Rd at Bock Rd,43,20
1224,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),43,2656
295,Belle Haven Dr at Nalley Rd,43,41
1226,Temple Hill Rd at 8601 Temple Hill Rd,43,173
115,7800 Eaton Sq Apts,42,6
662,Hastings Dr at Hill Rd,42,252
491,Columbia Park Rd at Oregon Ave,42,405
1285,Walker Mill Rd at Weber Dr,42,63
1217,TUCKER ROAD & BOCK ROAD,41,6
337,Brightseat Rd at 1000 Jericho City Drive,41,138
45,3321 75th Ave,41,127
896,Old Crain Hwy at Villiage Drive West,41,22
1113,SOUTHERN AVENUE & OPPOSITE GREATER SE HOSPITAL,41,2
394,Cabin Branch Dr at Whole Foods Entrance,41,114
345,Brightseat Rd at Bishop Peebles Dr (Campus Way),40,130
412,Capitol Heights Blvd at 734 Capitol Heights Blvd,39,204
157,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,39,32
960,PALMER ROAD & FRAN DEL DRIVE,39,35
568,Fisher Rd at Fisher Dr,39,49
10,1441 McCormick Dr,39,103
546,East Capitol Street at Maryland Park Drive,38,123
8,1400 McCormick Dr,38,250
515,Cypress Tree Dr at Juniper Tree Ln,38,3
709,John Rogers Blvd at Ascott Dr,37,12
754,Landover Rd at Arena Dr,37,101
373,Brinkley Rd at Middlefield Rd,37,204
140,ALLENTOWN ROAD & BRINKLEY ROAD,37,2
1206,Suffolk Ave at Bend St,36,11
122,8100 Sheriff Rd,36,84
675,Hillside Rd at 19 Court,36,52
1135,Sheriff Rd at Glen Willow Dr,36,42
419,Capitol Heights Blvd at Ute Way,36,62
121,8100 Professional Pl,35,40
154,ALLENTOWN ROAD & PLEASANT HILL DRIVE,35,7
738,Lamont Dr at Fairbanks St,34,73
163,ALLENTOWN ROAD & WESTCHESTER COURT,34,27
469,Chillum Rd at 21st Pl,34,1
1108,SOUTHERN AVENUE & 9TH STREET SE,33,34
497,Council Dr at Elmhurst St,33,69
785,Lords Landing Rd at Lord Fairfax Pl,33,20
1153,Southern Ave Station Bay E - Arrival,33,7291
44,3300 Pennsy Dr,32,20
946,Oxon Hill Rd at Kerby Pkwy,32,32
876,Nova Ave at Marlboro Pike,32,147
414,Capitol Heights Blvd at Brooke Rd,32,86
1002,Queen Chapel Rd at Queensbury Rd,32,469
857,Motor Vehicle Administration - Arrival,31,1884
795,MLK Jr Hwy at Addison Rd,31,16
653,Hanover Pkwy at Spring Manor Dr,31,126
1116,SOUTHERN AVENUE & WHEELER ROAD AM NS,31,5
688,INDIAN HEAD HIGHWAY & SENECA DRIVE,31,68
594,Good Luck Rd at Oakland Ave,30,63
1195,St Barnabas Rd at Kernal Ln,30,144
102,5716 Columbia Park Rd,29,13
1289,West Hyattsville Station - Arrival,29,3756
599,Governor Oden Bowie Dr at Elm St,29,26
156,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,29,2
129,8301 Professional Pl,29,27
849,Melwood Training Center,29,25
2,10147 Campus Way South,29,11
401,Campus Way S at Treetop Condo,28,7
784,Lords Landing Rd at John Rogers Blvd,28,8
182,Addison Rd at Wilburn Dr,28,23
38,3119 75th Ave (Overland Gardens),28,161
535,Donnell Dr at 2900 Donnell Dr,28,14
256,Baltimore Ave at Amherst Rd,28,18
88,42nd Ave at Queensbury Rd,28,25
882,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,27,143
579,Gallatin St at Church Pl,27,36
1014,Queensbury Rd at 46th Ave,27,6
416,Capitol Heights Blvd at Emmet St,27,28
636,Hamilton St at Queens Chapel Rd,26,92
1220,TUCKER ROAD & RIDGEVALE AVENUE,26,0
425,Cedar Heights at Lee Pl,26,35
482,College Park Station - Arrival,26,22
1033,Rhode Island Ave at 38th St,26,160
180,Addison Rd at St Margaret's School,26,55
970,PGCC Perimeter Rd at Brickford Natatorium,26,36
242,Auburn Ave at 2nd St,25,29
111,7500 ALLENTOWN ROAD,24,95
458,Cheverly Ave at Columbia Park Rd,24,132
899,Old Marlboro Pike  at Peerless Ave,24,50
434,Central Ave at Maryland Park Dr,24,27
42,3224 28th Pkwy,24,23
1291,Willow Hill Dr at Hill Rd,24,7
1007,Queens Chapel Road at Queensbury Rd,23,310
1109,SOUTHERN AVENUE & BONINI ROAD,23,48
56,38th St at Jackson Ave,22,75
357,Brightseat Rd at Sterling St,22,19
874,Nova Ave at Central Ave,22,19
915,Old Marlboro Pike at Starting Gate Dr,22,34
118,800 Ritchie Rd,22,35
166,Access rd at West Court Dr,22,25
276,Baltimore Ave at Queens Chapel Rd,21,28
714,John Rogers Blvd at Lord's Landing Rd,21,25
845,McCormick Dr at Lottsford Rd,21,78
1067,Ritchie Rd at Ritchie Rd Spur,21,35
575,Ft Washington Rd at Indian Head Hwy,21,19
187,Ager Rd at Kirkwood Place,20,33
1051,Ritchie Rd At Sunny Ln,20,21
296,Belle Haven Dr at Village Green Dr,20,172
555,Elm St at Governor Oden Bowie Dr,20,28
734,LOTTSFORD ROAD AT GRAND BLVD,20,59
441,Central Ave at Topeka Ave,20,10
977,Pennsy Dr at Landover Metrorail Station,20,20
309,Bock Rd at Belfast Dr,19,42
710,John Rogers Blvd at Captain Duval Dr,19,36
445,Central Ave at Xenia Ave,19,14
142,ALLENTOWN ROAD & COMET DRIVE,19,53
685,INDIAN HEAD HIGHWAY & I-495 SOUTH OFF RAMP,19,7
980,Pennsylvania Ave at Old Marlboro Pl,19,708
1179,Southway at 11 Court,19,31
542,East Capital Street at Old Central Ave,19,97
1207,Suffolk Ave at Central Ave,19,6
1271,Village Dr West at Halloway North,19,59
934,Owens Rd at Owens Rd Elementary,19,28
476,Clairfield Lane - Arrival,18,400
92,5023 Riverdale Rd,18,19
389,CAB - Arrival,18,922
881,OXON HILL ROAD AT LIVINGSTON RD,17,20
580,Garrett A Morgan Blvd at Ridgefield Blvd,17,129
355,Brightseat Rd at McLain Av,17,3
1016,Queensbury Rd at E Beale Cir,17,17
780,Largo Rd at White House Rd,16,24
316,Branch Ave Station - Arrival,16,9786
