,stop,alightings
1057,Ritchie Rd at Dennis Ct,173
1031,Rhode Island Ave at 37th Pl,172
296,Belle Haven Dr at Village Green Dr,172
929,Owens Rd at Irvington St,172
520,Davey St at Urey Pl,172
1001,Quebec St at 58th Ave,170
495,Columbia Park Rd at Virginia Ave,170
1296,Woody Terrace at Woodyard Road,170
521,Denise Dr at Banister Way,170
689,INDIAN HEAD HIGHWAY & SOUTHERN AVENUE,169
325,Brandywine Rd at Old Marbury Rd,168
1005,Queens Chapel Rd at Nicholson St,168
1255,Truman Manor,168
1143,Sheriff Rd at Willow Wood Ct,168
595,Good Luck Rd at Parkdale HS,167
1110,SOUTHERN AVENUE & CHESAPEAKE STREET SE,166
971,PGCC Perimeter Rd at Child Care Facility,165
684,INDIAN HEAD HIGHWAY & AUDREY LANE,165
391,CAMPUS WAY NORTH AT BYWARD BLVD,164
269,Baltimore Ave at Indian Ln,163
1263,Upshur St at 30th St,163
200,Allentown Rd at Dodge Ln,163
1225,Taylor Rd at Riverdale Rd,162
150,ALLENTOWN ROAD & OLD BRANCH AVENUE,161
369,Brinkley Rd at John Hanson Ln,161
38,3119 75th Ave (Overland Gardens),161
109,60th Ave at Seminole St,161
471,Chillum Rd at Buchanan St,161
1033,Rhode Island Ave at 38th St,160
618,Greenhill Rd at Greenway Pl,160
1032,Rhode Island Ave at 37th St,159
613,Greenbrook Dr at Chartwell Pl,156
1150,Silver Hill Rd at Swann Rd,156
19,23rd Ave at Chapman Rd,156
798,MLK Jr Hwy at Carrington Ave,155
723,Kipling Pkwy at Council Dr,155
358,Brinkley Rd at Anderson Dr,154
247,Auth Rd at Braymer Ave,153
824,Marlboro Pike at Larchmont Ave,153
792,MERCANTILE LN AT TECHNOLOGY WAY,151
1261,Upshur St at 28th St,151
1242,Temple Hill Rd at Plata St,151
922,Old Silver Hill Rd at Parkland Ct (W),150
239,Ashwood Dr at Ritche Rd,150
1019,Rainier Ave at 34th St,150
1248,Temple Hill Rd at Suburban Ct,150
797,MLK Jr Hwy at Cabin Branch Dr,150
43,3300 75th Ave,149
1090,Riverdale Rd at 67th Pl,149
1300,Woodyard Rd at Marlboro Pike,149
669,Highview Pl at Onslow Way,148
378,Brinkley Rd at Saint Ignatius Dr,148
876,Nova Ave at Marlboro Pike,147
326,Brandywine Rd at Woodyard Rd,147
657,Harry S Truman Dr at Mt Lubentia Way,147
1239,Temple Hill Rd at Oahu St,146
36,28th Pl at Russell Ave,146
1229,Temple Hill Rd at Cardwell Dr,145
1145,Silver Hill Rd at Parkway Terrace Dr,145
1085,Riverdale Rd at 61st Pl,144
424,Cedar Heights Dr at Lee Pl,144
1275,Village Green Dr at Sheriff Rd,144
1195,St Barnabas Rd at Kernal Ln,144
1256,US Rte 301 at Marlboro Pike,143
882,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,143
374,Brinkley Rd at Morton Pl,143
39,3133 Pennsy Dr,142
55,38th St at Hamilton St,141
666,Highview Pl at Brooke Rd,141
1068,Ritchie Rd at Ritchie-Marlboro Rd,141
107,60th Ave at Greenbelt Rd,140
718,Kanawha St at 15th Ave,139
667,Highview Pl at Hanbury Ct,138
423,Cedar Heights Dr at K St,138
337,Brightseat Rd at 1000 Jericho City Drive,138
611,Greenbelt Station Parkway at S. Center Drive,138
656,Harry S Truman Dr at Campus Way S,137
33,28th Pkwy at Curtis Dr,137
463,Cheverly Ave at Lombard St,137
822,Marlboro Pike at Jansen Ave,137
446,Central Ave at Yeoman Pl,137
1174,Southern Ave opposite B St SE,137
83,42nd Ave at Jefferson St,136
190,Ager Rd at Nicholson St,136
1298,Woodyard Rd at Canberra Dr,136
1037,Rhode Island Ave at 43rd Ave,136
350,Brightseat Rd at Glen Valley Dr,135
392,CAMPUS WAY NORTH AT HILLANDALE WAY,135
1011,Queensbury Rd at 42nd Pl,134
516,Cypress Tree Dr at K St,133
1017,Queensbury Rd at Rhode Island Ave,133
160,ALLENTOWN ROAD & VERNON DRIVE,133
458,Cheverly Ave at Columbia Park Rd,132
9,1405 Rollins Ave at #1405,132
284,Baltimore Ave at Underwood St,132
984,Peppermill Dr at Central Ave,132
1125,Saint Barnabas Rd at John Hanson Ln,132
990,Piscataway Rd at Hardesty Dr,131
1121,Saint Barnabas Rd at Barrowfield Ct,131
345,Brightseat Rd at Bishop Peebles Dr (Campus Way),130
967,PG Plaza Station Bus Bay H,130
1204,Stuart Ln at Topaz Court,130
580,Garrett A Morgan Blvd at Ridgefield Blvd,129
134,8951 Lottsford Rd,129
229,Ardwick-Ardmore Rd at Preston St,129
1133,Sheriff Rd at Eaton Square Apartments,128
173,Addison Rd at Drylog St,128
45,3321 75th Ave,127
52,38th St at Allison St,127
1039,Rhode Island Ave at Bunker Hill Rd,126
1132,Sheriff Rd at Dutch Village Dr - out,126
1042,Rhode Island Ave at Gallatin St,126
219,Annapolis Rd at 54th St,126
653,Hanover Pkwy at Spring Manor Dr,126
907,Old Marlboro Pike at Melwood Park Ave,125
205,Allentown Rd at Opp. Leon St,125
805,MLK Jr Hwy at Roosevelt Ave,125
131,8343 Ardwick-Ardmore Rd,125
1130,Sheriff Rd at Cypress Tree Dr,124
1127,Sheila Ln at Mike Shapiro Dr,124
32,28th Pkwy at Afton St,124
552,Eastern Ave at Rhode Island Ave,124
1175,Southern Maryland Hospital,123
41,3223 28th Pkwy,123
1124,Saint Barnabas Rd at Caryhurst Dr,123
546,East Capitol Street at Maryland Park Drive,123
395,Campus Way North at Collington Campus,122
901,Old Marlboro Pike at Brooklee Dr,122
264,Baltimore Ave at Guilford Rd,122
796,MLK Jr Hwy at Booker Dr,122
81,42nd Ave and Oliver St,122
347,Brightseat Rd at Continental Pl,122
958,PALMER ROAD & DELLA LANE,122
715,John Rogers Blvd at Old Marlboro Pike,121
57,38th St at Parkwood St,120
863,Nalley Rd at Kaplan Ct,120
317,Branch Ave Station Bus Bay J,120
1284,Walker Mill Rd at Tanow Pl,120
1,10100 Campus Way S,120
212,Allentown Rd at Westchester Dr,119
995,Pontiac St at Cunningham Dr,119
1232,Temple Hill Rd at Fisher Rd,119
564,Fieldstone Way,118
695,Indian Head Highway (MD. RTE. 210) at Livingston Road,118
616,Greenbrook Dr at Sunset Pl,118
139,ALLENTOWN ROAD & ALLENTOWN WAY,117
1159,Southern Ave at Bonini Rd,117
529,District Heights Pkwy at Marbury Ct (E),116
312,Bock Rd at Saint Barnabas Rd,116
563,Farragut St at Rhode Island Ave,116
453,Cherrywood Ln at Ivy Ln,116
460,Cheverly Ave at Forest Rd,115
394,Cabin Branch Dr at Whole Foods Entrance,114
825,Marlboro Pike at Marwood Blvd N,114
78,425 Brightseat Rd,114
706,Jericho City Dr at Brightseat Rd.,114
721,Kenilworth Ave at Tennyson St,114
1259,University Blvd at Phelps Rd,113
622,Greenway Center (AM Southbound),113
193,Ager Rd at Powhattan Rd,113
886,Old Alexandria Ferry Rd at Malcolm Rd,112
660,Harry S. Truman Dr at Lottsford,112
108,60th Ave at Quebec St,112
1006,Queens Chapel Rd at Oliver St,112
517,Cypress Tree Dr at Lee Pl,112
496,Cora B. Wood Senior Center,112
399,Campus Way S at Prince Place,111
447,Centre Pointe Office Park,110
804,MLK Jr Hwy at Hill Rd,109
572,Fisher Rd at Temple Blvd,109
91,4615 Silver Hill Rd,109
1258,University Blvd at Guilford Rd,108
319,Brandywine Rd at Clinton Manor Dr,108
680,Hillside Rd at Research Rd,107
543,East Capitol St at Maryland Park Dr,107
286,Baltimore Ave at Van Buren St,106
313,Bock Rd at Sourwood Ln,106
524,Dille Dr at Brown Station Rd,106
665,Highmount Ln at Brooke Rd,106
830,Marlboro Pike at US Rte 301,105
621,Greenway Center (AM Northbound),105
1025,Ray Rd at Balfour Dr,104
110,6801 Woodside Village Apts,104
996,Pontiac St at Edmonston Rd,103
1105,Rollins Ave at Upcot Ct,103
494,Columbia Park Rd at Stanford Pl,103
10,1441 McCormick Dr,103
932,Owens Rd at Martin Dr,102
1097,Riverdale Rd at Taylor Rd,102
450,Chatsfield Way at Tweed Way,101
754,Landover Rd at Arena Dr,101
449,Chatsfield Way at Reading Ter,100
306,Bladensburg Rd at 42nd Ave,100
500,Council Dr at Kipling Pkwy,100
928,Owens Rd at Barnaby Run Dr,100
448,Chatsfield Way at Palmerton Ter,99
1100,Rollins Ave at #1513,99
588,Goddard Space Flight Center Visitors Center (Northbound),98
304,Bladensburg Rd at 40th Pl,98
542,East Capital Street at Old Central Ave,97
16,23rd Ave at  Beechwood Rd,97
119,800 SOUTHERN AVENUE,96
34,28th Pkwy at Duggan St,96
720,Kenilworth Ave at Sarvis Ave,95
111,7500 ALLENTOWN ROAD,95
783,Lords Landing Rd at Brown Station Rd,94
176,Addison Rd at Health Center Ent.,94
236,Arundel Rd at 29th St,94
866,Nalley Rd at Nalley Ter,94
909,Old Marlboro Pike at Old Mill Rd,94
230,Ardwick-Ardmore Rd at West St,93
788,Lottsford Rd at Harry S. Truman Dr,92
397,Campus Way North at St Joseph's Dr,92
1283,Walker Mill Rd at Rollins Ave,92
636,Hamilton St at Queens Chapel Rd,92
1098,Rochelle Ave at Elmhurst St,91
96,5200 St Barnabas Rd,91
725,Kipling Pkwy at Glendora Dr,90
608,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate,90
346,Brightseat Rd at Bishop Peebles Dr (Largo),89
258,Baltimore Ave at Berwyn Rd,89
413,Capitol Heights Blvd at Bayou Ave,89
273,Baltimore Ave at Longfellow St,89
3,10233 Campus Way South,88
799,MLK Jr Hwy at Carrington Dr,88
1273,Village Dr West at McConnell Dr,87
1230,Temple Hill Rd at Cedell Pl,87
1077,River Rd at Kenilworth Ave,87
1194,St Barnabas Rd at Hagan Rd,86
171,Addison Rd at Baltic St,86
414,Capitol Heights Blvd at Brooke Rd,86
1274,Village Green Dr at Belle Haven Dr,85
186,Ager Rd at 29th Ave,85
877,OLD BRANCH AVENUE & ALLENTOWN WAY,85
1009,Queensbury Rd at 39th Pl,84
1048,Rhode Island at Wallace Rd Prem #4511,84
540,Dower House Rd at Old Marlboro Pike,84
1272,Village Dr West at Halloway South,84
596,Good Luck Rd at Silk Tree Dr,84
976,Pennsy Dr at 75th Ave,84
422,Cedar Heights Dr at Jefferson Heights Dr,84
462,Cheverly Ave at Kilmer St,84
122,8100 Sheriff Rd,84
562,Farragut St and 42nd Pl,84
661,Harvey Dr at Sheriff Rd,83
398,Campus Way North at Tulip Tree Dr,82
417,Capitol Heights Blvd at Gunther St,82
135,8951 Lottsford Rd (opposite),82
93,5030 38th St,82
227,Ardwick-Ardmore Rd at Ardwick Pl,82
556,Equestrian Center Lot 1,81
339,Brightseat Rd at Amador Dr,81
758,Landover Rd at Pinebrook Rd,81
278,Baltimore Ave at Regents Dr,81
702,Iverson St at 28th Ave,81
570,Fisher Rd at Holton Ln,80
771,Largo Rd at Kettering Dr,80
90,442 Harry S Truman Dr,80
486,Columbia Park Rd at Beaver Rd,80
694,Ikea at Bus Bay 3,80
1074,Ritchie Station Court Bus Stop #2,80
817,Mandan Rd at Mandan Rd Ct,80
407,Campus Way South at Prince Place,80
179,Addison Rd at Seat Pleasant Dr,80
733,LOTTSFORD RD AT MCCORMICK DRIVE,80
411,Capitol Heights Blvd at 733 Capitol Heights Blvd,79
560,Fairlawn St at 28th Pkwy,79
329,Brandywine Road @ Northgate Parkway,79
151,ALLENTOWN ROAD & PADGETTS CORNER,79
127,8235 Ardwick-Ardmore Rd,79
1172,Southern Ave at UNITED MEDICAL CENTER,79
1047,Rhode Island Ave at Webster St,78
906,Old Marlboro Pike at Marlborough Dr,78
875,Nova Ave at Doppler St,78
1165,Southern Ave at Gunther St,78
235,Arundel Rd at 25th Ave,78
845,McCormick Dr at Lottsford Rd,78
298,Benning Rd at Abel Ave,78
1141,Sheriff Rd at William Paca School,77
551,East-West Hwy at Toledo Terrace,77
1080,Riverdale Rd at 49th Ave,77
15,16th Ave at Cypress Creek Dr - in,77
254,Auth Rd at Oakland Way,77
356,Brightseat Rd at McLain Avenue,76
757,Landover Rd at Lake Arbor Way,76
442,Central Ave at Tunic Ave,76
991,Piscataway Rd at Old Branch Ave,76
56,38th St at Jackson Ave,75
732,LIVINGSTON ROAD AT FORT WASHINGTON RD,75
1249,Temple Hill Rd at Temple Hills Trailer Pk,75
1099,Rollins Av at Modupeola Way,75
577,Gallatin St at 42rd Ave,74
65,400 Brightseat Rd,74
749,Landover Rd at 57th Ave,74
738,Lamont Dr at Fairbanks St,73
659,Harry S Truman Dr at Woodlawn Blvd,73
658,Harry S Truman Dr at New Orchard Dr,72
955,Oxon Hill Road at Harborview Ave,72
975,Paint branch Parkway at Baltimore Ave,71
141,ALLENTOWN ROAD & BURGESS LANE,71
371,Brinkley Rd at Larwin Dr,71
846,McCormick Dr at Peppercorn Pl,71
323,Brandywine Rd at Lytton Ave,71
372,Brinkley Rd at Mark Dr,71
916,Old Marlboro Pike at Weldon Manor Ln,70
497,Council Dr at Elmhurst St,69
324,Brandywine Rd at Lytton Ave.,69
440,Central Ave at Suffolk Ave,69
699,Indian Head Highway at I-495 South Ramp,68
688,INDIAN HEAD HIGHWAY & SENECA DRIVE,68
365,Brinkley Rd at George Washington Dr,68
175,Addison Rd at Ernie Banks St,68
283,Baltimore Ave at Tuckerman St,67
891,Old Branch Ave at 6811 Old Branch Ave (Opposite),67
927,Ora Glen Dr at Morrison Dr,67
138,9654 Lottsford Road,66
852,Merrimac St at New Hampshire Ave Service Rd,66
800,MLK Jr Hwy at Columbia Ave,66
218,Annapolis Rd at 54th Pl,65
1107,SOUTHERN AVENUE & 6TH STREET SE,65
806,MLK Jr Hwy at Ryderwood Court,65
426,Central Ave at Balboa Ave,63
594,Good Luck Rd at Oakland Ave,63
762,Largo Rd at Black Swan Dr,63
1285,Walker Mill Rd at Weber Dr,63
936,Owens Rd at Weaver Ter,62
810,Madison St at Madison Ct,62
624,Greenway Center (PM Southbound),62
419,Capitol Heights Blvd at Ute Way,62
574,Fort Washington Fringe Lot Bus Bay B,62
510,Crescent Rd at 58 Court,61
1049,Ridgefield Blvd at Stretford Ct,61
1276,Volta Ave at 39th Pl,61
930,Owens Rd at Iverson St,61
281,Baltimore Ave at Sheridan St,60
1020,Rainier Ave at Taylor St,60
54,38th St at Gaines Pl,60
327,Brandywine Road @ Groveton Drive,60
1292,Willow Hill Dr at Nalley Rd,60
174,Addison Rd at Eads St,59
1271,Village Dr West at Halloway North,59
485,Columbia Park Rd at 64th Ave,59
1196,St Barnabas Rd at Lime St,59
734,LOTTSFORD ROAD AT GRAND BLVD,59
315,Bock Rd at Wolf St,58
352,Brightseat Rd at Hamlin St,58
433,Central Ave at Hampton Park Blvd,58
87,42nd Ave at Oliver St,58
597,Good Luck Rd at Sora Ln,58
353,Brightseat Rd at MD 202,57
301,Bishopmill Dr at Village Dr West,57
913,Old Marlboro Pike at SHA Facility,57
1264,Valley Trail Ln at Bain Dr-East,57
1061,Ritchie Rd at Laura Ln,57
400,Campus Way S at Prince Place (W),56
180,Addison Rd at St Margaret's School,55
82,42nd Ave and Queensbury Rd,55
844,McCormick Dr at Caraway Ct,54
123,8102 Sheriff Rd,54
1304,Zachery St at Lottsford Rd,54
1228,Temple Hill Rd at Badger Ave,54
63,38th St at Volta Ave,53
142,ALLENTOWN ROAD & COMET DRIVE,53
1137,Sheriff Rd at Glen Willow Dr - South Side,52
675,Hillside Rd at 19 Court,52
103,57th Ave at Berwyn Rd,52
957,Oxon Run Dr at Oxon Run Ct,52
149,ALLENTOWN ROAD & LANHAM LANE,52
484,Columbia Park Rd at 5801 Columbia Park Rd,52
525,Dille Dr at Correctional Center,51
963,PALMER ROAD & POTOMAC HEIGHTS DRIVE,51
234,Arena Dr at Shoppers Way (Southbound),51
899,Old Marlboro Pike  at Peerless Ave,50
214,Annapolis Rd at 46th St,50
713,John Rogers Blvd at Governor's Grove,50
833,Marlboro Pike at Whitney Pl,50
568,Fisher Rd at Fisher Dr,49
172,Addison Rd at Crown St,49
1109,SOUTHERN AVENUE & BONINI ROAD,48
770,Largo Rd at Kent Dr,48
112,75th Ave at Landover Rd,48
183,Addison Rd at Wilburn St,47
243,Auburn Ave at 3rd St,47
250,Auth Rd at Dublin Dr,46
60,38th St at Taylor St,46
499,Council Dr at Gateway Blvd,46
21,23rd Ave at Fordham St,46
827,Marlboro Pike at Nova Ave,46
828,Marlboro Pike at Opus Ave,46
902,Old Marlboro Pike at Charles Mill Blvd,46
1058,Ritchie Rd at Edgeworth Dr,45
617,Greenhill Rd at Crescent Rd,45
677,Hillside Rd at Hillside Court #6,45
786,Lords Landing Rd at Lord Sterling Pl,44
189,Ager Rd at Nicholson,44
752,Landover Rd at 75th Ave,44
686,INDIAN HEAD HIGHWAY & I-495 SOUTH RAMP,44
1269,Village Dr West at Clairfield Ln,43
1034,Rhode Island Ave at 41st Pl,43
674,Hilll Dr at Mountain View,43
259,Baltimore Ave at Campus Dr,43
711,John Rogers Blvd at Colonel's Choice,43
811,Madison St at Ray Rd,42
1135,Sheriff Rd at Glen Willow Dr,42
705,Jericho City Dr at 8501 Jericho City Drive,42
309,Bock Rd at Belfast Dr,42
328,Brandywine Road @ Killarney Street,42
1044,Rhode Island Ave at Shepherd St,41
338,Brightseat Rd at 901 Brightseat Rd,41
295,Belle Haven Dr at Nalley Rd,41
593,Good Luck Rd at Kenilworth Ave,41
1190,St Barnabas Rd at Deer Park Dr,40
170,Addison Rd at Adel St,40
498,Council Dr at Foster St,40
293,Belcrest at PG Plaza Metrorail,40
121,8100 Professional Pl,40
147,ALLENTOWN ROAD & KAREN ANNE DRIVE,40
61,38th St at Upshur St,39
1027,Ray Rd at Cypress Creek Dr - in,39
1008,Queensbury Rd and 39th Pl,39
1215,TUCKER RD & ALLENTOWN RD,38
1192,St Barnabas Rd at Frazier Ter,38
158,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,37
454,Cherrywood Ln at Springhill Drive,37
1117,SOUTHERN AVENUE & WHEELER ROAD PM FS,37
255,Auth Rd at Procopio,37
483,Columbia Park Rd at #5700,37
0,10053 Campus Way South,36
765,Largo Rd at Chirstian Academy,36
900,Old Marlboro Pike at Atherstone Terrace,36
970,PGCC Perimeter Rd at Brickford Natatorium,36
710,John Rogers Blvd at Captain Duval Dr,36
579,Gallatin St at Church Pl,36
960,PALMER ROAD & FRAN DEL DRIVE,35
311,Bock Rd at National Christian Academy (6700),35
425,Cedar Heights at Lee Pl,35
437,Central Ave at Ritchie Rd,35
1168,Southern Ave at Opposite of Greater SE Hospital,35
1067,Ritchie Rd at Ritchie Rd Spur,35
118,800 Ritchie Rd,35
1035,Rhode Island Ave at 41st Place,34
1106,SOUTHERN AVENUE & 13TH STREET SE,34
915,Old Marlboro Pike at Starting Gate Dr,34
232,Arena Dr at Shoppers Way (Largo),34
1108,SOUTHERN AVENUE & 9TH STREET SE,34
187,Ager Rd at Kirkwood Place,33
763,Largo Rd at Brock Rd,33
946,Oxon Hill Rd at Kerby Pkwy,32
838,Mattowoman Beantown Rd at MTA Park and Ride Lot,32
308,Bock Rd at 6801 Woodside Village Apts,32
157,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,32
1270,Village Dr West at Eyre Dr South,32
6,1380 SOUTHERN AVENUE,32
1000,Professional Pl at Garden City Dr,31
712,John Rogers Blvd at Courtland Ln,31
1179,Southway at 11 Court,31
455,Cheverly Ave at Arbor St,31
216,Annapolis Rd at 53rd Pl,31
148,ALLENTOWN ROAD & KINGSTON DRIVE,30
956,Oxon Hill at Joellyn Ct,30
1144,Sheriff Rd opposite Giant Food,30
192,Ager Rd at Peabody St,29
242,Auburn Ave at 2nd St,29
1115,SOUTHERN AVENUE & WHEELER ROAD AM FS,29
294,Belle Haven Dr at Belle Haven Ct,29
555,Elm St at Governor Oden Bowie Dr,28
948,Oxon Hill Rd at Opposite Clipper Way (6383),28
416,Capitol Heights Blvd at Emmet St,28
934,Owens Rd at Owens Rd Elementary,28
276,Baltimore Ave at Queens Chapel Rd,28
1086,Riverdale Rd at 62nd Pl,27
129,8301 Professional Pl,27
672,Hill Rd at Mountain View Way,27
85,42nd Ave at Nicholson St,27
163,ALLENTOWN ROAD & WESTCHESTER COURT,27
1101,Rollins Ave at 1507 Rollins Ave,27
468,Chillum Rd at 18th Ave - in,27
905,Old Marlboro Pike at Mapleshade Ln,27
911,Old Marlboro Pike at Ritchie-Marlboro Rd,27
434,Central Ave at Maryland Park Dr,27
252,Auth Rd at Henderson Way,27
599,Governor Oden Bowie Dr at Elm St,26
878,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F,26
159,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,26
383,Brooke Rd at Highmount Ln,26
429,Central Ave at Cabin Branch Rd,26
166,Access rd at West Court Dr,25
610,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(PM),25
714,John Rogers Blvd at Lord's Landing Rd,25
94,508 Suffolk Ave,25
88,42nd Ave at Queensbury Rd,25
910,Old Marlboro Pike at Peerless Ave,25
849,Melwood Training Center,25
1219,TUCKER ROAD & PALMER ROAD,24
777,Largo Rd at Water Fowl Way,24
152,ALLENTOWN ROAD & PATS LANE,24
851,Merrimac St at 14th Ave,24
780,Largo Rd at White House Rd,24
128,8300 Professional Pl,23
457,Cheverly Ave at Cheverly Cir,23
42,3224 28th Pkwy,23
11,14th Ave at Kanawha St,23
233,Arena Dr at Shoppers Way (Northbound),23
73,4138 Whitehall Square Apts - out,23
182,Addison Rd at Wilburn Dr,23
1129,Sheriff Rd at Countrywood Ct,23
896,Old Crain Hwy at Villiage Drive West,22
482,College Park Station - Arrival,22
459,Cheverly Ave at Euclid St,22
1198,St Barnabas Rd at Temple Hill Rd,22
775,Largo Rd at Riverdale Bapt School,22
766,Largo Rd at Drumsheugh Ln,22
274,Baltimore Ave at Metzerott Rd,21
898,Old Landover Rd at Landover Rd,21
1051,Ritchie Rd At Sunny Ln,21
1146,Silver Hill Rd at Penn Station,21
153,ALLENTOWN ROAD & PAYNE DRIVE,21
977,Pennsy Dr at Landover Metrorail Station,20
44,3300 Pennsy Dr,20
881,OXON HILL ROAD AT LIVINGSTON RD,20
671,Hill Dr at Mountain View,20
1123,Saint Barnabas Rd at Bock Rd,20
785,Lords Landing Rd at Lord Fairfax Pl,20
357,Brightseat Rd at Sterling St,19
575,Ft Washington Rd at Indian Head Hwy,19
874,Nova Ave at Central Ave,19
92,5023 Riverdale Rd,19
842,McConnell Dr at Village Dr West,19
1183,Springhill Dr at 6027 Springhill Dr,18
404,Campus Way South at Harry S Truman Dr,18
444,Central Ave at Ventura Ave,18
1079,Riverdale Rd at 48th Ave,18
256,Baltimore Ave at Amherst Rd,18
982,Pennsylvania Ave at Suitland Pkwy,17
1016,Queensbury Rd at E Beale Cir,17
161,ALLENTOWN ROAD & WALDRAN DRIVE,17
576,GRAND BLVD,17
903,Old Marlboro Pike at Derby Manor Ln,16
795,MLK Jr Hwy at Addison Rd,16
1134,Sheriff Rd at Giant Food,16
1216,TUCKER ROAD & ARUNDEL ROAD,15
518,Cypress Tree Drive at Juniper Tree Lane,15
1182,Southway at Ridge Rd,15
445,Central Ave at Xenia Ave,14
266,Baltimore Ave at Harrison Ave,14
1203,Stuart Lane at Surratts Road,14
687,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,14
137,9617 Lottsford Road,14
1029,Rhode Island (US RTE 1) at Mount Rainer Terminal,14
66,403 Brightseat Rd,14
535,Donnell Dr at 2900 Donnell Dr,14
343,Brightseat Rd at Arena Dr (Largo),13
880,OXON HILL ROAD AT CROSS FOXES DR,13
231,Arena Dr at Shoppers Way (Campus Way),13
102,5716 Columbia Park Rd,13
146,ALLENTOWN ROAD & JOCELLE COURT,13
162,ALLENTOWN ROAD & WEBSTER LANE,12
341,Brightseat Rd at Arena Dr,12
1038,Rhode Island Ave at Alt Rte 1,12
709,John Rogers Blvd at Ascott Dr,12
470,Chillum Rd at 21st Pl - in,12
731,LIVINGSTON ROAD AT FORT WASHINGTON MEDICAL CENTER,12
120,8030 Sheriff Rd,12
2,10147 Campus Way South,11
164,ALLENTOWN ROAD & WESTCHESTER DRIVE,11
310,Bock Rd at Belfast Drive,11
246,Auth Rd at #6208-6220,11
1084,Riverdale Rd at 60th Pl,11
519,DWI Facility,11
1206,Suffolk Ave at Bend St,11
1120,STARS ENTRANCE GAYLORD HOTEL,11
456,Cheverly Ave at Belleview Ave,11
441,Central Ave at Topeka Ave,10
388,Brown Station Rd at Dille Dr,10
950,Oxon Hill Rd at Oxon Hill Manor,10
1221,TUCKER ROAD & RIDGEVALE ROAD,10
619,Greenhill Rd at Orange Ct,9
117,7800 Sheriff Rd - out,9
1112,SOUTHERN AVENUE & GREATER SE HOSPITAL,8
627,Halloway South at Village Dr West,8
893,Old Branch Ave at Allentown Way - Arrival,8
37,28th Pl at Upshur St,8
784,Lords Landing Rd at John Rogers Blvd,8
207,Allentown Rd at Robin Ln,7
704,Jericho City Dr at 8501 Jericho City Dr,7
1136,Sheriff Rd at Glen Willow Dr - North Side,7
685,INDIAN HEAD HIGHWAY & I-495 SOUTH OFF RAMP,7
165,ALLENTOWN WAY & ALLENTOWN ROAD,7
1291,Willow Hill Dr at Hill Rd,7
145,ALLENTOWN ROAD & GENNENE LANE,7
154,ALLENTOWN ROAD & PLEASANT HILL DRIVE,7
125,8210 Sheriff Rd,7
401,Campus Way S at Treetop Condo,7
342,Brightseat Rd at Arena Dr (Campus Way),7
760,Largo Dr at Kirkham Ln,7
115,7800 Eaton Sq Apts,6
1014,Queensbury Rd at 46th Ave,6
944,Oxon Hill Rd at 6400 Clipper Way,6
1217,TUCKER ROAD & BOCK ROAD,6
1191,St Barnabas Rd at Frazier Dr,6
101,5700 Columbia Park Rd (Opposite),6
1207,Suffolk Ave at Central Ave,6
1076,River Rd Bus Shelter,6
584,Garrett A. Morgan Blvd at SGT. Hartman Ln,5
26,2809 TUCKER ROAD,5
1116,SOUTHERN AVENUE & WHEELER ROAD AM NS,5
769,Largo Rd at Homestated,4
384,Brooke Rd at Highview Pl,4
155,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,4
130,8325 Ardwick-Ardmore Rd,4
51,3807 Old Crain Hwy - opposite,4
1162,Southern Ave at Forest Hills Apartment,4
914,Old Marlboro Pike at Spring Dr,4
1163,Southern Ave at Forest Hills Apts,3
143,ALLENTOWN ROAD & COOLRIDGE ROAD,3
1257,University Blvd at 23rd Ave,3
609,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),3
355,Brightseat Rd at McLain Av,3
1030,Rhode Island Ave at 34th St,3
515,Cypress Tree Dr at Juniper Tree Ln,3
344,Brightseat Rd at Bishop Peebles Dr,3
954,Oxon Hill Rd at Tanger Blvd,3
1218,TUCKER ROAD & MARIE DRIVE,3
140,ALLENTOWN ROAD & BRINKLEY ROAD,2
1114,SOUTHERN AVENUE & OWENS ROAD,2
947,Oxon Hill Rd at MGM Employment Center,2
436,Central Ave at Quire Ave,2
1113,SOUTHERN AVENUE & OPPOSITE GREATER SE HOSPITAL,2
888,Old Alexandria Ferry Rd at Poplar Hill Ln,2
443,Central Ave at Vale Pl,2
156,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,2
50,3807 Old Crain Hwy,1
27,2810 TUCKER ROAD,1
469,Chillum Rd at 21st Pl,1
126,8214 Sheriff Rd,1
133,8440 Ardwick-Ardmore Rd,1
291,Belcrest Rd at PG Plaza Sta Entrance,1
1222,TUCKER ROAD & ROSE MARIE DRIVE,1
648,Hanover Pkwy at Lake Park Dr,1
690,INDIAN HEAD HIGHWAY & TALBERT STREET,1
834,Marlborough Dr at Old Marlboro Pike,1
