route,stops,early,on_time,late,total,early %,on_time %,late %
55,FREDERICK RD & @20010,33.0,169.0,37.0,239.0,0.14,0.71,0.15
55,FREDERICK RD & GUNNERS BRANCH RD,172.0,870.0,188.0,1230.0,0.14,0.71,0.15
55,S FREDERICK AVE & N WESTLAND DR,72.0,503.0,142.0,717.0,0.1,0.7,0.2
55,S FREDERICK AVE & DEER PARK DR,57.0,395.0,111.0,563.0,0.1,0.7,0.2
55,TRAVIS AVE & TRAVIS LN,188.0,644.0,89.0,921.0,0.2,0.7,0.1
55,FREDERICK RD & REDLAND RD,81.0,253.0,29.0,363.0,0.22,0.7,0.08
55,S FREDERICK AVE & EDUCATION BLVD,228.0,878.0,168.0,1274.0,0.18,0.69,0.13
55,N FREDERICK AVE & WHETSTONE DR,106.0,307.0,35.0,448.0,0.24,0.69,0.08
55,SOMERVILLE DR & REDLAND RD,19.0,67.0,11.0,97.0,0.2,0.69,0.11
55,MANNAKEE ST & CAMPUS DR,4.0,49.0,18.0,71.0,0.06,0.69,0.25
55,RUSSELL AVE & WATKINS MILL RD,17.0,63.0,12.0,92.0,0.18,0.68,0.13
55,CONTOUR RD & LOST KNIFE RD,86.0,433.0,120.0,639.0,0.13,0.68,0.19
55,CHRISTOPHER AVE & VILLAGE OVERLOOK,24.0,186.0,62.0,272.0,0.09,0.68,0.23
55,N FREDERICK AVE & MONTGOMERY AVE,91.0,304.0,50.0,445.0,0.2,0.68,0.11
55,N FREDERICK AVE & CHESTNUT ST,68.0,230.0,38.0,336.0,0.2,0.68,0.11
55,CONTOUR RD & ODENDHAL AVE,30.0,170.0,53.0,253.0,0.12,0.67,0.21
55,CONTOUR RD & HORIZON RUN RD,65.0,244.0,56.0,365.0,0.18,0.67,0.15
55,MANNAKEE ST & HUNGERFORD DR,20.0,193.0,74.0,287.0,0.07,0.67,0.26
55,LOST KNIFE RD & CIDER MILL APTS,73.0,370.0,113.0,556.0,0.13,0.67,0.2
55,CONTOUR RD & TUNSTALL DR,38.0,152.0,37.0,227.0,0.17,0.67,0.16
55,CHRISTOPHER AVE & GALLOP HILL RD,109.0,238.0,12.0,359.0,0.3,0.66,0.03
55,CHRISTOPHER AVE & HELLINGLY PL,30.0,184.0,63.0,277.0,0.11,0.66,0.23
55,FREDERICK RD & WATKINS POND BLVD,26.0,80.0,16.0,122.0,0.21,0.66,0.13
55,TRAVIS AVE & WATKINS MILL RD,12.0,100.0,39.0,151.0,0.08,0.66,0.26
55,N FREDERICK AVE & PROFESSIONAL DR,56.0,284.0,93.0,433.0,0.13,0.66,0.21
55,CHRISTOPHER AVE & MONTGOMERY VILLAG,109.0,449.0,131.0,689.0,0.16,0.65,0.19
55,N FREDERICK AVE & MARYLAND AVE,62.0,161.0,23.0,246.0,0.25,0.65,0.09
55,N FREDERICK AVE & BROOKS AVE,141.0,383.0,61.0,585.0,0.24,0.65,0.1
55,FREDERICK RD & MAGNOLIA DR,11.0,87.0,35.0,133.0,0.08,0.65,0.26
55,GERMANTOWN RD & OBSERVATION DR,6.0,71.0,34.0,111.0,0.05,0.64,0.31
55,FREDERICK RD & GUNNERS DR,20.0,55.0,11.0,86.0,0.23,0.64,0.13
55,S FREDERICK AVE & SUMMIT AVE,241.0,757.0,192.0,1190.0,0.2,0.64,0.16
55,FREDERICK RD & WHEATFIELD DR,21.0,63.0,15.0,99.0,0.21,0.64,0.15
55,ODENDHAL AVE & FREDERICK AVE,565.0,1278.0,203.0,2046.0,0.28,0.62,0.1
55,LAKEFOREST TRANSIT CENTER  & ODENDH,2125.0,6433.0,1858.0,10416.0,0.2,0.62,0.18
55,FREDERICK RD & NEELSVILLE CHURCH RD,3.0,10.0,3.0,16.0,0.19,0.62,0.19
55,ODENDHAL AVE & RUSSELL AVE,158.0,351.0,61.0,570.0,0.28,0.62,0.11
55,FREDERICK RD & SCENERY DR,50.0,202.0,78.0,330.0,0.15,0.61,0.24
55,CHRISTOPHER AVE & FEATHERTREE WAY,110.0,197.0,19.0,326.0,0.34,0.6,0.06
55,S FREDERICK AVE & CEDAR AVE,105.0,197.0,28.0,330.0,0.32,0.6,0.08
55,S FREDERICK AVE & VIRGINIA DR,27.0,39.0,4.0,70.0,0.39,0.56,0.06
55,S FREDERICK AVE & ROSEMONT DR,42.0,70.0,13.0,125.0,0.34,0.56,0.1
55,S FREDERICK AVE & WESTLAND DR,91.0,145.0,29.0,265.0,0.34,0.55,0.11
55,S FREDERICK AVE & O'NEILL DR,57.0,78.0,10.0,145.0,0.39,0.54,0.07
55,OBSERVATION DR & MONTGOMERY COLLEGE,282.0,1252.0,774.0,2308.0,0.12,0.54,0.34
55,LOST KNIFE RD & CONTOUR RD,75.0,111.0,24.0,210.0,0.36,0.53,0.11
55,S FREDERICK AVE & DEER PARK RD,161.0,208.0,29.0,398.0,0.4,0.52,0.07
55,RUSSELL AVE & CHRISTOPHER AVE,9.0,20.0,14.0,43.0,0.21,0.47,0.33
55,KING FARM BLVD & FREDERICK RD,7.0,6.0,3.0,16.0,0.44,0.38,0.19
55,E MIDDLE LN & WASHINGTON ST,3.0,1.0,5.0,9.0,0.33,0.11,0.56
