route,stops,early,on_time,late,total,early %,on_time %,late %
55,FREDERICK RD & MIDDLEBROOK RD,21,114,26,161,0.13,0.71,0.16
55,FREDERICK RD & COLLEGE PKWY,22,128,31,181,0.12,0.71,0.17
55,FREDERICK RD & COLLINS DR,4,10,0,14,0.29,0.71,0.0
55,TRAVIS AVE & TRAVIS VIEW CT,17,63,10,90,0.19,0.7,0.11
55,FREDERICK RD & @20010,20,66,8,94,0.21,0.7,0.09
55,S FREDERICK AVE & O'NEILL DR,9,23,1,33,0.27,0.7,0.03
55,GERMANTOWN RD & GOLDENROD LN,2,9,2,13,0.15,0.69,0.15
55,FREDERICK RD & GUNNERS BRANCH RD,63,260,58,381,0.17,0.68,0.15
55,FREDERICK RD & GERMANTOWN RD,21,67,10,98,0.21,0.68,0.1
55,FREDERICK RD & MAGNOLIA DR,3,14,4,21,0.14,0.67,0.19
55,WATKINS MILL RD & TRAVIS LN,12,38,7,57,0.21,0.67,0.12
55,FREDERICK RD & RIDGEMONT AVE,4,16,4,24,0.17,0.67,0.17
55,CONTOUR RD & TUNSTALL DR,17,56,10,83,0.2,0.67,0.12
55,N FREDERICK AVE & CHESTNUT ST,24,74,12,110,0.22,0.67,0.11
55,SHADYGROVE METRO LOT  & METRO LOT,0,2,1,3,0.0,0.67,0.33
55,CHRISTOPHER AVE & RUSSELL AVE,37,128,27,192,0.19,0.67,0.14
55,LOST KNIFE RD & CIDER MILL APTS,35,128,28,191,0.18,0.67,0.15
55,N FREDERICK AVE & PROFESSIONAL DR,18,93,28,139,0.13,0.67,0.2
55,N FREDERICK AVE & TRAVIS AVE,5,22,7,34,0.15,0.65,0.21
55,FREDERICK RD & APPLEDOWRE WAY,51,146,29,226,0.23,0.65,0.13
55,FREDERICK RD & GUNNERS DR,8,17,1,26,0.31,0.65,0.04
55,S FREDERICK AVE & FULKS CORNER AVE,31,76,12,119,0.26,0.64,0.1
55,S FREDERICK AVE & SUMMIT AVE,82,248,55,385,0.21,0.64,0.14
55,TRAVIS AVE & TRAVIS LN,54,146,33,233,0.23,0.63,0.14
55,N FREDERICK AVE & WHETSTONE DR,21,57,12,90,0.23,0.63,0.13
55,S FREDERICK AVE & EDUCATION BLVD,78,250,70,398,0.2,0.63,0.18
55,FREDERICK RD & SCENERY DR,28,80,18,126,0.22,0.63,0.14
55,S CAMPUS DR & CAMPUS DR,224,1260,569,2053,0.11,0.61,0.28
55,CHRISTOPHER AVE & MONTGOMERY VILLAG,54,176,58,288,0.19,0.61,0.2
55,N FREDERICK AVE & MARYLAND AVE,14,32,7,53,0.26,0.6,0.13
55,OBSERVATION DR & @20457 (SENECA MEA,1,3,1,5,0.2,0.6,0.2
55,S FREDERICK AVE & DEER PARK RD,31,58,8,97,0.32,0.6,0.08
55,LOST KNIFE RD & CONTOUR RD,11,22,4,37,0.3,0.59,0.11
55,OBSERVATION DR & MONTGOMERY COLLEGE,146,503,218,867,0.17,0.58,0.25
55,S FREDERICK AVE & CEDAR AVE,42,75,12,129,0.33,0.58,0.09
55,S FREDERICK AVE & VIRGINIA DR,5,11,3,19,0.26,0.58,0.16
55,N FREDERICK AVE & BROOKS AVE,52,99,21,172,0.3,0.58,0.12
55,CONTOUR RD & LOST KNIFE RD,47,113,34,194,0.24,0.58,0.18
55,ROCKVILLE STATION  & BAY B - WEST,1269,2230,430,3929,0.32,0.57,0.11
55,SHAKESPEARE BLVD & MILESTONE PARK &,30,59,14,103,0.29,0.57,0.14
55,ODENDHAL AVE & FREDERICK AVE,177,361,98,636,0.28,0.57,0.15
55,FREDERICK RD & WATKINS POND BLVD,9,13,1,23,0.39,0.57,0.04
55,LAKEFOREST TRANSIT CENTER  & ODENDH,808,1883,678,3369,0.24,0.56,0.2
55,N FREDERICK AVE & MONTGOMERY AVE,40,97,36,173,0.23,0.56,0.21
55,ODENDHAL AVE & RUSSELL AVE,28,52,14,94,0.3,0.55,0.15
55,SHADY GROVE STATION  & BAY A - WEST,546,1685,850,3081,0.18,0.55,0.28
55,CONTOUR RD & HORIZON RUN RD,29,47,16,92,0.32,0.51,0.17
55,KING FARM BLVD & FREDERICK RD,1,3,2,6,0.17,0.5,0.33
55,TRAVIS AVE & WATKINS MILL RD,18,32,14,64,0.28,0.5,0.22
55,CHRISTOPHER AVE & FEATHERTREE WAY,33,43,10,86,0.38,0.5,0.12
55,FREDERICK RD & @15,1,1,0,2,0.5,0.5,0.0
55,S FREDERICK AVE & WESTLAND DR,24,35,12,71,0.34,0.49,0.17
55,MANNAKEE ST & HUNGERFORD DR,9,41,37,87,0.1,0.47,0.43
55,OBSERVATION DR & OBSERVATION CT,68,55,5,128,0.53,0.43,0.04
55,GERMANTOWN TRANSIT CENTER  & BAY B,1392,1442,746,3580,0.39,0.4,0.21
55,GERMANTOWN RD & OBSERVATION DR,12,12,6,30,0.4,0.4,0.2
55,FREDERICK RD & NEELSVILLE CHURCH RD,0,1,6,7,0.0,0.14,0.86
