route,stops,early,on_time,late,total,early %,on_time %,late %
55,E MIDDLE LN & WASHINGTON ST,0,1,0,1,0.0,1.0,0.0
55,N WASHINGTON ST & MIDDLE LN,2,40,1,43,0.05,0.93,0.02
55,FREDERICK RD & @15501,1,9,0,10,0.1,0.9,0.0
55,HUNGERFORD DR & N CAMPUS DR,1,36,3,40,0.02,0.9,0.08
55,E MIDDLE LN & MARYLAND AVE,15,138,3,156,0.1,0.88,0.02
55,FREDERICK RD & GUDE DR,1,28,3,32,0.03,0.88,0.09
55,MANNAKEE ST & CAMPUS (E) DR,0,7,1,8,0.0,0.88,0.12
55,FREDERICK RD & INDIANOLA DR,2,20,1,23,0.09,0.87,0.04
55,E MIDDLE LN & MONROE ST,12,100,4,116,0.1,0.86,0.03
55,FREDERICK RD & SHAKESPEARE BLVD,6,49,4,59,0.1,0.83,0.07
55,WATKINS MILL RD & TRAVIS AVE,6,37,2,45,0.13,0.82,0.04
55,RUSSELL AVE & WATKINS MILL RD,10,47,1,58,0.17,0.81,0.02
55,OBSERVATION DR & PANTHER RIDGE DR,3,17,1,21,0.14,0.81,0.05
55,S FREDERICK AVE & CENTRAL AVE,4,25,2,31,0.13,0.81,0.06
55,SHAKESPEARE BLVD & ETON MANOR DR,43,231,13,287,0.15,0.8,0.05
55,SOMERVILLE DR & REDLAND RD,9,52,4,65,0.14,0.8,0.06
55,FREDERICK RD & SHADY GROVE RD,24,221,34,279,0.09,0.79,0.12
55,N WASHINGTON ST & BEALL AVE,16,115,14,145,0.11,0.79,0.1
55,FREDERICK RD & ARCHDALE RD,13,74,7,94,0.14,0.79,0.07
55,SHAKESPEARE BLVD & AMBER RIDGE DR,12,80,9,101,0.12,0.79,0.09
55,HUNGERFORD DR & MANNAKEE ST,6,23,0,29,0.21,0.79,0.0
55,S FREDERICK AVE & S WESTLAND DR,22,159,23,204,0.11,0.78,0.11
55,CHRISTOPHER AVE & VILLAGE OVERLOOK,2,31,7,40,0.05,0.78,0.18
55,LOST KNIFE RD & MONTGOMERY VILLAGE,15,68,5,88,0.17,0.77,0.06
55,HUNGERFORD DR & FREDERICK AVE,27,178,26,231,0.12,0.77,0.11
55,FREDERICK RD & OXBRIDGE DR,28,141,17,186,0.15,0.76,0.09
55,S FREDERICK AVE & ROSEMONT DR,4,28,5,37,0.11,0.76,0.14
55,N FREDERICK RD & GUNNERS BRANCH RD,41,172,17,230,0.18,0.75,0.07
55,N WASHINGTON ST & DAWSON AVE,21,128,21,170,0.12,0.75,0.12
55,FREDERICK RD & WHEATFIELD DR,8,39,5,52,0.15,0.75,0.1
55,SHAKESPEARE BLVD & OBSERVATION DR,108,554,90,752,0.14,0.74,0.12
55,OBSERVATION DR & BOLAND FARM RD,2,25,7,34,0.06,0.74,0.21
55,S FREDERICK AVE & N WESTLAND DR,30,165,28,223,0.13,0.74,0.13
55,FREDERICK RD & MIDWAY CENTER,7,26,2,35,0.2,0.74,0.06
55,S FREDERICK AVE & DEER PARK DR,33,141,17,191,0.17,0.74,0.09
55,FREDERICK RD & REDLAND RD,19,76,9,104,0.18,0.73,0.09
55,CHRISTOPHER AVE & HELLINGLY PL,8,69,17,94,0.09,0.73,0.18
55,CONTOUR RD & ODENDHAL AVE,7,56,14,77,0.09,0.73,0.18
55,FREDERICK RD & HIGH POINT DR,7,24,2,33,0.21,0.73,0.06
55,N WASHINGTON ST & MARTINS LN,15,60,7,82,0.18,0.73,0.09
55,SHAKESPEARE BLVD & FREDERICK RD,7,33,5,45,0.16,0.73,0.11
55,CHRISTOPHER AVE & GALLOP HILL RD,26,99,12,137,0.19,0.72,0.09
55,FREDERICK RD & PLUMMER DR,21,98,17,136,0.15,0.72,0.12
