route,stops,early,on_time,late,total,early %,on_time %,late %
46,ROCKVILLE PIKE & BROAD BROOK DR,0,7,0,7,0.0,1.0,0.0
46,MANNAKEE ST & CAMPUS (E) DR,1,10,0,11,0.09,0.91,0.0
46,ROCKVILLE PIKE & SOUTH WOOD RD,14,87,4,105,0.13,0.83,0.04
46,HUNGERFORD DR & FREDERICK AVE,80,343,23,446,0.18,0.77,0.05
46,ROCKVILLE PIKE & CEDAR LN,13,55,3,71,0.18,0.77,0.04
46,HALPINE RD & ROCKVILLE PIKE,5,19,1,25,0.2,0.76,0.04
46,TUCKERMAN LN & ROCKVILLE PIKE,1,6,1,8,0.12,0.75,0.12
46,ROCKVILLE PIKE & COUNTRY CLUB RD,8,46,8,62,0.13,0.74,0.13
46,ROCKVILLE PIKE & NEW ST,13,58,7,78,0.17,0.74,0.09
46,ROCKVILLE PIKE & FLANDERS AVE,5,14,0,19,0.26,0.74,0.0
46,ROCKVILLE PIKE & @1001,58,182,8,248,0.23,0.73,0.03
46,ROCKVILLE PIKE & OLD GEORGETOWN RD,64,188,13,265,0.24,0.71,0.05
46,ROCKVILLE PIKE & RICHARD MONTGOMERY,106,269,10,385,0.28,0.7,0.03
46,ROCKVILLE PIKE & BELLEVUE DR,6,16,1,23,0.26,0.7,0.04
46,ROCKVILLE PIKE & ELSMERE AVE,4,9,0,13,0.31,0.69,0.0
46,ROCKVILLE PIKE & BOUIC AVE,73,183,10,266,0.27,0.69,0.04
46,S CAMPUS DR & CAMPUS DR,1129,4221,745,6095,0.19,0.69,0.12
46,N WASHINGTON ST & MARTINS LN,54,146,15,215,0.25,0.68,0.07
46,ROCKVILLE PIKE & NORTH WOOD DR,20,69,12,101,0.2,0.68,0.12
46,ROCKVILLE PIKE & THOMPSON AVE,16,52,9,77,0.21,0.68,0.12
46,ROCKVILLE PIKE & BOU AVE,145,372,42,559,0.26,0.67,0.08
46,ROCKVILLE PIKE & TALBOTT ST,54,145,17,216,0.25,0.67,0.08
46,ROCKVILLE PIKE & WOOTTON PKWY,58,163,23,244,0.24,0.67,0.09
46,N WASHINGTON ST & DAWSON AVE,74,184,20,278,0.27,0.66,0.07
46,ROCKVILLE PIKE & PIKE CENTER,49,107,9,165,0.3,0.65,0.05
46,ROCKVILLE PIKE & EDMONSTON DR,315,770,96,1181,0.27,0.65,0.08
46,N WASHINGTON ST & MIDDLE LN,21,46,4,71,0.3,0.65,0.06
46,ROCKVILLE PIKE & HALPINE RD,124,388,84,596,0.21,0.65,0.14
46,ROCKVILLE PIKE & MARINELLI RD,423,909,107,1439,0.29,0.63,0.07
46,ROCKVILLE PIKE & POOKS HILL RD,115,245,30,390,0.29,0.63,0.08
46,ROCKVILLE PIKE & ROLLINS AVE,55,147,34,236,0.23,0.62,0.14
46,MANNAKEE ST & HUNGERFORD DR,17,33,3,53,0.32,0.62,0.06
46,ROCKVILLE PIKE & ALTA VISTA RD,9,20,3,32,0.28,0.62,0.09
46,ROCKVILLE PIKE & HUBBARD DR,43,111,24,178,0.24,0.62,0.13
46,E JEFFERSON ST & MARYLAND AVE,15,38,8,61,0.25,0.62,0.13
46,ROCKVILLE PIKE & BETH MED PRK DR,35,69,9,113,0.31,0.61,0.08
46,ROCKVILLE PIKE & TUCKERMAN LN,196,397,56,649,0.3,0.61,0.09
46,ROCKVILLE PIKE & NICHOLSON LN,63,111,8,182,0.35,0.61,0.04
46,ROCKVILLE PIKE & WOODMONT STATION,35,77,14,126,0.28,0.61,0.11
46,ROCKVILLE PIKE & TEMPLETON PL,98,215,40,353,0.28,0.61,0.11
46,ROCKVILLE PIKE & MT VERNON PL,51,108,20,179,0.28,0.6,0.11
46,N WASHINGTON ST & BEALL AVE,47,102,21,170,0.28,0.6,0.12
46,ROCKVILLE PIKE & CONGRESSIONAL LN,153,380,103,636,0.24,0.6,0.16
46,ROCKVILLE PIKE & RANDOLPH RD,220,380,45,645,0.34,0.59,0.07
46,ROCKVILLE PIKE & STRATHMORE AVE,15,30,6,51,0.29,0.59,0.12
46,GROSVENOR STATION  & BAY E,22,56,19,97,0.23,0.58,0.2
46,ROCKVILLE PIKE & EXECUTIVE BLVD,30,69,23,122,0.25,0.57,0.19
46,S WASHINGTON ST & COURT HOUSE SQ,3,4,0,7,0.43,0.57,0.0
46,MONROE ST & MONROE PL,106,202,50,358,0.3,0.56,0.14
46,ROCKVILLE PIKE & WICKSHIRE WAY,5,6,0,11,0.45,0.55,0.0
46,TWINBROOK STATION  & BAY A - WEST,900,2049,922,3871,0.23,0.53,0.24
46,ROCKVILLE PIKE & ROSE AVE,16,26,8,50,0.32,0.52,0.16
46,ROCKVILLE PIKE & SECURITY LN,75,109,26,210,0.36,0.52,0.12
46,ROCKVILLE STATION  & BAY A - WEST,1884,3614,1513,7011,0.27,0.52,0.22
46,ROCKVILLE PIKE & GROSVENOR LN,24,29,4,57,0.42,0.51,0.07
46,ROCKVILLE PIKE & HOYA ST,32,65,35,132,0.24,0.49,0.27
46,S WASHINGTON ST & MONTGOMERY AVE,20,19,1,40,0.5,0.48,0.02
46,ROCKVILLE PIKE & FIRST ST,43,56,19,118,0.36,0.47,0.16
46,MEDICAL CENTER STATION  & BAY D,2012,3556,2631,8199,0.25,0.43,0.32
46,ROCKVILLE PIKE & GROSVENOR STATION,5,5,2,12,0.42,0.42,0.17
46,ROCKVILLE PIKE & HILLERY WAY,17,12,2,31,0.55,0.39,0.06
46,ROCKVILLE PIKE & NORTH DR,2,0,0,2,1.0,0.0,0.0
