route,stops,early,on_time,late,total,early %,on_time %,late %
30,Clinton Fringe Lot,35,435,62,532,0.07,0.82,0.12
30,Branch Ave Station Bus Bay J,66,404,32,502,0.13,0.8,0.06
30,Morris Ave at Maxwell Dr,160,372,37,569,0.28,0.65,0.07
30,Piscataway Rd at Old Branch Ave,12,348,192,552,0.02,0.63,0.35
30,Southern Maryland Hospital,180,292,36,508,0.35,0.57,0.07
30,Padgett's Corner,400,633,91,1124,0.36,0.56,0.08
30,Old Branch Ave at Allentown Way,469,571,87,1127,0.42,0.51,0.08
30,Temple Hill Rd at Piscataway Rd,468,522,129,1119,0.42,0.47,0.12
30,Maxwell Dr at Morris Ave,298,220,59,577,0.52,0.38,0.1
30,Branch Ave Station - Arrival,364,88,242,694,0.52,0.13,0.35
30,Southern Maryland Hospital (Hidden Arrival),39,50,384,473,0.08,0.11,0.81
30,Piscataway Rd at Brandywine Rd,488,47,32,567,0.86,0.08,0.06
