Timepoints 3,Timepoints,Timepoints 2,Early,On Time,Late
13,West Hyattsville Station,Loop A,16,142,9
13,Ager Rd at Nicholson,Loop A,12,150,9
13,PG Plaza Station,Loop A,13,149,9
13,Belcrest Rd at 6505 Belcrest Rd,Loop A,56,107,9
13,42nd Ave at Oglethorpe St,Loop A,5,125,34
13,County Service Building,Loop A,5,113,43
13,Hamilton St at 38th Ave,Loop A,15,118,41
13,West Hyattsville Station - Arrival,Loop A,19,83,73
13,West Hyattsville Station,Loop B,29,99,9
13,Hamilton St at 38th Ave,Loop B,35,96,12
13,County Service Building,Loop B,40,85,11
13,42nd Ave at Oglethorpe St,Loop B,67,61,9
13,Belcrest Rd at PG Plaza,Loop B,35,86,18
13,PG Plaza Station,Loop B,27,93,18
13,Ager Rd at Nicholson St,Loop B,73,54,11
13,West Hyattsville Station - Arrival,Loop B,68,50,13
16,New Carrollton Station,Northbound,2,157,39
16,Riverdale Rd at Carrollton Mall,Northbound,5,176,40
16,Lamont Dr at Donoghue Dr,Northbound,16,181,30
16,Doctors Community Hospital,Northbound,42,168,19
16,Hanover Pkwy at Ora Glen Dr,Northbound,46,169,13
16,57th Ave at Berwyn Rd,Northbound,117,102,6
16,Beltway Plaza Shopping Center,Northbound,76,139,11
16,Greenbelt Metro Station (Arrival),Northbound,86,68,72
16,Greenbelt Metro Station Bus Bay A,Southbound,39,149,21
16,Cherrywood Ln at Greenbelt Rd (MD. RTE. 193),Southbound,44,177,12
16,57th Ave at Berwyn Rd,Southbound,13,192,28
16,Hanover Pkwy at Greenway Center Dr,Southbound,81,155,4
16,Doctors Community Hospital,Southbound,134,107,6
16,Lamont Dr at Lamont Pl,Southbound,116,128,4
16,Riverdale Rd at Carrollton Mall,Southbound,174,75,1
16,New Carrollton Station - Arrival,Southbound,39,24,112
17 (Route 1 Ride),Rhode Island (US RTE 1) at Mount Rainer Terminal,Northbound,18,173,7
17 (Route 1 Ride),Rhode Island Ave at County Service Building - NB,Northbound,91,115,3
17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Northbound,52,152,9
17 (Route 1 Ride),College Park Metro Station - Bus Bay T8,Northbound,112,93,5
17 (Route 1 Ride),Baltimore Ave at Lakeland Rd,Northbound,30,149,38
17 (Route 1 Ride),Ikea at Bus Bay 3,Northbound,27,23,119
17 (Route 1 Ride),Ikea at Bus Bay 3,Southbound,24,144,6
17 (Route 1 Ride),Baltimore Ave at Lakeland Rd,Southbound,167,27,6
17 (Route 1 Ride),College Park Metro Station - Bus Bay T8,Southbound,90,97,16
17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Southbound,95,97,17
17 (Route 1 Ride),Rhode Island Ave at County Service Building - SB,Southbound,100,92,17
17 (Route 1 Ride),Mt Rainier Terminal - Arrival,Southbound,29,16,117
18,Addison Rd Metrorail Station,Northbound,9,108,23
18,Columbia Park Rd at Marshall Pl,Northbound,27,156,31
18,Cheverly Metrorail Station Bay D,Northbound,48,144,28
18,Bladensburg Rd at 38th St,Northbound,86,113,23
18,Hamilton St at 38th St,Northbound,83,117,22
18,East-West Hwy at Prince George's Mall Ent.,Northbound,96,103,27
18,23rd Ave at Lewisdale Dr,Northbound,104,93,28
18,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),Northbound,37,73,94
18,Takoma Langley Park Transit Center Bus Bay B,Southbound,4,137,25
