route,stops,early,on_time,late,total,early %,on_time %,late %
13,West Hyattsville Station,510,1072,422,2004,0.25,0.53,0.21
13,Ager Rd at Nicholson,274,488,221,983,0.28,0.5,0.22
13,County Service Building,460,812,448,1720,0.27,0.47,0.26
13,Belcrest Rd at PG Plaza,352,502,325,1179,0.3,0.43,0.28
13,PG Plaza Station,615,913,647,2175,0.28,0.42,0.3
13,Hamilton St at 38th Ave,609,870,608,2087,0.29,0.42,0.29
13,42nd Ave at Oglethorpe St,631,909,627,2167,0.29,0.42,0.29
13,Ager Rd at Nicholson St,462,410,304,1176,0.39,0.35,0.26
13,Belcrest Rd at 6505 Belcrest Rd,392,357,268,1017,0.39,0.35,0.26
13,West Hyattsville Station - Arrival,745,660,758,2163,0.34,0.31,0.35
