route,stops,early,on_time,late,total,early %,on_time %,late %
55,FREDERICK RD & HIGH POINT DR,10.0,81.0,5.0,96.0,0.1,0.84,0.05
55,N WASHINGTON ST & MIDDLE LN,11.0,89.0,6.0,106.0,0.1,0.84,0.06
55,E MIDDLE LN & MARYLAND AVE,38.0,263.0,22.0,323.0,0.12,0.81,0.07
55,FREDERICK RD & GERMANTOWN RD,20.0,136.0,16.0,172.0,0.12,0.79,0.09
55,FREDERICK RD & @20010,21.0,149.0,20.0,190.0,0.11,0.78,0.11
55,N WASHINGTON ST & BEALL AVE,43.0,228.0,25.0,296.0,0.15,0.77,0.08
55,FREDERICK RD & ARCHDALE RD,24.0,128.0,14.0,166.0,0.14,0.77,0.08
55,N WASHINGTON ST & DAWSON AVE,50.0,227.0,19.0,296.0,0.17,0.77,0.06
55,WATKINS MILL RD & TRAVIS AVE,11.0,60.0,7.0,78.0,0.14,0.77,0.09
55,N WASHINGTON ST & MARTINS LN,26.0,151.0,23.0,200.0,0.13,0.76,0.12
55,HUNGERFORD DR & N CAMPUS DR,8.0,65.0,13.0,86.0,0.09,0.76,0.15
55,RUSSELL AVE & WATKINS MILL RD,6.0,37.0,6.0,49.0,0.12,0.76,0.12
55,S FREDERICK AVE & ROSEMONT DR,15.0,59.0,4.0,78.0,0.19,0.76,0.05
55,E MIDDLE LN & MONROE ST,30.0,144.0,18.0,192.0,0.16,0.75,0.09
55,HUNGERFORD DR & FREDERICK AVE,68.0,431.0,82.0,581.0,0.12,0.74,0.14
55,FREDERICK RD & OXBRIDGE DR,93.0,390.0,53.0,536.0,0.17,0.73,0.1
55,S FREDERICK AVE & S WESTLAND DR,32.0,200.0,50.0,282.0,0.11,0.71,0.18
55,S FREDERICK AVE & FULKS CORNER AVE,27.0,215.0,59.0,301.0,0.09,0.71,0.2
55,FREDERICK RD & NEELSVILLE CHURCH RD,2.0,7.0,1.0,10.0,0.2,0.7,0.1
55,CHRISTOPHER AVE & MONTGOMERY VILLAG,63.0,314.0,69.0,446.0,0.14,0.7,0.15
55,GERMANTOWN RD & OBSERVATION DR,12.0,67.0,17.0,96.0,0.12,0.7,0.18
55,S FREDERICK AVE & CENTRAL AVE,4.0,37.0,12.0,53.0,0.08,0.7,0.23
55,MANNAKEE ST & CAMPUS DR,1.0,32.0,13.0,46.0,0.02,0.7,0.28
55,HUNGERFORD DR & MANNAKEE ST,4.0,40.0,14.0,58.0,0.07,0.69,0.24
55,S FREDERICK AVE & N WESTLAND DR,57.0,332.0,91.0,480.0,0.12,0.69,0.19
55,FREDERICK RD & SHADY GROVE RD,77.0,374.0,89.0,540.0,0.14,0.69,0.16
55,SHAKESPEARE BLVD & OBSERVATION DR,175.0,654.0,115.0,944.0,0.19,0.69,0.12
55,FREDERICK RD & @15501,1.0,9.0,3.0,13.0,0.08,0.69,0.23
55,TRAVIS AVE & TRAVIS LN,127.0,367.0,38.0,532.0,0.24,0.69,0.07
55,FREDERICK RD & APPLEDOWRE WAY,123.0,421.0,73.0,617.0,0.2,0.68,0.12
55,FREDERICK RD & INDIANOLA DR,8.0,39.0,10.0,57.0,0.14,0.68,0.18
55,N FREDERICK AVE & MARYLAND AVE,34.0,106.0,17.0,157.0,0.22,0.68,0.11
55,FREDERICK RD & REDLAND RD,54.0,187.0,33.0,274.0,0.2,0.68,0.12
55,FREDERICK RD & MIDWAY CENTER,11.0,46.0,11.0,68.0,0.16,0.68,0.16
55,ODENDHAL AVE & LOST KNIFE RD,1.0,8.0,3.0,12.0,0.08,0.67,0.25
55,CHRISTOPHER AVE & GALLOP HILL RD,64.0,154.0,12.0,230.0,0.28,0.67,0.05
55,CHRISTOPHER AVE & RUSSELL AVE,87.0,250.0,37.0,374.0,0.23,0.67,0.1
55,FREDERICK RD & GUDE DR,8.0,68.0,25.0,101.0,0.08,0.67,0.25
55,KING FARM BLVD & FREDERICK RD,1.0,2.0,0.0,3.0,0.33,0.67,0.0
55,N FREDERICK AVE & WHETSTONE DR,50.0,149.0,27.0,226.0,0.22,0.66,0.12
55,FREDERICK RD & GUNNERS BRANCH RD,155.0,499.0,115.0,769.0,0.2,0.65,0.15
55,S FREDERICK AVE & CEDAR AVE,78.0,167.0,11.0,256.0,0.3,0.65,0.04
55,FREDERICK RD & WATKINS POND BLVD,17.0,40.0,5.0,62.0,0.27,0.65,0.08
55,FREDERICK RD & WHEATFIELD DR,13.0,44.0,11.0,68.0,0.19,0.65,0.16
55,S FREDERICK AVE & DEER PARK DR,74.0,309.0,90.0,473.0,0.16,0.65,0.19
55,S FREDERICK AVE & SUMMIT AVE,174.0,480.0,90.0,744.0,0.23,0.65,0.12
55,FREDERICK RD & MIDDLEBROOK RD,60.0,194.0,48.0,302.0,0.2,0.64,0.16
55,CONTOUR RD & HORIZON RUN RD,58.0,157.0,31.0,246.0,0.24,0.64,0.13
55,CHRISTOPHER AVE & HELLINGLY PL,33.0,145.0,50.0,228.0,0.14,0.64,0.22
55,CHRISTOPHER AVE & VILLAGE OVERLOOK,17.0,99.0,41.0,157.0,0.11,0.63,0.26
55,LOST KNIFE RD & MONTGOMERY VILLAGE,57.0,137.0,23.0,217.0,0.26,0.63,0.11
55,FREDERICK RD & COLLEGE PKWY,61.0,206.0,59.0,326.0,0.19,0.63,0.18
55,TRAVIS AVE & TRAVIS VIEW CT,44.0,120.0,25.0,189.0,0.23,0.63,0.13
55,CONTOUR RD & ODENDHAL AVE,21.0,93.0,33.0,147.0,0.14,0.63,0.22
55,CONTOUR RD & TUNSTALL DR,22.0,94.0,34.0,150.0,0.15,0.63,0.23
55,ODENDHAL AVE & RUSSELL AVE,101.0,224.0,36.0,361.0,0.28,0.62,0.1
55,S FREDERICK AVE & EDUCATION BLVD,212.0,489.0,94.0,795.0,0.27,0.62,0.12
55,LOST KNIFE RD & CIDER MILL APTS,75.0,272.0,93.0,440.0,0.17,0.62,0.21
55,ODENDHAL AVE & FREDERICK AVE,348.0,824.0,162.0,1334.0,0.26,0.62,0.12
55,N FREDERICK AVE & CHESTNUT ST,40.0,125.0,36.0,201.0,0.2,0.62,0.18
55,MANNAKEE ST & HUNGERFORD DR,20.0,133.0,61.0,214.0,0.09,0.62,0.29
55,FREDERICK RD & PLUMMER DR,82.0,193.0,42.0,317.0,0.26,0.61,0.13
55,LAKEFOREST TRANSIT CENTER  & ODENDH,1491.0,4281.0,1230.0,7002.0,0.21,0.61,0.18
55,RUSSELL AVE & CHRISTOPHER AVE,3.0,18.0,9.0,30.0,0.1,0.6,0.3
55,N FREDERICK AVE & PROFESSIONAL DR,52.0,155.0,50.0,257.0,0.2,0.6,0.19
55,LOST KNIFE RD & CONTOUR RD,53.0,121.0,28.0,202.0,0.26,0.6,0.14
55,CONTOUR RD & LOST KNIFE RD,76.0,227.0,75.0,378.0,0.2,0.6,0.2
55,S FREDERICK AVE & DEER PARK RD,80.0,149.0,21.0,250.0,0.32,0.6,0.08
55,N FREDERICK AVE & BROOKS AVE,85.0,248.0,78.0,411.0,0.21,0.6,0.19
55,TRAVIS AVE & WATKINS MILL RD,17.0,50.0,18.0,85.0,0.2,0.59,0.21
55,OBSERVATION DR & MONTGOMERY COLLEGE,169.0,807.0,442.0,1418.0,0.12,0.57,0.31
55,FREDERICK RD & GUNNERS DR,15.0,24.0,4.0,43.0,0.35,0.56,0.09
55,N FREDERICK AVE & MONTGOMERY AVE,86.0,167.0,59.0,312.0,0.28,0.54,0.19
55,FREDERICK RD & SCENERY DR,50.0,109.0,42.0,201.0,0.25,0.54,0.21
55,S FREDERICK AVE & O'NEILL DR,35.0,55.0,12.0,102.0,0.34,0.54,0.12
55,CHRISTOPHER AVE & FEATHERTREE WAY,57.0,83.0,21.0,161.0,0.35,0.52,0.13
55,FREDERICK RD & MAGNOLIA DR,30.0,49.0,18.0,97.0,0.31,0.51,0.19
55,SHAKESPEARE BLVD & MILESTONE PARK &,34.0,66.0,32.0,132.0,0.26,0.5,0.24
55,FREDERICK RD & @15,3.0,3.0,0.0,6.0,0.5,0.5,0.0
55,S FREDERICK AVE & WESTLAND DR,57.0,64.0,27.0,148.0,0.39,0.43,0.18
55,E MIDDLE LN & WASHINGTON ST,2.0,3.0,2.0,7.0,0.29,0.43,0.29
55,S FREDERICK AVE & VIRGINIA DR,23.0,17.0,5.0,45.0,0.51,0.38,0.11
55,SHAKESPEARE BLVD & FREDERICK RD,34.0,33.0,25.0,92.0,0.37,0.36,0.27
55,SOMERVILLE DR & REDLAND RD,17.0,20.0,20.0,57.0,0.3,0.35,0.35
55,GERMANTOWN RD & GOLDENROD LN,6.0,7.0,10.0,23.0,0.26,0.3,0.43
