,stop,boardings
692,Hillside Rd at Northway,98
194,Allentown Rd at Kingston Dr,97
426,Capitol Heights Blvd at Heath St,97
1171,Sheriff Rd at Village Green Dr,97
759,Landover Rd at 56th Ave,97
1271,Temple Hill Rd at Lambert Dr,97
466,Cheverly Ave at Forest Rd,96
880,Nalley Rd at Michele Ct,96
1222,St Barnabas Rd at Hagan Rd,96
171,Addison Rd at St Margaret's School,96
986,Oxon Hill Rd at Opposite Clipper Way (6383),95
271,Baltimore Ave at Metzerott Rd,95
903,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,95
220,Ardwick-Ardmore Rd at Ardwick Pl,95
592,Garrett A. Morgan Blvd at Gibbs Way,95
919,Old Marlboro Pike at Brooklee Dr,94
743,Kipling Pkwy at Ritchie Rd,94
1002,PALMER ROAD & POTOMAC HEIGHTS DRIVE,93
1079,Ritchie Rd at Alberta Dr,92
1014,Pennsylvania Ave at Forestville Rd,91
494,Columbia Park Rd at Clarkson Way,91
585,Fort Washington Fringe Lot Bus Bay B,91
213,Annapolis Rd at 85th Ave,90
1093,Ritchie Rd at Ritchie-Marlboro Rd,90
206,Allentown Way at Allentown Rd (Aldi's),90
1116,Riverdale Rd at 67th Pl,90
507,Council Dr at Kipling Pkwy,90
410,Campus Way S at Treetop Condo,90
510,County Rd at Belwood St,90
241,Auth Rd at #6208-6220,89
1198,Southern Ave at Robert Yedell Tower,89
760,Landover Rd at 57th Ave,89
1237,Suffolk Ave at Bend St,89
856,McConnell Dr at Village Dr West,89
772,Largo Dr at Kirkham Ln,89
299,Bladensburg Rd at 40th Ave,89
261,Baltimore Ave at Guilford Rd,88
1195,Southern Ave at H St,88
941,Old Silver Hill Rd at Parkland Ct (E),88
658,Hanover Pkwy at Hunting Ridge Club Apts,88
610,Good Luck Rd at Terra Alta Dr,87
868,Metro Dr at Gate 7 Security Booth,87
689,Hillside Rd at Crescent Rd,86
425,Capitol Heights Blvd at Gunther St,86
1134,SOUTHERN AVENUE & 13TH STREET SE,86
1054,Ray Rd at Balfour Dr,86
1089,Ritchie Rd at Overton Dr,85
89,442 Harry S Truman Dr,85
916,Old Landover Rd at Landover Rd,85
497,Columbia Park Rd at Opp. ABC Supply Co,85
1025,Piscataway Rd at Hardesty Dr,85
965,Owens Rd at Norlinda Ave,85
1268,Temple Hill Rd at Henderson Rd,85
166,Addison Rd at Ernie Banks St,85
952,Opp. 8030 Sheriff Rd,84
1019,Peppermill Dr at Central Ave,84
210,Annapolis Rd at 53rd St,84
964,Owens Rd at Martin Dr,84
57,38th St at Perry St,84
1304,Village Dr West at Eyre Dr South,84
958,Ora Glen Dr at Mandan Rd,83
561,East-West Hwy at Toledo Terrace,83
1142,SOUTHERN AVENUE & OWENS ROAD,83
1170,Sheriff Rd at Opp. William Paca School,83
1280,Temple Hill Rd at Santeetlah Dr,82
635,Greenway Center (AM Southbound),82
891,Nova Ave at Doppler St,82
100,5827 Allentown Way at Old Branch Ave,82
544,Donnell Dr at 2900 Donnell Dr,82
1141,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,82
1266,Temple Hill Rd at Fisher Rd,81
68,40th Pl at Crittenden,81
1188,Southern Ave at Barnaby Road,81
1098,Ritchie Rd at Walker Mill Rd,81
660,Hanover Pkwy at Megan Ln,81
248,Auth Rd at Henderson Way,81
595,Garrett A. Morgan Blvd at Rear Morgan Blvd Station Walkway,81
669,Harry S Truman Dr at Mt Lubentia Way,80
1121,Riverdale Rd at Heritage Square Apts,80
36,28th Pkwy at Duggan St,80
75,4192 Whitehall Square Apts,80
897,Old Alexandria Ferry Rd at Bellefonte Ln,79
1196,Southern Ave at Opp. Robert Yedell Towers,79
377,Brinkley Rd at Morton Place,78
43,3300 75th Ave,78
842,Marlboro Pike at Marwood Blvd N,78
661,Hanover Pkwy at Opp. Hunting Ridge Club Apts,77
288,Belcrest Rd at PG Plaza Entrance,77
226,Ardwick-Ardmore Rd at West St,77
295,Benning Rd at Abel Ave,76
469,Cheverly Ave at Lombard St,76
750,Lamont Dr at Larchwood St,76
555,East Capitol Street at Maryland Park Drive,76
670,Harry S Truman Dr at New Orchard Dr,76
364,Brinkley Rd at Farmer Dr,76
185,Ager Road at Roanoke St,75
581,Fisher Rd at Holton Ln,75
630,Greenhill Rd at Crescent Rd,75
318,Brandywine Rd at Clinton Way,75
351,Brightseat Rd at Maple Ridge Apts #1,75
180,Ager Rd at Nicholson,74
48,34th St at Bunker Hill Rd,74
37,28th Pkwy at Fairlawn St,74
334,Brightseat Rd at 901 Brightseat Rd,74
151,ALLENTOWN ROAD & WEBSTER LANE,73
106,6625 Bock Rd,73
56,38th St at Parkwood St,73
283,Baltimore Ave at Van Buren St,73
804,Lottsford Rd at Lottsford Rd,73
737,Kipling Pkwy at Council Dr,73
1042,Queensbury Rd at 39th Pl,73
1030,Pontiac St at Cunningham Dr,73
511,County Rd at Elmhurst St,72
637,Greenway Center (PM Southbound),72
60,38th St at Upshur St,72
91,508 Suffolk Ave,72
40,3119 75th Ave (Overland Gardens),72
138,ALLENTOWN ROAD & LANHAM LANE,72
1225,St Barnabas Rd at Opp. Gateway Square Apts,72
639,Halloway South at Village Dr West,72
281,Baltimore Ave at Underwood St,72
140,ALLENTOWN ROAD & PADGETTS CORNER,71
1316,Walker Mill Rd at Brooksquare Dr,71
446,Central Ave at Rollins Ave,70
825,MLK Jr Hwy at Southland Dr,70
539,District Heights Pkwy at Marbury Dr (E),70
398,CAMPUS WAY NORTH AT HILLANDALE WAY,70
1044,Queensbury Rd at 42nd Pl,70
196,Allentown Rd at Opp. 5711 AFCU Allentown Rd,69
823,MLK Jr Hwy at Ryderwood Court,68
572,Farragut St and 42nd Pl,68
207,Annapolis Rd at 46th St,68
416,Campus Way South at Prince Place,68
12,14th Ave at Kanawha St,68
403,Campus Drive at Baltimore Ave,68
1070,Rhode Island Ave at Gallatin St,68
845,Marlboro Pike at Opus Ave,68
815,MLK Jr Hwy at Carrington Ave,67
230,Arundel Rd at 25th Ave,67
769,Landover Rd at Pinebrook Rd,67
1049,Rainier Ave at Taylor St,67
112,8100 Sheriff Rd,67
589,Gallatin St at 43rd Ave,67
1076,Rhode Island at Wallace Rd Prem #4511,66
575,Fisher Rd at Brinkley Station Dr,66
1020,Peppermill Dr at Hastings Dr,66
837,Marlboro Pike at Forest Run Dr,66
686,Hill Rd at Willow Hill Dr,66
928,Old Marlboro Pike at Old Mill Rd,65
948,Opp. 1300 McCormick Dr,65
1284,Temple Hill Rd at Temple Hill Community Center,65
1147,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,65
1338,Woodyard Rd at Tanglewood Center,65
183,Ager Rd at Peabody St,65
707,Indian Head Highway (MD. RTE. 210) at Livingston Road,65
115,8300 Corporate Dr,65
343,Brightseat Rd at Continental Pl,65
556,East Swan Creek at Olde Fort Village Shopping Center,64
859,McCormick Dr at Lottsford Rd,64
492,Columbia Park Rd at Beaver Rd,64
603,Good Luck Rd at Crest Park Dr,63
1267,Temple Hill Rd at Hagan Rd,63
267,Baltimore Ave at Jefferson St,63
901,Old Alexandria Ferry Rd at Malcom Rd,63
53,38th St at Gaines Pl,63
1336,Woodyard Rd at Pine View Ln,62
1221,St Barnabas Rd at Frazier Ter,62
142,ALLENTOWN ROAD & PAYNE DRIVE,62
371,Brinkley Rd at Kildare Ct,61
779,Largo Rd at Eton Dr,61
1168,Sheriff Rd at MLK Highway,61
501,Columbia Park Rd at Stanford Court,61
300,Bladensburg Rd at 40th Pl,61
397,CAMPUS WAY NORTH AT BYWARD BLVD,61
23,23rd Ave at Fordham St,60
599,Goddard Space Flight Center Main Gate (Southbound),60
820,MLK Jr Hwy at Greig St,60
1129,Rollins Ave at 1506 Rollins Ave,60
616,Greenbelt Rd at Greenbelt Park Entrance,60
363,Brinkley Rd at Cherryfield Rd,60
212,Annapolis Rd at 54th St,60
960,Owens Rd at Barnaby Run Dr,60
706,Indian Head Highway (MD RTE. 210) at Livingston Rd,60
528,Cypresstree Dr at Lee Pl,60
1291,US Rte 301 at Marlboro Pike,60
1328,Willow Hill Dr at Stevenson Ln,60
157,Access rd at West Court Dr,60
181,Ager Rd at Nicholson St,60
962,Owens Rd at Iverson St,59
1172,Sheriff Rd at William Paca School,59
1259,Taylor Rd at Riverdale Rd,59
9,1400 Merchantile Ln,59
359,Brinkley Rd at Anderson Dr,59
726,John Rogers Blvd at Farnsworth Ln,58
1334,Woodyard Rd at Marlboro Pike,58
245,Auth Rd at Clacton Ave,58
366,Brinkley Rd at Glen Oak Dr,58
323,Brandywine Rd at Old Marbury Rd,58
788,Largo Rd at Riverdale Bapt School,58
738,Kipling Pkwy at Glendora Dr,58
1159,Sheriff Rd at Countrywood Ct,58
450,Central Ave at Ventura Ave,58
1144,SOUTHERN AVENUE & WHEELER ROAD AM NS,58
1260,Temple Hill Rd at 9425 Oahu St,57
924,Old Marlboro Pike at Marlborough Dr,57
912,Old Branch Ave at Opp. 6811 Old Branch Ave,57
830,Mandan Rd at 7648 Mandan Rd,57
861,McCormick Dr at Peppercorn Pl,57
382,Brinkley Rd at Saint Ignatius Dr,56
827,Madison St at Madison Ct,56
766,Landover Rd at Firehouse Rd,56
634,Greenway Center (AM Northbound),56
1083,Ritchie Rd at Dennis Ct,55
149,ALLENTOWN ROAD & VERNON DRIVE,54
141,ALLENTOWN ROAD & PATS LANE,54
997,PALMER ROAD & DELLA LANE,54
972,Oxon Hill Fringe Parking Lot at Bus Bay F,54
118,8343 Ardwick-Ardmore Rd,54
282,Baltimore Ave at University Blvd,54
349,Brightseat Rd at Hamlin St,54
1208,Southway at 11 Court,54
675,Hastings Dr at Valley Park Rd,54
594,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,53
578,Fisher Rd at Fisher Dr,53
339,Brightseat Rd at Arena Dr (Largo),53
533,Dille Dr at Correctional Center,53
467,Cheverly Ave at Inwood St,53
99,5805 Queens Chapel Rd,52
996,Oxon Run Dr at Oxon Run Ct,52
671,Harry S Truman Dr at Woodlawn Blvd,52
673,Hastings Dr at Hill Rd,52
440,Central Ave at Garrett A Morgan Blvd,52
163,Addison Rd at Crown St,52
713,Indian Head Highway at Tecumseh Dr,52
1074,Rhode Island Ave at Webster St,52
390,Brooks Dr at Marlboro Pike,52
698,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,51
468,Cheverly Ave at Kilmer St,51
1113,Riverdale Rd at 63rd Ave,51
309,Bock Rd at Saint Barnabas Rd,51
1150,Saint Barnabas Rd at Barrowfield Ct,51
453,Centre Pointe Office Park,51
762,Landover Rd at 58th Pl,51
475,Chillum Rd at 21st Pl,51
679,Highview Pl at Hanbury Ct,51
937,Old Pike Way at 5620 Old Pike Way,50
456,Chatsfield Way at Tweed Way,50
459,Cherrywood Ln at Ivy Ln,50
549,Dower House Rd at Old Marlboro Pike,50
625,Greenbelt Station Parkway at Streambank Lane,50
629,Greenbrook Dr at Sunset Pl,50
464,Cheverly Ave at Columbia Park Rd,49
1050,Rainier Ave at Upshur St,49
404,Campus Way North at Collington Campus,49
119,8401 Corporate Dr,49
338,Brightseat Rd at Arena Dr (Campus Way),49
930,Old Marlboro Pike at Ritchie-Marlboro Rd,49
1173,Sheriff Rd at Willowood Ct,48
32,28th Ave at Kenton Pl,48
612,Governor Oden Bowie Dr at Elm St,48
55,38th St at Jackson Ave,48
1029,Pontiac St at 63rd Ave,48
161,Addison Rd at Adel St,48
729,John Rogers Blvd at Old Marlboro Pike,48
935,Old Marlboro Pike at Weldon Manor Ln,48
699,INDIAN HEAD HIGHWAY & OXON FARM RD,48
874,Mt Rainier Terminal - Arrival,47
801,Lottsford Rd at Grand Blvd,47
524,Cypress Tree Dr at Juniper Tree Ln,47
39,28th Pl at Upshur St,47
748,Lamont Dr at Fairbanks St,47
370,Brinkley Rd at John Hanson Ln,47
1023,Piscataway Rd at Brandywine Rd,46
441,Central Ave at Hampton Park Blvd,46
951,Opp. 5805 Queens Chapel Rd,46
499,Columbia Park Rd at Oregon Ave,46
728,John Rogers Blvd at Lord's Landing Rd,46
1228,St Barnabas Rd at Wheeler Rd,46
560,East-West Hwy at Toledo Terr,45
488,College Park Station,45
413,Campus Way South at Harry S Truman Dr,45
167,Addison Rd at Health Center Ent.,45
62,38th St at Volta Ave,45
1174,Silver Hill Rd at Metro Dr,45
884,Naylor Rd Station Ent Drop Off Only,45
1085,Ritchie Rd at Farrs Ln,44
335,Brightseat Rd at Amador Dr,44
959,Ora Glen Dr at Morrison Dr,44
205,Allentown Way at Allentown Rd,44
280,Baltimore Ave at Tuckerman St,44
606,Good Luck Rd at Oakland Ave,44
782,Largo Rd at Kent Dr,44
162,Addison Rd at Baltic St,44
1012,Paint Branch Parkway at Baltimore Ave,43
626,Greenbrook Dr at Chartwell Pl,43
847,Marlboro Pike at US Rte 301,43
420,Capitol Heights Blvd at 734 Capitol Heights Blvd,43
491,Columbia Park Rd at ABC Supply Co.,43
401,Cabin Branch Dr at Whole Foods Entrance,43
1103,River Rd at Rivertech Ct,42
1065,Rhode Island Ave at 43rd Ave,42
85,42nd Ave at Oliver St,42
1264,Temple Hill Rd at Cedell Pl,42
1326,Willow Hill Dr at Hill Rd,42
805,Lottsford Rd at McCormick Dr,42
552,East Capitol St at Maryland Park Dr,41
564,Elm St at Governor Oden Bowie Dr,41
2,10147 Campus Way South,41
184,Ager Rd at Powhattan Rd,41
573,Farragut St at Rhode Island Ave,41
375,Brinkley Rd at Middlefield Rd,41
321,Brandywine Rd at Lytton Ave,41
307,Bock Rd at National Christian Academy (6700),41
939,Old Silver Hill Rd at Addison Ave,41
1323,West Hyattsville Station (Arrival),41
682,Highview Pl at Sunbury Ct,41
249,Auth Rd at Magruder Ave,40
813,MLK Jr Hwy at Booker Dr,40
101,5846 ALLENTOWN WAY,40
232,Arundel Rd at 34th Ave,39
297,Benning Rd at Southern Ave,39
882,Nalley Rd at Nalley Ter,39
423,Capitol Heights Blvd at Central Ave,39
130,ALLENTOWN ROAD & BURGESS LANE,39
353,Brightseat Rd at McCLain Ave,39
745,LOTTSFORD RD AT MCCORMICK DRIVE,39
841,Marlboro Pike at Larchmont Ave,39
839,Marlboro Pike at Jansen Ave,38
1332,Woodyard Rd at Autumn Way,38
929,Old Marlboro Pike at Peerless Ave,38
179,Ager Rd at Lancer Dr,38
1112,Riverdale Rd at 62nd Pl,38
920,Old Marlboro Pike at Charles Mill Blvd,38
622,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),38
1048,Rainier Ave at 34th St,37
1287,Toldeo Rd at Belcrest Rd,37
328,Brandywine Road at Brooke Jane Drive,37
11,1441 McCormick Dr,37
242,Auth Rd at 5812 Dublin Dr,37
204,Allentown Rd at Westchester Dr,37
76,4211 Suitland Rd (Opposite),37
78,42nd At Jefferson St,37
373,Brinkley Rd at Lujean Ln,36
362,Brinkley Rd at Bushey Dr,36
1024,Piscataway Rd at Gwynndale Dr,36
1119,Riverdale Rd at Fernwood Terrance,36
1111,Riverdale Rd at 61st Pl,36
1156,Sheriff Rd at 1700 Dutch Village Dr,36
0,10053 Campus Way South,36
537,District Heights Pkwy at Marbury Ct (E),36
734,Kenilworth Ave at Sarvis Ave,36
1327,Willow Hill Dr at Nalley Rd,35
1247,Suitland Rd at Towne Park Rd,35
322,Brandywine Rd at Lytton Ave.,35
14,1515 Rollins Ave,35
586,Fort Washington Rd at Indian Head Highway,35
291,Belle Haven Dr at Belle Haven Ct,34
921,Old Marlboro Pike at Derby Manor Ln,34
1015,Pennsylvania Ave at Old Marlboro Pl,34
1320,Walker Mill Rd at Weber Dr,34
1128,Rollins Av at Modupeola Way,34
1189,Southern Ave at Bonini Rd,34
767,Landover Rd at Kent Town Place,33
86,42nd Ave at Queensbury Rd,33
1314,Walker Mill Dr at Solid Rock Full Gospel Baptist Church,33
409,Campus Way S at Prince Place (W),33
329,Brandywine Road at Dennison Drive,33
61,38th St at Utah Ave,33
793,Largo Rd at White House Rd,33
532,Dille Dr at Brown Station Rd,33
798,Lords Landing Rd at John Rogers Blvd,33
1145,SOUTHERN AVENUE & WHEELER ROAD PM FS,33
505,Council Dr at Foster St,33
1148,SOUTHERN AVENUE at UNITED MEDICAL CENTER,33
688,Hillside Rd at 19 Court,33
250,Auth Rd at Oakland Way,33
1062,Rhode Island Ave at 41st Pl,32
1209,Southway at 7 Court,32
1118,Riverdale Rd at Eastpine Dr,32
521,Crescent Rd at Parkway,32
490,Columbia Park Rd at 64th Ave,32
45,3321 75th Ave,31
800,Lottsford Rd at 8951 Lottsford Rd,31
234,Ashwood Dr at Ritche Rd,31
896,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,31
447,Central Ave at Soper Ln,31
946,Opp Truman Manor Entrance,30
348,Brightseat Rd at Glenarden Pkwy,30
601,Goddard Space Flight Center Visitors Center (Southbound),30
1126,Riverdale Road and Opp. Calvert Park Apartments,30
932,Old Marlboro Pike at SHA Facility,30
1,10100 Campus Way S,30
765,Landover Rd at Arena Dr,30
320,Brandywine Rd at Horshoe Rd,30
427,Capitol Heights Blvd at Ute Way,30
1227,St Barnabas Rd at Temple Hill Rd,30
69,40th Pl at Gallatin St,29
1073,Rhode Island Ave at Wallace Rd,29
609,Good Luck Rd at Sora Ln,29
3,10233 Campus Way South,29
506,Council Dr at Gateway Blvd,29
473,Chillum Rd at 18th Ave,29
1010,PGCC Perimeter Rd at R.I. Brickford Building,29
1140,SOUTHERN AVENUE & E. MEADOW COURT,28
310,Bock Rd at Sourwood Ln,28
422,Capitol Heights Blvd at Brooke Rd,28
263,Baltimore Ave at Harrison Ave,27
354,Brightseat Rd at McLain Avenue,27
389,Brooke Rd at Highview Pl,26
388,Brooke Rd at Highmount Ln,26
685,Hill Rd at Mountain View Way,26
1161,Sheriff Rd at Cypresstree Dr,26
1153,Saint Barnabas Rd at Caryhurst Dr,26
787,Largo Rd at Opp. Town Farm Rd,26
1135,SOUTHERN AVENUE & 6TH STREET SE,26
719,Jericho City Dr at Brightseat Rd.,26
394,Brown Station Rd at Dille Dr,26
695,Hubbard Rd at Dodge Park Rd,25
489,College Park Station - Arrival,25
451,Central Ave at Xenia Ave,25
1183,Southern Ave Station Bay E - Arrival,25
1045,Queensbury Rd at 44th Ave,25
165,Addison Rd at Eads St,24
133,ALLENTOWN ROAD & DODGE LANE,24
588,Gallatin St at 42rd Ave,24
80,42nd Ave and Queensbury Rd,24
303,Bladensburg Rd at 43rd Ave,24
21,23rd Ave at Chapman Rd,24
136,ALLENTOWN ROAD & KAREN ANNE DRIVE,24
777,Largo Rd at Chirstian Academy,24
221,Ardwick-Ardmore Rd at Extra Space Storage,24
863,Melwood Training Center,24
687,Hilll Dr at Mountain View,24
983,Oxon Hill Rd at Kerby Pkwy,24
967,Owens Rd at Weaver Ter,24
906,Old Branch Ave at 6811 Old Branch Ave,23
1164,Sheriff Rd at Giant Food Landover Distr. Center,23
665,Hanover Pkwy at Spring Manor Dr,23
1127,Rochelle Ave at Elmhurst St,23
1275,Temple Hill Rd at Opp. Temple Hill Community Center,23
431,Cedar Heights Dr at K St,23
434,Central Ave at Balboa Ave,23
605,Good Luck Rd at Kenilworth Ave,23
448,Central Ave at Tunic Ave,23
717,Jericho City Dr at 8500 Jericho City Dr,22
1294,University Blvd at Phelps Rd,22
780,Largo Rd at Hancock Dr,22
317,Brandywine Rd at Clinton Manor Dr,22
144,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,22
435,Central Ave at Bayou Ave,22
376,Brinkley Rd at Morton Pl,22
1250,TUCKER ROAD & ARUNDEL ROAD,22
145,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,22
808,Lottsford at McCormick Dr,22
65,400 Brightseat Rd,22
243,Auth Rd at Braymer Ave,22
252,Baltimore Ave at Amherst Rd,22
173,Addison Rd at Wilburn Dr,22
676,Hastings Dr at Yorknolls Dr,22
833,Mandan Rd at Hanover Pkwy,21
1238,Suffolk Ave at Central Ave,21
146,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,21
59,38th St at Taylor St,21
799,Lords Landing Rd at Lord Sterling Pl,21
333,Brightseat Rd at 1000 Jericho City Drive,21
911,Old Branch Ave at Kirby Ln,21
844,Marlboro Pike at Nova Ave,20
709,Indian Head Highway (MD. RTE. 210) at Talbert Drive,20
1136,SOUTHERN AVENUE & 9TH STREET SE,20
432,Cedar Heights Dr at Lee Pl,20
591,Garrett A Morgan Blvd at Ridgefield Blvd,20
1039,Queens Chapel Rd at Oliver St,20
79,42nd Ave and Oliver St,20
1071,Rhode Island Ave at Shepherd St,20
590,Gallatin St at Church Pl,20
933,Old Marlboro Pike at Spring Dr,20
892,Nova Ave at Marlboro Pike,19
1158,Sheriff Rd at Cedar Heights Communnity Center,19
132,ALLENTOWN ROAD & COOLRIDGE ROAD,19
235,Ashwood Dr at Ritchie Rd,19
527,Cypress Tree Drive at Juniper Tree Lane,19
178,Ager Rd at Kirkwood Place,18
731,Kanawha St at 14th Ave,18
350,Brightseat Rd at MD 202,18
600,Goddard Space Flight Center Visitors Center (Northbound),18
1075,Rhode Island Avenue at Opp 37th Pl,18
430,Cedar Heights Dr at Jefferson Heights Dr,18
292,Belle Haven Dr at Nalley Rd,18
236,Auburn Ave at 1st St,18
461,Cheverly Ave at Arbor St,18
1084,Ritchie Rd at Edgeworth Dr,18
1256,TUCKER ROAD & ROSE MARIE DRIVE,18
8,1400 McCormick Dr,17
1102,River Rd at Kenilworth Ave,17
129,ALLENTOWN ROAD & BRINKLEY ROAD,17
1274,Temple Hill Rd at Opp. Southeast Mobile Estates,17
197,Allentown Rd at Opp. Leon St,17
122,8951 Lottsford Rd,17
147,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,17
246,Auth Rd at Dublin Dr,17
526,Cypress Tree Dr at Lee Pl,17
1041,Queensbury Rd and 39th Pl,16
809,MERCANTILE LN AT TECHNOLOGY WAY,16
947,Opp. 10701 Livingston Rd at Harmony Hall,16
1013,Pennsy Dr at 75th Ave,16
251,Auth Rd at Procopio Dr,16
683,Hill Dr at Mountain View,16
775,Largo Rd at Brock Rd,16
419,Capitol Heights Blvd at 733 Capitol Heights Blvd,16
107,6801 Woodside Village Apts,16
567,Equestrian Center Lot 1 (Hidden Arrival,16
113,8201 Corporate Dr,15
551,East Capital Street at Old Central Ave,15
1249,TUCKER RD & ALLENTOWN RD,15
873,Motor Vehicle Administration - Arrival,15
694,Hillside Rd at Woodland Way,15
1106,Riverdale Rd at 49th Ave,15
493,Columbia Park Rd at Cabin Branch Dr,15
735,Kenilworth Ave at Tennyson St,15
786,Largo Rd at Mount Lubentia Way,15
90,503 Capitol Heights Blvd,15
966,Owens Rd at Owens Rd Elementary Ent,14
523,Cypress Tree Dr at Cedar Heights Neighborhood Park,14
189,Allentown Rd at Brinkley Rd (Family Services),14
340,Brightseat Rd at Bishop Peebles Dr,14
817,MLK Jr Hwy at Columbia Ave,14
238,Auburn Ave at 3rd St,14
384,Brinkley Rd at Summer Hill Rd,14
342,Brightseat Rd at Bishop Peebles Dr (Largo),14
273,Baltimore Ave at Queens Chapel Rd,14
716,Jefferson St at Kenilworth Ave,14
1324,West Hyattsville Station - Arrival,13
293,Belle Haven Dr at Village Green Dr,13
999,PALMER ROAD & FRAN DEL DRIVE,12
917,Old Marlboro Pike  at Peerless Ave,12
1152,Saint Barnabas Rd at Bock Rd,12
727,John Rogers Blvd at Governor's Grove,12
266,Baltimore Ave at Indian Ln,12
1169,Sheriff Rd at Opp. Giant Food Landover Distr. Center,12
150,ALLENTOWN ROAD & WALDRAN DRIVE,12
117,8301 Professional Pl,12
476,Chillum Rd at 21st Pl - in,12
1104,River Road and American Institute of Physics,12
1233,Stuart Ln at Surrats Rd,11
517,Crescent Cities Center,11
1223,St Barnabas Rd at Kernal Ln,11
700,INDIAN HEAD HIGHWAY & SENECA DRIVE,11
1067,Rhode Island Ave at Charles Armentrout Way,11
904,Old Alexandria Ferry Rd at Poplar Hill Ln,11
247,Auth Rd at Gloria Dr,11
973,Oxon Hill Rd OXON HILL FRINGE at Oxon Rd (arrival) (Arrival),11
341,Brightseat Rd at Bishop Peebles Dr (Campus Way),10
358,Brightseat Rd at Sterling St,10
1220,St Barnabas Rd at Frazier Dr,10
227,Arena Dr at Captial Center Blvd,10
442,Central Ave at Maryland Park Dr,10
127,9654 Lottsford Road,10
773,Largo Rd  at Water Foul Way,10
703,INDIAN HEAD HIGHWAY & TECUMSEH DR,9
156,ALLENTOWN WAY & ALLENTOWN ROAD,9
1040,Queens Chapel Road at Queensbury Rd,9
66,403 Brightseat Rd,9
228,Arena Dr at Shoppers Way (Campus Way),9
953,Opp. 8100 Professional Pl,9
587,Ft Washington Rd at Indian Head Hwy,9
596,Garrett A. Morgan Blvd at SGT. Hartman Ln,9
899,Old Alexandria Ferry Rd at Highland Meadows Dr,9
116,8300 Professional Pl,9
109,7711 Old Alexandria Ferry Rd,9
93,5210 St Barnabas Rd,9
914,Old Crain Hwy at Villiage Drive West,9
504,Council Dr at Elmhurst St,9
111,8100 Professional Pl,8
792,Largo Rd at West Kettering Dr,8
10,1405 Rollins Ave,8
806,Lottsford Rd at Tulip Tree Dr,8
1165,Sheriff Rd at Glen Willow Dr,8
304,Bock Rd at 6801 Woodside Village Apts,8
722,John Rogers Blvd at Ascott Dr,8
918,Old Marlboro Pike at Atherstone Terrace,8
465,Cheverly Ave at Euclid St,8
690,Hillside Rd at Hillside Court #6,8
684,Hill Dr at Mountain View Way,8
988,Oxon Hill Rd at Oxon Hill Manor,7
796,Livingston Rd at Fort Alamo Pl,7
886,New Carrollton Station (Arrival),7
433,Cedar Heights at Lee Pl,7
1176,Silver Hill Rd at Penn Station,7
1143,SOUTHERN AVENUE & ROBERT YELDELL TOWER,7
114,8210 Sheriff Rd,7
395,CAB - Arrival,7
923,Old Marlboro Pike at Mapleshade Ln,7
1110,Riverdale Rd at 60th Pl,7
229,Arena Dr at Shoppers Way (Largo),6
851,Marlborough Dr at Old Marlboro Pike,6
400,Cabin Branch Dr at Opp. Whole Foods Entrance,6
853,Matapeake Business Dr at Target Store (Hidden Arrival),6
954,Opp. 8214 Sheriff Rd,6
631,Greenhill Rd at Greenway Pl,6
444,Central Ave at Quire Ave,6
421,Capitol Heights Blvd at Bayou Ave,6
984,Oxon Hill Rd at Livingston Rd,6
237,Auburn Ave at 2nd St,6
945,Opp 3300 Pennsy Dr,6
462,Cheverly Ave at Belleview Ave,6
143,ALLENTOWN ROAD & PLEASANT HILL DRIVE,6
525,Cypress Tree Dr at K St,6
1235,Stuart Ln at Topaz Ct,6
1211,Southway at Ridge Rd,6
402,Calvert Park Apartments,5
131,ALLENTOWN ROAD & COMET DRIVE,5
768,Landover Rd at Lake Arbor Way,5
1109,Riverdale Rd at 5800 Block,5
337,Brightseat Rd at Arena Dr,5
44,3300 Pennsy Dr,5
463,Cheverly Ave at Cheverly Cir,5
199,Allentown Rd at Robin Ln,4
718,Jericho City Dr at 8501 Jericho City Drive,4
995,Oxon Hill at Joellyn Ct,4
927,Old Marlboro Pike at Mount Airy Ln,4
702,INDIAN HEAD HIGHWAY & TALBERT STREET,4
1149,STARS ENTRANCE GAYLORD HOTEL,4
1305,Village Dr West at Halloway North,4
1160,Sheriff Rd at Cypress Tree Dr,4
1035,Queen Chapel Rd at Queensbury Rd,4
934,Old Marlboro Pike at Starting Gate Dr,4
781,Largo Rd at Homestead Dr,4
955,Opp. 8951 Lottsford Rd,4
784,Largo Rd at Kirkland Ln,3
152,ALLENTOWN ROAD & WESTCHESTER COURT,3
49,3807 Old Crain Hwy,3
308,Bock Rd at Opp. Belfast Drive,3
148,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,3
1138,SOUTHERN AVENUE & BONINI ROAD,3
