,stop,alightings
1150,Saint Barnabas Rd at Barrowfield Ct,99
346,Brightseat Rd at Glen Valley Dr,99
631,Greenhill Rd at Greenway Pl,99
362,Brinkley Rd at Bushey Dr,98
310,Bock Rd at Sourwood Ln,98
266,Baltimore Ave at Indian Ln,98
1299,Valley Trail Ln at Bain Dr 2,98
1325,Whitehall Square Apts at Community Hall,98
1188,Southern Ave at Barnaby Road,97
884,Naylor Rd Station Ent Drop Off Only,97
892,Nova Ave at Marlboro Pike,97
1034,Quebec St at 58th Ave,96
521,Crescent Rd at Parkway,96
610,Good Luck Rd at Terra Alta Dr,96
1273,Temple Hill Rd at Old Temple Hill Rd,96
1024,Piscataway Rd at Gwynndale Dr,95
811,MLK Jr Hwy at 69th Pl,95
1233,Stuart Ln at Surrats Rd,95
658,Hanover Pkwy at Hunting Ridge Club Apts,95
51,38th St at Allison St,95
361,Brinkley Rd at Brinkley Manor W Ent,95
1163,Sheriff Rd at Eaton Square Apartments,94
825,MLK Jr Hwy at Southland Dr,93
1042,Queensbury Rd at 39th Pl,93
511,County Rd at Elmhurst St,93
573,Farragut St at Rhode Island Ave,92
1085,Ritchie Rd at Farrs Ln,92
453,Centre Pointe Office Park,92
765,Landover Rd at Arena Dr,92
1260,Temple Hill Rd at 9425 Oahu St,92
312,Bock Rd at Wolf St,92
1224,St Barnabas Rd at Lime St,92
605,Good Luck Rd at Kenilworth Ave,92
232,Arundel Rd at 34th Ave,91
688,Hillside Rd at 19 Court,90
267,Baltimore Ave at Jefferson St,90
23,23rd Ave at Fordham St,90
1107,Riverdale Rd at 54th Ave,90
1263,Temple Hill Rd at Cardwell Dr,90
270,Baltimore Ave at Longfellow St,90
21,23rd Ave at Chapman Rd,90
382,Brinkley Rd at Saint Ignatius Dr,90
1095,Ritchie Rd at Shepherd St,90
1029,Pontiac St at 63rd Ave,89
941,Old Silver Hill Rd at Parkland Ct (E),89
1133,Rollins Ave at Upcot Ct,89
497,Columbia Park Rd at Opp. ABC Supply Co,89
881,Nalley Rd at Michele Dr,89
1173,Sheriff Rd at Willowood Ct,89
1050,Rainier Ave at Upshur St,89
675,Hastings Dr at Valley Park Rd,89
1274,Temple Hill Rd at Opp. Southeast Mobile Estates,89
109,7711 Old Alexandria Ferry Rd,89
575,Fisher Rd at Brinkley Station Dr,88
1077,Ridgefield Blvd at Sgt. Harman Ln,88
661,Hanover Pkwy at Opp. Hunting Ridge Club Apts,88
624,Greenbelt Station Parkway at S. Center Drive,87
1154,Saint Barnabas Rd at John Hanson Ln,87
706,Indian Head Highway (MD RTE. 210) at Livingston Rd,87
18,23rd Ave at  Beechwood Rd,86
1043,Queensbury Rd at 41st Ave,86
1331,Woody Terrace at Woodyard Road,86
879,Nalley Rd at Kaplan Ct,85
1308,Village Green Dr at Belle Haven Dr,85
705,Ikea at Bus Bay 3,85
767,Landover Rd at Kent Town Place,85
577,Fisher Rd at Damian Dr,85
1090,Ritchie Rd at Putnam Ln,84
1203,Southern Ave opposite B St SE,84
679,Highview Pl at Hanbury Ct,84
149,ALLENTOWN ROAD & VERNON DRIVE,84
1187,Southern Ave at B St SE,84
445,Central Ave at Ritchie Rd,84
877,Nalley Rd at East Nalley Rd,83
8,1400 McCormick Dr,83
98,57th Ave at Berwyn Rd,83
61,38th St at Utah Ave,83
839,Marlboro Pike at Jansen Ave,83
454,Chatsfield Way at Palmerton Ter,82
814,MLK Jr Hwy at Cabin Branch Dr,81
247,Auth Rd at Gloria Dr,81
301,Bladensburg Rd at 41st Ave,81
488,College Park Station,81
323,Brandywine Rd at Old Marbury Rd,81
660,Hanover Pkwy at Megan Ln,81
692,Hillside Rd at Northway,80
1242,Suitland Rd at Homer Ave,80
827,Madison St at Madison Ct,80
544,Donnell Dr at 2900 Donnell Dr,80
319,Brandywine Rd at Cork Tree Way,79
889,New Carrollton Station Bay K,79
456,Chatsfield Way at Tweed Way,78
359,Brinkley Rd at Anderson Dr,78
946,Opp Truman Manor Entrance,78
119,8401 Corporate Dr,78
815,MLK Jr Hwy at Carrington Ave,78
1319,Walker Mill Rd at Tanow Pl,78
39,28th Pl at Upshur St,78
148,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,77
427,Capitol Heights Blvd at Ute Way,77
728,John Rogers Blvd at Lord's Landing Rd,77
183,Ager Rd at Peabody St,77
351,Brightseat Rd at Maple Ridge Apts #1,77
1046,Queensbury Rd at Baltimore Ave,76
43,3300 75th Ave,76
1040,Queens Chapel Road at Queensbury Rd,76
830,Mandan Rd at 7648 Mandan Rd,76
400,Cabin Branch Dr at Opp. Whole Foods Entrance,76
244,Auth Rd at Carswell Ave,76
416,Campus Way South at Prince Place,76
261,Baltimore Ave at Guilford Rd,75
81,42nd Ave at Jefferson St,75
447,Central Ave at Soper Ln,75
919,Old Marlboro Pike at Brooklee Dr,75
1240,Suitland Metrorail Station Bay D,75
552,East Capitol St at Maryland Park Dr,75
1333,Woodyard Rd at Canberra Dr,75
435,Central Ave at Bayou Ave,74
965,Owens Rd at Norlinda Ave,74
1266,Temple Hill Rd at Fisher Rd,74
834,Mandan Rd at Mandan Rd Ct,74
1143,SOUTHERN AVENUE & ROBERT YELDELL TOWER,73
981,Oxon Hill Rd at John Hanson Ln,73
1338,Woodyard Rd at Tanglewood Center,73
140,ALLENTOWN ROAD & PADGETTS CORNER,73
275,Baltimore Ave at Regents Dr,72
670,Harry S Truman Dr at New Orchard Dr,72
364,Brinkley Rd at Farmer Dr,72
1171,Sheriff Rd at Village Green Dr,72
743,Kipling Pkwy at Ritchie Rd,71
300,Bladensburg Rd at 40th Pl,71
1287,Toldeo Rd at Belcrest Rd,71
407,Campus Way North at Tulip Tree Dr,70
928,Old Marlboro Pike at Old Mill Rd,70
69,40th Pl at Gallatin St,70
1334,Woodyard Rd at Marlboro Pike,70
812,MLK Jr Hwy at Addison Rd,70
166,Addison Rd at Ernie Banks St,70
353,Brightseat Rd at McCLain Ave,70
348,Brightseat Rd at Glenarden Pkwy,70
763,Landover Rd at 75th Ave,69
591,Garrett A Morgan Blvd at Ridgefield Blvd,69
1259,Taylor Rd at Riverdale Rd,69
469,Cheverly Ave at Lombard St,69
1275,Temple Hill Rd at Opp. Temple Hill Community Center,69
673,Hastings Dr at Hill Rd,69
1307,Village Dr West at McConnell Dr,69
1247,Suitland Rd at Towne Park Rd,68
118,8343 Ardwick-Ardmore Rd,68
178,Ager Rd at Kirkwood Place,68
1,10100 Campus Way S,68
314,Branch Ave Station Bus Bay J,68
1039,Queens Chapel Rd at Oliver St,67
201,Allentown Rd at Waldran Ave,67
303,Bladensburg Rd at 43rd Ave,66
1235,Stuart Ln at Topaz Ct,66
1071,Rhode Island Ave at Shepherd St,66
1291,US Rte 301 at Marlboro Pike,66
431,Cedar Heights Dr at K St,66
220,Ardwick-Ardmore Rd at Ardwick Pl,65
398,CAMPUS WAY NORTH AT HILLANDALE WAY,65
281,Baltimore Ave at Underwood St,65
1074,Rhode Island Ave at Webster St,64
503,Columbia Park Rd at Virginia Ave,64
1049,Rainier Ave at Taylor St,64
1010,PGCC Perimeter Rd at R.I. Brickford Building,64
502,Columbia Park Rd at Stanford Pl,64
459,Cherrywood Ln at Ivy Ln,63
297,Benning Rd at Southern Ave,63
388,Brooke Rd at Highmount Ln,63
1165,Sheriff Rd at Glen Willow Dr,63
1066,Rhode Island Ave at Bunker Hill Rd,63
379,Brinkley Rd at Roberts Dr,63
556,East Swan Creek at Olde Fort Village Shopping Center,62
1207,Southway at 10 Court,62
813,MLK Jr Hwy at Booker Dr,62
1219,St Barnabas Rd at Deer Park Dr,62
695,Hubbard Rd at Dodge Park Rd,62
262,Baltimore Ave at Hamilton St,61
707,Indian Head Highway (MD. RTE. 210) at Livingston Road,60
1044,Queensbury Rd at 42nd Pl,60
637,Greenway Center (PM Southbound),60
672,Harry S. Truman Dr at Lottsford,59
151,ALLENTOWN ROAD & WEBSTER LANE,59
243,Auth Rd at Braymer Ave,59
847,Marlboro Pike at US Rte 301,59
565,Equestrian Center Lot 1,59
460,Cherrywood Ln at Springhill Drive,59
35,28th Pkwy at Curtis Dr,59
629,Greenbrook Dr at Sunset Pl,59
1200,Southern Ave at UNITED MEDICAL CENTER,59
549,Dower House Rd at Old Marlboro Pike,59
282,Baltimore Ave at University Blvd,59
441,Central Ave at Hampton Park Blvd,58
162,Addison Rd at Baltic St,58
713,Indian Head Highway at Tecumseh Dr,58
896,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,58
408,Campus Way S at PGCC Entrance,57
866,Merrimac St at 14th Ave,57
231,Arundel Rd at 29th St,57
900,Old Alexandria Ferry Rd at Malcolm Rd,57
668,Harry S Truman Dr at Campus Way S,57
11,1441 McCormick Dr,57
341,Brightseat Rd at Bishop Peebles Dr (Campus Way),57
347,Brightseat Rd at Glenarden Library,57
1135,SOUTHERN AVENUE & 6TH STREET SE,57
1123,Riverdale Rd at Opp. Heritage Square Apts,57
1335,Woodyard Rd at Opp. Pine View Ln,56
324,Brandywine Rd at Woodyard Rd,56
258,Baltimore Ave at East West Hwy,56
175,Ager Rd and Oglethorpe St,56
1012,Paint Branch Parkway at Baltimore Ave,56
801,Lottsford Rd at Grand Blvd,56
273,Baltimore Ave at Queens Chapel Rd,56
295,Benning Rd at Abel Ave,56
413,Campus Way South at Harry S Truman Dr,56
560,East-West Hwy at Toledo Terr,56
1170,Sheriff Rd at Opp. William Paca School,55
207,Annapolis Rd at 46th St,55
280,Baltimore Ave at Tuckerman St,55
561,East-West Hwy at Toledo Terrace,55
949,Opp. 4138 Whitehall Square Apts,55
850,Marlboro Pike at Whitney Pl,55
737,Kipling Pkwy at Council Dr,55
1221,St Barnabas Rd at Frazier Ter,54
594,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,54
185,Ager Road at Roanoke St,54
334,Brightseat Rd at 901 Brightseat Rd,54
402,Calvert Park Apartments,54
466,Cheverly Ave at Forest Rd,54
91,508 Suffolk Ave,54
420,Capitol Heights Blvd at 734 Capitol Heights Blvd,54
115,8300 Corporate Dr,54
809,MERCANTILE LN AT TECHNOLOGY WAY,54
774,Largo Rd at Black Swan Dr,53
423,Capitol Heights Blvd at Central Ave,53
930,Old Marlboro Pike at Ritchie-Marlboro Rd,53
147,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,53
748,Lamont Dr at Fairbanks St,53
122,8951 Lottsford Rd,53
1065,Rhode Island Ave at 43rd Ave,53
1201,Southern Ave at United Medical Center,52
797,Lords Landing Rd at Brown Station Rd,52
1305,Village Dr West at Halloway North,52
397,CAMPUS WAY NORTH AT BYWARD BLVD,52
286,Belcrest Rd at Freedom Way,52
1026,Piscataway Rd at Old Branch Ave,52
912,Old Branch Ave at Opp. 6811 Old Branch Ave,52
1025,Piscataway Rd at Hardesty Dr,52
731,Kanawha St at 14th Ave,52
425,Capitol Heights Blvd at Gunther St,52
532,Dille Dr at Brown Station Rd,51
1264,Temple Hill Rd at Cedell Pl,51
738,Kipling Pkwy at Glendora Dr,51
788,Largo Rd at Riverdale Bapt School,51
1048,Rainier Ave at 34th St,51
181,Ager Rd at Nicholson St,51
209,Annapolis Rd at 53rd Pl,51
596,Garrett A. Morgan Blvd at SGT. Hartman Ln,51
170,Addison Rd at Seat Pleasant Dr,51
321,Brandywine Rd at Lytton Ave,50
322,Brandywine Rd at Lytton Ave.,50
309,Bock Rd at Saint Barnabas Rd,50
146,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,50
299,Bladensburg Rd at 40th Ave,50
452,Central Ave at Yeoman Pl,50
630,Greenhill Rd at Crescent Rd,50
111,8100 Professional Pl,49
1196,Southern Ave at Opp. Robert Yedell Towers,49
291,Belle Haven Dr at Belle Haven Ct,49
340,Brightseat Rd at Bishop Peebles Dr,49
964,Owens Rd at Martin Dr,49
196,Allentown Rd at Opp. 5711 AFCU Allentown Rd,48
36,28th Pkwy at Duggan St,48
861,McCormick Dr at Peppercorn Pl,48
687,Hilll Dr at Mountain View,48
1083,Ritchie Rd at Dennis Ct,48
505,Council Dr at Foster St,48
1116,Riverdale Rd at 67th Pl,48
1145,SOUTHERN AVENUE & WHEELER ROAD PM FS,47
271,Baltimore Ave at Metzerott Rd,47
1328,Willow Hill Dr at Stevenson Ln,47
960,Owens Rd at Barnaby Run Dr,47
1294,University Blvd at Phelps Rd,47
104,60th Ave at Quebec St,47
468,Cheverly Ave at Kilmer St,47
211,Annapolis Rd at 54th Pl,47
508,County Administration Building,47
1306,Village Dr West at Halloway South,46
55,38th St at Jackson Ave,45
859,McCormick Dr at Lottsford Rd,45
1156,Sheriff Rd at 1700 Dutch Village Dr,45
226,Ardwick-Ardmore Rd at West St,45
804,Lottsford Rd at Lottsford Rd,45
433,Cedar Heights at Lee Pl,45
349,Brightseat Rd at Hamlin St,45
551,East Capital Street at Old Central Ave,45
174,Addison Rd at Wilburn St,45
1189,Southern Ave at Bonini Rd,44
234,Ashwood Dr at Ritche Rd,44
634,Greenway Center (AM Northbound),44
180,Ager Rd at Nicholson,44
716,Jefferson St at Kenilworth Ave,44
924,Old Marlboro Pike at Marlborough Dr,44
68,40th Pl at Crittenden,44
365,Brinkley Rd at George Washington Dr,44
90,503 Capitol Heights Blvd,44
354,Brightseat Rd at McLain Avenue,44
1125,Riverdale Rd at Taylor Rd,43
585,Fort Washington Fringe Lot Bus Bay B,43
1310,Volta Ave at 39th Pl,43
86,42nd Ave at Queensbury Rd,43
841,Marlboro Pike at Larchmont Ave,43
184,Ager Rd at Powhattan Rd,43
432,Cedar Heights Dr at Lee Pl,43
775,Largo Rd at Brock Rd,43
1293,University Blvd at Guilford Rd,43
404,Campus Way North at Collington Campus,43
782,Largo Rd at Kent Dr,43
916,Old Landover Rd at Landover Rd,43
278,Baltimore Ave at Sheridan St,42
167,Addison Rd at Health Center Ent.,42
951,Opp. 5805 Queens Chapel Rd,42
173,Addison Rd at Wilburn Dr,42
1197,Southern Ave at Owens Rd,42
769,Landover Rd at Pinebrook Rd,42
410,Campus Way S at Treetop Condo,42
45,3321 75th Ave,41
350,Brightseat Rd at MD 202,41
726,John Rogers Blvd at Farnsworth Ln,41
1198,Southern Ave at Robert Yedell Tower,41
962,Owens Rd at Iverson St,41
537,District Heights Pkwy at Marbury Ct (E),41
891,Nova Ave at Doppler St,41
865,Merchantile Ln at Technology Way,40
419,Capitol Heights Blvd at 733 Capitol Heights Blvd,40
1073,Rhode Island Ave at Wallace Rd,40
230,Arundel Rd at 25th Ave,40
99,5805 Queens Chapel Rd,40
920,Old Marlboro Pike at Charles Mill Blvd,40
821,MLK Jr Hwy at Hill Rd,40
1271,Temple Hill Rd at Lambert Dr,40
674,Hastings Dr at Peppermill Dr,40
578,Fisher Rd at Fisher Dr,40
3,10233 Campus Way South,39
67,40plgall_nb,39
79,42nd Ave and Oliver St,39
317,Brandywine Rd at Clinton Manor Dr,39
241,Auth Rd at #6208-6220,39
626,Greenbrook Dr at Chartwell Pl,39
897,Old Alexandria Ferry Rd at Bellefonte Ln,39
694,Hillside Rd at Woodland Way,39
526,Cypress Tree Dr at Lee Pl,39
1211,Southway at Ridge Rd,39
374,Brinkley Rd at Mark Dr,38
950,Opp. 4174 Whitehall Square Apts,38
986,Oxon Hill Rd at Opposite Clipper Way (6383),38
823,MLK Jr Hwy at Ryderwood Court,38
676,Hastings Dr at Yorknolls Dr,37
671,Harry S Truman Dr at Woodlawn Blvd,37
1220,St Barnabas Rd at Frazier Dr,37
570,Fairlawn St at 28th Pkwy,37
430,Cedar Heights Dr at Jefferson Heights Dr,36
996,Oxon Run Dr at Oxon Run Ct,36
893,OLD BRANCH AVENUE & ALLENTOWN WAY,36
138,ALLENTOWN ROAD & LANHAM LANE,36
335,Brightseat Rd at Amador Dr,36
255,Baltimore Ave at Campus Dr,35
867,Merrimac St at New Hampshire Ave Service Rd,35
517,Crescent Cities Center,35
1277,Temple Hill Rd at Plata St,35
490,Columbia Park Rd at 64th Ave,35
917,Old Marlboro Pike  at Peerless Ave,35
293,Belle Haven Dr at Village Green Dr,35
600,Goddard Space Flight Center Visitors Center (Northbound),35
1019,Peppermill Dr at Central Ave,35
1238,Suffolk Ave at Central Ave,35
245,Auth Rd at Clacton Ave,34
246,Auth Rd at Dublin Dr,34
816,MLK Jr Hwy at Carrington Dr,34
693,Hillside Rd at Research Rd,34
997,PALMER ROAD & DELLA LANE,34
527,Cypress Tree Drive at Juniper Tree Lane,33
157,Access rd at West Court Dr,33
223,Ardwick-Ardmore Rd at Preston St,33
863,Melwood Training Center,33
760,Landover Rd at 57th Ave,33
572,Farragut St and 42nd Pl,33
768,Landover Rd at Lake Arbor Way,33
434,Central Ave at Balboa Ave,32
326,Brandywine Road @ Northgate Parkway,32
665,Hanover Pkwy at Spring Manor Dr,32
1327,Willow Hill Dr at Nalley Rd,32
89,442 Harry S Truman Dr,31
1281,Temple Hill Rd at Southeast Mobile Estates,31
700,INDIAN HEAD HIGHWAY & SENECA DRIVE,31
921,Old Marlboro Pike at Derby Manor Ln,31
107,6801 Woodside Village Apts,30
923,Old Marlboro Pike at Mapleshade Ln,30
1222,St Barnabas Rd at Hagan Rd,30
703,INDIAN HEAD HIGHWAY & TECUMSEH DR,30
506,Council Dr at Gateway Blvd,30
227,Arena Dr at Captial Center Blvd,30
250,Auth Rd at Oakland Way,30
493,Columbia Park Rd at Cabin Branch Dr,30
664,Hanover Pkwy at Prem # 7800,30
1153,Saint Barnabas Rd at Caryhurst Dr,30
1103,River Rd at Rivertech Ct,30
1076,Rhode Island at Wallace Rd Prem #4511,29
621,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate,29
342,Brightseat Rd at Bishop Peebles Dr (Largo),29
263,Baltimore Ave at Harrison Ave,29
128,ALLENTOWN ROAD & ALLENTOWN WAY,29
778,Largo Rd at Drumsheugh Ln,29
533,Dille Dr at Correctional Center,28
389,Brooke Rd at Highview Pl,28
1013,Pennsy Dr at 75th Ave,28
131,ALLENTOWN ROAD & COMET DRIVE,28
601,Goddard Space Flight Center Visitors Center (Southbound),28
292,Belle Haven Dr at Nalley Rd,28
161,Addison Rd at Adel St,28
305,Bock Rd at Belfast Dr,28
999,PALMER ROAD & FRAN DEL DRIVE,28
1137,SOUTHERN AVENUE & BARNABY ROAD,28
1209,Southway at 7 Court,27
882,Nalley Rd at Nalley Ter,27
450,Central Ave at Ventura Ave,27
845,Marlboro Pike at Opus Ave,27
325,Brandywine Road @ Killarney Street,27
80,42nd Ave and Queensbury Rd,27
333,Brightseat Rd at 1000 Jericho City Drive,27
10,1405 Rollins Ave,27
127,9654 Lottsford Road,27
719,Jericho City Dr at Brightseat Rd.,26
1128,Rollins Av at Modupeola Way,26
377,Brinkley Rd at Morton Place,26
745,LOTTSFORD RD AT MCCORMICK DRIVE,26
935,Old Marlboro Pike at Weldon Manor Ln,26
808,Lottsford at McCormick Dr,26
1144,SOUTHERN AVENUE & WHEELER ROAD AM NS,26
1253,TUCKER ROAD & PALMER ROAD,26
1290,Truman Manor,26
890,Nova Ave at Central Ave,26
806,Lottsford Rd at Tulip Tree Dr,26
163,Addison Rd at Crown St,25
518,Crescent Rd at 58 Court,25
1161,Sheriff Rd at Cypresstree Dr,25
474,Chillum Rd at 18th Ave - in,25
539,District Heights Pkwy at Marbury Dr (E),25
142,ALLENTOWN ROAD & PAYNE DRIVE,25
53,38th St at Gaines Pl,25
789,Largo Rd at Town Farm Rd,25
1017,Pennsylvania Ave at Suitland Pkwy,25
970,Oxon Hill Fringe Lot,24
409,Campus Way S at Prince Place (W),24
448,Central Ave at Tunic Ave,24
14,1515 Rollins Ave,24
828,Madison St at Ray Rd,24
1127,Rochelle Ave at Elmhurst St,24
248,Auth Rd at Henderson Way,24
339,Brightseat Rd at Arena Dr (Largo),24
465,Cheverly Ave at Euclid St,24
62,38th St at Volta Ave,24
65,400 Brightseat Rd,23
372,Brinkley Rd at Larwin Dr,23
783,Largo Rd at Kettering Dr,23
17,16th Ave at Cypress Creek Dr - in,23
60,38th St at Upshur St,23
734,Kenilworth Ave at Sarvis Ave,23
1138,SOUTHERN AVENUE & BONINI ROAD,22
179,Ager Rd at Lancer Dr,22
1136,SOUTHERN AVENUE & 9TH STREET SE,22
1056,Ray Rd at Cypress Creek Dr - in,22
967,Owens Rd at Weaver Ter,22
1314,Walker Mill Dr at Solid Rock Full Gospel Baptist Church,22
608,Good Luck Rd at Silk Tree Dr,22
983,Oxon Hill Rd at Kerby Pkwy,22
1062,Rhode Island Ave at 41st Pl,21
685,Hill Rd at Mountain View Way,21
525,Cypress Tree Dr at K St,21
507,Council Dr at Kipling Pkwy,21
504,Council Dr at Elmhurst St,21
959,Ora Glen Dr at Morrison Dr,21
236,Auburn Ave at 1st St,21
113,8201 Corporate Dr,21
449,Central Ave at Vale Pl,21
709,Indian Head Highway (MD. RTE. 210) at Talbert Drive,20
1262,Temple Hill Rd at Badger Ave,20
143,ALLENTOWN ROAD & PLEASANT HILL DRIVE,20
93,5210 St Barnabas Rd,20
238,Auburn Ave at 3rd St,20
799,Lords Landing Rd at Lord Sterling Pl,20
932,Old Marlboro Pike at SHA Facility,20
130,ALLENTOWN ROAD & BURGESS LANE,20
1058,Rhode Island (US RTE 1) at Mount Rainer Terminal,19
735,Kenilworth Ave at Tennyson St,19
154,ALLENTOWN ROAD at BRINKLEY ROAD,19
384,Brinkley Rd at Summer Hill Rd,19
2,10147 Campus Way South,19
1111,Riverdale Rd at 61st Pl,19
777,Largo Rd at Chirstian Academy,19
858,McCormick Dr at Caraway Ct,19
1030,Pontiac St at Cunningham Dr,19
1159,Sheriff Rd at Countrywood Ct,19
528,Cypresstree Dr at Lee Pl,18
1237,Suffolk Ave at Bend St,18
451,Central Ave at Xenia Ave,18
793,Largo Rd at White House Rd,18
1320,Walker Mill Rd at Weber Dr,18
1251,TUCKER ROAD & BOCK ROAD,18
1134,SOUTHERN AVENUE & 13TH STREET SE,17
1129,Rollins Ave at 1506 Rollins Ave,17
918,Old Marlboro Pike at Atherstone Terrace,17
659,Hanover Pkwy at Lake Park Dr,17
723,John Rogers Blvd at Captain Duval Dr,17
177,Ager Rd at 29th Ave,17
1009,PGCC Perimeter Rd at R.I. Bickford Building,17
373,Brinkley Rd at Lujean Ln,16
800,Lottsford Rd at 8951 Lottsford Rd,16
588,Gallatin St at 42rd Ave,16
966,Owens Rd at Owens Rd Elementary Ent,16
1112,Riverdale Rd at 62nd Pl,16
358,Brightseat Rd at Sterling St,16
939,Old Silver Hill Rd at Addison Ave,16
929,Old Marlboro Pike at Peerless Ave,16
304,Bock Rd at 6801 Woodside Village Apts,16
947,Opp. 10701 Livingston Rd at Harmony Hall,16
1169,Sheriff Rd at Opp. Giant Food Landover Distr. Center,16
698,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,16
251,Auth Rd at Procopio Dr,16
1067,Rhode Island Ave at Charles Armentrout Way,16
165,Addison Rd at Eads St,16
141,ALLENTOWN ROAD & PATS LANE,16
524,Cypress Tree Dr at Juniper Tree Ln,15
567,Equestrian Center Lot 1 (Hidden Arrival,15
1084,Ritchie Rd at Edgeworth Dr,15
1078,Ridgefield Blvd at Stretford Ct,15
221,Ardwick-Ardmore Rd at Extra Space Storage,15
306,Bock Rd at Belfast Drive,15
376,Brinkley Rd at Morton Pl,15
390,Brooks Dr at Marlboro Pike,15
1284,Temple Hill Rd at Temple Hill Community Center,15
461,Cheverly Ave at Arbor St,15
632,Greenhill Rd at Orange Ct,14
609,Good Luck Rd at Sora Ln,14
284,Baltimore Avenue at Fox Street,14
476,Chillum Rd at 21st Pl - in,14
1166,Sheriff Rd at Glen Willow Dr - South Side,14
1106,Riverdale Rd at 49th Ave,14
150,ALLENTOWN ROAD & WALDRAN DRIVE,14
491,Columbia Park Rd at ABC Supply Co.,14
727,John Rogers Blvd at Governor's Grove,14
252,Baltimore Ave at Amherst Rd,13
1252,TUCKER ROAD & MARIE DRIVE,13
421,Capitol Heights Blvd at Bayou Ave,13
844,Marlboro Pike at Nova Ave,13
1158,Sheriff Rd at Cedar Heights Communnity Center,13
1160,Sheriff Rd at Cypress Tree Dr,13
933,Old Marlboro Pike at Spring Dr,13
718,Jericho City Dr at 8501 Jericho City Drive,13
228,Arena Dr at Shoppers Way (Campus Way),13
1102,River Rd at Kenilworth Ave,13
586,Fort Washington Rd at Indian Head Highway,13
903,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,13
1304,Village Dr West at Eyre Dr South,13
137,ALLENTOWN ROAD & KINGSTON DRIVE,13
817,MLK Jr Hwy at Columbia Ave,12
770,Landover Rd at Prospect St,12
126,9617 Lottsford Road,12
590,Gallatin St at Church Pl,12
475,Chillum Rd at 21st Pl,12
1249,TUCKER RD & ALLENTOWN RD,12
85,42nd Ave at Oliver St,12
197,Allentown Rd at Opp. Leon St,11
1104,River Road and American Institute of Physics,11
955,Opp. 8951 Lottsford Rd,11
144,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,11
116,8300 Professional Pl,11
394,Brown Station Rd at Dille Dr,11
1148,SOUTHERN AVENUE at UNITED MEDICAL CENTER,11
66,403 Brightseat Rd,10
136,ALLENTOWN ROAD & KAREN ANNE DRIVE,10
106,6625 Bock Rd,10
1250,TUCKER ROAD & ARUNDEL ROAD,10
772,Largo Dr at Kirkham Ln,10
717,Jericho City Dr at 8500 Jericho City Dr,10
523,Cypress Tree Dr at Cedar Heights Neighborhood Park,10
790,Largo Rd at Water Fowl Way,10
952,Opp. 8030 Sheriff Rd,10
851,Marlborough Dr at Old Marlboro Pike,10
699,INDIAN HEAD HIGHWAY & OXON FARM RD,10
242,Auth Rd at 5812 Dublin Dr,10
117,8301 Professional Pl,9
1326,Willow Hill Dr at Hill Rd,9
307,Bock Rd at National Christian Academy (6700),9
1147,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,9
1152,Saint Barnabas Rd at Bock Rd,9
622,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),9
995,Oxon Hill at Joellyn Ct,9
442,Central Ave at Maryland Park Dr,8
132,ALLENTOWN ROAD & COOLRIDGE ROAD,8
993,Oxon Hill Rd at Tanger Outlet,8
683,Hill Dr at Mountain View,8
1232,Stuart Lane at Surratts Road,8
481,Chrysler Dr at US RT 301,8
1063,Rhode Island Ave at 41st Place,8
337,Brightseat Rd at Arena Dr,8
639,Halloway South at Village Dr West,8
908,Old Branch Ave at Allentown Way - Arrival,8
0,10053 Campus Way South,8
702,INDIAN HEAD HIGHWAY & TALBERT STREET,7
1109,Riverdale Rd at 5800 Block,7
479,Chillum Rd at Queens Chapel Rd,7
979,Oxon Hill Rd at Cross Foxes Dr,7
12,14th Ave at Kanawha St,7
338,Brightseat Rd at Arena Dr (Campus Way),7
6,11711 Livingston Rd at Fort Washington Medical Center,7
1041,Queensbury Rd and 39th Pl,6
114,8210 Sheriff Rd,6
934,Old Marlboro Pike at Starting Gate Dr,6
684,Hill Dr at Mountain View Way,6
152,ALLENTOWN ROAD & WESTCHESTER COURT,6
1164,Sheriff Rd at Giant Food Landover Distr. Center,6
153,ALLENTOWN ROAD & WESTCHESTER DRIVE,6
1255,TUCKER ROAD & RIDGEVALE ROAD,6
437,Central Ave at Cabin Branch Rd,5
463,Cheverly Ave at Cheverly Cir,5
796,Livingston Rd at Fort Alamo Pl,5
953,Opp. 8100 Professional Pl,5
28,2809 TUCKER ROAD,5
139,ALLENTOWN ROAD & OLD BRANCH AVENUE,5
308,Bock Rd at Opp. Belfast Drive,5
401,Cabin Branch Dr at Whole Foods Entrance,5
914,Old Crain Hwy at Villiage Drive West,5
229,Arena Dr at Shoppers Way (Largo),5
724,John Rogers Blvd at Colonel's Choice,5
59,38th St at Taylor St,5
444,Central Ave at Quire Ave,5
