route,stops,early,on_time,late,total,early %,on_time %,late %
13,West Hyattsville Station,233,1329,101,1663,0.14,0.8,0.06
13,Hamilton St at 38th Ave,206,1215,257,1678,0.12,0.72,0.15
13,Ager Rd at Nicholson,227,624,25,876,0.26,0.71,0.03
13,County Service Building,325,1083,264,1672,0.19,0.65,0.16
13,Belcrest Rd at PG Plaza Sta Entrance,73,512,227,812,0.09,0.63,0.28
13,42nd Ave at Oglethorpe St,407,1015,252,1674,0.24,0.61,0.15
13,Belcrest Rd at 6505 Belcrest Rd,374,477,31,882,0.42,0.54,0.04
13,West Hyattsville Station - Arrival,604,806,244,1654,0.37,0.49,0.15
13,Ager Rd at Nicholson St,257,357,192,806,0.32,0.44,0.24
13,PG Plaza Station,748,730,199,1677,0.45,0.44,0.12
