route,stops,early,on_time,late,total,early %,on_time %,late %
36,Mattowoman Beantown Rd at MTA Park and Ride Lot,38,474,129,641,0.06,0.74,0.2
36,Brandywine Road at Surrats Road,169,401,103,673,0.25,0.6,0.15
36,Brandywine Road @ Groveton Drive,153,393,117,663,0.23,0.59,0.18
36,Brandywine Road at Groveton Drive,185,381,98,664,0.28,0.57,0.15
36,Mattawoman Beantown Rd at Pinefield Center,176,798,428,1402,0.13,0.57,0.31
36,Clinton Fringe Parking Lot,409,733,178,1320,0.31,0.56,0.13
36,Gwynn Park High School,414,785,224,1423,0.29,0.55,0.16
36,Matapeake Business Dr at Target Store (opposite),185,382,127,694,0.27,0.55,0.18
36,Brandywine Road @ Surrats Road,226,338,107,671,0.34,0.5,0.16
36,Matapeake Business Dr at Target Store,154,351,215,720,0.21,0.49,0.3
36,Mattowoman Beantown Rd at MTA Park and Ride Lot (Arrival),212,244,186,642,0.33,0.38,0.29
