route,stops,early,on_time,late,total,early %,on_time %,late %
30,Southern Maryland Hospital,119,868,93,1080,0.11,0.8,0.09
30,Branch Ave Station Bus Bay J,204,861,40,1105,0.18,0.78,0.04
30,Clinton Fringe Lot,188,785,124,1097,0.17,0.72,0.11
30,Piscataway Rd at Old Branch Ave,137,794,189,1120,0.12,0.71,0.17
30,Padgett's Corner,522,1472,266,2260,0.23,0.65,0.12
30,Temple Hill Rd at Piscataway Rd,578,1437,239,2254,0.26,0.64,0.11
30,Old Branch Ave at Allentown Way,626,1353,278,2257,0.28,0.6,0.12
30,Morris Ave at Maxwell Dr,425,640,45,1110,0.38,0.58,0.04
30,Maxwell Dr at Morris Ave,223,674,256,1153,0.19,0.58,0.22
30,Piscataway Rd at Brandywine Rd,506,549,73,1128,0.45,0.49,0.06
30,Branch Ave Station - Arrival,446,522,161,1129,0.4,0.46,0.14
30,Southern Maryland Hospital (Hidden Arrival),178,287,567,1032,0.17,0.28,0.55
