,stop,boardings,alightings
620,Greenbelt Rd at Walker Dr,114,146
649,Hampton Park Boulevard at East Hampton Dr,114,396
209,Annapolis Rd at 53rd Pl,113,51
877,Nalley Rd at East Nalley Rd,113,83
834,Mandan Rd at Mandan Rd Ct,113,74
1087,Ritchie Rd at Mane Ln,112,323
1180,Silver Hill Rd at Swann Rd,112,223
520,Crescent Rd at Lastner Ln,111,118
720,Jericho Residences,111,169
222,Ardwick-Ardmore Rd at MLK Jr Hwy,111,177
900,Old Alexandria Ferry Rd at Malcolm Rd,110,57
553,East Capitol St at Old Central Ave,110,197
1046,Queensbury Rd at Baltimore Ave,109,76
98,57th Ave at Berwyn Rd,109,83
374,Brinkley Rd at Mark Dr,108,38
347,Brightseat Rd at Glenarden Library,108,57
797,Lords Landing Rd at Brown Station Rd,107,52
697,INDIAN HEAD HIGHWAY & AUDREY LANE,107,110
224,Ardwick-Ardmore Rd at UPS Building #8325,106,114
1293,University Blvd at Guilford Rd,106,43
365,Brinkley Rd at George Washington Dr,106,44
306,Bock Rd at Belfast Drive,106,15
124,9240 Springhill Ln,105,246
198,Allentown Rd at Perrie Ln,105,107
789,Largo Rd at Town Farm Rd,105,25
268,Baltimore Ave at Knox Rd,105,210
814,MLK Jr Hwy at Cabin Branch Dr,105,81
1151,Saint Barnabas Rd at Barrowfield Rd,105,164
81,42nd Ave at Jefferson St,104,75
211,Annapolis Rd at 54th Pl,104,47
976,Oxon Hill Rd at 6201 Oxon Hill Plaza,103,198
641,Hamilton St at 31st Ave - in,103,677
733,Kenilworth Ave at Nicholson St,103,282
791,Largo Rd at Watkins Park Dr,103,336
1038,Queens Chapel Rd at Nicholson St,103,130
803,Lottsford Rd at Harry S. Truman Dr,103,113
754,Landover Metro Station - Arrival,103,231
969,Owens Rd at Woodland Blvd,102,138
961,Owens Rd at Irvington St,102,138
1243,Suitland Rd at Opp. Suitland Federal Center Gate 3,102,173
97,5600 54th Ave,101,197
598,Goddard Space Flight Center Main Gate (PM Southbound),101,102
311,Bock Rd at Technology Recreation Complex,100,162
437,Central Ave at Cabin Branch Rd,100,5
1270,Temple Hill Rd at Lakeview Dr,100,101
125,9400 Peppercorn Pl,100,134
1133,Rollins Ave at Upcot Ct,99,89
1262,Temple Hill Rd at Badger Ave,99,20
693,Hillside Rd at Research Rd,99,34
1043,Queensbury Rd at 41st Ave,99,86
668,Harry S Truman Dr at Campus Way S,99,57
1021,Peppermill Dr at Pepper St,99,120
580,Fisher Rd at Heather Hill Ent.,99,188
783,Largo Rd at Kettering Dr,98,23
692,Hillside Rd at Northway,98,80
1297,Upshur St at 30th St,98,154
632,Greenhill Rd at Orange Ct,98,14
244,Auth Rd at Carswell Ave,98,76
1031,Pontiac St at Edmonston Rd,98,138
443,Central Ave at Norair Ave,98,153
194,Allentown Rd at Kingston Dr,97,130
426,Capitol Heights Blvd at Heath St,97,241
1171,Sheriff Rd at Village Green Dr,97,72
759,Landover Rd at 56th Ave,97,141
1271,Temple Hill Rd at Lambert Dr,97,40
1222,St Barnabas Rd at Hagan Rd,96,30
171,Addison Rd at St Margaret's School,96,141
466,Cheverly Ave at Forest Rd,96,54
880,Nalley Rd at Michele Ct,96,425
986,Oxon Hill Rd at Opposite Clipper Way (6383),95,38
271,Baltimore Ave at Metzerott Rd,95,47
903,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,95,13
220,Ardwick-Ardmore Rd at Ardwick Pl,95,65
592,Garrett A. Morgan Blvd at Gibbs Way,95,165
743,Kipling Pkwy at Ritchie Rd,94,71
919,Old Marlboro Pike at Brooklee Dr,94,75
1002,PALMER ROAD & POTOMAC HEIGHTS DRIVE,93,107
1079,Ritchie Rd at Alberta Dr,92,326
1014,Pennsylvania Ave at Forestville Rd,91,348
494,Columbia Park Rd at Clarkson Way,91,172
585,Fort Washington Fringe Lot Bus Bay B,91,43
1116,Riverdale Rd at 67th Pl,90,48
510,County Rd at Belwood St,90,147
507,Council Dr at Kipling Pkwy,90,21
410,Campus Way S at Treetop Condo,90,42
206,Allentown Way at Allentown Rd (Aldi's),90,128
1093,Ritchie Rd at Ritchie-Marlboro Rd,90,153
213,Annapolis Rd at 85th Ave,90,861
241,Auth Rd at #6208-6220,89,39
1198,Southern Ave at Robert Yedell Tower,89,41
760,Landover Rd at 57th Ave,89,33
1237,Suffolk Ave at Bend St,89,18
856,McConnell Dr at Village Dr West,89,4
772,Largo Dr at Kirkham Ln,89,10
299,Bladensburg Rd at 40th Ave,89,50
941,Old Silver Hill Rd at Parkland Ct (E),88,89
658,Hanover Pkwy at Hunting Ridge Club Apts,88,95
261,Baltimore Ave at Guilford Rd,88,75
1195,Southern Ave at H St,88,184
868,Metro Dr at Gate 7 Security Booth,87,132
610,Good Luck Rd at Terra Alta Dr,87,96
689,Hillside Rd at Crescent Rd,86,99
425,Capitol Heights Blvd at Gunther St,86,52
1134,SOUTHERN AVENUE & 13TH STREET SE,86,17
1054,Ray Rd at Balfour Dr,86,127
1025,Piscataway Rd at Hardesty Dr,85,52
166,Addison Rd at Ernie Banks St,85,70
1268,Temple Hill Rd at Henderson Rd,85,113
965,Owens Rd at Norlinda Ave,85,74
916,Old Landover Rd at Landover Rd,85,43
497,Columbia Park Rd at Opp. ABC Supply Co,85,89
89,442 Harry S Truman Dr,85,31
1089,Ritchie Rd at Overton Dr,85,181
964,Owens Rd at Martin Dr,84,49
1304,Village Dr West at Eyre Dr South,84,13
57,38th St at Perry St,84,140
210,Annapolis Rd at 53rd St,84,126
1019,Peppermill Dr at Central Ave,84,35
952,Opp. 8030 Sheriff Rd,84,10
958,Ora Glen Dr at Mandan Rd,83,102
561,East-West Hwy at Toledo Terrace,83,55
1142,SOUTHERN AVENUE & OWENS ROAD,83,2
1170,Sheriff Rd at Opp. William Paca School,83,55
544,Donnell Dr at 2900 Donnell Dr,82,80
1280,Temple Hill Rd at Santeetlah Dr,82,196
635,Greenway Center (AM Southbound),82,111
891,Nova Ave at Doppler St,82,41
100,5827 Allentown Way at Old Branch Ave,82,293
1141,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,82,115
1098,Ritchie Rd at Walker Mill Rd,81,106
248,Auth Rd at Henderson Way,81,24
660,Hanover Pkwy at Megan Ln,81,81
595,Garrett A. Morgan Blvd at Rear Morgan Blvd Station Walkway,81,581
1188,Southern Ave at Barnaby Road,81,97
68,40th Pl at Crittenden,81,44
1266,Temple Hill Rd at Fisher Rd,81,74
36,28th Pkwy at Duggan St,80,48
75,4192 Whitehall Square Apts,80,1051
669,Harry S Truman Dr at Mt Lubentia Way,80,105
1121,Riverdale Rd at Heritage Square Apts,80,389
897,Old Alexandria Ferry Rd at Bellefonte Ln,79,39
1196,Southern Ave at Opp. Robert Yedell Towers,79,49
377,Brinkley Rd at Morton Place,78,26
43,3300 75th Ave,78,76
842,Marlboro Pike at Marwood Blvd N,78,106
661,Hanover Pkwy at Opp. Hunting Ridge Club Apts,77,88
288,Belcrest Rd at PG Plaza Entrance,77,527
226,Ardwick-Ardmore Rd at West St,77,45
295,Benning Rd at Abel Ave,76,56
469,Cheverly Ave at Lombard St,76,69
750,Lamont Dr at Larchwood St,76,383
555,East Capitol Street at Maryland Park Drive,76,125
670,Harry S Truman Dr at New Orchard Dr,76,72
364,Brinkley Rd at Farmer Dr,76,72
630,Greenhill Rd at Crescent Rd,75,50
351,Brightseat Rd at Maple Ridge Apts #1,75,77
318,Brandywine Rd at Clinton Way,75,205
581,Fisher Rd at Holton Ln,75,215
185,Ager Road at Roanoke St,75,54
180,Ager Rd at Nicholson,74,44
48,34th St at Bunker Hill Rd,74,222
37,28th Pkwy at Fairlawn St,74,112
334,Brightseat Rd at 901 Brightseat Rd,74,54
804,Lottsford Rd at Lottsford Rd,73,45
1030,Pontiac St at Cunningham Dr,73,19
1042,Queensbury Rd at 39th Pl,73,93
737,Kipling Pkwy at Council Dr,73,55
283,Baltimore Ave at Van Buren St,73,103
56,38th St at Parkwood St,73,117
106,6625 Bock Rd,73,10
151,ALLENTOWN ROAD & WEBSTER LANE,73,59
40,3119 75th Ave (Overland Gardens),72,124
281,Baltimore Ave at Underwood St,72,65
1225,St Barnabas Rd at Opp. Gateway Square Apts,72,133
138,ALLENTOWN ROAD & LANHAM LANE,72,36
639,Halloway South at Village Dr West,72,8
91,508 Suffolk Ave,72,54
60,38th St at Upshur St,72,23
511,County Rd at Elmhurst St,72,93
637,Greenway Center (PM Southbound),72,60
140,ALLENTOWN ROAD & PADGETTS CORNER,71,73
1316,Walker Mill Rd at Brooksquare Dr,71,153
446,Central Ave at Rollins Ave,70,158
825,MLK Jr Hwy at Southland Dr,70,93
539,District Heights Pkwy at Marbury Dr (E),70,25
398,CAMPUS WAY NORTH AT HILLANDALE WAY,70,65
1044,Queensbury Rd at 42nd Pl,70,60
196,Allentown Rd at Opp. 5711 AFCU Allentown Rd,69,48
823,MLK Jr Hwy at Ryderwood Court,68,38
572,Farragut St and 42nd Pl,68,33
207,Annapolis Rd at 46th St,68,55
416,Campus Way South at Prince Place,68,76
12,14th Ave at Kanawha St,68,7
403,Campus Drive at Baltimore Ave,68,211
1070,Rhode Island Ave at Gallatin St,68,127
845,Marlboro Pike at Opus Ave,68,27
112,8100 Sheriff Rd,67,120
589,Gallatin St at 43rd Ave,67,115
769,Landover Rd at Pinebrook Rd,67,42
815,MLK Jr Hwy at Carrington Ave,67,78
1049,Rainier Ave at Taylor St,67,64
230,Arundel Rd at 25th Ave,67,40
1076,Rhode Island at Wallace Rd Prem #4511,66,29
575,Fisher Rd at Brinkley Station Dr,66,88
1020,Peppermill Dr at Hastings Dr,66,733
837,Marlboro Pike at Forest Run Dr,66,190
686,Hill Rd at Willow Hill Dr,66,107
183,Ager Rd at Peabody St,65,77
343,Brightseat Rd at Continental Pl,65,139
115,8300 Corporate Dr,65,54
707,Indian Head Highway (MD. RTE. 210) at Livingston Road,65,60
948,Opp. 1300 McCormick Dr,65,183
1338,Woodyard Rd at Tanglewood Center,65,73
1147,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,65,9
1284,Temple Hill Rd at Temple Hill Community Center,65,15
928,Old Marlboro Pike at Old Mill Rd,65,70
492,Columbia Park Rd at Beaver Rd,64,122
859,McCormick Dr at Lottsford Rd,64,45
556,East Swan Creek at Olde Fort Village Shopping Center,64,62
1267,Temple Hill Rd at Hagan Rd,63,109
267,Baltimore Ave at Jefferson St,63,90
901,Old Alexandria Ferry Rd at Malcom Rd,63,176
53,38th St at Gaines Pl,63,25
603,Good Luck Rd at Crest Park Dr,63,715
1221,St Barnabas Rd at Frazier Ter,62,54
142,ALLENTOWN ROAD & PAYNE DRIVE,62,25
1336,Woodyard Rd at Pine View Ln,62,943
371,Brinkley Rd at Kildare Ct,61,184
779,Largo Rd at Eton Dr,61,117
1168,Sheriff Rd at MLK Highway,61,267
501,Columbia Park Rd at Stanford Court,61,333
300,Bladensburg Rd at 40th Pl,61,71
397,CAMPUS WAY NORTH AT BYWARD BLVD,61,52
1328,Willow Hill Dr at Stevenson Ln,60,47
528,Cypresstree Dr at Lee Pl,60,18
960,Owens Rd at Barnaby Run Dr,60,47
157,Access rd at West Court Dr,60,33
181,Ager Rd at Nicholson St,60,51
706,Indian Head Highway (MD RTE. 210) at Livingston Rd,60,87
1291,US Rte 301 at Marlboro Pike,60,66
212,Annapolis Rd at 54th St,60,113
616,Greenbelt Rd at Greenbelt Park Entrance,60,105
23,23rd Ave at Fordham St,60,90
1129,Rollins Ave at 1506 Rollins Ave,60,17
820,MLK Jr Hwy at Greig St,60,100
599,Goddard Space Flight Center Main Gate (Southbound),60,821
363,Brinkley Rd at Cherryfield Rd,60,185
962,Owens Rd at Iverson St,59,41
1172,Sheriff Rd at William Paca School,59,127
1259,Taylor Rd at Riverdale Rd,59,69
9,1400 Merchantile Ln,59,160
359,Brinkley Rd at Anderson Dr,59,78
788,Largo Rd at Riverdale Bapt School,58,51
450,Central Ave at Ventura Ave,58,27
1159,Sheriff Rd at Countrywood Ct,58,19
738,Kipling Pkwy at Glendora Dr,58,51
1144,SOUTHERN AVENUE & WHEELER ROAD AM NS,58,26
323,Brandywine Rd at Old Marbury Rd,58,81
245,Auth Rd at Clacton Ave,58,34
1334,Woodyard Rd at Marlboro Pike,58,70
726,John Rogers Blvd at Farnsworth Ln,58,41
366,Brinkley Rd at Glen Oak Dr,58,169
1260,Temple Hill Rd at 9425 Oahu St,57,92
924,Old Marlboro Pike at Marlborough Dr,57,44
912,Old Branch Ave at Opp. 6811 Old Branch Ave,57,52
830,Mandan Rd at 7648 Mandan Rd,57,76
861,McCormick Dr at Peppercorn Pl,57,48
766,Landover Rd at Firehouse Rd,56,141
634,Greenway Center (AM Northbound),56,44
827,Madison St at Madison Ct,56,80
382,Brinkley Rd at Saint Ignatius Dr,56,90
1083,Ritchie Rd at Dennis Ct,55,48
149,ALLENTOWN ROAD & VERNON DRIVE,54,84
141,ALLENTOWN ROAD & PATS LANE,54,16
997,PALMER ROAD & DELLA LANE,54,34
972,Oxon Hill Fringe Parking Lot at Bus Bay F,54,278
118,8343 Ardwick-Ardmore Rd,54,68
282,Baltimore Ave at University Blvd,54,59
349,Brightseat Rd at Hamlin St,54,45
1208,Southway at 11 Court,54,197
675,Hastings Dr at Valley Park Rd,54,89
339,Brightseat Rd at Arena Dr (Largo),53,24
467,Cheverly Ave at Inwood St,53,105
533,Dille Dr at Correctional Center,53,28
578,Fisher Rd at Fisher Dr,53,40
594,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,53,54
99,5805 Queens Chapel Rd,52,40
996,Oxon Run Dr at Oxon Run Ct,52,36
671,Harry S Truman Dr at Woodlawn Blvd,52,37
673,Hastings Dr at Hill Rd,52,69
440,Central Ave at Garrett A Morgan Blvd,52,194
163,Addison Rd at Crown St,52,25
713,Indian Head Highway at Tecumseh Dr,52,58
1074,Rhode Island Ave at Webster St,52,64
390,Brooks Dr at Marlboro Pike,52,15
453,Centre Pointe Office Park,51,92
679,Highview Pl at Hanbury Ct,51,84
475,Chillum Rd at 21st Pl,51,12
762,Landover Rd at 58th Pl,51,107
698,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,51,16
1150,Saint Barnabas Rd at Barrowfield Ct,51,99
309,Bock Rd at Saint Barnabas Rd,51,50
1113,Riverdale Rd at 63rd Ave,51,109
468,Cheverly Ave at Kilmer St,51,47
625,Greenbelt Station Parkway at Streambank Lane,50,162
629,Greenbrook Dr at Sunset Pl,50,59
459,Cherrywood Ln at Ivy Ln,50,63
937,Old Pike Way at 5620 Old Pike Way,50,111
549,Dower House Rd at Old Marlboro Pike,50,59
456,Chatsfield Way at Tweed Way,50,78
464,Cheverly Ave at Columbia Park Rd,49,102
1050,Rainier Ave at Upshur St,49,89
404,Campus Way North at Collington Campus,49,43
119,8401 Corporate Dr,49,78
338,Brightseat Rd at Arena Dr (Campus Way),49,7
930,Old Marlboro Pike at Ritchie-Marlboro Rd,49,53
1029,Pontiac St at 63rd Ave,48,89
935,Old Marlboro Pike at Weldon Manor Ln,48,26
729,John Rogers Blvd at Old Marlboro Pike,48,121
161,Addison Rd at Adel St,48,28
1173,Sheriff Rd at Willowood Ct,48,89
55,38th St at Jackson Ave,48,45
612,Governor Oden Bowie Dr at Elm St,48,140
32,28th Ave at Kenton Pl,48,102
699,INDIAN HEAD HIGHWAY & OXON FARM RD,48,10
39,28th Pl at Upshur St,47,78
370,Brinkley Rd at John Hanson Ln,47,120
748,Lamont Dr at Fairbanks St,47,53
801,Lottsford Rd at Grand Blvd,47,56
524,Cypress Tree Dr at Juniper Tree Ln,47,15
874,Mt Rainier Terminal - Arrival,47,1638
1023,Piscataway Rd at Brandywine Rd,46,271
951,Opp. 5805 Queens Chapel Rd,46,42
499,Columbia Park Rd at Oregon Ave,46,160
728,John Rogers Blvd at Lord's Landing Rd,46,77
1228,St Barnabas Rd at Wheeler Rd,46,111
441,Central Ave at Hampton Park Blvd,46,58
560,East-West Hwy at Toledo Terr,45,56
488,College Park Station,45,81
413,Campus Way South at Harry S Truman Dr,45,56
167,Addison Rd at Health Center Ent.,45,42
62,38th St at Volta Ave,45,24
1174,Silver Hill Rd at Metro Dr,45,166
884,Naylor Rd Station Ent Drop Off Only,45,97
205,Allentown Way at Allentown Rd,44,100
162,Addison Rd at Baltic St,44,58
280,Baltimore Ave at Tuckerman St,44,55
782,Largo Rd at Kent Dr,44,43
959,Ora Glen Dr at Morrison Dr,44,21
1085,Ritchie Rd at Farrs Ln,44,92
606,Good Luck Rd at Oakland Ave,44,5
335,Brightseat Rd at Amador Dr,44,36
626,Greenbrook Dr at Chartwell Pl,43,39
847,Marlboro Pike at US Rte 301,43,59
420,Capitol Heights Blvd at 734 Capitol Heights Blvd,43,54
491,Columbia Park Rd at ABC Supply Co.,43,14
401,Cabin Branch Dr at Whole Foods Entrance,43,5
1012,Paint Branch Parkway at Baltimore Ave,43,56
1264,Temple Hill Rd at Cedell Pl,42,51
805,Lottsford Rd at McCormick Dr,42,191
1326,Willow Hill Dr at Hill Rd,42,9
85,42nd Ave at Oliver St,42,12
1065,Rhode Island Ave at 43rd Ave,42,53
1103,River Rd at Rivertech Ct,42,30
375,Brinkley Rd at Middlefield Rd,41,133
682,Highview Pl at Sunbury Ct,41,99
1323,West Hyattsville Station (Arrival),41,1409
939,Old Silver Hill Rd at Addison Ave,41,16
307,Bock Rd at National Christian Academy (6700),41,9
321,Brandywine Rd at Lytton Ave,41,50
573,Farragut St at Rhode Island Ave,41,92
2,10147 Campus Way South,41,19
564,Elm St at Governor Oden Bowie Dr,41,109
552,East Capitol St at Maryland Park Dr,41,75
184,Ager Rd at Powhattan Rd,41,43
249,Auth Rd at Magruder Ave,40,119
813,MLK Jr Hwy at Booker Dr,40,62
101,5846 ALLENTOWN WAY,40,151
130,ALLENTOWN ROAD & BURGESS LANE,39,20
841,Marlboro Pike at Larchmont Ave,39,43
745,LOTTSFORD RD AT MCCORMICK DRIVE,39,26
353,Brightseat Rd at McCLain Ave,39,70
297,Benning Rd at Southern Ave,39,63
423,Capitol Heights Blvd at Central Ave,39,53
882,Nalley Rd at Nalley Ter,39,27
232,Arundel Rd at 34th Ave,39,91
179,Ager Rd at Lancer Dr,38,22
622,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),38,9
1112,Riverdale Rd at 62nd Pl,38,16
920,Old Marlboro Pike at Charles Mill Blvd,38,40
929,Old Marlboro Pike at Peerless Ave,38,16
839,Marlboro Pike at Jansen Ave,38,83
1332,Woodyard Rd at Autumn Way,38,238
1048,Rainier Ave at 34th St,37,51
1287,Toldeo Rd at Belcrest Rd,37,71
328,Brandywine Road at Brooke Jane Drive,37,293
11,1441 McCormick Dr,37,57
242,Auth Rd at 5812 Dublin Dr,37,10
204,Allentown Rd at Westchester Dr,37,161
76,4211 Suitland Rd (Opposite),37,241
78,42nd At Jefferson St,37,102
1156,Sheriff Rd at 1700 Dutch Village Dr,36,45
734,Kenilworth Ave at Sarvis Ave,36,23
537,District Heights Pkwy at Marbury Ct (E),36,41
0,10053 Campus Way South,36,8
373,Brinkley Rd at Lujean Ln,36,16
1111,Riverdale Rd at 61st Pl,36,19
1119,Riverdale Rd at Fernwood Terrance,36,315
1024,Piscataway Rd at Gwynndale Dr,36,95
362,Brinkley Rd at Bushey Dr,36,98
14,1515 Rollins Ave,35,24
586,Fort Washington Rd at Indian Head Highway,35,13
1327,Willow Hill Dr at Nalley Rd,35,32
322,Brandywine Rd at Lytton Ave.,35,50
1247,Suitland Rd at Towne Park Rd,35,68
291,Belle Haven Dr at Belle Haven Ct,34,49
921,Old Marlboro Pike at Derby Manor Ln,34,31
1015,Pennsylvania Ave at Old Marlboro Pl,34,499
1320,Walker Mill Rd at Weber Dr,34,18
1128,Rollins Av at Modupeola Way,34,26
1189,Southern Ave at Bonini Rd,34,44
532,Dille Dr at Brown Station Rd,33,51
250,Auth Rd at Oakland Way,33,30
688,Hillside Rd at 19 Court,33,90
1148,SOUTHERN AVENUE at UNITED MEDICAL CENTER,33,11
1145,SOUTHERN AVENUE & WHEELER ROAD PM FS,33,47
798,Lords Landing Rd at John Rogers Blvd,33,3
505,Council Dr at Foster St,33,48
793,Largo Rd at White House Rd,33,18
329,Brandywine Road at Dennison Drive,33,197
767,Landover Rd at Kent Town Place,33,85
409,Campus Way S at Prince Place (W),33,24
1314,Walker Mill Dr at Solid Rock Full Gospel Baptist Church,33,22
86,42nd Ave at Queensbury Rd,33,43
61,38th St at Utah Ave,33,83
1118,Riverdale Rd at Eastpine Dr,32,253
490,Columbia Park Rd at 64th Ave,32,35
521,Crescent Rd at Parkway,32,96
1209,Southway at 7 Court,32,27
1062,Rhode Island Ave at 41st Pl,32,21
45,3321 75th Ave,31,41
800,Lottsford Rd at 8951 Lottsford Rd,31,16
234,Ashwood Dr at Ritche Rd,31,44
896,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,31,58
447,Central Ave at Soper Ln,31,75
765,Landover Rd at Arena Dr,30,92
1227,St Barnabas Rd at Temple Hill Rd,30,138
427,Capitol Heights Blvd at Ute Way,30,77
320,Brandywine Rd at Horshoe Rd,30,214
1,10100 Campus Way S,30,68
946,Opp Truman Manor Entrance,30,78
1126,Riverdale Road and Opp. Calvert Park Apartments,30,3
601,Goddard Space Flight Center Visitors Center (Southbound),30,28
348,Brightseat Rd at Glenarden Pkwy,30,70
932,Old Marlboro Pike at SHA Facility,30,20
473,Chillum Rd at 18th Ave,29,233
69,40th Pl at Gallatin St,29,70
1073,Rhode Island Ave at Wallace Rd,29,40
609,Good Luck Rd at Sora Ln,29,14
3,10233 Campus Way South,29,39
506,Council Dr at Gateway Blvd,29,30
1010,PGCC Perimeter Rd at R.I. Brickford Building,29,64
1140,SOUTHERN AVENUE & E. MEADOW COURT,28,0
310,Bock Rd at Sourwood Ln,28,98
422,Capitol Heights Blvd at Brooke Rd,28,100
354,Brightseat Rd at McLain Avenue,27,44
263,Baltimore Ave at Harrison Ave,27,29
394,Brown Station Rd at Dille Dr,26,11
787,Largo Rd at Opp. Town Farm Rd,26,182
719,Jericho City Dr at Brightseat Rd.,26,26
1135,SOUTHERN AVENUE & 6TH STREET SE,26,57
388,Brooke Rd at Highmount Ln,26,63
1153,Saint Barnabas Rd at Caryhurst Dr,26,30
1161,Sheriff Rd at Cypresstree Dr,26,25
685,Hill Rd at Mountain View Way,26,21
389,Brooke Rd at Highview Pl,26,28
695,Hubbard Rd at Dodge Park Rd,25,62
489,College Park Station - Arrival,25,119
451,Central Ave at Xenia Ave,25,18
1183,Southern Ave Station Bay E - Arrival,25,5166
1045,Queensbury Rd at 44th Ave,25,2
863,Melwood Training Center,24,33
221,Ardwick-Ardmore Rd at Extra Space Storage,24,15
136,ALLENTOWN ROAD & KAREN ANNE DRIVE,24,10
687,Hilll Dr at Mountain View,24,48
983,Oxon Hill Rd at Kerby Pkwy,24,22
777,Largo Rd at Chirstian Academy,24,19
967,Owens Rd at Weaver Ter,24,22
21,23rd Ave at Chapman Rd,24,90
133,ALLENTOWN ROAD & DODGE LANE,24,0
165,Addison Rd at Eads St,24,16
303,Bladensburg Rd at 43rd Ave,24,66
588,Gallatin St at 42rd Ave,24,16
80,42nd Ave and Queensbury Rd,24,27
1275,Temple Hill Rd at Opp. Temple Hill Community Center,23,69
448,Central Ave at Tunic Ave,23,24
434,Central Ave at Balboa Ave,23,32
431,Cedar Heights Dr at K St,23,66
605,Good Luck Rd at Kenilworth Ave,23,92
1127,Rochelle Ave at Elmhurst St,23,24
665,Hanover Pkwy at Spring Manor Dr,23,32
1164,Sheriff Rd at Giant Food Landover Distr. Center,23,6
906,Old Branch Ave at 6811 Old Branch Ave,23,120
676,Hastings Dr at Yorknolls Dr,22,37
173,Addison Rd at Wilburn Dr,22,42
252,Baltimore Ave at Amherst Rd,22,13
243,Auth Rd at Braymer Ave,22,59
65,400 Brightseat Rd,22,23
808,Lottsford at McCormick Dr,22,26
145,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,22,3
1250,TUCKER ROAD & ARUNDEL ROAD,22,10
376,Brinkley Rd at Morton Pl,22,15
780,Largo Rd at Hancock Dr,22,319
717,Jericho City Dr at 8500 Jericho City Dr,22,10
1294,University Blvd at Phelps Rd,22,47
435,Central Ave at Bayou Ave,22,74
317,Brandywine Rd at Clinton Manor Dr,22,39
144,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,22,11
833,Mandan Rd at Hanover Pkwy,21,584
1238,Suffolk Ave at Central Ave,21,35
59,38th St at Taylor St,21,5
799,Lords Landing Rd at Lord Sterling Pl,21,20
333,Brightseat Rd at 1000 Jericho City Drive,21,27
911,Old Branch Ave at Kirby Ln,21,226
146,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,21,50
1039,Queens Chapel Rd at Oliver St,20,67
933,Old Marlboro Pike at Spring Dr,20,13
590,Gallatin St at Church Pl,20,12
1071,Rhode Island Ave at Shepherd St,20,66
79,42nd Ave and Oliver St,20,39
591,Garrett A Morgan Blvd at Ridgefield Blvd,20,69
1136,SOUTHERN AVENUE & 9TH STREET SE,20,22
709,Indian Head Highway (MD. RTE. 210) at Talbert Drive,20,20
844,Marlboro Pike at Nova Ave,20,13
432,Cedar Heights Dr at Lee Pl,20,43
892,Nova Ave at Marlboro Pike,19,97
1158,Sheriff Rd at Cedar Heights Communnity Center,19,13
132,ALLENTOWN ROAD & COOLRIDGE ROAD,19,8
235,Ashwood Dr at Ritchie Rd,19,220
527,Cypress Tree Drive at Juniper Tree Lane,19,33
292,Belle Haven Dr at Nalley Rd,18,28
1256,TUCKER ROAD & ROSE MARIE DRIVE,18,3
1084,Ritchie Rd at Edgeworth Dr,18,15
461,Cheverly Ave at Arbor St,18,15
236,Auburn Ave at 1st St,18,21
350,Brightseat Rd at MD 202,18,41
430,Cedar Heights Dr at Jefferson Heights Dr,18,36
1075,Rhode Island Avenue at Opp 37th Pl,18,104
600,Goddard Space Flight Center Visitors Center (Northbound),18,35
731,Kanawha St at 14th Ave,18,52
178,Ager Rd at Kirkwood Place,18,68
122,8951 Lottsford Rd,17,53
526,Cypress Tree Dr at Lee Pl,17,39
246,Auth Rd at Dublin Dr,17,34
147,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,17,53
1102,River Rd at Kenilworth Ave,17,13
197,Allentown Rd at Opp. Leon St,17,11
1274,Temple Hill Rd at Opp. Southeast Mobile Estates,17,89
129,ALLENTOWN ROAD & BRINKLEY ROAD,17,1
8,1400 McCormick Dr,17,83
567,Equestrian Center Lot 1 (Hidden Arrival,16,15
107,6801 Woodside Village Apts,16,30
419,Capitol Heights Blvd at 733 Capitol Heights Blvd,16,40
775,Largo Rd at Brock Rd,16,43
683,Hill Dr at Mountain View,16,8
251,Auth Rd at Procopio Dr,16,16
1013,Pennsy Dr at 75th Ave,16,28
947,Opp. 10701 Livingston Rd at Harmony Hall,16,16
809,MERCANTILE LN AT TECHNOLOGY WAY,16,54
1041,Queensbury Rd and 39th Pl,16,6
1106,Riverdale Rd at 49th Ave,15,14
786,Largo Rd at Mount Lubentia Way,15,104
735,Kenilworth Ave at Tennyson St,15,19
493,Columbia Park Rd at Cabin Branch Dr,15,30
90,503 Capitol Heights Blvd,15,44
694,Hillside Rd at Woodland Way,15,39
1249,TUCKER RD & ALLENTOWN RD,15,12
551,East Capital Street at Old Central Ave,15,45
113,8201 Corporate Dr,15,21
873,Motor Vehicle Administration - Arrival,15,1421
384,Brinkley Rd at Summer Hill Rd,14,19
716,Jefferson St at Kenilworth Ave,14,44
273,Baltimore Ave at Queens Chapel Rd,14,56
342,Brightseat Rd at Bishop Peebles Dr (Largo),14,29
238,Auburn Ave at 3rd St,14,20
