Timepoints 3,Timepoints,Timepoints 2,Early,On Time,Late
11,Mandan Rd at Hanover Pkwy,To Greenbelt Metro Station,213,393,10
11,Crescent Rd at Gardenway,To Greenbelt Metro Station,182,415,21
11,Cherrywood Ln at Greenbelt Federal Courthouse,To Greenbelt Metro Station,119,449,45
11,Greenbelt Metro Station (Arrival),To Greenbelt Metro Station,212,692,127
11,Greenbelt Metro Station Bus Bay A,Mandan Ct,298,239,3
11,Cherrywood Ln at Greenbelt Federal Courthouse,Mandan Ct,66,537,11
11,Crescent Rd at Gardenway,Mandan Ct,137,467,10
11,Hanover Pkwy at Greenway Center Dr,Mandan Ct,89,510,18
12,West Hyattsville Station,Mt Rainier Loop,69,277,76
12,28th Pl at Russell Ave,Mt Rainier Loop,70,256,93
12,Cora B. Wood Senior Center,Mt Rainier Loop,66,238,113
12,Rhode Island Ave at Mt Rainier,Mt Rainier Loop,85,206,130
12,Gwendolyn Britt Center,Mt Rainier Loop,97,196,124
12,38th St at Hamilton St,Mt Rainier Loop,94,180,131
12,West Hyattsville Station (Arrival),Mt Rainier Loop,96,166,141
12,West Hyattsville Station,Chillum Loop,59,334,18
12,Sargent Rd at Rollingcrest Commons,Chillum Loop,61,301,56
13,West Hyattsville Station,pgplaza,74,267,54
13,Hamilton St at 38th Ave,pgplaza,67,261,66
13,County Service Building,pgplaza,148,176,68
13,42nd Ave at Oglethorpe St,pgplaza,192,137,63
13,West Hyattsville Station,pgplaza,76,292,29
13,Ager Rd at Nicholson,pgplaza,93,270,38
13,Belcrest Rd at PG Plaza Sta Entrance,To West Hyattsville Station,47,244,111
13,PG Plaza Station,To West Hyattsville Station,130,166,101
13,Ager Rd at Nicholson St,To West Hyattsville Station,138,164,94
13,West Hyattsville Station - Arrival,To West Hyattsville Station,202,114,85
13,PG Plaza Station,To West Hyattsville Station,193,174,35
13,Belcrest Rd at 6505 Belcrest Rd,To West Hyattsville Station,149,206,54
13,42nd Ave at Oglethorpe St,To West Hyattsville Station,17,275,110
13,County Service Building,To West Hyattsville Station,21,266,116
13,Hamilton St at 38th Ave,To West Hyattsville Station,41,260,102
13,West Hyattsville Station - Arrival,To West Hyattsville Station,97,234,77
14,PG Plaza Station Bus Bay H,To College Park Station,138,120,64
14,Lafayette Ave at Queensbury Rd,To College Park Station,52,130,212
14,Riverdale Rd at 57th Ave,To College Park Station,83,121,190
14,Auburn Ave at Riverdale Rd,To College Park Station,72,136,186
14,River Rd at Rivertech Ct,To College Park Station,108,115,179
14,College Park Station - Arrival,To College Park Station,115,112,173
14,College Park Station,pgplaza,18,263,99
14,River Rd at Rivertech Ct,pgplaza,65,227,97
14,Auburn Ave at Riverdale Rd,pgplaza,48,270,72
14,Riverdale Rd at 57th Ave,pgplaza,60,236,100
14,Lafayette Ave at Queensbury Rd,pgplaza,162,163,73
14,Belcrest Rd at PG Plaza Entrance,pgplaza,70,170,164
14,Prince George's Plaza - Arrival,pgplaza,23,78,162
 15 Express,New Carrollton Station Bay K,Northbound,16,170,60
 15 Express,Goddard Space Flight Center Visitors Center (Northbound),Northbound,86,114,66
 15 Express,Greenbelt Station Parkway at S. Center Drive,Northbound,72,72,4
 15 Express,Greenbelt Metro Station (Arrival),Northbound,1,37,85
 15 Express,Greenbelt Metro Station Bus Bay A,Southbound,36,182,29
 15 Express,Greenbelt Station Parkway at S. Center Drive,Southbound,69,33,15
 15 Express,Goddard Space Flight Center Visitors Center (Southbound),Southbound,65,162,40
 15 Express,New Carrollton Station (Arrival),Southbound,29,120,111
16,New Carrollton Station,Northbound,3,312,54
16,Riverdale Rd at Carrollton Mall,Northbound,165,213,7
16,Lamont Dr at Donoghue Dr,Northbound,73,288,20
16,Doctors Community Hospital,Northbound,107,271,16
16,Hanover Pkwy at Ora Glen Dr,Northbound,241,144,9
16,57th Ave at Berwyn Rd,Northbound,181,198,15
16,Beltway Plaza Shopping Center,Northbound,110,264,23
16,Greenbelt Metro Station (Arrival),Northbound,112,253,26
16,Greenbelt Metro Station Bus Bay A,Southbound,69,240,28
16,Cherrywood Ln at Greenbelt Rd (MD. RTE. 193),Southbound,38,326,44
16,57th Ave at Berwyn Rd,Southbound,36,325,47
16,Hanover Pkwy at Greenway Center Dr,Southbound,42,325,48
16,Doctors Community Hospital,Southbound,47,327,41
16,Lamont Dr at Lamont Pl,Southbound,37,319,62
16,Riverdale Rd at Carrollton Mall,Southbound,119,263,26
16,New Carrollton Station - Arrival,Southbound,170,229,18
 17 (Route 1 Ride),Rhode Island (US RTE 1) at Mount Rainer Terminal,Northbound,4,490,61
 17 (Route 1 Ride),Rhode Island Ave at County Service Building - NB,Northbound,89,417,57
 17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Northbound,165,348,50
 17 (Route 1 Ride),Paint branch Parkway at Baltimore Ave,Northbound,78,409,78
 17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Northbound,169,342,60
 17 (Route 1 Ride),Ikea - Arrival,Northbound,1,5,464
 17 (Route 1 Ride),Ikea at Bus Bay 3,Southbound,1,489,85
 17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Southbound,0,214,362
 17 (Route 1 Ride),Baltimore Ave at Campus Dr,Southbound,30,400,148
 17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Southbound,17,289,271
 17 (Route 1 Ride),Rhode Island Ave at County Service Building - SB,Southbound,55,338,184
 17 (Route 1 Ride),Mt Rainier Terminal - Arrival,Southbound,28,166,349
18,Addison Rd Metrorail Station,Northbound,88,159,6
18,Columbia Park Rd at Marshall Pl,Northbound,3,238,54
18,Cheverly Metrorail Station Bay D,Northbound,8,217,72
18,Bladensburg Rd at 38th St,Northbound,20,202,83
18,Hamilton St at 38th St,Northbound,28,188,90
18,PG Plaza,Northbound,50,180,78
18,23rd Ave at Lewisdale Dr,Northbound,29,157,127
18,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),Northbound,37,153,126
18,Takoma Langley Park Transit Center Bus Bay B,Southbound,6,262,20
18,23rd Ave at Lewisdale Dr,Southbound,34,229,43
18,PG Plaza,Southbound,56,206,49
18,Hamilton St at 38th St,Southbound,71,197,45
18,Bladensburg Rd at 38th St,Southbound,73,185,57
18,Cheverly Metrorail Station Bay D,Southbound,67,184,67
18,Columbia Park Rd at Marshall Pl,Southbound,64,178,78
18,Addison Rd Metrorail - Arrival,Southbound,93,214,127
20,Addison Rd Metrorail Station,Eastbound,147,259,29
20,Donnell Drive at Target Store,Eastbound,191,243,49
20,Melwood Training Center,Eastbound,70,205,81
20,Marlboro Pike at Melwood Mall,Eastbound,135,243,112
20,Old Marlboro Pike at Roblee Dr,Eastbound,143,237,107
20,Old Marlboro Pike at John Rogers Blvd,Eastbound,102,258,127
20,Courthouse,Eastbound,43,227,151
20,CAB - Arrival,Eastbound,83,201,123
20,County Administration Building,Westbound,14,346,54
20,Courthouse,Westbound,17,373,66
20,Old Marlboro Pike at John Rogers Blvd,Westbound,13,355,76
20,Old Marlboro Pike at Roblee Dr,Westbound,6,357,90
20,Marlboro Pike at Melwood Mall,Westbound,18,363,86
20,Melwood Training Center,Westbound,49,216,67
20,Donnell Dr at Marlboro Pike,Westbound,58,309,108
20,Addison Rd Metrorail - Arrival,Westbound,270,216,53
21,New Carrollton Station,County Courthouse,130,288,27
21,Brightseat Rd at Maple Ridge Apts,County Courthouse,127,278,33
21,9400 Peppercorn Pl,County Courthouse,117,285,44
21,Largo Town Center Station,County Courthouse,105,302,46
21,Campus Way South at College Station Dr (PGCC),County Courthouse,149,255,47
21,Largo Rd at Hancock Dr,County Courthouse,127,260,66
21,County Courthouse,County Courthouse,126,185,112
21,Equestrian Center Lot 1,To Equestrian Center,2,3,1
21,County Courthouse,To New Carrollton Station,63,291,54
21,Elm St at Gov Oden Bowie Dr,To New Carrollton Station,233,183,39
21,Largo Rd at Black Swan Dr,To New Carrollton Station,90,253,49
21,Campus Way South at College Station Dr (PGCC),To New Carrollton Station,24,272,103
21,Largo Town Center Station,To New Carrollton Station,36,248,122
21,9400 Peppercorn Pl,To New Carrollton Station,80,236,86
21,Brightseat Rd at Maple Ridge Apts,To New Carrollton Station,74,232,96
21,New Carrollton Station - Arrival,To New Carrollton Station,187,171,53
 21 Express,Motor Vehicle Administration,Northbound,40,330,33
 21 Express,Campus Way South at College Station Dr (PGCC),Northbound,14,328,132
 21 Express,Landover Mall,Northbound,87,322,42
 21 Express,New Carrollton Station - Arrival,Northbound,131,311,44
 21 Express,New Carrollton Station Bay F,Southbound,43,468,44
 21 Express,Landover Mall,Southbound,239,229,48
 21 Express,Campus Way South at College Station Dr (PGCC),Southbound,195,242,42
 21 Express,Motor Vehicle Administration - Arrival,Southbound,165,255,71
22,Morgan Blvd Metro Station,To Landover Mall,25,254,0
22,Valley Trail Ln at Catesby Ct,To Landover Mall,49,418,2
22,Chatsfield Way at Reading Ter,To Landover Mall,112,357,1
