Timepoints 3,Timepoints,Timepoints 2,Early,On Time,Late
11,Mandan Rd at Hanover Pkwy,To Greenbelt Metro Station,264,351,14
11,Crescent Rd at Gardenway,To Greenbelt Metro Station,207,391,30
11,Cherrywood Ln at Greenbelt Federal Courthouse,To Greenbelt Metro Station,147,411,85
11,Greenbelt Metro Station (Arrival),To Greenbelt Metro Station,198,384,57
11,Greenbelt Metro Station Bus Bay A,Mandan Ct,385,273,0
11,Cherrywood Ln at Greenbelt Federal Courthouse,Mandan Ct,130,507,8
11,Crescent Rd at Gardenway,Mandan Ct,187,418,6
11,Hanover Pkwy at Greenway Center Dr,Mandan Ct,122,504,15
12,West Hyattsville Station,Mt Rainier Loop,28,143,137
12,28th Pl at Russell Ave,Mt Rainier Loop,35,198,218
12,Rainier Ave at 34th St,Mt Rainier Loop,184,133,62
12,Gwendolyn Britt Center,Mt Rainier Loop,135,196,121
12,38th St at Hamilton St,Mt Rainier Loop,10,22,41
12,Hamilton St at 36th Ave,Mt Rainier Loop,66,189,119
12,West Hyattsville Station (Arrival),Mt Rainier Loop,100,184,137
12,Cora B. Wood Senior Center,Mt Rainier Loop,4,26,41
12,West Hyattsville Station,Chillum Loop,48,197,40
12,Sargent Rd at Rollingcrest Commons,Chillum Loop,94,293,94
13,West Hyattsville Station,Loop A,69,221,30
13,Ager Rd at Nicholson,Loop A,75,213,32
13,PG Plaza Station,Loop A,131,162,33
13,Belcrest Rd at 6505 Belcrest Rd,Loop A,96,174,61
13,42nd Ave at Oglethorpe St,Loop A,13,189,123
13,County Service Building,Loop A,11,184,128
13,Hamilton St at 38th Ave,Loop A,16,189,119
13,West Hyattsville Station - Arrival,Loop A,54,175,96
13,West Hyattsville Station,Loop B,44,212,50
13,Hamilton St at 38th Ave,Loop B,51,210,58
13,County Service Building,Loop B,103,153,57
13,42nd Ave at Oglethorpe St,Loop B,109,149,56
13,Belcrest Rd at PG Plaza,Loop B,58,176,87
13,PG Plaza Station,Loop B,63,161,89
13,Ager Rd at Nicholson St,Loop B,69,148,100
13,West Hyattsville Station - Arrival,Loop B,87,140,88
13,Hamilton St at 38th Ave,To PG Plaza,9,50,6
13,42nd Ave at Oglethorpe St,To PG Plaza,23,34,6
13,West Hyattsville Station,To PG Plaza,12,53,2
13,West Hyattsville Station,To PG Plaza,11,50,5
13,Ager Rd at Nicholson,To PG Plaza,10,49,4
13,County Service Building,To PG Plaza,21,36,5
13,Belcrest Rd at 6505 Belcrest Rd,To West Hyattsville Station,11,45,13
13,West Hyattsville Station - Arrival,To West Hyattsville Station,10,42,22
13,PG Plaza Station,To West Hyattsville Station,25,35,4
13,County Service Building,To West Hyattsville Station,2,34,28
13,42nd Ave at Oglethorpe St,To West Hyattsville Station,1,35,28
13,PG Plaza Station,To West Hyattsville Station,14,44,8
13,Ager Rd at Nicholson St,To West Hyattsville Station,11,41,13
13,West Hyattsville Station - Arrival,To West Hyattsville Station,23,32,9
13,Hamilton St at 38th Ave,To West Hyattsville Station,2,34,29
13,Belcrest Rd at PG Plaza,To West Hyattsville Station,4,46,18
14,PG Plaza Station Bus Bay H,To College Park Station,90,138,83
14,Taylor Rd at Riverdale Rd,To College Park Station,6,109,243
14,Riverdale Rd at 57th Ave,To College Park Station,44,116,195
14,Auburn Ave at Riverdale Rd,To College Park Station,47,107,204
14,River Rd at Rivertech Ct,To College Park Station,6,3,10
14,College Park Station - Arrival,To College Park Station,23,20,21
14,College Park Station,To PG Plaza,135,33,24
14,River Rd at Rivertech Ct,To PG Plaza,127,122,100
14,Auburn Ave at Riverdale Rd,To PG Plaza,74,200,63
14,Riverdale Rd at 57th Ave,To PG Plaza,73,158,112
14,Riverdale Rd at Taylor Rd,To PG Plaza,132,137,72
14,Belcrest Rd at PG Plaza Entrance,To PG Plaza,22,138,200
14,Prince George's Plaza - Arrival,To PG Plaza,27,67,219
15 Express,New Carrollton Station Bay K,Northbound,12,207,46
15 Express,Goddard Space Flight Center Visitors Center (Northbound),Northbound,108,119,59
15 Express,Greenbelt Station Parkway at S. Center Drive,Northbound,98,48,0
15 Express,Greenbelt Metro Station (Arrival),Northbound,0,40,87
15 Express,Greenbelt Metro Station Bus Bay A,Southbound,49,195,17
15 Express,Greenbelt Station Parkway at S. Center Drive,Southbound,86,42,10
15 Express,Goddard Space Flight Center Visitors Center (Southbound),Southbound,69,190,26
15 Express,New Carrollton Station (Arrival),Southbound,29,149,97
16,New Carrollton Station,Northbound,30,318,42
16,Riverdale Rd at Carrollton Mall,Northbound,172,202,19
16,Lamont Dr at Donoghue Dr,Northbound,87,293,28
16,Doctors Community Hospital,Northbound,145,243,28
16,Hanover Pkwy at Ora Glen Dr,Northbound,230,169,21
16,57th Ave at Berwyn Rd,Northbound,138,260,28
16,Beltway Plaza Shopping Center,Northbound,82,284,62
16,Greenbelt Metro Station (Arrival),Northbound,77,243,65
16,Greenbelt Metro Station Bus Bay A,Southbound,145,228,24
16,Cherrywood Ln at Greenbelt Rd (MD. RTE. 193),Southbound,47,346,39
16,57th Ave at Berwyn Rd,Southbound,47,334,56
16,Hanover Pkwy at Greenway Center Dr,Southbound,51,308,87
16,Doctors Community Hospital,Southbound,89,289,76
16,Lamont Dr at Lamont Pl,Southbound,44,302,106
16,Riverdale Rd at Carrollton Mall,Southbound,134,241,79
16,New Carrollton Station - Arrival,Southbound,147,174,94
17 (Route 1 Ride),Rhode Island (US RTE 1) at Mount Rainer Terminal,Northbound,6,386,150
17 (Route 1 Ride),Rhode Island Ave at County Service Building - NB,Northbound,118,301,130
17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Northbound,145,281,127
17 (Route 1 Ride),Campus Drive at Baltimore Ave,Northbound,54,337,164
17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Northbound,57,31,23
17 (Route 1 Ride),Ikea at Bus Bay 3,Northbound,4,5,505
17 (Route 1 Ride),Ikea at Bus Bay 3,Southbound,16,372,153
17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Southbound,13,35,49
17 (Route 1 Ride),Baltimore Ave at Campus Dr,Southbound,7,248,298
17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Southbound,5,98,448
17 (Route 1 Ride),Rhode Island Ave at County Service Building - SB,Southbound,13,202,343
17 (Route 1 Ride),Mt Rainier Terminal - Arrival,Southbound,11,101,407
18,Addison Rd Metrorail Station,Northbound,117,143,6
18,Columbia Park Rd at Marshall Pl,Northbound,8,220,68
18,Cheverly Metrorail Station Bay D,Northbound,15,199,94
18,Bladensburg Rd at 38th St,Northbound,32,184,111
18,Hamilton St at 38th St,Northbound,31,174,125
18,East-West Hwy at Prince George's Mall Ent.,Northbound,45,159,126
18,23rd Ave at Lewisdale Dr,Northbound,30,147,158
18,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),Northbound,22,88,192
18,Takoma Langley Park Transit Center Bus Bay B,Southbound,21,232,35
18,23rd Ave at Lewisdale Dr,Southbound,26,216,91
18,PG Plaza,Southbound,44,197,96
18,Hamilton St at 38th St,Southbound,51,189,98
18,Bladensburg Rd at 38th St,Southbound,49,179,114
18,Cheverly Metrorail Station Bay D,Southbound,38,185,122
18,Columbia Park Rd at Marshall Pl,Southbound,43,175,125
18,Addison Rd Metrorail - Arrival,Southbound,37,163,208
20,Addison Rd Metrorail Station,Eastbound,202,238,32
20,Donnell Drive at Target Store,Eastbound,180,305,51
20,Melwood Training Center,Eastbound,53,241,137
20,Marlboro Pike at Melwood Mall,Eastbound,95,246,200
20,Old Marlboro Pike at Roblee Dr,Eastbound,96,236,213
