Timepoints 3,Timepoints,Timepoints 2,Early,On Time,Late
11,Mandan Rd at Hanover Pkwy,To Greenbelt Metro Station,257,355,14
11,Crescent Rd at Gardenway,To Greenbelt Metro Station,228,367,29
11,Cherrywood Ln at Greenbelt Federal Courthouse,To Greenbelt Metro Station,155,424,53
11,Greenbelt Metro Station (Arrival),To Greenbelt Metro Station,282,626,198
11,Greenbelt Metro Station Bus Bay A,Mandan Ct,392,259,1
11,Cherrywood Ln at Greenbelt Federal Courthouse,Mandan Ct,129,492,7
11,Crescent Rd at Gardenway,Mandan Ct,198,410,10
11,Hanover Pkwy at Greenway Center Dr,Mandan Ct,117,500,17
12,West Hyattsville Station,Mt Rainier Loop,28,269,157
12,28th Pl at Russell Ave,Mt Rainier Loop,24,221,201
12,Cora B. Wood Senior Center,Mt Rainier Loop,16,206,226
12,Rhode Island Ave at Mt Rainier,Mt Rainier Loop,33,179,239
12,Gwendolyn Britt Center,Mt Rainier Loop,53,193,231
12,38th St at Hamilton St,Mt Rainier Loop,47,164,239
12,West Hyattsville Station (Arrival),Mt Rainier Loop,54,156,238
12,West Hyattsville Station,Chillum Loop,55,324,61
12,Sargent Rd at Rollingcrest Commons,Chillum Loop,39,290,111
13,West Hyattsville Station,To PG Plaza,123,266,27
13,Hamilton St at 38th Ave,To PG Plaza,79,297,44
13,County Service Building,To PG Plaza,174,209,40
13,42nd Ave at Oglethorpe St,To PG Plaza,223,165,37
13,West Hyattsville Station,To PG Plaza,88,311,27
13,Ager Rd at Nicholson,To PG Plaza,87,316,32
13,Belcrest Rd at PG Plaza Sta Entrance,To West Hyattsville Station,36,294,94
13,PG Plaza Station,To West Hyattsville Station,192,175,57
13,Ager Rd at Nicholson St,To West Hyattsville Station,159,190,76
13,West Hyattsville Station - Arrival,To West Hyattsville Station,222,139,57
13,PG Plaza Station,To West Hyattsville Station,187,219,29
13,Belcrest Rd at 6505 Belcrest Rd,To West Hyattsville Station,149,247,39
13,42nd Ave at Oglethorpe St,To West Hyattsville Station,30,292,111
13,County Service Building,To West Hyattsville Station,29,287,118
13,Hamilton St at 38th Ave,To West Hyattsville Station,42,283,109
13,West Hyattsville Station - Arrival,To West Hyattsville Station,92,259,82
14,PG Plaza Station Bus Bay H,To College Park Station,99,77,149
14,Taylor Rd at Riverdale Rd,To College Park Station,13,65,226
14,Riverdale Rd at 57th Ave,To College Park Station,53,87,249
14,Auburn Ave at Riverdale Rd,To College Park Station,46,93,244
14,River Rd at Rivertech Ct,To College Park Station,58,85,240
14,College Park Station - Arrival,To College Park Station,66,83,237
14,Lafayette Ave at Queensbury Rd,To College Park Station,0,1,0
14,College Park Station,To PG Plaza,14,176,175
14,River Rd at Rivertech Ct,To PG Plaza,55,145,179
14,Auburn Ave at Riverdale Rd,To PG Plaza,82,131,165
14,Riverdale Rd at 57th Ave,To PG Plaza,75,120,180
14,Riverdale Rd at Taylor Rd,To PG Plaza,95,80,124
14,Belcrest Rd at PG Plaza Entrance,To PG Plaza,41,106,241
14,Prince George's Plaza - Arrival,To PG Plaza,27,60,221
 15 Express,New Carrollton Station Bay K,Northbound,14,237,24
 15 Express,Goddard Space Flight Center Visitors Center (Northbound),Northbound,69,181,33
 15 Express,Greenbelt Station Parkway at S. Center Drive,Northbound,72,80,3
 15 Express,Greenbelt Metro Station (Arrival),Northbound,6,68,68
 15 Express,Greenbelt Metro Station Bus Bay A,Southbound,104,165,5
 15 Express,Greenbelt Station Parkway at S. Center Drive,Southbound,99,30,0
 15 Express,Goddard Space Flight Center Visitors Center (Southbound),Southbound,97,186,5
 15 Express,New Carrollton Station (Arrival),Southbound,41,165,60
16,New Carrollton Station,Northbound,3,323,78
16,Riverdale Rd at Carrollton Mall,Northbound,176,210,16
16,Lamont Dr at Donoghue Dr,Northbound,84,284,35
16,Doctors Community Hospital,Northbound,128,265,27
16,Hanover Pkwy at Ora Glen Dr,Northbound,258,149,13
16,57th Ave at Berwyn Rd,Northbound,206,193,22
16,Beltway Plaza Shopping Center,Northbound,136,243,38
16,Greenbelt Metro Station (Arrival),Northbound,132,240,47
16,Greenbelt Metro Station Bus Bay A,Southbound,47,283,31
16,Cherrywood Ln at Greenbelt Rd (MD. RTE. 193),Southbound,49,324,54
16,57th Ave at Berwyn Rd,Southbound,49,314,70
16,Hanover Pkwy at Greenway Center Dr,Southbound,70,316,58
16,Doctors Community Hospital,Southbound,75,307,67
16,Lamont Dr at Lamont Pl,Southbound,66,293,88
16,Riverdale Rd at Carrollton Mall,Southbound,141,243,54
16,New Carrollton Station - Arrival,Southbound,191,211,52
 17 (Route 1 Ride),Rhode Island (US RTE 1) at Mount Rainer Terminal,Northbound,6,483,95
 17 (Route 1 Ride),Rhode Island Ave at County Service Building - NB,Northbound,179,331,81
 17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Northbound,222,291,79
 17 (Route 1 Ride),Paint branch Parkway at Baltimore Ave,Northbound,120,352,119
 17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Northbound,174,318,103
 17 (Route 1 Ride),Ikea - Arrival,Northbound,10,12,493
 17 (Route 1 Ride),Ikea at Bus Bay 3,Southbound,3,483,115
 17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Southbound,0,232,373
 17 (Route 1 Ride),Baltimore Ave at Campus Dr,Southbound,49,380,179
 17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Southbound,32,248,329
 17 (Route 1 Ride),Rhode Island Ave at County Service Building - SB,Southbound,96,267,246
 17 (Route 1 Ride),Mt Rainier Terminal - Arrival,Southbound,78,145,357
18,Addison Rd Metrorail Station,Northbound,112,141,4
18,Columbia Park Rd at Marshall Pl,Northbound,7,193,74
18,Cheverly Metrorail Station Bay D,Northbound,7,181,92
18,Bladensburg Rd at 38th St,Northbound,18,162,108
18,Hamilton St at 38th St,Northbound,29,143,117
18,PG Plaza,Northbound,37,151,106
18,23rd Ave at Lewisdale Dr,Northbound,18,116,163
18,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),Northbound,27,116,154
18,Takoma Langley Park Transit Center Bus Bay B,Southbound,17,240,25
18,23rd Ave at Lewisdale Dr,Southbound,29,206,61
18,PG Plaza,Southbound,45,188,67
18,Hamilton St at 38th St,Southbound,58,176,68
18,Bladensburg Rd at 38th St,Southbound,44,190,71
18,Cheverly Metrorail Station Bay D,Southbound,52,158,99
18,Columbia Park Rd at Marshall Pl,Southbound,41,165,102
18,Addison Rd Metrorail - Arrival,Southbound,46,211,135
20,Addison Rd Metrorail Station,Eastbound,165,221,42
20,Donnell Drive at Target Store,Eastbound,205,187,56
20,Melwood Training Center,Eastbound,63,155,100
20,Marlboro Pike at Melwood Mall,Eastbound,108,203,140
20,Old Marlboro Pike at Roblee Dr,Eastbound,119,189,139
20,Old Marlboro Pike at John Rogers Blvd,Eastbound,89,194,161
20,Courthouse,Eastbound,43,153,175
20,CAB - Arrival,Eastbound,62,153,151
20,County Administration Building,Westbound,13,335,52
20,Courthouse,Westbound,25,348,65
20,Old Marlboro Pike at John Rogers Blvd,Westbound,25,332,65
20,Old Marlboro Pike at Roblee Dr,Westbound,15,337,77
20,Marlboro Pike at Melwood Mall,Westbound,25,338,74
20,Melwood Training Center,Westbound,48,184,72
20,Donnell Dr at Marlboro Pike,Westbound,55,268,119
20,Addison Rd Metrorail - Arrival,Westbound,238,196,69
21,New Carrollton Station,County Courthouse,62,342,30
21,Brightseat Rd at Maple Ridge Apts,County Courthouse,102,290,44
21,9400 Peppercorn Pl,County Courthouse,93,291,52
21,Largo Town Center Station,County Courthouse,81,321,41
21,Campus Way South at College Station Dr (PGCC),County Courthouse,140,281,34
21,Largo Rd at Hancock Dr,County Courthouse,115,266,65
21,County Courthouse,County Courthouse,112,213,84
21,Equestrian Center Lot 1,To Equestrian Center,4,5,0
21,County Courthouse,To New Carrollton Station,40,294,34
