Timepoints 3,Timepoints,Timepoints 2,Early,On Time,Late
13,West Hyattsville Station,Loop A,0,2,1
13,Ager Rd at Nicholson,Loop A,0,0,1
13,PG Plaza Station,Loop A,1,1,0
13,Belcrest Rd at 6505 Belcrest Rd,Loop A,0,1,1
13,42nd Ave at Oglethorpe St,Loop A,0,0,1
13,County Service Building,Loop A,0,1,0
13,Hamilton St at 38th Ave,Loop A,0,1,1
13,West Hyattsville Station - Arrival,Loop A,1,2,1
13,West Hyattsville Station,Loop B,36,115,51
13,Hamilton St at 38th Ave,Loop B,46,115,58
13,County Service Building,Loop B,72,94,54
13,42nd Ave at Oglethorpe St,Loop B,97,67,52
13,Belcrest Rd at PG Plaza,Loop B,82,89,53
13,PG Plaza Station,Loop B,58,92,64
13,Ager Rd at Nicholson St,Loop B,105,59,61
13,West Hyattsville Station - Arrival,Loop B,100,62,65
16,New Carrollton Station,Northbound,23,76,47
16,Riverdale Rd at Carrollton Mall,Northbound,58,57,37
16,Lamont Dr at Donoghue Dr,Northbound,68,55,27
16,Doctors Community Hospital,Northbound,82,55,38
16,Hanover Pkwy at Ora Glen Dr,Northbound,104,39,14
16,57th Ave at Berwyn Rd,Northbound,123,24,8
16,Beltway Plaza Shopping Center,Northbound,108,37,10
16,Greenbelt Metro Station (Arrival),Northbound,90,11,67
16,Greenbelt Metro Station Bus Bay A,Southbound,24,60,27
16,Cherrywood Ln at Greenbelt Rd (MD. RTE. 193),Southbound,26,117,25
16,57th Ave at Berwyn Rd,Southbound,20,119,31
16,Hanover Pkwy at Greenway Center Dr,Southbound,65,89,16
16,Doctors Community Hospital,Southbound,111,79,17
16,Lamont Dr at Lamont Pl,Southbound,74,82,10
16,Riverdale Rd at Carrollton Mall,Southbound,139,21,7
16,New Carrollton Station - Arrival,Southbound,103,22,30
17 (Route 1 Ride),Rhode Island (US RTE 1) at Mount Rainer Terminal,Northbound,35,65,57
17 (Route 1 Ride),Rhode Island Ave at County Service Building - NB,Northbound,83,19,58
17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Northbound,72,25,61
17 (Route 1 Ride),College Park Metro Station - Bus Bay T8,Northbound,15,2,0
17 (Route 1 Ride),Campus Drive (EB) at Baltimore Ave,Northbound,37,47,63
17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Northbound,63,19,23
17 (Route 1 Ride),Baltimore Ave at Lakeland Rd,Northbound,13,0,0
17 (Route 1 Ride),Ikea at Bus Bay 3,Northbound,9,7,112
17 (Route 1 Ride),Ikea at Bus Bay 3,Southbound,13,109,53
17 (Route 1 Ride),Baltimore Ave at Lakeland Rd,Southbound,5,6,0
17 (Route 1 Ride),College Park Metro Station at Bus Bay B,Southbound,68,12,25
17 (Route 1 Ride),Baltimore Ave at Campus Dr,Southbound,66,45,66
17 (Route 1 Ride),College Park Metro Station - Bus Bay T8,Southbound,10,4,1
17 (Route 1 Ride),Baltimore Ave at East-West Hwy,Southbound,65,56,72
17 (Route 1 Ride),Rhode Island Ave at County Service Building - SB,Southbound,80,49,64
17 (Route 1 Ride),Mt Rainier Terminal - Arrival,Southbound,53,24,89
18,Addison Rd Metrorail Station,Northbound,8,20,10
18,Columbia Park Rd at Marshall Pl,Northbound,7,21,37
18,Cheverly Metrorail Station Bay D,Northbound,26,19,81
18,Bladensburg Rd at 38th St,Northbound,22,13,39
18,Hamilton St at 38th St,Northbound,18,14,38
18,East-West Hwy at Prince George's Mall Ent.,Northbound,20,18,32
18,23rd Ave at Lewisdale Dr,Northbound,19,16,35
18,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),Northbound,33,13,37
18,Takoma Langley Park Transit Center Bus Bay B,Southbound,7,20,4
18,23rd Ave at Lewisdale Dr,Southbound,22,16,10
18,PG Plaza,Southbound,23,16,17
18,Hamilton St at 38th St,Southbound,28,13,11
18,Bladensburg Rd at 38th St,Southbound,26,9,15
18,Cheverly Metrorail Station Bay D,Southbound,30,17,35
18,Columbia Park Rd at Marshall Pl,Southbound,31,4,15
18,Addison Rd Metrorail - Arrival,Southbound,37,9,31
20,Addison Rd Metrorail Station,Eastbound,42,64,28
20,Donnell Drive at Target Store,Eastbound,49,61,28
20,Melwood Training Center,Eastbound,95,65,41
20,Marlboro Pike at Melwood Mall,Eastbound,77,42,31
20,Old Marlboro Pike at Roblee Dr,Eastbound,77,45,30
20,Old Marlboro Pike at John Rogers Blvd,Eastbound,58,58,32
20,Courthouse,Eastbound,59,60,32
20,CAB - Arrival,Eastbound,75,38,39
20,County Administration Building,Westbound,8,95,31
20,Courthouse,Westbound,19,96,72
20,Old Marlboro Pike at John Rogers Blvd,Westbound,19,86,44
20,Old Marlboro Pike at Roblee Dr,Westbound,10,85,55
20,Marlboro Pike at Melwood Mall,Westbound,17,82,51
20,Melwood Training Center,Westbound,82,95,31
20,Donnell Dr at Marlboro Pike,Westbound,66,56,37
20,Addison Rd Metrorail - Arrival,Westbound,93,46,50
21,New Carrollton Station,County Courthouse,39,65,16
21,9400 Peppercorn Pl,County Courthouse,27,20,26
21,Largo Town Center Station,County Courthouse,47,76,86
21,Campus Way South at College Station Dr (PGCC),County Courthouse,40,57,45
21,Largo Rd at Hancock Dr,County Courthouse,84,28,39
21,County Courthouse,County Courthouse,59,16,51
21,County Courthouse,To New Carrollton Station,26,69,32
