,stop,boardings,alightings
143,Addison Rd at Ronald Rd,931,514
432,Donnell Dr at Pennsylvania Ave,925,763
340,Brooks Dr at Pennsylvania Ave,908,719
304,Brightseat Rd at Maple Ridge Apts #2,879,370
823,Riverdale Rd at Carrollton Mall,849,633
858,Silver Hill Rd at Pennsylvania Ave,833,598
361,Campus Way South at Joyceton Dr,831,462
654,Mike Shapiro Dr at Sheila Ln,815,676
255,Beltway Plaza Shopping Center,798,985
225,Baltimore Ave at East-West Hwy,794,278
256,Bladensburg Rd at 38th St,787,949
429,Doctors Community Hospital,778,899
230,Baltimore Ave at Hartwick Rd,777,674
806,Ritchie Rd at Forest Park Dr,770,900
708,Old Silver Hill Rd at Library,766,1112
134,Addison Rd at Adak St,759,982
948,Temple Hill Rd at St Barnabas Rd,750,501
752,PG Plaza Station,721,1009
477,Greenbelt Metro Station (Arrival),718,5072
20,23rd Ave at Lewisdale Dr,713,1022
657,Motor Vehicle Administration,700,758
617,MLK Jr Hwy at Columbia Park Rd,694,852
847,SOUTHERN AVENUE METRO STATION & BUS BAY K,691,1546
174,Allentown Rd at Temple Hill Rd,683,822
35,38th St at Bunker Hill Rd,681,1091
453,Equestrian Center Lot 4,680,382
13,15th Ave at University Blvd,667,810
527,Indian Head Highway at Oxon Farm Rd,662,7
318,Brinkley Rd at Henson Creek Apts,656,47
253,Belcrest Rd at Queens Chapel Rd,654,463
240,Baltimore Ave at Queensbury Rd,653,850
820,Ritchie Station Court Bus Stop #2,651,103
642,McCormick Dr at Basil Ct,649,814
710,Old Silver Hill Rd at Parkland Dr,645,620
98,9206 Springhill Lane,643,162
649,Mercantile Ln at Technology Way,638,801
484,Hamilton St at 31st Ave,624,352
190,Annapolis Rd at Riverdale Rd,616,243
900,St Clair Dr at 28th Ave,613,840
742,Oxon Hill Rd at Riverside Plaza Apts,611,247
690,Old Marlboro Pike at John Rogers Blvd,594,439
499,Hanover Pkwy at Hanover Dr,585,534
15,23rd Ave at Amherst Rd,583,461
329,Brinkley Rd at Opp. Rosecroft Shopping Center,579,180
885,Springhill Dr at Springhill Ln,569,535
865,Southern Ave at 13th St SE,569,216
568,Landover Rd at Annapolis Rd,560,550
984,Woodyard Rd at Pineview Ln,559,462
531,Iverson St at 28th Ave,549,888
78,5846 ALLENTOWN WAY,545,619
224,Baltimore Ave at Cherry Hill Road,543,771
879,Southern Ave at Wheeler Rd,530,530
494,Hampton Park Boulevard at Hampton Mall Dr,527,587
388,Clinton Manor,522,481
18,23rd Ave at Drexel St,512,408
663,OLD BRANCH AVENUE & ALLENTOWN WAY,506,106
972,Walker Mill Road at Marlboro Pike,505,639
563,Landover Rd at 55th Ave,503,253
358,Campus Way South at Central Ave,503,832
491,Hampton Park Boulevard at Alaking Ct,499,845
769,Queens Chapel Rd at Hamilton St,490,711
542,Judge's Dr at Pratt St,487,1120
639,Maxwell Dr at Allentown Rd,485,487
550,Kipling Pkwy at Marlboro Pike,477,612
968,Walker Mill Rd at Rochell Ave,477,293
47,3930 Capitol Crossing Apts,474,355
867,Southern Ave at 9th St SE,466,383
342,Brooks Drive at Marlboro Pike,465,227
21,23rd Ave at Sheridan St,461,491
412,County Rd at Foster St,458,748
417,Denise Dr at Dutton Way,454,222
64,42nd Ave at Nicholson St,452,314
273,Branchwood Towers,450,457
223,Baltimore Ave at Cherokee St,448,298
908,Suitland Metro - Arrival,435,1084
497,Hanover Pkwy at Greenbrook Dr,421,293
397,Columbia Park Rd at Marshall Pl,416,530
884,Springhill Dr at Cherrywood Ln,414,314
783,Rhode Island Ave at 38th St,410,123
555,Lamont Dr at Carrollton Pkwy,408,321
887,Springhill Ln at Breezewood Dr,407,465
14,23rd Ave at  Beechwood Rd,406,131
252,Belcrest Rd at PG Plaza,404,603
951,Timothy Branch Dr at Safeway Ent,402,545
975,West Hyattsville Station - Arrival,402,4296
65,42nd Ave at Oglethorpe St,399,160
524,Indian Head Highway (MD. RTE. 210) at Southern Ave,399,434
507,Harry S Truman Dr at Birdie Ln,393,386
886,Springhill Ln at Breezewood Ct,392,299
626,Manor at Victoria Park,391,335
901,St George Blvd at Waterfront St,389,575
889,Springhill Ln at Springhill Dr,386,447
544,Kanawha St at 15th Ave,386,256
573,Largo Rd at Black Swan Dr,385,80
674,Old Alexandria Ferry Rd at Woodyard Rd,385,428
824,Riverdale Rd at Fountainbleau Dr,385,194
359,Campus Way South at College Station Dr (PGCC),384,230
498,Hanover Pkwy at Greenway Center Dr,382,265
777,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,379,698
634,Marlboro Pike at Upland Ave,375,329
341,Brooks Dr at Ridley St,374,276
37,38th St at Hamilton St,374,338
291,Breezewood Dr at Cherrywood Ter,374,332
486,Hamilton St at 36th Ave,373,280
308,Brightseat Rd at Opp. Maple Ridge Apts #2,368,368
907,Stuart Ln at Woodyard Rd,361,1185
618,MLK Jr Hwy at Glen Willow Dr,357,227
474,Gov. Oden Bowie Dr at Rear C.A.B.,356,239
472,Good Luck Rd at Dawnwood Dr,353,276
738,Oxon Hill Rd at John Hanson Ln,353,138
161,Allentown Rd at Allentown Way,344,878
25,28th Ave at Keith St,341,376
419,Denise Dr at Rollins Ave,339,250
814,Ritchie Rd at Roslyn Ave,338,246
95,85th Avenue and Carrollon Manor,332,391
632,Marlboro Pike at Melwood Mall,331,297
85,7600 Riverdale Rd,330,118
780,Raleigh Rd at St Barnabas Rd,330,555
319,Brinkley Rd at Huncrest Ent,330,114
320,Brinkley Rd at Huntley Square Dr,329,521
245,Baltimore Ave at Tecumseh St,328,451
770,Queens Chapel Rd at Lancer Dr,328,483
244,Baltimore Ave at Sheridan St,327,121
914,Suitland Rd at Shadyside Ave,326,364
736,Oxon Hill Rd at 6400 Clipper Way,324,9
730,Oxon Hill Fringe Parking Lot Bus Bay B,322,574
640,Maxwell Dr at Morris Ave,320,189
46,38th St at Windom Rd,320,247
383,Cheverly Ave at Montrose Rd,317,345
606,Lottsford Rd at Zachery St,317,426
636,Marlboro Pike at Whitney Pl,316,38
735,Oxon Hill Rd at 6246 Oxon Hill Rd,315,252
930,Temple Hill Rd at Farmer Dr,313,322
566,Landover Rd at 58th Ave,312,141
40,38th St at Perry St,312,444
16,23rd Ave at Banning Pl,310,328
778,Raleigh Rd at Culver St,304,222
312,Brinkley Rd at Brinkley Manor W Ent,304,89
635,Marlboro Pike at Walters Ln,303,323
609,MLK Jr Hwy at 65th Ave,303,237
833,Rollins Ave at Rollins Ln,302,211
290,Breezewood Dr at Cherrywood Ln,301,384
751,PG Plaza,298,369
428,District Heights Pkwy at Rochelle Ave,297,167
816,Ritchie Rd at Truck Way,295,116
467,Forestville Rd at Parston Dr,287,230
182,Annapolis Rd at 48th St,287,405
812,Ritchie Rd at Ritchie Rd Spur,285,193
699,Old Marlboro Pike at Roblee Dr,284,231
423,District Heights Pkwy at Addison Rd S,283,189
630,Marlboro Pike at Kipling Pkwy,283,292
706,Old Pike Way at Dower House Rd,282,540
260,Bladensburg Rd at 42nd Ave,281,278
221,Baltimore Ave at Berwyn Rd,281,154
251,Belcrest Rd at 6505 Belcrest Rd,279,130
978,Woody Terrace at Woodyard Road,277,203
623,MLK Jr Hwy at Sheriff Rd,276,333
443,East-West Hwy at Toledo Ter,273,640
753,PGCC Perimeter Rd at Largo Rd,272,455
41,38th St at Shepherd St,270,296
485,Hamilton St at 35th Ave,268,301
854,Saint Barnabas Rd at John Hanson Ln,267,154
211,Auth Rd at Carswell Ave,267,197
897,St Barnabas Rd at Raleigh Rd,264,139
51,4106 Whitehall Square Apts,263,164
496,Hanover Pkwy at Green Manor Ct,262,125
436,Dunmore Pl at Edgeworth Dr,258,456
826,Riverdale Rd at Mahoney Dr,256,165
403,Columbia Park Rd at Virginia Ave,255,60
22,23rd Ave at Woodberry St,254,224
741,Oxon Hill Rd at Oxon Hill Plaza(6201),253,191
927,Temple Hill Rd at Allentown Rd,252,320
553,Kipling Pkwy at Wintergreen Ave,252,167
365,Central Ave at Brightseat Rd,251,159
270,Bock Rd at Wolf St,247,120
465,Fisher Rd at St. Moritz Dr,246,182
237,Baltimore Ave at Metzerott Rd,246,95
790,Rhode Island Ave at County Service Building - NB,245,175
817,Ritchie Rd at Vineyard Dr,245,205
651,Merrimac St at 14th Ave,245,90
660,Naylor Rd Station Ent Drop Off Only,244,356
413,County Rd at Valley Brook Apts,243,217
976,Whitehall Square Apts at Community Hall,242,53
192,Apollo Dr at Lottsford Rd,240,246
610,MLK Jr Hwy at 69th Pl,238,268
183,Annapolis Rd at 53rd Pl,238,83
743,Oxon Hill Rd at Rivertown Commons(6135),237,271
693,Old Marlboro Pike at Melwood Park Ave,233,161
488,Hamilton St at 38th Ave,232,305
782,Rhode Island Ave at 37th St,230,95
528,Indian Head Highway at Southern Ave,228,285
185,Annapolis Rd at 54th Pl,228,85
794,Rhode Island Ave at Volta Ave,227,114
526,Indian Head Highway at Audrey Ln,227,435
446,Edgeworth Dr at Ritchie Rd,224,197
786,Rhode Island Ave at 42nd Pl,223,219
416,Coventry Way at Old Alexandria Ferry Rd,222,285
560,Lamont Dr at Powhatan St,221,359
259,Bladensburg Rd at 41st Ave,220,118
960,Village Dr West at Bishopmill Dr,218,95
652,Merrimac St at New Hampshire Ave Service Rd,218,86
556,Lamont Dr at Donoghue Dr,217,171
73,5295 85th Ave,216,142
611,MLK Jr Hwy at Addison Rd,215,118
800,Ritchie Rd at Ashville Rd,215,175
414,County Service Building,214,147
493,Hampton Park Boulevard at Edgeworth Dr,214,387
58,4258 Whitehall Square Apts,212,138
509,Harry S Truman Dr at Mt Lubentia Way,212,94
188,Annapolis Rd at Bladensburg Elem. School,211,191
558,Lamont Dr at Lamont Pl,209,180
876,Southern Ave at Robert Yedell Towers,207,219
400,Columbia Park Rd at South Club Dr,206,262
589,Largo Rd at Water Fowl Way,206,7
226,Baltimore Ave at Erie St,205,178
625,MONUMENT AVE @ MGM CASINO,205,868
799,Ritchie Rd at Alberta Dr,204,247
34,38th St at Allison St,204,153
662,New Carrollton Station - Arrival,202,10640
815,Ritchie Rd at Shepherd St,202,134
749,PALMER ROAD & OLD PALMER ROAD,201,42
274,Brandywine Rd & Gwynn Park High School,201,174
471,Good Luck Rd at Cathedral Ave,200,228
620,MLK Jr Hwy at Hill Rd,200,48
476,Greenbelt Metro Dr at Cherrywood Ln,200,79
357,Campus Way S at Treetop Condo,199,96
719,Opposite of Rose Croft Shopping Center,199,74
4,1100 Owens Rd,198,151
43,38th St at Upshur St,197,24
487,Hamilton St at 37th Ave,195,114
330,Brinkley Rd at Roberts Dr,195,62
937,Temple Hill Rd at Megan Dr,195,160
396,Columbia Park Rd at Columbia Pl,194,172
238,Baltimore Ave at Oglethorpe St,194,206
438,East Capitol St at Old Central Ave,194,213
439,East Capitol St at Yost Pl,193,288
480,Greenbelt Rd at Lakecrest Dr,192,182
371,Central Ave at Yeoman Pl,191,61
231,Baltimore Ave at Hollywood Rd,189,139
946,Temple Hill Rd at Southeast Mobile Estates,188,76
966,WILSON BRIDGE DRIVE,187,126
938,Temple Hill Rd at Old Temple Hill Rd,187,78
241,Baltimore Ave at Regents Dr,186,122
779,Raleigh Rd at Olson St,185,215
200,Ardwick-Ardmore Rd at UPS Customer Center,184,36
504,Hanover Pkwy at Ora Glen Dr,182,382
678,Old Branch Ave at Arbutus Ln,181,172
169,Allentown Rd at Old Branch Ave,180,571
584,Largo Rd at Largo Landing,180,103
160,Allentown Rd at 5711 AFCU Allentown Rd,179,167
337,Brinkley Rd at Temple Hill Rd,179,188
549,Kipling Pkwy at Marbury Dr,178,87
656,Morris Ave at Maxwell Dr,178,206
489,Hamilton St at 38th St,178,214
144,Addison Rd at Seat Pleasant Dr,178,127
621,MLK Jr Hwy at Roosevelt Ave,177,170
360,Campus Way South at Harry S Truman Dr,177,55
575,Largo Rd at Buck Ln,176,127
564,Landover Rd at 56th Ave,175,329
757,Pennsylvania Ave at Penn Crossing Dr,175,303
733,Oxon Hill Rd at 6192 Oxon Hill Rd,175,298
633,Marlboro Pike at Tucker's Restaurant,175,222
243,Baltimore Ave at Rossborough Ln,175,264
811,Ritchie Rd at Ritchie Dr,175,193
903,Stuart Lane at Surratts Road,175,22
947,Temple Hill Rd at Spring Ter,174,93
426,District Heights Pkwy at Marbury Ct (W),174,98
551,Kipling Pkwy at Opp. 7805 Ritchie Rd,172,121
859,Silver Hill Rd at Randall Rd,172,75
142,Addison Rd at James Farmer Way,171,144
856,Silver Hill Rd at Parkway Terrace Dr,170,117
28,28th Pkwy at Afton St,170,138
873,Southern Ave at Opp. Robert Yedell Towers,169,68
950,Temple Hill Rd at Weldon Dr,169,91
424,District Heights Pkwy at Breton Dr,168,109
631,Marlboro Pike at Marwood Blvd N,166,96
737,Oxon Hill Rd at Harborview Rd,163,89
222,Baltimore Ave at Campus Dr,163,34
27,28th Pkwy at 27th Ave,163,181
235,Baltimore Ave at Lakeland Rd,162,310
433,Donnell Drive at Marlboro Pike,162,1369
442,East-West Hwy at Prince George's Mall Ent.,161,1559
177,Allentown Rd at Westchester Ct,161,174
277,Brandywine Rd at Cork Tree Way,160,20
944,Temple Hill Rd at Rickey Ave,160,198
819,Ritchie Station Court Bus Stop #1,160,877
755,Pennsylvania Ave at Forestville Rd,160,293
352,Campus Way North at Grey Gables Ct,159,131
694,Old Marlboro Pike at Melwood Rd,158,123
334,Brinkley Rd at Shopton Pl,157,242
445,East-West Hwy at Toledo Terrace,157,132
332,Brinkley Rd at Rosecroft Shopping Center,157,638
791,Rhode Island Ave at County Service Building - SB,157,143
285,Brandywine Road @ Northgate Parkway,156,10
481,Greenbelt Rd at Walker Dr,156,77
506,Hanover Pkwy at Village Park Dr,155,133
802,Ritchie Rd at D'arcy Rd,155,340
250,Baltimore Avenue at Fox Street,155,15
810,Ritchie Rd at Putnam Ln,154,148
562,Lamont Dr at Westbrook Dr,154,263
872,Southern Ave at Forest Hills Apts,154,115
723,Owens Rd at Kennebec St,154,189
582,Largo Rd at Kettering Dr,154,14
246,Baltimore Ave at Tuckerman St,153,118
74,5401 85th Ave,152,91
533,Jericho Residences (Southbound),151,135
321,Brinkley Rd at John Hanson Ln,151,169
148,Addison Rd at Wilburn St,151,30
336,Brinkley Rd at Summerhill Rd,150,139
466,Fisher Rd at Temple Blvd,149,67
434,Donnell Drive at Target Store,147,267
532,Jericho Residences,147,91
490,Hamilton St at 3900,147,138
313,Brinkley Rd at Bushey Dr,146,39
871,Southern Ave at Forest Hills Apartment,146,158
24,28th Ave at Keating St,146,285
601,Lottsford Rd at Harry S. Truman,145,249
934,Temple Hill Rd at Kirbywood St,145,160
205,Ashwood Dr at Dunmore Pl,143,187
797,Rhode Island Avenue at Opp 37th Pl,143,274
11,14th Ave at Langley Way,143,276
201,Ardwick-Ardmore Rd at West St,142,66
840,SOUTHERN AVENUE & CHESAPEAKE STREET SE,142,19
732,Oxon Hill Rd at 6130 Oxon Hill Rd,142,270
5,1301 McCormick Dr,142,92
302,Brightseat Rd at Hamlin St,141,113
561,Lamont Dr at Quentin St,139,114
257,Bladensburg Rd at 40th Ave,139,73
369,Central Ave at Ritchie Rd,139,63
80,60th Ave at Greenbelt Rd,138,223
377,Cheverly Ave at Columbia Park Rd,138,200
932,Temple Hill Rd at Hagan Rd,137,122
71,5150 Annapolis Rd,137,109
687,Old Marlboro Pike at Brooklee Dr,136,88
138,Addison Rd at Drylog St,136,172
983,Woodyard Rd at Pine View Ln,136,1715
734,Oxon Hill Rd at 6201 Oxon Hill Plaza,134,233
166,Allentown Rd at Dodge Ln,134,128
10,14th Ave at Kanawha St,134,41
265,Bock Rd at National Christian Academy (6700),134,47
851,Saint Barnabas Rd at Barrowfield Rd,134,160
672,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,131,16
311,Brinkley Rd at Brinkley House W Ent,131,329
181,Annapolis Rd at 46th St,131,98
788,Rhode Island Ave at Bunker Hill Rd,130,22
455,Fairlawn St at Colebrooke Dr,130,562
286,Brandywine Road @ Surrats Road,129,97
418,Denise Dr at Epworth Way,129,218
500,Hanover Pkwy at Hunting Ridge Club Apts,129,64
970,Walker Mill Rd at Tanow Pl,129,85
882,Southern Rd at Wheeler Rd,129,114
448,Equestrian Center Lot 1,127,10
167,Allentown Rd at Karen Anne Dr,125,146
577,Largo Rd at Drumsheugh Ln,125,28
228,Baltimore Ave at Hamilton St,125,75
39,38th St at Parkwood St,124,117
293,Brightseat Rd at Ardwick-Ardmore Rd,123,122
30,28th Pkwy at Duggan St,123,118
808,Ritchie Rd at Napier Dr,122,179
459,Fisher Rd at Clow Ct,122,67
187,Annapolis Rd at 85th Ave,121,1066
196,Ardwick-Ardmore Rd at MLK Jr Hwy,121,207
283,Brandywine Rd at Woodyard Rd,121,105
715,Opp. 4174 Whitehall Square Apts,121,13
915,Suitland Rd at Suitland Federal Center Gate 1,121,70
821,Ritchie-Marlboro Rd & Sansbury Rd,120,120
866,Southern Ave at 6th St SE,120,162
492,Hampton Park Boulevard at East Hampton Dr,119,316
768,Quebec St at 58th Ave,119,61
114,ALLENTOWN ROAD & PADGETTS CORNER,119,59
145,Addison Rd at St Margaret's School,119,209
172,Allentown Rd at Perrie Ln,118,110
545,Kipling Pkwy at Brewton St,118,188
165,Allentown Rd at Coolridge Rd,116,152
771,Queens Chapel Rd at Nicholson St,116,232
236,Baltimore Ave at Longfellow St,115,151
667,Old Alexandria Ferry Rd at Heflin Dr,115,93
658,Mt Rainier Terminal - Arrival,114,3403
928,Temple Hill Rd at Cardwell Dr,114,75
801,Ritchie Rd at Central Ave,114,370
454,Fairlawn St at 28th Pkwy,113,38
943,Temple Hill Rd at Portal Ave,113,210
955,Truman Manor,112,18
194,Ardwick-Ardmore Rd at Ardwick Pl,112,133
748,PALMER ROAD & INDIAN HEAD HIGHWAY,111,34
373,Cherrywood Ln at Springhill Drive,111,25
796,Rhode Island Ave at Webster St,111,73
669,Old Alexandria Ferry Rd at Malcolm Rd,110,57
967,Walker Mill Rd at Brooksquare Dr,110,106
565,Landover Rd at 57th Ave,110,97
314,Brinkley Rd at Cherryfield Rd,109,160
31,28th Pkwy at Fairlawn St,108,138
247,Baltimore Ave at Underwood St,108,100
385,Chrysler Dr at US RT 301,108,0
917,Suitland Rd at Towne Square Blvd,108,162
888,Springhill Ln at Market Ln,108,73
402,Columbia Park Rd at Stanford Pl,107,32
271,Branch Ave Station - Arrival,107,4450
151,Ager Rd at 29th Ave,107,19
441,East-West Hwy at Metro Center Dr,106,179
619,MLK Jr Hwy at Greig St,106,139
945,Temple Hill Rd at Santeetlah Dr,106,138
548,Kipling Pkwy at Harwood Rd,106,152
827,Riverdale Rd at Opp. Heritage Square Apts,105,44
529,Indian Head Highway at Tecumseh Dr,105,74
739,Oxon Hill Rd at Opposite Clipper Way (6383),105,56
53,4138 Whitehall Square Apts - in,105,118
184,Annapolis Rd at 53rd St,104,107
212,Auth Rd at Clacton Ave,104,41
242,Baltimore Ave at Riverdale Rd,103,502
410,County Rd at Belwood St,103,77
430,Donnell Dr at 2900 Donnell Dr,103,92
333,Brinkley Rd at Saint Ignatius Dr,103,65
980,Woodyard Rd at Canberra Dr,103,62
512,Harry S. Truman Dr at Lottsford,103,24
2,10147 Campus Way South,103,68
502,Hanover Pkwy at Megan Ln,103,60
82,60th Ave at Seminole St,102,73
714,Opp. 4138 Whitehall Square Apts,102,15
248,Baltimore Ave at University Blvd,101,68
348,CAMPUS WAY NORTH AT LADY GROVE ROAD,100,92
99,9240 Springhill Ln,100,105
155,Ager Rd at Nicholson St,99,78
394,Columbia Park Rd at Cabin Branch Dr,99,136
860,Silver Hill Rd at Suitland Rd,99,121
338,Brinkley Rd at Trude St,99,74
462,Fisher Rd at Heather Hill,99,71
289,Brandywine Road at Surrats Road,98,173
877,Southern Ave at UNITED MEDICAL CENTER,98,37
63,42nd Ave at Madison St,98,176
613,MLK Jr Hwy at Cabin Branch Dr,97,53
981,Woodyard Rd at Marlboro Pike,96,58
875,Southern Ave at Robert Yedell Tower,96,52
29,28th Pkwy at Curtis Dr,96,82
878,Southern Ave at United Medical Center,95,10
0,10053 Campus Way South,95,16
175,Allentown Rd at Waldran Ave,95,63
36,38th St at Gaines Pl,95,90
264,Bock Rd at Belfast Drive,95,12
83,6625 Bock Rd,95,10
278,Brandywine Rd at Groveton Dr,95,55
822,Riverdale Rd and 7600 Riverdale Road,94,183
328,Brinkley Rd at Morton Place,94,27
96,85th Avenue and Hiltop Apartments,94,138
191,Apollo Dr at Arena Dr,94,158
728,Owens Rd at Wheeler Rd,94,83
227,Baltimore Ave at Guilford Rd,94,338
671,Old Alexandria Ferry Rd at Mike Shapiro Dr,93,130
508,Harry S Truman Dr at Campus Way S,93,93
249,Baltimore Ave at Van Buren St,92,235
546,Kipling Pkwy at Council Dr,92,37
892,St Barnabas Rd at Frazier Ter,92,77
300,Brightseat Rd at Glenarden Library,92,94
395,Columbia Park Rd at Clarkson Way,91,134
354,Campus Way North at Tulip Tree Dr,91,104
460,Fisher Rd at Damian Dr,90,41
54,4174 Whitehall Square Apts,90,138
935,Temple Hill Rd at Lakeview Dr,89,58
305,Brightseat Rd at McCLain Ave,89,115
890,St Barnabas Rd at Deer Park Dr,89,34
813,Ritchie Rd at Ritchie-Marlboro Rd,88,98
902,Stars Entrance Gaylord Hotel at National Harbor Blvd,88,162
495,Hampton Park Boulevard at Steeplechase,87,165
603,Lottsford Rd at Lottsford Rd,87,34
362,Campus Way South at Prince Place,87,13
905,Stuart Ln at Topaz Court,86,10
77,5827 Allentown Way at Old Branch Ave,86,330
267,Bock Rd at Saint Barnabas Rd,85,116
379,Cheverly Ave at Forest Rd,85,103
936,Temple Hill Rd at Lambert Dr,85,37
370,Central Ave at Rollins Ave,84,170
234,Baltimore Ave at Knox Rd,83,237
615,MLK Jr Hwy at Carrington Dr,83,69
407,Council Dr at Kipling Pkwy,83,55
76,5805 Queens Chapel Rd,83,26
62,42nd Ave at Jefferson St,82,79
973,Water St & Main St,82,90
45,38th St at Volta Ave,81,61
868,Southern Ave at Barnaby Road,81,58
874,Southern Ave at Owens Rd,80,44
599,Lottsford Rd at 8951 Lottsford Rd,80,6
896,St Barnabas Rd at Opp. Gateway Square Apts,80,44
729,Owens Rd at Woodland Blvd,79,91
140,Addison Rd at Ernie Banks St,79,63
709,Old Silver Hill Rd at Parkland Ct (E),79,60
614,MLK Jr Hwy at Carrington Ave,78,87
322,Brinkley Rd at Kildare Ct,78,106
156,Ager Rd at Oglethorpe St,77,63
75,57th Ave at Berwyn Rd,75,52
331,Brinkley Rd at Rose Croft Shopping Center,75,220
746,PALMER ROAD & DEVON HILLS DRIVE,75,64
939,Temple Hill Rd at Opp. Southeast Mobile Estates,75,186
681,Old Branch Ave at Opp. 6811 Old Branch Ave,75,67
299,Brightseat Rd at Girard St,75,28
517,INDIAN HEAD HIGHWAY & SOUTHERN AVENUE,74,68
170,Allentown Rd at Opp. 5711 AFCU Allentown Rd,74,57
367,Central Ave at Hampton Park Blvd,74,70
929,Temple Hill Rd at Cedell Pl,74,130
834,Rollins Ave at Upcot Ct,74,49
744,Oxon Run Dr at Oxon Run Ct,73,49
307,Brightseat Rd at Opp. Maple Ridge Apts #1,73,78
776,Queensbury Rd at 41st Ave,72,26
137,Addison Rd at Crown St,72,70
809,Ritchie Rd at Overton Dr,72,71
147,Addison Rd at Wilburn Dr,72,79
425,District Heights Pkwy at Marbury Ct (E),71,53
831,Rollins Ave at District Ave,71,68
479,Greenbelt Rd at Greenbelt Park Entrance,70,113
933,Temple Hill Rd at Henderson Rd,70,75
721,Owens Rd at Irvington St,70,204
233,Baltimore Ave at Jefferson St,70,56
807,Ritchie Rd at Mane Ln,70,142
473,Good Luck Rd at Terra Alta Dr,70,93
503,Hanover Pkwy at Opp. Hunting Ridge Club Apts,70,71
602,Lottsford Rd at Harry S. Truman Dr,69,96
675,Old Branch Ave at 6811 Old Branch Ave,69,187
93,8343 Ardwick-Ardmore Rd,69,48
666,Old Alexandria Ferry Rd at Bellefonte Ln,69,11
845,SOUTHERN AVENUE & WHEELER ROAD AM NS,69,52
511,Harry S Truman Dr at Woodlawn Blvd,68,33
153,Ager Rd at Lancer Dr,68,54
44,38th St at Utah Ave,68,226
567,Landover Rd at 58th Pl,68,213
825,Riverdale Rd at Heritage Square Apts,68,110
317,Brinkley Rd at Glen Oak Dr,68,74
208,Auth Rd at #6208-6220,68,70
55,4192 Whitehall Square Apts,67,146
585,Largo Rd at Mount Lubentia Way,67,123
179,Allentown Way at Allentown Rd,67,151
215,Auth Rd at Henderson Way,67,24
942,Temple Hill Rd at Plata St,66,116
79,58th Ave at Berwyn Rd,66,70
19,23rd Ave at Fordham St,66,73
180,Allentown Way at Allentown Rd (Aldi's),66,66
219,Baltimore Ave at Amherst Rd,66,26
391,Columbia Park Rd at 64th Ave,66,84
310,Brinkley Rd at Anderson Dr,65,75
627,Marlboro Pike & Crain Hwy,65,47
216,Auth Rd at Magruder Ave,64,33
123,ALLENTOWN ROAD & VERNON DRIVE,64,67
193,Apollo Dr at Mercantile Ln,64,81
70,442 Harry S Truman Dr,64,38
979,Woodyard Rd at Autumn Way,64,121
42,38th St at Taylor St,64,49
141,Addison Rd at Health Center Ent.,64,57
50,40th Pl at Gallatin St,63,54
427,District Heights Pkwy at Marbury Dr (E),63,21
