,stop,boardings
280,Baltimore Ave at Underwood St,56
12,14th Ave at Kanawha St,56
1299,Valley Trail Ln at Romford Dr,56
73,414 Brightseat Rd,56
580,Fisher Rd at Heather Hill Ent.,56
393,CAB - Arrival,56
838,Marlboro Pike at Glacier Ave,55
720,Jericho Residences,55
455,Chatsfield Way at Tweed Way,55
140,ALLENTOWN ROAD & PAYNE DRIVE,55
85,42nd Ave at Oliver St,55
1208,Southway at Crescent Rd,54
903,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,54
759,Landover Rd at 57th Ave,54
1301,Village Dr West at Clairfield Ln,54
1333,Woodyard Rd at Pine View Ln,54
1125,Rochelle Ave at Elmhurst St,54
123,9240 Springhill Ln,54
282,Baltimore Ave at Van Buren St,53
658,Hanover Pkwy at Hunting Ridge Club Apts,53
38,28th Pl at Russell Ave,53
868,Metro Dr at Gate 7 Security Booth,52
1297,Valley Trail Ln at Bain Dr 2,52
681,Highview Pl at Onslow Way,52
898,Old Alexandria Ferry Rd at Heflin Dr,52
203,Allentown Way at Allentown Rd,52
56,38th St at Parkwood St,52
754,Landover Metro Station - Arrival,51
406,Campus Way North at Tulip Tree Dr,51
456,Cherrywood Ln at Greenbelt Federal Courthouse,51
544,Donnell Dr at 2900 Donnell Dr,51
1040,Queensbury Rd at 39th Pl,51
994,Oxon Run Dr at Oxon Run Ct,51
412,Campus Way South at Harry S Truman Dr,50
353,Brightseat Rd at Opp. Maple Ridge Apts #1,50
930,Old Marlboro Pike at Ritchie-Marlboro Rd,50
99,5827 Allentown Way at Old Branch Ave,50
815,MLK Jr Hwy at Carrington Ave,50
87,4412 Suitland Rd (Opposite),49
696,Hubbard Rd at Martin Luther King,49
1131,Rollins Ave at Upcot Ct,49
1160,Sheriff Rd at Dutch Village Dr,49
395,CAMPUS WAY NORTH AT BYWARD BLVD,49
248,Auth Rd at Magruder Ave,49
1201,Southern Ave opposite B St SE,49
1119,Riverdale Rd at Heritage Square Apts,49
1142,SOUTHERN AVENUE & WHEELER ROAD AM NS,49
105,6625 Bock Rd,48
98,5805 Queens Chapel Rd,48
788,Largo Rd at Town Farm Rd,48
81,42nd Ave at Jefferson St,48
733,Kenilworth Ave at Nicholson St,48
1268,Temple Hill Rd at Lakeview Dr,48
225,Ardwick-Ardmore Rd at West St,48
879,Nalley Rd at Kaplan Ct,48
1260,Temple Hill Rd at Badger Ave,48
1296,Valley Trail Ln at Bain Dr 1,48
476,Chillum Rd at Buchanan St,48
321,Brandywine Rd at Old Marbury Rd,48
534,District Heights Municipal Bldg,47
924,Old Marlboro Pike at Marlborough Dr,47
762,Landover Rd at 75th Ave,47
636,Greenway Center (PM Northbound),47
620,Greenbelt Rd at Walker Dr,46
1266,Temple Hill Rd at Henderson Rd,46
344,Brightseat Rd at Glen Valley Dr,46
336,Brightseat Rd at Arena Dr (Campus Way),46
1133,SOUTHERN AVENUE & 6TH STREET SE,46
537,District Heights Pkwy at Marbury Ct (E),46
1072,Rhode Island Ave at Webster St,46
1145,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,46
466,Cheverly Ave at Inwood St,46
230,Arundel Rd at 29th St,45
1308,Volta Ave at 39th Pl,45
738,Kipling Pkwy at Glendora Dr,45
570,Fairlawn St at 28th Pkwy,45
877,Nalley Rd at East Nalley Rd,45
235,Auburn Ave at 1st St,45
505,Council Dr at Foster St,45
149,ALLENTOWN ROAD & WEBSTER LANE,45
608,Good Luck Rd at Silk Tree Dr,45
266,Baltimore Ave at Jefferson St,44
111,8100 Sheriff Rd,44
361,Brinkley Rd at Cherryfield Rd,44
951,Opp. 5805 Queens Chapel Rd,44
46,3404 Dodge Park Rd,44
194,Allentown Rd at Opp. 5711 AFCU Allentown Rd,44
555,East Capitol Street at Maryland Park Drive,44
897,Old Alexandria Ferry Rd at Bellefonte Ln,44
627,Greenbrook Dr at Hanover Pkwy,44
585,Fort Washington Fringe Lot Bus Bay B,44
160,Addison Rd at Baltic St,44
75,4192 Whitehall Square Apts,44
67,40plgall_nb,43
825,MLK Jr Hwy at Southland Dr,43
1027,Pontiac St at 63rd Ave,43
1140,SOUTHERN AVENUE & OWENS ROAD,43
463,Cheverly Ave at Columbia Park Rd,43
912,Old Branch Ave at Opp. 6811 Old Branch Ave,43
1248,TUCKER ROAD & ARUNDEL ROAD,43
944,Opp 3133 Pennsy Dr,43
1188,Southern Ave at C St,43
628,Greenbrook Dr at Ora Glen Dr,42
1302,Village Dr West at Eyre Dr South,42
53,38th St at Gaines Pl,42
465,Cheverly Ave at Forest Rd,42
136,ALLENTOWN ROAD & LANHAM LANE,42
1282,Temple Hill Rd at Temple Hill Community Center,42
691,Hillside Rd at Laurel Hill Rd,42
174,Ager Rd at 23rd Ave,41
501,Columbia Park Rd at Stanford Court,41
442,Central Ave at Norair Ave,41
804,Lottsford Rd at Lottsford Rd,41
446,Central Ave at Soper Ln,41
199,Allentown Rd at Waldran Ave,41
1187,Southern Ave at Bonini Rd,41
298,Bladensburg Rd at 40th Pl,41
349,Brightseat Rd at Maple Ridge Apts #1,41
801,Lottsford Rd at Grand Blvd,40
860,McCormick Dr at Opp. UMUC Building,40
165,Addison Rd at Health Center Ent.,40
964,Owens Rd at Norlinda Ave,40
1091,Ritchie Rd at Ritchie-Marlboro Rd,40
638,Gwendolyn Britt Center,40
1075,Ridgefield Blvd at Sgt. Harman Ln,40
816,MLK Jr Hwy at Carrington Dr,40
1023,Piscataway Rd at Hardesty Dr,40
492,Columbia Park Rd at Beaver Rd,39
1220,St Barnabas Rd at Hagan Rd,39
597,Goddard Space Flight Center Main Gate (Northbound),39
1019,Peppermill Dr at Pepper St,39
698,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,39
403,Campus Way North at Collington Campus,39
337,Brightseat Rd at Arena Dr (Largo),38
488,College Park Station,38
490,Columbia Park Rd at 64th Ave,38
351,Brightseat Rd at McCLain Ave,38
415,Campus Way South at Prince Place,38
364,Brinkley Rd at Glen Oak Dr,38
1203,Southern Maryland Hospital (Hidden Arrival),38
1318,Walker Mill Rd at Weber Dr,38
1223,St Barnabas Rd at Opp. Gateway Square Apts,38
217,Apollo Dr at Mercantile Ln,37
1017,Peppermill Dr at Central Ave,37
823,MLK Jr Hwy at Ryderwood Court,37
670,Harry S Truman Dr at New Orchard Dr,37
1307,Village Green Dr at Sheriff Rd,37
641,Hamilton St at 31st Ave - in,37
1151,Saint Barnabas Rd at Caryhurst Dr,37
560,East-West Hwy at Toledo Terr,37
178,Ager Rd at Nicholson,37
32,28th Ave at Kenton Pl,36
23,23rd Ave at Fordham St,36
357,Brinkley Rd at Anderson Dr,36
309,Bock Rd at Technology Recreation Complex,36
308,Bock Rd at Sourwood Ln,36
863,Melwood Training Center,36
1052,Ray Rd at Balfour Dr,36
616,Greenbelt Rd at Greenbelt Park Entrance,36
901,Old Alexandria Ferry Rd at Malcom Rd,36
1155,Sheriff Rd at Belle Haven Dr,36
246,Auth Rd at Gloria Dr,36
175,Ager Rd at 29th Ave,36
813,MLK Jr Hwy at Booker Dr,35
96,5600 54th Ave,35
1295,Upshur St at 30th St,35
827,Madison St at Madison Ct,35
1196,Southern Ave at Robert Yedell Tower,35
341,Brightseat Rd at Continental Pl,35
771,Largo Dr at Kirkham Ln,35
1185,Southern Ave at B St SE,35
454,Chatsfield Way at Reading Ter,35
1226,St Barnabas Rd at Wheeler Rd,35
171,Addison Rd at Wilburn Dr,35
637,Greenway Center (PM Southbound),35
971,Oxon Hill Fringe Parking Lot at Bus Bay F,34
1325,Willow Hill Dr at Stevenson Ln,34
1314,Walker Mill Rd at Brooksquare Dr,34
578,Fisher Rd at Fisher Dr,34
750,Lamont Dr at Larchwood St,34
1329,Woodyard Rd at Autumn Way,34
1082,Ritchie Rd at Edgeworth Dr,34
88,442 Harry S Truman Dr,34
372,Brinkley Rd at Mark Dr,34
1169,Sheriff Rd at Village Green Dr,34
878,Nalley Rd at Green Willow Ct,34
1294,Upshur St at 28th St,34
906,Old Branch Ave at 6811 Old Branch Ave,33
1126,Rollins Av at Modupeola Way,33
1083,Ritchie Rd at Farrs Ln,33
862,McCormick Dr at UMUC,33
932,Old Marlboro Pike at SHA Facility,33
1164,Sheriff Rd at Glen Willow Dr - South Side,33
0,10053 Campus Way South,33
348,Brightseat Rd at MD 202,33
118,8401 Corporate Dr,33
689,Hillside Rd at Crescent Rd,33
318,Brandywine Rd at Horshoe Rd,33
3,10233 Campus Way South,33
303,Bock Rd at Belfast Dr,33
362,Brinkley Rd at Farmer Dr,33
610,Good Luck Rd at Terra Alta Dr,33
713,Indian Head Highway at Tecumseh Dr,33
660,Hanover Pkwy at Megan Ln,33
685,Hill Rd at Mountain View Way,33
360,Brinkley Rd at Bushey Dr,32
796,Lords Landing Rd at Brown Station Rd,32
242,Auth Rd at Braymer Ave,32
61,38th St at Utah Ave,32
315,Brandywine Rd at Clinton Manor Dr,32
161,Addison Rd at Crown St,32
677,Highmount Ln at Brooke Rd,32
805,Lottsford Rd at McCormick Dr,32
1262,Temple Hill Rd at Cedell Pl,32
1172,Silver Hill Rd at Metro Dr,32
1143,SOUTHERN AVENUE & WHEELER ROAD PM FS,32
1000,PALMER ROAD & POTOMAC HEIGHTS DRIVE,32
1010,Paint Branch Parkway at Baltimore Ave,31
761,Landover Rd at 58th Pl,31
1081,Ritchie Rd at Dennis Ct,31
937,Old Pike Way at 5620 Old Pike Way,30
995,PALMER ROAD & DELLA LANE,30
229,Arundel Rd at 25th Ave,30
449,Central Ave at Ventura Ave,30
595,Garrett A. Morgan Blvd at Rear Morgan Blvd Station Walkway,30
598,Goddard Space Flight Center Main Gate (PM Southbound),30
1116,Riverdale Rd at Eastpine Dr,30
686,Hill Rd at Willow Hill Dr,30
181,Ager Rd at Peabody St,30
40,3119 75th Ave (Overland Gardens),30
233,Ashwood Dr at Ritche Rd,30
106,6801 Woodside Village Apts,29
880,Nalley Rd at Michele Ct,29
493,Columbia Park Rd at Cabin Branch Dr,29
195,Allentown Rd at Opp. Leon St,29
1069,Rhode Island Ave at Shepherd St,29
2,10147 Campus Way South,29
639,Halloway South at Village Dr West,29
957,Ora Glen Dr at Mandan Rd,29
316,Brandywine Rd at Clinton Way,29
592,Garrett A. Morgan Blvd at Gibbs Way,28
748,Lamont Dr at Fairbanks St,28
790,Largo Rd at Watkins Park Dr,28
1063,Rhode Island Ave at 43rd Ave,28
589,Gallatin St at 43rd Ave,28
954,Opp. 8214 Sheriff Rd,28
781,Largo Rd at Kent Dr,28
1068,Rhode Island Ave at Gallatin St,28
55,38th St at Jackson Ave,28
959,Owens Rd at Barnaby Run Dr,27
911,Old Branch Ave at Kirby Ln,27
853,Matapeake Business Dr at Target Store (Hidden Arrival),27
139,ALLENTOWN ROAD & PATS LANE,27
499,Columbia Park Rd at Oregon Ave,27
933,Old Marlboro Pike at Spring Dr,27
856,McConnell Dr at Village Dr West,27
86,42nd Ave at Queensbury Rd,27
765,Landover Rd at Firehouse Rd,27
1018,Peppermill Dr at Hastings Dr,27
396,CAMPUS WAY NORTH AT HILLANDALE WAY,27
706,Indian Head Highway (MD RTE. 210) at Livingston Rd,27
48,34th St at Bunker Hill Rd,27
425,Capitol Heights Blvd at Heath St,27
567,Equestrian Center Lot 1 (Hidden Arrival,26
934,Old Marlboro Pike at Starting Gate Dr,26
1258,Temple Hill Rd at 9425 Oahu St,26
125,9654 Lottsford Road,26
847,Marlboro Pike at US Rte 301,26
1,10100 Campus Way S,26
1221,St Barnabas Rd at Kernal Ln,26
1060,Rhode Island Ave at 41st Pl,26
452,Centre Pointe Office Park,26
202,Allentown Rd at Westchester Dr,26
59,38th St at Taylor St,26
961,Owens Rd at Iverson St,26
399,Cabin Branch Dr at Whole Foods Entrance,26
245,Auth Rd at Dublin Dr,26
1048,Rainier Ave at Upshur St,26
176,Ager Rd at Kirkwood Place,26
635,Greenway Center (AM Southbound),25
1241,Suitland Rd at Opp. Suitland Federal Center Gate 3,25
626,Greenbrook Dr at Chartwell Pl,25
1146,SOUTHERN AVENUE at UNITED MEDICAL CENTER,25
1300,Village Dr West at Bishopmill Dr,25
865,Merchantile Ln at Technology Way,25
1028,Pontiac St at Cunningham Dr,25
1170,Sheriff Rd at William Paca School,24
918,Old Marlboro Pike at Atherstone Terrace,24
128,ALLENTOWN ROAD & BURGESS LANE,24
1114,Riverdale Rd at 67th Pl,24
147,ALLENTOWN ROAD & VERNON DRIVE,24
928,Old Marlboro Pike at Old Mill Rd,24
808,Lottsford at McCormick Dr,24
778,Largo Rd at Eton Dr,24
916,Old Landover Rd at Landover Rd,24
458,Cherrywood Ln at Ivy Ln,23
1168,Sheriff Rd at Opp. William Paca School,23
301,Bladensburg Rd at 43rd Ave,23
507,Council Dr at Kipling Pkwy,23
1042,Queensbury Rd at 42nd Pl,23
861,McCormick Dr at Peppercorn Pl,23
21,23rd Ave at Chapman Rd,23
144,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,23
518,Crescent Rd at 58 Court,23
731,Kanawha St at 14th Ave,22
1193,Southern Ave at H St,22
1335,Woodyard Rd at Tanglewood Center,22
1038,Queens Chapel Road at Queensbury Rd,22
1037,Queens Chapel Rd at Oliver St,22
587,Ft Washington Rd at Indian Head Hwy,22
177,Ager Rd at Lancer Dr,22
1073,Rhode Island Avenue at Opp 37th Pl,22
1061,Rhode Island Ave at 41st Place,22
302,Bock Rd at 6801 Woodside Village Apts,22
62,38th St at Volta Ave,22
692,Hillside Rd at Northway,22
436,Central Ave at Cabin Branch Rd,21
1046,Rainier Ave at 34th St,21
693,Hillside Rd at Research Rd,21
953,Opp. 8100 Professional Pl,21
221,Ardwick-Ardmore Rd at Preston St,21
408,Campus Way S at Prince Place (W),21
908,Old Branch Ave at Allentown Way - Arrival,21
472,Chillum Rd at 18th Ave,21
163,Addison Rd at Eads St,21
764,Landover Rd at Arena Dr,21
440,Central Ave at Hampton Park Blvd,21
332,Brightseat Rd at 901 Brightseat Rd,21
1174,Silver Hill Rd at Penn Station,21
1022,Piscataway Rd at Gwynndale Dr,20
1071,Rhode Island Ave at Wallace Rd,20
665,Hanover Pkwy at Spring Manor Dr,20
1312,Walker Mill Dr at Solid Rock Full Gospel Baptist Church,20
319,Brandywine Rd at Lytton Ave,20
340,Brightseat Rd at Bishop Peebles Dr (Largo),20
845,Marlboro Pike at Opus Ave,20
402,Campus Drive at Baltimore Ave,20
339,Brightseat Rd at Bishop Peebles Dr (Campus Way),20
1292,University Blvd at Phelps Rd,20
234,Ashwood Dr at Ritchie Rd,20
1205,Southway at 10 Court,20
882,Nalley Rd at Nalley Ter,20
1148,Saint Barnabas Rd at Barrowfield Ct,20
14,1515 Rollins Ave,19
726,John Rogers Blvd at Farnsworth Ln,19
497,Columbia Park Rd at Opp. ABC Supply Co,19
891,Nova Ave at Doppler St,19
1289,US Rte 301 at Marlboro Pike,19
1235,Suffolk Ave at Bend St,19
39,28th Pl at Upshur St,19
590,Gallatin St at Church Pl,19
143,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,19
586,Fort Washington Rd at Indian Head Highway,19
581,Fisher Rd at Holton Ln,19
371,Brinkley Rd at Lujean Ln,19
594,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,19
1138,SOUTHERN AVENUE & E. MEADOW COURT,19
265,Baltimore Ave at Indian Ln,19
251,Baltimore Ave at Amherst Rd,19
249,Auth Rd at Oakland Way,19
41,3133 Pennsy Dr,18
109,800 Ritchie Rd,18
293,Benning Rd at Abel Ave,18
424,Capitol Heights Blvd at Gunther St,18
634,Greenway Center (AM Northbound),18
327,Brandywine Road at Dennison Drive,18
1231,Stuart Ln at Surrats Rd,18
134,ALLENTOWN ROAD & KAREN ANNE DRIVE,18
671,Harry S Truman Dr at Woodlawn Blvd,18
90,508 Suffolk Ave,18
1225,St Barnabas Rd at Temple Hill Rd,18
630,Greenhill Rd at Crescent Rd,18
1285,Toldeo Rd at Belcrest Rd,17
382,Brinkley Rd at Summer Hill Rd,17
839,Marlboro Pike at Jansen Ave,17
830,Mandan Rd at 7648 Mandan Rd,17
859,McCormick Dr at Lottsford Rd,17
124,9400 Peppercorn Pl,17
262,Baltimore Ave at Harrison Ave,17
572,Farragut St and 42nd Pl,17
791,Largo Rd at West Kettering Dr,17
921,Old Marlboro Pike at Derby Manor Ln,17
11,1441 McCormick Dr,17
625,Greenbelt Station Parkway at Streambank Lane,17
1157,Sheriff Rd at Countrywood Ct,17
785,Largo Rd at Mount Lubentia Way,17
467,Cheverly Ave at Kilmer St,17
779,Largo Rd at Hancock Dr,17
1206,Southway at 11 Court,17
552,East Capitol St at Maryland Park Dr,17
787,Largo Rd at Riverdale Bapt School,17
326,Brandywine Road at Brooke Jane Drive,16
504,Council Dr at Elmhurst St,16
1065,Rhode Island Ave at Charles Armentrout Way,16
533,Dille Dr at Correctional Center,16
228,Arena Dr at Shoppers Way (Largo),16
9,1400 Merchantile Ln,16
745,LOTTSFORD RD AT MCCORMICK DRIVE,16
224,Ardwick-Ardmore Rd at UPS Customer Center,16
935,Old Marlboro Pike at Weldon Manor Ln,16
145,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,16
687,Hilll Dr at Mountain View,16
374,Brinkley Rd at Morton Pl,15
429,Cedar Heights Dr at Jefferson Heights Dr,15
1109,Riverdale Rd at 61st Pl,15
1107,Riverdale Rd at 5800 Block,15
709,Indian Head Highway (MD. RTE. 210) at Talbert Drive,15
564,Elm St at Governor Oden Bowie Dr,15
768,Landover Rd at Pinebrook Rd,15
76,4211 Suitland Rd (Opposite),15
1013,Pennsylvania Ave at Old Marlboro Pl,14
475,Chillum Rd at 21st Pl - in,14
728,John Rogers Blvd at Lord's Landing Rd,14
78,42nd At Jefferson St,14
599,Goddard Space Flight Center Main Gate (Southbound),14
929,Old Marlboro Pike at Peerless Ave,14
333,Brightseat Rd at Amador Dr,14
573,Farragut St at Rhode Island Ave,14
632,Greenhill Rd at Orange Ct,14
352,Brightseat Rd at McLain Avenue,14
629,Greenbrook Dr at Sunset Pl,14
1047,Rainier Ave at Taylor St,14
222,Ardwick-Ardmore Rd at UPS Building #8325,14
600,Goddard Space Flight Center Visitors Center (Northbound),13
226,Arena Dr at Captial Center Blvd,13
792,Largo Rd at White House Rd,13
155,Access rd at West Court Dr,13
676,Hastings Dr at Yorknolls Dr,13
346,Brightseat Rd at Glenarden Pkwy,13
528,Cypresstree Dr at Lee Pl,13
1181,Southern Ave Station Bay E - Arrival,13
800,Lottsford Rd at 8951 Lottsford Rd,13
1110,Riverdale Rd at 62nd Pl,13
506,Council Dr at Gateway Blvd,13
817,MLK Jr Hwy at Columbia Ave,13
939,Old Silver Hill Rd at Addison Ave,13
422,Capitol Heights Blvd at Central Ave,12
923,Old Marlboro Pike at Mapleshade Ln,12
920,Old Marlboro Pike at Charles Mill Blvd,12
524,Cypress Tree Dr at Juniper Tree Ln,12
894,OLD BRANCH AVENUE at ALLENTOWN WAY,12
460,Cheverly Ave at Arbor St,12
272,Baltimore Ave at Queens Chapel Rd,12
131,ALLENTOWN ROAD & DODGE LANE,12
1011,Pennsy Dr at 75th Ave,12
948,Opp. 1300 McCormick Dr,12
695,Hubbard Rd at Dodge Park Rd,12
952,Opp. 8030 Sheriff Rd,12
966,Owens Rd at Weaver Ter,12
80,42nd Ave and Queensbury Rd,12
673,Hastings Dr at Hill Rd,12
699,INDIAN HEAD HIGHWAY & OXON FARM RD,12
892,Nova Ave at Marlboro Pike,11
806,Lottsford Rd at Tulip Tree Dr,11
1134,SOUTHERN AVENUE & 9TH STREET SE,11
1136,SOUTHERN AVENUE & BONINI ROAD,11
141,ALLENTOWN ROAD & PLEASANT HILL DRIVE,11
679,Highview Pl at Hanbury Ct,11
776,Largo Rd at Chirstian Academy,11
187,Allentown Rd at Brinkley Rd (Family Services),11
834,Mandan Rd at Mandan Rd Ct,11
521,Crescent Rd at Parkway,11
291,Belle Haven Dr at Village Green Dr,11
110,8100 Professional Pl,10
400,Calvert Park Apartments,10
1245,Suitland Rd at Towne Park Rd,10
797,Lords Landing Rd at John Rogers Blvd,10
795,Livingston Rd at Fort Alamo Pl,10
129,ALLENTOWN ROAD & COMET DRIVE,10
700,INDIAN HEAD HIGHWAY & SENECA DRIVE,10
468,Cheverly Ave at Lombard St,10
958,Ora Glen Dr at Morrison Dr,10
241,Auth Rd at 5812 Dublin Dr,10
1171,Sheriff Rd at Willowood Ct,10
983,Oxon Hill Rd at Kerby Pkwy,10
588,Gallatin St at 42rd Ave,10
1159,Sheriff Rd at Cypresstree Dr,10
997,PALMER ROAD & FRAN DEL DRIVE,10
612,Governor Oden Bowie Dr at Elm St,10
1008,PGCC Perimeter Rd at R.I. Brickford Building,10
295,Benning Rd at Southern Ave,10
520,Crescent Rd at Lastner Ln,10
1154,Sheriff Rd at 1700 Dutch Village Dr,9
1141,SOUTHERN AVENUE & ROBERT YELDELL TOWER,9
1257,Taylor Rd at Riverdale Rd,9
290,Belle Haven Dr at Nalley Rd,9
386,Brooke Rd at Highmount Ln,9
1247,TUCKER RD & ALLENTOWN RD,9
320,Brandywine Rd at Lytton Ave.,9
1254,TUCKER ROAD & ROSE MARIE DRIVE,9
387,Brooke Rd at Highview Pl,9
43,3300 75th Ave,9
464,Cheverly Ave at Euclid St,9
526,Cypress Tree Dr at Lee Pl,9
1039,Queensbury Rd and 39th Pl,9
603,Good Luck Rd at Crest Park Dr,9
609,Good Luck Rd at Sora Ln,9
1306,Village Green Dr at Belle Haven Dr,9
675,Hastings Dr at Valley Park Rd,9
1135,SOUTHERN AVENUE & BARNABY ROAD,9
688,Hillside Rd at 19 Court,9
79,42nd Ave and Oliver St,9
955,Opp. 8951 Lottsford Rd,9
517,Crescent Cities Center,9
430,Cedar Heights Dr at K St,9
774,Largo Rd at Brock Rd,9
419,Capitol Heights Blvd at 734 Capitol Heights Blvd,9
1124,Riverdale Road and Opp. Calvert Park Apartments,9
786,Largo Rd at Opp. Town Farm Rd,9
946,Opp Truman Manor Entrance,8
1323,Willow Hill Dr at Hill Rd,8
197,Allentown Rd at Robin Ln,8
682,Highview Pl at Sunbury Ct,8
886,New Carrollton Station (Arrival),8
622,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),8
591,Garrett A Morgan Blvd at Ridgefield Blvd,8
780,Largo Rd at Homestead Dr,8
551,East Capital Street at Old Central Ave,8
6,11711 Livingston Rd at Fort Washington Medical Center,8
237,Auburn Ave at 3rd St,8
250,Auth Rd at Procopio Dr,8
338,Brightseat Rd at Bishop Peebles Dr,8
1101,River Rd at Rivertech Ct,8
434,Central Ave at Bayou Ave,8
92,5210 St Barnabas Rd,8
418,Capitol Heights Blvd at 733 Capitol Heights Blvd,8
426,Capitol Heights Blvd at Ute Way,8
474,Chillum Rd at 21st Pl,8
108,7711 Old Alexandria Ferry Rd,8
684,Hill Dr at Mountain View Way,7
142,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,7
735,Kenilworth Ave at Tennyson St,7
133,ALLENTOWN ROAD & JOCELLE COURT,7
703,INDIAN HEAD HIGHWAY & TECUMSEH DR,7
231,Arundel Rd at 34th Ave,7
799,Lords Landing Rd at Lord Sterling Pl,7
936,Old Marlboro at Mount Airy Ln,7
532,Dille Dr at Brown Station Rd,7
841,Marlboro Pike at Larchmont Ave,7
1167,Sheriff Rd at Opp. Giant Food Landover Distr. Center,7
947,Opp. 10701 Livingston Rd at Harmony Hall,7
432,Cedar Heights at Lee Pl,6
945,Opp 3300 Pennsy Dr,6
734,Kenilworth Ave at Sarvis Ave,6
727,John Rogers Blvd at Governor's Grove,6
1324,Willow Hill Dr at Nalley Rd,6
723,John Rogers Blvd at Captain Duval Dr,6
965,Owens Rd at Owens Rd Elementary Ent,6
1150,Saint Barnabas Rd at Bock Rd,6
683,Hill Dr at Mountain View,6
605,Good Luck Rd at Kenilworth Ave,6
331,Brightseat Rd at 1000 Jericho City Drive,6
1336,cps_t8_n,6
1043,Queensbury Rd at 44th Ave,6
1249,TUCKER ROAD & BOCK ROAD,6
148,ALLENTOWN ROAD & WALDRAN DRIVE,6
392,Brown Station Rd at Dille Dr,6
1104,Riverdale Rd at 49th Ave,6
127,ALLENTOWN ROAD & BRINKLEY ROAD,6
1117,Riverdale Rd at Fernwood Terrance,6
982,Oxon Hill Rd at Jollyn Rd,6
1100,River Rd at Kenilworth Ave,6
150,ALLENTOWN ROAD & WESTCHESTER COURT,5
917,Old Marlboro Pike  at Peerless Ave,5
1236,Suffolk Ave at Central Ave,5
896,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,5
719,Jericho City Dr at Brightseat Rd.,5
767,Landover Rd at Lake Arbor Way,5
8,1400 McCormick Dr,5
491,Columbia Park Rd at ABC Supply Co.,5
450,Central Ave at Xenia Ave,5
1305,Village Dr West at McConnell Dr,5
527,Cypress Tree Drive at Juniper Tree Lane,5
45,3321 75th Ave,5
702,INDIAN HEAD HIGHWAY & TALBERT STREET,5
447,Central Ave at Tunic Ave,5
461,Cheverly Ave at Belleview Ave,5
1111,Riverdale Rd at 63rd Ave,5
631,Greenhill Rd at Greenway Pl,5
306,Bock Rd at Opp. Belfast Drive,5
783,Largo Rd at Kirkland Ln,4
398,Cabin Branch Dr at Opp. Whole Foods Entrance,4
596,Garrett A. Morgan Blvd at SGT. Hartman Ln,4
798,Lords Landing Rd at Lord Fairfax Pl,4
1033,Queen Chapel Rd at Queensbury Rd,4
1251,TUCKER ROAD & PALMER ROAD,4
1252,TUCKER ROAD & RIDGEVALE AVENUE,4
121,8951 Lottsford Rd,4
1218,St Barnabas Rd at Frazier Dr,4
991,Oxon Hill Rd at Tanger Outlet,4
137,ALLENTOWN ROAD & OLD BRANCH AVENUE,4
1316,Walker Mill Rd at Rollins Ave,4
890,Nova Ave at Central Ave,4
1156,Sheriff Rd at Cedar Heights Communnity Center,4
899,Old Alexandria Ferry Rd at Highland Meadows Dr,4
690,Hillside Rd at Hillside Court #6,4
183,Ager Road at Roanoke St,4
729,John Rogers Blvd at Old Marlboro Pike,4
356,Brightseat Rd at Sterling St,4
227,Arena Dr at Shoppers Way (Campus Way),4
29,2810 TUCKER ROAD,4
772,Largo Rd  at Water Foul Way,4
1273,Temple Hill Rd at Opp. Temple Hill Community Center,3
10,1405 Rollins Ave,3
89,503 Capitol Heights Blvd,3
1337,cps_t8_s,3
441,Central Ave at Maryland Park Dr,3
1209,Southway at Ridge Rd,3
1015,Pennsylvania Ave at Suitland Pkwy,3
601,Goddard Space Flight Center Visitors Center (Southbound),3
987,Oxon Hill Rd at Oxon Hill Manor,3
766,Landover Rd at Kent Town Place,3
433,Central Ave at Balboa Ave,3
992,Oxon Hill Rd at Tor Bryan Rd,3
335,Brightseat Rd at Arena Dr,3
236,Auburn Ave at 2nd St,3
716,Jefferson St at Kenilworth Ave,3
1207,Southway at 7 Court,3
972,Oxon Hill Rd OXON HILL FRINGE at Oxon Rd (arrival) (Arrival),3
1210,Springhill Dr at 6027 Springhill Dr,3
927,Old Marlboro Pike at Mount Airy Ln,3
717,Jericho City Dr at 8500 Jericho City Dr,3
809,MERCANTILE LN AT TECHNOLOGY WAY,3
722,John Rogers Blvd at Ascott Dr,3
153,ALLENTOWN WAY & 5846 ALLENTOWN WAY,3
984,Oxon Hill Rd at Livingston Rd,2
443,Central Ave at Quire Ave,2
448,Central Ave at Vale Pl,2
462,Cheverly Ave at Cheverly Cir,2
904,Old Alexandria Ferry Rd at Poplar Hill Ln,2
718,Jericho City Dr at 8501 Jericho City Drive,2
523,Cypress Tree Dr at Cedar Heights Neighborhood Park,2
1253,TUCKER ROAD & RIDGEVALE ROAD,2
152,ALLENTOWN ROAD at BRINKLEY ROAD,2
65,400 Brightseat Rd,2
