,stop,alightings
1330,Woodyard Rd at Canberra Dr,56
117,8343 Ardwick-Ardmore Rd,56
1262,Temple Hill Rd at Cedell Pl,56
1187,Southern Ave at Bonini Rd,56
1188,Southern Ave at C St,56
297,Bladensburg Rd at 40th Ave,56
35,28th Pkwy at Curtis Dr,56
502,Columbia Park Rd at Stanford Pl,56
265,Baltimore Ave at Indian Ln,55
56,38th St at Parkwood St,55
1241,Suitland Rd at Opp. Suitland Federal Center Gate 3,55
111,8100 Sheriff Rd,55
1027,Pontiac St at 63rd Ave,55
451,Central Ave at Yeoman Pl,54
32,28th Ave at Kenton Pl,54
941,Old Silver Hill Rd at Parkland Ct (E),54
103,60th Ave at Quebec St,54
7,1301 McCormick Dr,54
764,Landover Rd at Arena Dr,54
691,Hillside Rd at Laurel Hill Rd,54
1170,Sheriff Rd at William Paca School,54
180,Ager Rd at Oglethorpe St,54
160,Addison Rd at Baltic St,53
581,Fisher Rd at Holton Ln,53
782,Largo Rd at Kettering Dr,53
574,Fieldstone Way,53
266,Baltimore Ave at Jefferson St,53
360,Brinkley Rd at Bushey Dr,53
221,Ardwick-Ardmore Rd at Preston St,53
720,Jericho Residences,53
490,Columbia Park Rd at 64th Ave,53
1219,St Barnabas Rd at Frazier Ter,53
106,6801 Woodside Village Apts,52
815,MLK Jr Hwy at Carrington Ave,52
1000,PALMER ROAD & POTOMAC HEIGHTS DRIVE,52
270,Baltimore Ave at Metzerott Rd,52
592,Garrett A. Morgan Blvd at Gibbs Way,52
783,Largo Rd at Kirkland Ln,51
1208,Southway at Crescent Rd,51
1295,Upshur St at 30th St,51
1151,Saint Barnabas Rd at Caryhurst Dr,51
149,ALLENTOWN ROAD & WEBSTER LANE,51
280,Baltimore Ave at Underwood St,51
503,Columbia Park Rd at Virginia Ave,51
341,Brightseat Rd at Continental Pl,50
765,Landover Rd at Firehouse Rd,50
23,23rd Ave at Fordham St,50
812,MLK Jr Hwy at Addison Rd,50
377,Brinkley Rd at Roberts Dr,50
1038,Queens Chapel Road at Queensbury Rd,50
924,Old Marlboro Pike at Marlborough Dr,50
963,Owens Rd at Martin Dr,50
274,Baltimore Ave at Regents Dr,50
876,Nalley Rd at Crane Pl,49
1186,Southern Ave at Barnaby Road,49
78,42nd At Jefferson St,49
827,Madison St at Madison Ct,49
668,Harry S Truman Dr at Campus Way S,49
820,MLK Jr Hwy at Greig St,49
174,Ager Rd at 23rd Ave,48
164,Addison Rd at Ernie Banks St,48
534,District Heights Municipal Bldg,48
36,28th Pkwy at Duggan St,48
9,1400 Merchantile Ln,48
823,MLK Jr Hwy at Ryderwood Court,48
322,Brandywine Rd at Woodyard Rd,48
1160,Sheriff Rd at Dutch Village Dr,48
1023,Piscataway Rd at Hardesty Dr,48
210,Annapolis Rd at 54th St,48
1195,Southern Ave at Owens Rd,48
1261,Temple Hill Rd at Cardwell Dr,48
620,Greenbelt Rd at Walker Dr,47
321,Brandywine Rd at Old Marbury Rd,47
985,Oxon Hill Rd at Opposite Clipper Way (6383),47
1064,Rhode Island Ave at Bunker Hill Rd,47
1317,Walker Mill Rd at Tanow Pl,47
1128,Rollins Ave at District Ave,46
407,Campus Way S at PGCC Entrance,46
825,MLK Jr Hwy at Southland Dr,46
1024,Piscataway Rd at Old Branch Ave,46
831,Mandan Rd at Canning Terr,46
658,Hanover Pkwy at Hunting Ridge Club Apts,46
1072,Rhode Island Ave at Webster St,45
1264,Temple Hill Rd at Fisher Rd,45
577,Fisher Rd at Damian Dr,45
556,East Swan Creek at Olde Fort Village Shopping Center,45
465,Cheverly Ave at Forest Rd,45
636,Greenway Center (PM Northbound),44
380,Brinkley Rd at Saint Ignatius Dr,44
279,Baltimore Ave at Tuckerman St,44
961,Owens Rd at Iverson St,44
995,PALMER ROAD & DELLA LANE,44
1299,Valley Trail Ln at Romford Dr,44
661,Hanover Pkwy at Opp. Hunting Ridge Club Apts,44
18,23rd Ave at  Beechwood Rd,43
1019,Peppermill Dr at Pepper St,43
912,Old Branch Ave at Opp. 6811 Old Branch Ave,43
552,East Capitol St at Maryland Park Dr,43
147,ALLENTOWN ROAD & VERNON DRIVE,43
349,Brightseat Rd at Maple Ridge Apts #1,43
1148,Saint Barnabas Rd at Barrowfield Ct,43
352,Brightseat Rd at McLain Avenue,42
466,Cheverly Ave at Inwood St,42
208,Annapolis Rd at 53rd St,42
944,Opp 3133 Pennsy Dr,42
814,MLK Jr Hwy at Cabin Branch Dr,42
482,Clairfield Lane - Arrival,42
1238,Suitland Metrorail Station Bay D,42
1016,Peppermill Dr at Canyon Dr,41
1331,Woodyard Rd at Marlboro Pike,41
171,Addison Rd at Wilburn Dr,41
452,Centre Pointe Office Park,41
1300,Village Dr West at Bishopmill Dr,41
455,Chatsfield Way at Tweed Way,41
1033,Queen Chapel Rd at Queensbury Rd,41
476,Chillum Rd at Buchanan St,41
950,Opp. 4174 Whitehall Square Apts,41
467,Cheverly Ave at Kilmer St,40
677,Highmount Ln at Brooke Rd,40
635,Greenway Center (AM Southbound),40
767,Landover Rd at Lake Arbor Way,40
610,Good Luck Rd at Terra Alta Dr,40
1131,Rollins Ave at Upcot Ct,39
403,Campus Way North at Collington Campus,39
893,OLD BRANCH AVENUE & ALLENTOWN WAY,39
1122,Riverdale Rd at Tanglewood Dr,39
46,3404 Dodge Park Rd,39
172,Addison Rd at Wilburn St,39
412,Campus Way South at Harry S Truman Dr,39
729,John Rogers Blvd at Old Marlboro Pike,39
680,Highview Pl at Keyworth Ct,39
1133,SOUTHERN AVENUE & 6TH STREET SE,39
442,Central Ave at Norair Ave,39
1318,Walker Mill Rd at Weber Dr,39
731,Kanawha St at 14th Ave,38
946,Opp Truman Manor Entrance,38
245,Auth Rd at Dublin Dr,38
928,Old Marlboro Pike at Old Mill Rd,38
1199,Southern Ave at United Medical Center,38
53,38th St at Gaines Pl,38
225,Ardwick-Ardmore Rd at West St,37
612,Governor Oden Bowie Dr at Elm St,37
937,Old Pike Way at 5620 Old Pike Way,37
738,Kipling Pkwy at Glendora Dr,37
176,Ager Rd at Kirkwood Place,37
1275,Temple Hill Rd at Plata St,37
505,Council Dr at Foster St,37
1143,SOUTHERN AVENUE & WHEELER ROAD PM FS,37
892,Nova Ave at Marlboro Pike,36
283,Baltimore Avenue at Fox Street,36
867,Merrimac St at New Hampshire Ave Service Rd,36
199,Allentown Rd at Waldran Ave,36
304,Bock Rd at Belfast Drive,36
179,Ager Rd at Nicholson St,36
21,23rd Ave at Chapman Rd,36
409,Campus Way S at Treetop Condo,36
370,Brinkley Rd at Larwin Dr,35
254,Baltimore Ave at Campus Dr,35
348,Brightseat Rd at MD 202,35
1111,Riverdale Rd at 63rd Ave,35
8,1400 McCormick Dr,35
957,Ora Glen Dr at Mandan Rd,35
1048,Rainier Ave at Upshur St,35
444,Central Ave at Ritchie Rd,35
110,8100 Professional Pl,34
346,Brightseat Rd at Glenarden Pkwy,34
1258,Temple Hill Rd at 9425 Oahu St,34
863,Melwood Training Center,34
959,Owens Rd at Barnaby Run Dr,34
964,Owens Rd at Norlinda Ave,34
233,Ashwood Dr at Ritche Rd,34
1185,Southern Ave at B St SE,34
748,Lamont Dr at Fairbanks St,34
930,Old Marlboro Pike at Ritchie-Marlboro Rd,33
178,Ager Rd at Nicholson,33
544,Donnell Dr at 2900 Donnell Dr,33
673,Hastings Dr at Hill Rd,33
406,Campus Way North at Tulip Tree Dr,33
38,28th Pl at Russell Ave,33
762,Landover Rd at 75th Ave,33
607,Good Luck Rd at Parkdale HS,33
1206,Southway at 11 Court,33
850,Marlboro Pike at Whitney Pl,33
1141,SOUTHERN AVENUE & ROBERT YELDELL TOWER,33
336,Brightseat Rd at Arena Dr (Campus Way),32
878,Nalley Rd at Green Willow Ct,32
759,Landover Rd at 57th Ave,32
594,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,32
778,Largo Rd at Eton Dr,32
1269,Temple Hill Rd at Lambert Dr,32
700,INDIAN HEAD HIGHWAY & SENECA DRIVE,32
521,Crescent Rd at Parkway,32
244,Auth Rd at Clacton Ave,32
81,42nd Ave at Jefferson St,32
1273,Temple Hill Rd at Opp. Temple Hill Community Center,32
295,Benning Rd at Southern Ave,32
1194,Southern Ave at Opp. Robert Yedell Towers,32
1335,Woodyard Rd at Tanglewood Center,31
317,Brandywine Rd at Cork Tree Way,31
2,10147 Campus Way South,31
355,Brightseat Rd at Social Services Bldg.,31
98,5805 Queens Chapel Rd,31
781,Largo Rd at Kent Dr,31
1105,Riverdale Rd at 54th Ave,31
709,Indian Head Highway (MD. RTE. 210) at Talbert Drive,31
396,CAMPUS WAY NORTH AT HILLANDALE WAY,31
860,McCormick Dr at Opp. UMUC Building,30
598,Goddard Space Flight Center Main Gate (PM Southbound),30
866,Merrimac St at 14th Ave,30
301,Bladensburg Rd at 43rd Ave,30
1015,Pennsylvania Ave at Suitland Pkwy,30
302,Bock Rd at 6801 Woodside Village Apts,30
1142,SOUTHERN AVENUE & WHEELER ROAD AM NS,30
627,Greenbrook Dr at Hanover Pkwy,30
1305,Village Dr West at McConnell Dr,30
230,Arundel Rd at 29th St,30
1217,St Barnabas Rd at Deer Park Dr,30
324,Brandywine Road @ Northgate Parkway,29
459,Cherrywood Ln at Springhill Drive,29
808,Lottsford at McCormick Dr,29
145,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,29
900,Old Alexandria Ferry Rd at Malcolm Rd,29
801,Lottsford Rd at Grand Blvd,29
1196,Southern Ave at Robert Yedell Tower,29
1008,PGCC Perimeter Rd at R.I. Brickford Building,29
1041,Queensbury Rd at 41st Ave,29
231,Arundel Rd at 34th Ave,29
591,Garrett A Morgan Blvd at Ridgefield Blvd,29
11,1441 McCormick Dr,28
497,Columbia Park Rd at Opp. ABC Supply Co,28
773,Largo Rd at Black Swan Dr,28
453,Chatsfield Way at Palmerton Ter,28
1312,Walker Mill Dr at Solid Rock Full Gospel Baptist Church,28
1230,Stuart Lane at Surratts Road,28
877,Nalley Rd at East Nalley Rd,28
124,9400 Peppercorn Pl,28
1292,University Blvd at Phelps Rd,28
344,Brightseat Rd at Glen Valley Dr,28
114,8300 Corporate Dr,28
374,Brinkley Rd at Morton Pl,27
1297,Valley Trail Ln at Bain Dr 2,27
240,Auth Rd at #6208-6220,27
1222,St Barnabas Rd at Lime St,27
303,Bock Rd at Belfast Dr,27
1171,Sheriff Rd at Willowood Ct,27
1060,Rhode Island Ave at 41st Pl,27
219,Ardwick-Ardmore Rd at Extra Space Storage,27
181,Ager Rd at Peabody St,27
1081,Ritchie Rd at Dennis Ct,27
121,8951 Lottsford Rd,27
395,CAMPUS WAY NORTH AT BYWARD BLVD,26
567,Equestrian Center Lot 1 (Hidden Arrival,26
832,Mandan Rd at Greenbelt Rd,26
161,Addison Rd at Crown St,26
281,Baltimore Ave at University Blvd,26
92,5210 St Barnabas Rd,26
372,Brinkley Rd at Mark Dr,26
429,Cedar Heights Dr at Jefferson Heights Dr,26
861,McCormick Dr at Peppercorn Pl,26
456,Cherrywood Ln at Greenbelt Federal Courthouse,25
1289,US Rte 301 at Marlboro Pike,25
678,Highview Pl at Brooke Rd,25
262,Baltimore Ave at Harrison Ave,25
222,Ardwick-Ardmore Rd at UPS Building #8325,25
1044,Queensbury Rd at Baltimore Ave,25
118,8401 Corporate Dr,25
405,Campus Way North at St Joseph's Dr,25
889,New Carrollton Station Bay K,25
315,Brandywine Rd at Clinton Manor Dr,25
1169,Sheriff Rd at Village Green Dr,24
41,3133 Pennsy Dr,24
932,Old Marlboro Pike at SHA Facility,24
1082,Ritchie Rd at Edgeworth Dr,24
1071,Rhode Island Ave at Wallace Rd,24
105,6625 Bock Rd,24
388,Brooks Dr at Marlboro Pike,24
430,Cedar Heights Dr at K St,24
1121,Riverdale Rd at Opp. Heritage Square Apts,24
305,Bock Rd at National Christian Academy (6700),24
564,Elm St at Governor Oden Bowie Dr,24
997,PALMER ROAD & FRAN DEL DRIVE,24
787,Largo Rd at Riverdale Bapt School,24
966,Owens Rd at Weaver Ter,24
165,Addison Rd at Health Center Ent.,24
1296,Valley Trail Ln at Bain Dr 1,24
272,Baltimore Ave at Queens Chapel Rd,24
1221,St Barnabas Rd at Kernal Ln,23
62,38th St at Volta Ave,23
665,Hanover Pkwy at Spring Manor Dr,23
949,Opp. 4138 Whitehall Square Apts,23
257,Baltimore Ave at East West Hwy,23
1163,Sheriff Rd at Glen Willow Dr,23
1192,Southern Ave at Gunther St,23
695,Hubbard Rd at Dodge Park Rd,23
692,Hillside Rd at Northway,23
126,ALLENTOWN ROAD & ALLENTOWN WAY,23
134,ALLENTOWN ROAD & KAREN ANNE DRIVE,23
888,New Carrollton Station Bay F,23
682,Highview Pl at Sunbury Ct,23
539,District Heights Pkwy at Marbury Dr (E),23
1125,Rochelle Ave at Elmhurst St,23
109,800 Ritchie Rd,22
86,42nd Ave at Queensbury Rd,22
177,Ager Rd at Lancer Dr,22
363,Brinkley Rd at George Washington Dr,22
398,Cabin Branch Dr at Opp. Whole Foods Entrance,22
1127,Rollins Ave at 1506 Rollins Ave,22
1061,Rhode Island Ave at 41st Place,22
934,Old Marlboro Pike at Starting Gate Dr,22
1302,Village Dr West at Eyre Dr South,22
493,Columbia Park Rd at Cabin Branch Dr,22
954,Opp. 8214 Sheriff Rd,22
382,Brinkley Rd at Summer Hill Rd,21
573,Farragut St at Rhode Island Ave,21
468,Cheverly Ave at Lombard St,21
375,Brinkley Rd at Morton Place,21
1156,Sheriff Rd at Cedar Heights Communnity Center,21
247,Auth Rd at Henderson Way,21
600,Goddard Space Flight Center Visitors Center (Northbound),21
251,Baltimore Ave at Amherst Rd,21
839,Marlboro Pike at Jansen Ave,21
333,Brightseat Rd at Amador Dr,21
60,38th St at Upshur St,21
39,28th Pl at Upshur St,21
637,Greenway Center (PM Southbound),21
578,Fisher Rd at Fisher Dr,21
339,Brightseat Rd at Bishop Peebles Dr (Campus Way),21
14,1515 Rollins Ave,20
585,Fort Washington Fringe Lot Bus Bay B,20
1123,Riverdale Rd at Taylor Rd,20
631,Greenhill Rd at Greenway Pl,20
565,Equestrian Center Lot 1,20
59,38th St at Taylor St,20
454,Chatsfield Way at Reading Ter,20
319,Brandywine Rd at Lytton Ave,20
421,Capitol Heights Blvd at Brooke Rd,20
933,Old Marlboro Pike at Spring Dr,20
1308,Volta Ave at 39th Pl,20
689,Hillside Rd at Crescent Rd,20
816,MLK Jr Hwy at Carrington Dr,20
434,Central Ave at Bayou Ave,20
1074,Rhode Island at Wallace Rd Prem #4511,19
660,Hanover Pkwy at Megan Ln,19
628,Greenbrook Dr at Ora Glen Dr,19
572,Farragut St and 42nd Pl,19
408,Campus Way S at Prince Place (W),19
859,McCormick Dr at Lottsford Rd,19
804,Lottsford Rd at Lottsford Rd,19
681,Highview Pl at Onslow Way,19
323,Brandywine Road @ Killarney Street,19
504,Council Dr at Elmhurst St,19
1325,Willow Hill Dr at Stevenson Ln,19
163,Addison Rd at Eads St,19
588,Gallatin St at 42rd Ave,19
1257,Taylor Rd at Riverdale Rd,19
918,Old Marlboro Pike at Atherstone Terrace,19
1042,Queensbury Rd at 42nd Pl,19
570,Fairlawn St at 28th Pkwy,19
1136,SOUTHERN AVENUE & BONINI ROAD,18
1017,Peppermill Dr at Central Ave,18
687,Hilll Dr at Mountain View,18
1201,Southern Ave opposite B St SE,18
1010,Paint Branch Parkway at Baltimore Ave,18
400,Calvert Park Apartments,18
908,Old Branch Ave at Allentown Way - Arrival,18
332,Brightseat Rd at 901 Brightseat Rd,18
830,Mandan Rd at 7648 Mandan Rd,18
626,Greenbrook Dr at Chartwell Pl,18
1303,Village Dr West at Halloway North,18
237,Auburn Ave at 3rd St,18
605,Good Luck Rd at Kenilworth Ave,18
228,Arena Dr at Shoppers Way (Largo),18
159,Addison Rd at Adel St,17
88,442 Harry S Truman Dr,17
1205,Southway at 10 Court,17
702,INDIAN HEAD HIGHWAY & TALBERT STREET,17
532,Dille Dr at Brown Station Rd,17
55,38th St at Jackson Ave,17
671,Harry S Truman Dr at Woodlawn Blvd,17
624,Greenbelt Station Parkway at S. Center Drive,17
1260,Temple Hill Rd at Badger Ave,17
629,Greenbrook Dr at Sunset Pl,17
146,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,17
792,Largo Rd at White House Rd,17
879,Nalley Rd at Kaplan Ct,17
464,Cheverly Ave at Euclid St,17
415,Campus Way South at Prince Place,17
675,Hastings Dr at Valley Park Rd,17
12,14th Ave at Kanawha St,17
3,10233 Campus Way South,17
250,Auth Rd at Procopio Dr,17
728,John Rogers Blvd at Lord's Landing Rd,17
1240,Suitland Rd at Homer Ave,16
723,John Rogers Blvd at Captain Duval Dr,16
891,Nova Ave at Doppler St,16
1065,Rhode Island Ave at Charles Armentrout Way,16
1174,Silver Hill Rd at Penn Station,16
1114,Riverdale Rd at 67th Pl,16
128,ALLENTOWN ROAD & BURGESS LANE,16
703,INDIAN HEAD HIGHWAY & TECUMSEH DR,16
1028,Pontiac St at Cunningham Dr,16
916,Old Landover Rd at Landover Rd,16
90,508 Suffolk Ave,16
1132,SOUTHERN AVENUE & 13TH STREET SE,16
834,Mandan Rd at Mandan Rd Ct,16
1167,Sheriff Rd at Opp. Giant Food Landover Distr. Center,15
249,Auth Rd at Oakland Way,15
634,Greenway Center (AM Northbound),15
882,Nalley Rd at Nalley Ter,15
1168,Sheriff Rd at Opp. William Paca School,15
129,ALLENTOWN ROAD & COMET DRIVE,15
10,1405 Rollins Ave,15
458,Cherrywood Ln at Ivy Ln,15
688,Hillside Rd at 19 Court,15
418,Capitol Heights Blvd at 733 Capitol Heights Blvd,15
155,Access rd at West Court Dr,15
894,OLD BRANCH AVENUE at ALLENTOWN WAY,15
920,Old Marlboro Pike at Charles Mill Blvd,15
896,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,15
719,Jericho City Dr at Brightseat Rd.,15
734,Kenilworth Ave at Sarvis Ave,15
685,Hill Rd at Mountain View Way,15
422,Capitol Heights Blvd at Central Ave,15
424,Capitol Heights Blvd at Gunther St,15
1011,Pennsy Dr at 75th Ave,15
125,9654 Lottsford Road,14
320,Brandywine Rd at Lytton Ave.,14
290,Belle Haven Dr at Nalley Rd,14
460,Cheverly Ave at Arbor St,14
953,Opp. 8100 Professional Pl,14
693,Hillside Rd at Research Rd,14
847,Marlboro Pike at US Rte 301,14
241,Auth Rd at 5812 Dublin Dr,14
983,Oxon Hill Rd at Kerby Pkwy,14
1245,Suitland Rd at Towne Park Rd,14
828,Madison St at Ray Rd,14
672,Harry S. Truman Dr at Lottsford,14
229,Arundel Rd at 25th Ave,14
1047,Rainier Ave at Taylor St,14
935,Old Marlboro Pike at Weldon Manor Ln,14
506,Council Dr at Gateway Blvd,14
881,Nalley Rd at Michele Dr,14
136,ALLENTOWN ROAD & LANHAM LANE,14
1075,Ridgefield Blvd at Sgt. Harman Ln,14
431,Cedar Heights Dr at Lee Pl,14
17,16th Ave at Cypress Creek Dr - in,14
897,Old Alexandria Ferry Rd at Bellefonte Ln,14
462,Cheverly Ave at Cheverly Cir,13
533,Dille Dr at Correctional Center,13
226,Arena Dr at Captial Center Blvd,13
85,42nd Ave at Oliver St,13
777,Largo Rd at Drumsheugh Ln,13
1107,Riverdale Rd at 5800 Block,13
79,42nd Ave and Oliver St,13
235,Auburn Ave at 1st St,13
1104,Riverdale Rd at 49th Ave,13
1007,PGCC Perimeter Rd at R.I. Bickford Building,13
224,Ardwick-Ardmore Rd at UPS Customer Center,13
195,Allentown Rd at Opp. Leon St,13
426,Capitol Heights Blvd at Ute Way,13
144,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,13
621,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate,13
285,Belcrest Rd at Freedom Way,13
440,Central Ave at Hampton Park Blvd,13
520,Crescent Rd at Lastner Ln,13
788,Largo Rd at Town Farm Rd,13
1146,SOUTHERN AVENUE at UNITED MEDICAL CENTER,12
1046,Rainier Ave at 34th St,12
596,Garrett A. Morgan Blvd at SGT. Hartman Ln,12
670,Harry S Truman Dr at New Orchard Dr,12
1126,Rollins Av at Modupeola Way,12
745,LOTTSFORD RD AT MCCORMICK DRIVE,12
1247,TUCKER RD & ALLENTOWN RD,12
526,Cypress Tree Dr at Lee Pl,12
679,Highview Pl at Hanbury Ct,12
67,40plgall_nb,12
608,Good Luck Rd at Silk Tree Dr,12
140,ALLENTOWN ROAD & PAYNE DRIVE,12
1162,Sheriff Rd at Giant Food Landover Distr. Center,12
890,Nova Ave at Central Ave,12
80,42nd Ave and Queensbury Rd,12
1135,SOUTHERN AVENUE & BARNABY ROAD,12
587,Ft Washington Rd at Indian Head Hwy,11
419,Capitol Heights Blvd at 734 Capitol Heights Blvd,11
768,Landover Rd at Pinebrook Rd,11
586,Fort Washington Rd at Indian Head Highway,11
432,Cedar Heights at Lee Pl,11
1209,Southway at Ridge Rd,11
1253,TUCKER ROAD & RIDGEVALE ROAD,11
716,Jefferson St at Kenilworth Ave,11
1304,Village Dr West at Halloway South,11
141,ALLENTOWN ROAD & PLEASANT HILL DRIVE,11
917,Old Marlboro Pike  at Peerless Ave,11
674,Hastings Dr at Peppermill Dr,11
338,Brightseat Rd at Bishop Peebles Dr,11
175,Ager Rd at 29th Ave,11
1323,Willow Hill Dr at Hill Rd,11
293,Benning Rd at Abel Ave,11
337,Brightseat Rd at Arena Dr (Largo),11
929,Old Marlboro Pike at Peerless Ave,11
969,Oxon Hill Fringe Lot,11
923,Old Marlboro Pike at Mapleshade Ln,11
903,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,11
142,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,10
1159,Sheriff Rd at Cypresstree Dr,10
135,ALLENTOWN ROAD & KINGSTON DRIVE,10
43,3300 75th Ave,10
796,Lords Landing Rd at Brown Station Rd,10
1232,Stuart Ln at Topaz Court,10
1039,Queensbury Rd and 39th Pl,10
1109,Riverdale Rd at 61st Pl,10
1282,Temple Hill Rd at Temple Hill Community Center,10
152,ALLENTOWN ROAD at BRINKLEY ROAD,10
845,Marlboro Pike at Opus Ave,10
1316,Walker Mill Rd at Rollins Ave,10
965,Owens Rd at Owens Rd Elementary Ent,10
386,Brooke Rd at Highmount Ln,10
735,Kenilworth Ave at Tennyson St,10
6,11711 Livingston Rd at Fort Washington Medical Center,10
817,MLK Jr Hwy at Columbia Ave,10
1220,St Barnabas Rd at Hagan Rd,9
921,Old Marlboro Pike at Derby Manor Ln,9
1288,Truman Manor,9
507,Council Dr at Kipling Pkwy,9
601,Goddard Space Flight Center Visitors Center (Southbound),9
1054,Ray Rd at Cypress Creek Dr - in,9
139,ALLENTOWN ROAD & PATS LANE,9
306,Bock Rd at Opp. Belfast Drive,9
795,Livingston Rd at Fort Alamo Pl,9
116,8301 Professional Pl,9
947,Opp. 10701 Livingston Rd at Harmony Hall,9
1235,Suffolk Ave at Bend St,9
609,Good Luck Rd at Sora Ln,9
491,Columbia Park Rd at ABC Supply Co.,9
865,Merchantile Ln at Technology Way,9
630,Greenhill Rd at Crescent Rd,9
525,Cypress Tree Dr at K St,8
45,3321 75th Ave,8
766,Landover Rd at Kent Town Place,8
724,John Rogers Blvd at Colonel's Choice,8
1324,Willow Hill Dr at Nalley Rd,8
1150,Saint Barnabas Rd at Bock Rd,8
112,8201 Corporate Dr,8
776,Largo Rd at Chirstian Academy,8
449,Central Ave at Ventura Ave,8
387,Brooke Rd at Highview Pl,8
130,ALLENTOWN ROAD & COOLRIDGE ROAD,8
694,Hillside Rd at Woodland Way,8
197,Allentown Rd at Robin Ln,8
789,Largo Rd at Water Fowl Way,8
1251,TUCKER ROAD & PALMER ROAD,8
1218,St Barnabas Rd at Frazier Dr,8
527,Cypress Tree Drive at Juniper Tree Lane,8
331,Brightseat Rd at 1000 Jericho City Drive,8
475,Chillum Rd at 21st Pl - in,8
447,Central Ave at Tunic Ave,7
1336,cps_t8_n,7
952,Opp. 8030 Sheriff Rd,7
28,2809 TUCKER ROAD,7
1207,Southway at 7 Court,7
982,Oxon Hill Rd at Jollyn Rd,7
1134,SOUTHERN AVENUE & 9TH STREET SE,7
1157,Sheriff Rd at Countrywood Ct,7
698,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,7
622,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),7
137,ALLENTOWN ROAD & OLD BRANCH AVENUE,7
606,Good Luck Rd at Oakland Ave,7
524,Cypress Tree Dr at Juniper Tree Ln,6
711,Indian Head Highway at Oxon Farm Rd,6
977,Oxon Hill Rd at 6400 Clipper Way,6
1140,SOUTHERN AVENUE & OWENS ROAD,6
699,INDIAN HEAD HIGHWAY & OXON FARM RD,6
841,Marlboro Pike at Larchmont Ave,6
958,Ora Glen Dr at Morrison Dr,6
955,Opp. 8951 Lottsford Rd,6
1249,TUCKER ROAD & BOCK ROAD,6
488,College Park Station,6
806,Lottsford Rd at Tulip Tree Dr,6
939,Old Silver Hill Rd at Addison Ave,6
979,Oxon Hill Rd at Cross Foxes Dr,6
774,Largo Rd at Brock Rd,6
89,503 Capitol Heights Blvd,6
590,Gallatin St at Church Pl,6
726,John Rogers Blvd at Farnsworth Ln,6
133,ALLENTOWN ROAD & JOCELLE COURT,6
799,Lords Landing Rd at Lord Sterling Pl,5
291,Belle Haven Dr at Village Green Dr,5
1076,Ridgefield Blvd at Stretford Ct,5
551,East Capital Street at Old Central Ave,5
718,Jericho City Dr at 8501 Jericho City Drive,5
433,Central Ave at Balboa Ave,5
399,Cabin Branch Dr at Whole Foods Entrance,5
1154,Sheriff Rd at 1700 Dutch Village Dr,5
183,Ager Road at Roanoke St,5
65,400 Brightseat Rd,5
1158,Sheriff Rd at Cypress Tree Dr,5
115,8300 Professional Pl,5
684,Hill Dr at Mountain View Way,5
800,Lottsford Rd at 8951 Lottsford Rd,5
851,Marlborough Dr at Old Marlboro Pike,5
1306,Village Green Dr at Belle Haven Dr,4
1250,TUCKER ROAD & MARIE DRIVE,4
0,10053 Campus Way South,4
639,Halloway South at Village Dr West,4
289,Belle Haven Dr at Belle Haven Ct,4
727,John Rogers Blvd at Governor's Grove,4
769,Landover Rd at Prospect St,4
623,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(PM),4
797,Lords Landing Rd at John Rogers Blvd,4
844,Marlboro Pike at Nova Ave,4
517,Crescent Cities Center,4
904,Old Alexandria Ferry Rd at Poplar Hill Ln,4
991,Oxon Hill Rd at Tanger Outlet,4
1043,Queensbury Rd at 44th Ave,4
1100,River Rd at Kenilworth Ave,4
448,Central Ave at Vale Pl,4
182,Ager Rd at Powhattan Rd,4
148,ALLENTOWN ROAD & WALDRAN DRIVE,4
1164,Sheriff Rd at Glen Willow Dr - South Side,4
659,Hanover Pkwy at Lake Park Dr,3
717,Jericho City Dr at 8500 Jericho City Dr,3
528,Cypresstree Dr at Lee Pl,3
132,ALLENTOWN ROAD & GENNENE LANE,3
518,Crescent Rd at 58 Court,3
143,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,3
856,McConnell Dr at Village Dr West,3
858,McCormick Dr at Caraway Ct,3
1145,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,3
683,Hill Dr at Mountain View,3
335,Brightseat Rd at Arena Dr,3
450,Central Ave at Xenia Ave,3
676,Hastings Dr at Yorknolls Dr,3
474,Chillum Rd at 21st Pl,3
371,Brinkley Rd at Lujean Ln,2
151,ALLENTOWN ROAD & WESTCHESTER DRIVE,2
1236,Suffolk Ave at Central Ave,2
632,Greenhill Rd at Orange Ct,2
44,3300 Pennsy Dr,2
1301,Village Dr West at Clairfield Ln,2
66,403 Brightseat Rd,2
392,Brown Station Rd at Dille Dr,2
441,Central Ave at Maryland Park Dr,2
