route,stops,early,on_time,late,total,early %,on_time %,late %
 21 Express,Motor Vehicle Administration,185,531,58,774,0.24,0.69,0.07
 21 Express,New Carrollton Station Bay F,300,715,87,1102,0.27,0.65,0.08
 21 Express,New Carrollton Station - Arrival,244,506,157,907,0.27,0.56,0.17
 21 Express,Campus Way South at College Station Dr (PGCC),548,978,331,1857,0.3,0.53,0.18
 21 Express,Motor Vehicle Administration - Arrival,342,469,121,932,0.37,0.5,0.13
