route,stops,early,on_time,late,total,early %,on_time %,late %
21,New Carrollton Station,214,1111,178,1503,0.14,0.74,0.12
21,Largo Rd at Black Swan Dr,291,967,134,1392,0.21,0.69,0.1
21,Campus Way South at College Station Dr (PGCC),582,1957,504,3043,0.19,0.64,0.17
21,Largo Town Center Station,433,1945,669,3047,0.14,0.64,0.22
21,Equestrian Center Lot 1,2,5,1,8,0.25,0.62,0.12
21,County Courthouse,506,1634,527,2667,0.19,0.61,0.2
21,9400 Peppercorn Pl,393,1483,554,2430,0.16,0.61,0.23
21,Largo Rd at Hancock Dr,364,943,327,1634,0.22,0.58,0.2
21,New Carrollton Station - Arrival,468,666,322,1456,0.32,0.46,0.22
21,Elm St at Gov Oden Bowie Dr,756,626,97,1479,0.51,0.42,0.07
