route,stops,early,on_time,late,total,early %,on_time %,late %
36,Mattowoman Beantown Rd at MTA Park and Ride Lot,28,465,124,617,0.05,0.75,0.2
36,Matapeake Business Dr at Costco,116,411,130,657,0.18,0.63,0.2
36,Brandywine Road at Surrats Road,132,836,400,1368,0.1,0.61,0.29
36,Brandywine Road at Groveton Drive,129,384,118,631,0.2,0.61,0.19
36,Matapeake Business Dr at Target Store,217,859,389,1465,0.15,0.59,0.27
36,Gwynn Park High School,294,751,258,1303,0.23,0.58,0.2
36,Brandywine Road @ Groveton Drive,123,376,145,644,0.19,0.58,0.23
36,Mattawoman Beantown Rd at Pinefield Center,171,706,422,1299,0.13,0.54,0.32
36,Clinton Fringe Parking Lot,668,1282,572,2522,0.26,0.51,0.23
36,Brandywine Rd & Gwynn Park High School,420,786,384,1590,0.26,0.49,0.24
36,Matapeake Business Dr at Target Store (Hidden Arrival),136,309,358,803,0.17,0.38,0.45
36,Brandywine Road @ Surrats Road,621,552,291,1464,0.42,0.38,0.2
36,Mattowoman Beantown Rd at MTA Park and Ride Lot (Arrival),178,230,224,632,0.28,0.36,0.35
