route,stops,early,on_time,late,total,early %,on_time %,late %
18,Takoma Langley Park Transit Center Bus Bay B,52,368,37,457,0.11,0.81,0.08
18,Columbia Park Rd at Marshall Pl,158,674,241,1073,0.15,0.63,0.22
18,Cheverly Metrorail Station Bay D,176,650,276,1102,0.16,0.59,0.25
18,23rd Ave at Lewisdale Dr,171,627,299,1097,0.16,0.57,0.27
18,PG Plaza,135,320,108,563,0.24,0.57,0.19
18,Addison Rd Metrorail Station,208,271,6,485,0.43,0.56,0.01
18,Bladensburg Rd at 38th St,223,592,285,1100,0.2,0.54,0.26
18,Hamilton St at 38th St,215,585,308,1108,0.19,0.53,0.28
18,East-West Hwy at Prince George's Mall Ent.,89,288,175,552,0.16,0.52,0.32
18,Addison Rd Metrorail - Arrival,110,268,330,708,0.16,0.38,0.47
18,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),46,160,288,494,0.09,0.32,0.58
