route,stops,early,on_time,late,total,early %,on_time %,late %
13,Ager Rd at Nicholson,179,400,58,637,0.28,0.63,0.09
13,Hamilton St at 38th Ave,256,766,271,1293,0.2,0.59,0.21
13,West Hyattsville Station,398,751,118,1267,0.31,0.59,0.09
13,Belcrest Rd at PG Plaza,169,384,128,681,0.25,0.56,0.19
13,County Service Building,335,698,276,1309,0.26,0.53,0.21
13,42nd Ave at Oglethorpe St,389,647,270,1306,0.3,0.5,0.21
13,Belcrest Rd at 6505 Belcrest Rd,240,316,88,644,0.37,0.49,0.14
13,PG Plaza Station,485,619,176,1280,0.38,0.48,0.14
13,West Hyattsville Station - Arrival,435,553,278,1266,0.34,0.44,0.22
13,Ager Rd at Nicholson St,298,240,136,674,0.44,0.36,0.2
