,stop,alightings
952,Old Pike Way at 5620 Old Pike Way,227
536,Denise Dr at Banister Way,226
250,Auth Rd at Gloria Dr,226
1048,Pontiac St at Edmonston Rd,225
644,Greenway Center (AM Southbound),224
609,Goddard Space Flight Center Visitors Center (Northbound),224
178,Ager Rd at 23rd Ave,223
1293,Temple Hill Rd at Opp. Southeast Mobile Estates,223
689,Highview Pl at Hanbury Ct,223
1206,Southern Ave at B St SE,221
564,East Swan Creek at Olde Fort Village Shopping Center,220
117,8300 Corporate Dr,220
357,Brightseat Rd at Maple Ridge Apts #1,219
1344,Whitehall Square Apts at Community Hall,219
96,5295 85th Ave,219
1286,Temple Hill Rd at Hagan Rd,218
52,38th St at Allison St,217
758,Lamont Dr at Fairbanks St,217
654,Hamilton St at 37th Ave,216
252,Auth Rd at Magruder Ave,215
498,Columbia Park Rd at Beaver Rd,213
1285,Temple Hill Rd at Fisher Rd,213
269,Baltimore Ave at Indian Ln,213
1018,PALMER ROAD & POTOMAC HEIGHTS DRIVE,213
633,Greenbelt Station Parkway at S. Center Drive,212
1104,Ritchie Rd at Farrs Ln,212
789,Largo Rd at Eton Dr,212
588,Fisher Rd at Heather Hill,211
584,Fisher Rd at Brinkley Station Dr,211
406,Cabin Branch Dr at Opp. Whole Foods Entrance,210
574,Equestrian Center Lot 1,209
668,Hanover Pkwy at Hunting Ridge Club Apts,209
70,40th Pl at Gallatin St,208
107,60th Ave at Seminole St,208
314,Bock Rd at Sourwood Ln,208
671,Hanover Pkwy at Opp. Hunting Ridge Club Apts,208
62,38th St at Utah Ave,208
1354,Woodyard Rd at Opp. Pine View Ln,207
257,Baltimore Ave at Berwyn Rd,206
43,3300 75th Ave,206
166,Addison Rd at Drylog St,206
303,Bladensburg Rd at 40th Ave,205
552,Donnell Dr at 2900 Donnell Dr,205
97,5401 85th Ave,204
261,Baltimore Ave at East West Hwy,204
1289,Temple Hill Rd at Lakeview Dr,203
771,Landover Rd at 58th Ave,203
707,INDIAN HEAD HIGHWAY & AUDREY LANE,202
247,Auth Rd at Carswell Ave,201
206,Allentown Rd at Westchester Dr,199
687,Highmount Ln at Brooke Rd,199
610,Goddard Space Flight Center Visitors Center (Southbound),198
460,Chatsfield Way at Palmerton Ter,198
278,Baltimore Ave at Regents Dr,198
586,Fisher Rd at Damian Dr,197
265,Baltimore Ave at Hamilton St,197
1058,Queens Chapel Road at Queensbury Rd,197
715,Ikea at Bus Bay 3,197
412,Campus Way North at St Joseph's Dr,197
473,Cheverly Ave at Inwood St,196
1041,Piscataway Rd at Gwynndale Dr,196
1114,Ritchie Rd at Shepherd St,196
1052,Quebec St at 58th Ave,194
1173,Saint Barnabas Rd at John Hanson Ln,193
273,Baltimore Ave at Longfellow St,193
1182,Sheriff Rd at Eaton Square Apartments,192
899,Naylor Rd Station Ent Drop Off Only,191
1169,Saint Barnabas Rd at Barrowfield Ct,191
934,Old Marlboro Pike at Brooklee Dr,190
664,Hanover Pkwy at Greenbelt Rd,190
1207,Southern Ave at Barnaby Road,190
503,Columbia Park Rd at Opp. ABC Supply Co,189
18,23rd Ave at  Beechwood Rd,189
187,Ager Road at Roanoke St,188
327,Brandywine Rd at Old Marbury Rd,188
21,23rd Ave at Chapman Rd,188
1109,Ritchie Rd at Putnam Ln,188
678,Harry S Truman Dr at Campus Way S,188
1060,Queensbury Rd at 39th Pl,187
814,Lottsford Rd at Harry S. Truman Dr,187
1222,Southern Ave opposite B St SE,187
472,Cheverly Ave at Forest Rd,186
619,Good Luck Rd at Terra Alta Dr,185
422,Campus Way South at Prince Place,185
173,Addison Rd at St Margaret's School,183
1254,Stuart Ln at Topaz Ct,183
1242,St Barnabas Rd at Kernal Ln,183
896,Nalley Rd at Michele Dr,183
573,Elm St at Governor Oden Bowie Dr,183
683,Hastings Dr at Hill Rd,182
582,Farragut St at Rhode Island Ave,182
1213,Southern Ave at Gunther St,182
836,MLK Jr Hwy at Southland Dr,181
1061,Queensbury Rd at 41st Ave,181
1090,Rhode Island Ave at Shepherd St,181
1310,US Rte 301 at Marlboro Pike,181
23,23rd Ave at Fordham St,180
685,Hastings Dr at Valley Park Rd,179
304,Bladensburg Rd at 40th Pl,179
961,Opp Truman Manor Entrance,179
151,ALLENTOWN ROAD & VERNON DRIVE,179
142,ALLENTOWN ROAD & PADGETTS CORNER,178
368,Brinkley Rd at Bushey Dr,178
753,Kipling Pkwy at Ritchie Rd,177
1215,Southern Ave at Opp. Robert Yedell Towers,176
705,Hubbard Rd at Dodge Park Rd,175
741,Kanawha St at 14th Ave,175
69,40th Pl at Crittenden,175
462,Chatsfield Way at Tweed Way,174
474,Cheverly Ave at Kilmer St,174
698,Hillside Rd at 19 Court,174
515,County Administration Building,173
1337,Walker Mill Rd at Rollins Ave,173
404,CAMPUS WAY NORTH AT HILLANDALE WAY,172
527,Crescent Rd at Lastner Ln,172
470,Cheverly Ave at Columbia Park Rd,172
284,Baltimore Ave at Underwood St,172
980,Owens Rd at Norlinda Ave,171
1282,Temple Hill Rd at Cardwell Dr,171
1259,Suitland Metrorail Station Bay D,169
153,ALLENTOWN ROAD & WEBSTER LANE,169
228,Ardwick-Ardmore Rd at UPS Customer Center,169
121,8401 Corporate Dr,169
833,MLK Jr Hwy at Roosevelt Ave,168
826,MLK Jr Hwy at Carrington Ave,168
616,Good Luck Rd at Parkdale HS,168
388,Brinkley Rd at Saint Ignatius Dr,167
1326,Village Dr West at McConnell Dr,167
234,Arundel Rd at 29th St,167
1312,University Blvd at Guilford Rd,165
112,800 Ritchie Rd,164
453,Central Ave at Soper Ln,164
413,Campus Way North at Tulip Tree Dr,163
853,Marlboro Pike at Marwood Blvd N,163
403,CAMPUS WAY NORTH AT BYWARD BLVD,163
935,Old Marlboro Pike at Charles Mill Blvd,163
437,Cedar Heights Dr at K St,162
680,Harry S Truman Dr at New Orchard Dr,161
168,Addison Rd at Ernie Banks St,161
1046,Pontiac St at 63rd Ave,161
726,Jefferson St at Kenilworth Ave,161
858,Marlboro Pike at US Rte 301,160
365,Brinkley Rd at Anderson Dr,160
289,Belcrest Rd at Freedom Way,160
203,Allentown Rd at Waldran Ave,159
1190,Sheriff Rd at Village Green Dr,157
1347,Willow Hill Dr at Stevenson Ln,157
1357,Woodyard Rd at Tanglewood Center,157
323,Brandywine Rd at Cork Tree Way,156
385,Brinkley Rd at Roberts Dr,156
640,Greenhill Rd at Greenway Pl,155
845,Mandan Rd at Mandan Rd Ct,154
1353,Woodyard Rd at Marlboro Pike,154
1119,Ritchie Station Court Bus Stop #2,152
354,Brightseat Rd at Glenarden Pkwy,152
1072,Ray Rd at Balfour Dr,151
1093,Rhode Island Ave at Webster St,151
1313,University Blvd at Phelps Rd,150
1294,Temple Hill Rd at Opp. Temple Hill Community Center,150
975,Owens Rd at Barnaby Run Dr,150
301,Benning Rd at Southern Ave,149
1238,St Barnabas Rd at Deer Park Dr,149
560,East Capitol St at Maryland Park Dr,148
198,Allentown Rd at Opp. 5711 AFCU Allentown Rd,146
431,Capitol Heights Blvd at Gunther St,146
825,MLK Jr Hwy at Cabin Branch Dr,146
939,Old Marlboro Pike at Marlborough Dr,146
1278,Taylor Rd at Riverdale Rd,146
1096,Ridgefield Blvd at Sgt. Harman Ln,145
1279,Temple Hill Rd at 9425 Oahu St,145
1219,Southern Ave at UNITED MEDICAL CENTER,145
568,East-West Hwy at Toledo Terr,144
285,Baltimore Ave at University Blvd,144
313,Bock Rd at Saint Barnabas Rd,144
838,Madison St at Madison Ct,144
87,42nd Ave at Queensbury Rd,144
447,Central Ave at Hampton Park Blvd,143
495,College Park Station - Arrival,143
997,Oxon Hill Rd at John Hanson Ln,143
1062,Queensbury Rd at 42nd Pl,140
367,Brinkley Rd at Brinkley Manor W Ent,140
159,Access rd at West Court Dr,139
307,Bladensburg Rd at 43rd Ave,138
684,Hastings Dr at Peppermill Dr,138
1240,St Barnabas Rd at Frazier Ter,137
441,Central Ave at Bayou Ave,137
11,1441 McCormick Dr,137
370,Brinkley Rd at Farmer Dr,136
458,Central Ave at Yeoman Pl,135
1184,Sheriff Rd at Glen Willow Dr,135
1189,Sheriff Rd at Opp. William Paca School,135
643,Greenway Center (AM Northbound),135
164,Addison Rd at Baltic St,135
466,Cherrywood Ln at Springhill Drive,135
563,East Capitol Street at Maryland Park Drive,135
557,Dower House Rd at Old Marlboro Pike,134
426,Capitol Heights Blvd at 734 Capitol Heights Blvd,134
225,Ardwick-Ardmore Rd at Preston St,134
100,57th Ave at Berwyn Rd,133
1350,Woody Terrace at Woodyard Road,132
408,Calvert Park Apartments,132
1066,Rainier Ave at 34th St,131
1338,Walker Mill Rd at Tanow Pl,131
1283,Temple Hill Rd at Cedell Pl,130
638,Greenbrook Dr at Sunset Pl,130
244,Auth Rd at #6208-6220,130
222,Ardwick-Ardmore Rd at Ardwick Pl,130
429,Capitol Heights Blvd at Central Ave,130
747,Kipling Pkwy at Council Dr,130
180,Ager Rd at Kirkwood Place,129
35,28th Pkwy at Curtis Dr,128
1057,Queens Chapel Rd at Oliver St,128
1217,Southern Ave at Robert Yedell Tower,128
438,Cedar Heights Dr at Lee Pl,128
414,Campus Way S at PGCC Entrance,128
1296,Temple Hill Rd at Plata St,128
1043,Piscataway Rd at Old Branch Ave,127
850,Marlboro Pike at Jansen Ave,126
209,Annapolis Rd at 46th St,126
784,Largo Rd at Black Swan Dr,126
1084,Rhode Island Ave at 43rd Ave,125
169,Addison Rd at Health Center Ent.,125
433,Capitol Heights Blvd at Ute Way,125
807,Lords Landing Rd at Brown Station Rd,124
603,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,124
943,Old Marlboro Pike at Old Mill Rd,124
509,Columbia Park Rd at Virginia Ave,123
1162,SOUTHERN AVENUE & ROBERT YELDELL TOWER,122
246,Auth Rd at Braymer Ave,122
702,Hillside Rd at Northway,122
773,Landover Rd at 75th Ave,122
274,Baltimore Ave at Metzerott Rd,121
283,Baltimore Ave at Tuckerman St,121
605,Garrett A. Morgan Blvd at SGT. Hartman Ln,121
581,Farragut St and 42nd Pl,121
1142,Riverdale Rd at Opp. Heritage Square Apts,121
56,38th St at Jackson Ave,120
465,Cherrywood Ln at Ivy Ln,120
966,Opp. 5805 Queens Chapel Rd,119
1,10100 Campus Way S,119
1085,Rhode Island Ave at Bunker Hill Rd,118
428,Capitol Heights Blvd at Brooke Rd,118
1030,Pennsy Dr at 75th Ave,118
824,MLK Jr Hwy at Booker Dr,118
723,Indian Head Highway at Tecumseh Dr,118
738,John Rogers Blvd at Lord's Landing Rd,117
410,Campus Way North at Collington Campus,117
355,Brightseat Rd at Hamlin St,116
748,Kipling Pkwy at Glendora Dr,116
1152,Rollins Ave at Upcot Ct,115
1208,Southern Ave at Bonini Rd,115
1042,Piscataway Rd at Hardesty Dr,114
1036,Peppermill Dr at Central Ave,114
876,McCormick Dr at Peppercorn Pl,113
347,Brightseat Rd at Bishop Peebles Dr (Campus Way),113
39,28th Pl at Upshur St,112
1067,Rainier Ave at Taylor St,112
340,Brightseat Rd at 901 Brightseat Rd,111
419,Campus Way South at Harry S Truman Dr,111
185,Ager Rd at Peabody St,110
1325,Village Dr West at Halloway South,110
172,Addison Rd at Seat Pleasant Dr,110
318,Branch Ave Station Bus Bay J,110
717,Indian Head Highway (MD. RTE. 210) at Livingston Road,110
436,Cedar Heights Dr at Jefferson Heights Dr,110
79,42nd At Jefferson St,109
815,Lottsford Rd at Lottsford Rd,108
229,Ardwick-Ardmore Rd at West St,108
36,28th Pkwy at Duggan St,108
124,8951 Lottsford Rd,108
614,Good Luck Rd at Kenilworth Ave,107
371,Brinkley Rd at George Washington Dr,106
765,Landover Metro Station Waiting Area,106
1102,Ritchie Rd at Dennis Ct,106
359,Brightseat Rd at McCLain Ave,105
1226,Southway at 10 Court,105
175,Addison Rd at Wilburn Dr,105
646,Greenway Center (PM Southbound),105
927,Old Branch Ave at Opp. 6811 Old Branch Ave,105
45,3321 75th Ave,104
86,42nd Ave at Oliver St,104
540,Dille Dr at Brown Station Rd,103
120,8343 Ardwick-Ardmore Rd,103
353,Brightseat Rd at Glenarden Library,103
149,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,103
346,Brightseat Rd at Bishop Peebles Dr,102
1029,Paint Branch Parkway at Baltimore Ave,102
1012,Oxon Run Dr at Oxon Run Ct,102
233,Arundel Rd at 25th Ave,102
979,Owens Rd at Martin Dr,101
325,Brandywine Rd at Lytton Ave,98
3,10233 Campus Way South,98
1013,PALMER ROAD & DELLA LANE,98
744,Kenilworth Ave at Sarvis Ave,98
533,Cypress Tree Dr at Lee Pl,97
335,Brandywine Road at Groveton Drive,97
1220,Southern Ave at United Medical Center,97
328,Brandywine Rd at Woodyard Rd,96
281,Baltimore Ave at Sheridan St,96
1172,Saint Barnabas Rd at Caryhurst Dr,96
394,Brooke Rd at Highmount Ln,96
775,Landover Rd at Arena Dr,95
113,8100 Professional Pl,95
348,Brightseat Rd at Bishop Peebles Dr (Largo),94
226,Ardwick-Ardmore Rd at UPS Building #8325,94
258,Baltimore Ave at Campus Dr,94
832,MLK Jr Hwy at Hill Rd,93
101,5805 Queens Chapel Rd,93
736,John Rogers Blvd at Farnsworth Ln,93
812,Lottsford Rd at Grand Blvd,92
150,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,92
140,ALLENTOWN ROAD & LANHAM LANE,92
1175,Sheriff Rd at 1700 Dutch Village Dr,92
874,McCormick Dr at Lottsford Rd,92
675,Hanover Pkwy at Spring Manor Dr,92
545,District Heights Pkwy at Marbury Ct (E),92
1290,Temple Hill Rd at Lambert Dr,92
1147,Rollins Av at Modupeola Way,91
908,OLD BRANCH AVENUE & ALLENTOWN WAY,91
1300,Temple Hill Rd at Southeast Mobile Estates,91
181,Ager Rd at Lancer Dr,91
186,Ager Rd at Powhattan Rd,90
541,Dille Dr at Correctional Center,90
617,Good Luck Rd at Silk Tree Dr,90
211,Annapolis Rd at 53rd Pl,89
703,Hillside Rd at Research Rd,89
834,MLK Jr Hwy at Ryderwood Court,89
798,Largo Rd at Riverdale Bapt School,89
496,Columbia Park Rd at 64th Ave,89
92,503 Capitol Heights Blvd,88
594,Fort Washington Fringe Lot Bus Bay B,88
770,Landover Rd at 57th Ave,88
183,Ager Rd at Nicholson St,88
579,Fairlawn St at 28th Pkwy,87
106,60th Ave at Quebec St,87
779,Landover Rd at Pinebrook Rd,87
253,Auth Rd at Oakland Way,87
915,Old Alexandria Ferry Rd at Malcolm Rd,87
508,Columbia Park Rd at Stanford Pl,86
109,6801 Woodside Village Apts,86
1329,Volta Ave at 39th Pl,86
287,Baltimore Avenue at Fox Street,86
1135,Riverdale Rd at 67th Pl,85
704,Hillside Rd at Woodland Way,84
639,Greenhill Rd at Crescent Rd,84
341,Brightseat Rd at Amador Dr,84
880,Merchantile Ln at Technology Way,84
1022,PG Plaza Station Bus Bay H,84
1015,PALMER ROAD & FRAN DEL DRIVE,83
861,Marlboro Pike at Whitney Pl,83
326,Brandywine Rd at Lytton Ave.,83
863,Matapeake Business Dr at Costco,83
882,Merrimac St at New Hampshire Ave Service Rd,83
130,ALLENTOWN ROAD & ALLENTOWN WAY,83
710,INDIAN HEAD HIGHWAY & SENECA DRIVE,81
881,Merrimac St at 14th Ave,81
708,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,81
360,Brightseat Rd at McLain Avenue,81
251,Auth Rd at Henderson Way,80
878,Melwood Training Center,80
248,Auth Rd at Clacton Ave,79
1156,SOUTHERN AVENUE & BARNABY ROAD,79
1125,Riverdale Rd at 49th Ave,79
918,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,79
1002,Oxon Hill Rd at Opposite Clipper Way (6383),78
906,Nova Ave at Doppler St,78
133,ALLENTOWN ROAD & COMET DRIVE,78
299,Benning Rd at Abel Ave,78
911,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,77
1095,Rhode Island at Wallace Rd Prem #4511,77
321,Brandywine Rd at Clinton Manor Dr,76
1216,Southern Ave at Owens Rd,76
132,ALLENTOWN ROAD & BURGESS LANE,76
635,Greenbrook Dr at Chartwell Pl,76
475,Cheverly Ave at Lombard St,75
416,Campus Way S at Treetop Condo,75
823,MLK Jr Hwy at Addison Rd,75
378,Brinkley Rd at Larwin Dr,74
1230,Southway at Ridge Rd,74
330,Brandywine Road @ Killarney Street,73
1092,Rhode Island Ave at Wallace Rd,73
1144,Riverdale Rd at Taylor Rd,73
1164,SOUTHERN AVENUE & WHEELER ROAD PM FS,73
276,Baltimore Ave at Queens Chapel Rd,73
793,Largo Rd at Kettering Dr,73
54,38th St at Gaines Pl,73
570,Eastern Ave at Rhode Island Ave,73
165,Addison Rd at Crown St,73
148,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,73
713,INDIAN HEAD HIGHWAY & TECUMSEH DR,73
176,Addison Rd at Wilburn St,72
965,Opp. 4174 Whitehall Square Apts,72
827,MLK Jr Hwy at Carrington Dr,71
331,Brandywine Road @ Northgate Parkway,71
569,East-West Hwy at Toledo Terrace,71
249,Auth Rd at Dublin Dr,71
641,Greenhill Rd at Orange Ct,70
356,Brightseat Rd at MD 202,70
745,Kenilworth Ave at Tennyson St,70
1154,SOUTHERN AVENUE & 6TH STREET SE,70
682,Harry S. Truman Dr at Lottsford,70
380,Brinkley Rd at Mark Dr,70
559,East Capital Street at Old Central Ave,70
778,Landover Rd at Lake Arbor Way,69
395,Brooke Rd at Highview Pl,69
1146,Rochelle Ave at Elmhurst St,68
213,Annapolis Rd at 54th Pl,67
510,Cora B. Wood Senior Center,67
839,Madison St at Ray Rd,66
91,442 Harry S Truman Dr,66
1241,St Barnabas Rd at Hagan Rd,66
241,Auburn Ave at 3rd St,66
729,Jericho City Dr at Brightseat Rd.,66
964,Opp. 4138 Whitehall Square Apts,65
974,Ora Glen Dr at Morrison Dr,65
454,Central Ave at Tunic Ave,65
295,Belle Haven Dr at Belle Haven Ct,65
296,Belle Haven Dr at Nalley Rd,65
1180,Sheriff Rd at Cypresstree Dr,65
1027,PGCC Perimeter Rd at R.I. Brickford Building,65
792,Largo Rd at Kent Dr,64
512,Council Dr at Foster St,64
977,Owens Rd at Iverson St,64
856,Marlboro Pike at Opus Ave,63
932,Old Marlboro Pike  at Peerless Ave,63
1281,Temple Hill Rd at Badger Ave,63
1076,Rhode Island (US RTE 1) at Mount Rainer Terminal,63
587,Fisher Rd at Fisher Dr,63
1131,Riverdale Rd at 62nd Pl,63
524,Crescent Cities Center,63
999,Oxon Hill Rd at Kerby Pkwy,63
820,MERCANTILE LN AT TECHNOLOGY WAY,62
156,ALLENTOWN ROAD at BRINKLEY ROAD,62
728,Jericho City Dr at 8501 Jericho City Drive,61
425,Capitol Heights Blvd at 733 Capitol Heights Blvd,61
177,Ager Rd and Oglethorpe St,61
68,40plgall_nb,61
143,ALLENTOWN ROAD & PATS LANE,60
1178,Sheriff Rd at Countrywood Ct,60
852,Marlboro Pike at Larchmont Ave,59
945,Old Marlboro Pike at Ritchie-Marlboro Rd,59
1160,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,59
311,Bock Rd at National Christian Academy (6700),58
440,Central Ave at Balboa Ave,58
534,Cypress Tree Drive at Juniper Tree Lane,58
1239,St Barnabas Rd at Frazier Dr,58
547,District Heights Pkwy at Marbury Dr (E),58
14,1515 Rollins Ave,57
93,508 Suffolk Ave,57
1163,SOUTHERN AVENUE & WHEELER ROAD AM NS,57
144,ALLENTOWN ROAD & PAYNE DRIVE,57
63,38th St at Volta Ave,57
962,Opp. 10701 Livingston Rd at Harmony Hall,56
310,Bock Rd at Belfast Drive,56
681,Harry S Truman Dr at Woodlawn Blvd,56
897,Nalley Rd at Nalley Ter,56
912,Old Alexandria Ferry Rd at Bellefonte Ln,56
1081,Rhode Island Ave at 41st Pl,56
61,38th St at Upshur St,55
95,5210 St Barnabas Rd,55
982,Owens Rd at Weaver Ter,54
1153,SOUTHERN AVENUE & 13TH STREET SE,54
66,400 Brightseat Rd,54
931,Old Landover Rd at Landover Rd,53
785,Largo Rd at Brock Rd,53
182,Ager Rd at Nicholson,53
179,Ager Rd at 29th Ave,53
383,Brinkley Rd at Morton Place,53
1047,Pontiac St at Cunningham Dr,53
819,Lottsford at McCormick Dr,53
1346,Willow Hill Dr at Nalley Rd,52
390,Brinkley Rd at Summer Hill Rd,52
1257,Suffolk Ave at Central Ave,51
2,10147 Campus Way South,51
439,Cedar Heights at Lee Pl,51
82,42nd Ave at Jefferson St,51
905,Nova Ave at Central Ave,51
480,Chillum Rd at 18th Ave - in,50
938,Old Marlboro Pike at Mapleshade Ln,49
1122,River Rd at Rivertech Ct,49
1303,Temple Hill Rd at Temple Hill Community Center,49
309,Bock Rd at Belfast Dr,48
80,42nd Ave and Oliver St,48
514,Council Dr at Kipling Pkwy,48
1228,Southway at 7 Court,48
115,8201 Corporate Dr,48
1324,Village Dr West at Halloway North,47
499,Columbia Park Rd at Cabin Branch Dr,47
686,Hastings Dr at Yorknolls Dr,47
630,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate,47
230,Arena Dr at Captial Center Blvd,46
1309,Truman Manor,46
1243,St Barnabas Rd at Lime St,46
954,Old Silver Hill Rd at Addison Ave,45
1026,PGCC Perimeter Rd at R.I. Bickford Building,45
237,Ashwood Dr at Ritche Rd,45
873,McCormick Dr at Caraway Ct,45
599,Gallatin St at Church Pl,45
1097,Ridgefield Blvd at Stretford Ct,45
525,Crescent Rd at 58 Court,44
455,Central Ave at Vale Pl,44
1272,TUCKER ROAD & PALMER ROAD,43
985,Oxon Hill Fringe Lot,43
1185,Sheriff Rd at Glen Willow Dr - South Side,42
947,Old Marlboro Pike at SHA Facility,42
950,Old Marlboro Pike at Weldon Manor Ln,42
1339,Walker Mill Rd at Weber Dr,42
1074,Ray Rd at Cypress Creek Dr - in,41
936,Old Marlboro Pike at Derby Manor Ln,41
513,Council Dr at Gateway Blvd,40
239,Auburn Ave at 1st St,40
266,Baltimore Ave at Harrison Ave,40
532,Cypress Tree Dr at K St,39
799,Largo Rd at Town Farm Rd,39
737,John Rogers Blvd at Governor's Grove,39
339,Brightseat Rd at 1000 Jericho City Drive,39
1155,SOUTHERN AVENUE & 9TH STREET SE,38
1270,TUCKER ROAD & BOCK ROAD,38
788,Largo Rd at Drumsheugh Ln,38
981,Owens Rd at Owens Rd Elementary Ent,38
129,9654 Lottsford Road,38
810,Lords Landing Rd at Lord Sterling Pl,37
471,Cheverly Ave at Euclid St,37
167,Addison Rd at Eads St,37
254,Auth Rd at Procopio Dr,37
379,Brinkley Rd at Lujean Ln,37
933,Old Marlboro Pike at Atherstone Terrace,37
697,Hilll Dr at Mountain View,37
511,Council Dr at Elmhurst St,36
1157,SOUTHERN AVENUE & BONINI ROAD,36
163,Addison Rd at Adel St,36
944,Old Marlboro Pike at Peerless Ave,36
970,Opp. 8951 Lottsford Rd,35
60,38th St at Taylor St,35
597,Gallatin St at 42rd Ave,35
497,Columbia Park Rd at ABC Supply Co.,34
817,Lottsford Rd at Tulip Tree Dr,34
364,Brightseat Rd at Sterling St,34
618,Good Luck Rd at Sora Ln,34
81,42nd Ave and Queensbury Rd,34
1130,Riverdale Rd at 61st Pl,34
1323,Village Dr West at Eyre Dr South,33
382,Brinkley Rd at Morton Pl,33
415,Campus Way S at Prince Place (W),33
1082,Rhode Island Ave at 41st Place,33
719,Indian Head Highway (MD. RTE. 210) at Talbert Drive,32
968,Opp. 8100 Professional Pl,32
1059,Queensbury Rd and 39th Pl,32
733,John Rogers Blvd at Captain Duval Dr,32
467,Cheverly Ave at Arbor St,31
615,Good Luck Rd at Oakland Ave,31
343,Brightseat Rd at Arena Dr,31
138,ALLENTOWN ROAD & KAREN ANNE DRIVE,31
152,ALLENTOWN ROAD & WALDRAN DRIVE,31
67,403 Brightseat Rd,30
734,John Rogers Blvd at Colonel's Choice,30
871,McConnell Dr at Village Dr West,30
6,11711 Livingston Rd at Fort Washington Medical Center,30
255,Baltimore Ave at Amherst Rd,30
949,Old Marlboro Pike at Starting Gate Dr,29
456,Central Ave at Ventura Ave,29
469,Cheverly Ave at Cheverly Cir,29
245,Auth Rd at 5812 Dublin Dr,29
695,Hill Rd at Mountain View Way,28
17,16th Ave at Cypress Creek Dr - in,28
531,Cypress Tree Dr at Juniper Tree Ln,28
329,Brandywine Road @ Groveton Drive,28
308,Bock Rd at 6801 Woodside Village Apts,28
1121,River Rd at Kenilworth Ave,28
1251,Stuart Lane at Surratts Road,28
1268,TUCKER RD & ALLENTOWN RD,27
482,Chillum Rd at 21st Pl - in,27
535,Cypresstree Dr at Lee Pl,27
1179,Sheriff Rd at Cypress Tree Dr,27
755,LOTTSFORD RD AT MCCORMICK DRIVE,26
297,Belle Haven Dr at Village Green Dr,26
948,Old Marlboro Pike at Spring Dr,26
780,Landover Rd at Prospect St,26
119,8301 Professional Pl,26
1322,Village Dr West at Clairfield Ln,26
764,Landover Metro Station - Arrival,26
457,Central Ave at Xenia Ave,25
232,Arena Dr at Shoppers Way (Largo),25
576,Equestrian Center Lot 1 (Hidden Arrival,24
396,Brooks Dr at Marlboro Pike,24
828,MLK Jr Hwy at Columbia Ave,24
1333,Walker Mill Dr at Solid Rock Full Gospel Baptist Church,23
118,8300 Professional Pl,23
693,Hill Dr at Mountain View,23
674,Hanover Pkwy at Prem # 7800,23
487,Chrysler Dr at US RT 301,23
1256,Suffolk Ave at Bend St,23
1123,River Road and American Institute of Physics,23
223,Ardwick-Ardmore Rd at Extra Space Storage,23
240,Auburn Ave at 2nd St,22
1345,Willow Hill Dr at Hill Rd,22
154,ALLENTOWN ROAD & WESTCHESTER COURT,22
632,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(PM),22
787,Largo Rd at Chirstian Academy,21
800,Largo Rd at Water Fowl Way,21
1177,Sheriff Rd at Cedar Heights Communnity Center,21
1183,Sheriff Rd at Giant Food Landover Distr. Center,21
12,14th Ave at Kanawha St,21
709,INDIAN HEAD HIGHWAY & OXON FARM RD,21
1148,Rollins Ave at 1506 Rollins Ave,21
808,Lords Landing Rd at John Rogers Blvd,21
929,Old Crain Hwy at Villiage Drive West,21
855,Marlboro Pike at Nova Ave,21
481,Chillum Rd at 21st Pl,21
1011,Oxon Hill at Joellyn Ct,21
1327,Village Green Dr at Belle Haven Dr,21
448,Central Ave at Maryland Park Dr,21
345,Brightseat Rd at Arena Dr (Largo),21
0,10053 Campus Way South,21
803,Largo Rd at White House Rd,20
10,1405 Rollins Ave,20
923,Old Branch Ave at Allentown Way - Arrival,20
595,Fort Washington Rd at Indian Head Highway,20
1188,Sheriff Rd at Opp. Giant Food Landover Distr. Center,20
1063,Queensbury Rd at 44th Ave,20
231,Arena Dr at Shoppers Way (Campus Way),20
1167,SOUTHERN AVENUE at UNITED MEDICAL CENTER,20
199,Allentown Rd at Opp. Leon St,20
128,9617 Lottsford Road,19
1086,Rhode Island Ave at Charles Armentrout Way,19
108,6625 Bock Rd,19
427,Capitol Heights Blvd at Bayou Ave,18
649,Halloway South at Village Dr West,18
1274,TUCKER ROAD & RIDGEVALE ROAD,17
631,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),17
967,Opp. 8030 Sheriff Rd,16
942,Old Marlboro Pike at Mount Airy Ln,16
407,Cabin Branch Dr at Whole Foods Entrance,16
139,ALLENTOWN ROAD & KINGSTON DRIVE,16
1129,Riverdale Rd at 60th Pl,15
312,Bock Rd at Opp. Belfast Drive,15
811,Lottsford Rd at 8951 Lottsford Rd,15
694,Hill Dr at Mountain View Way,15
995,Oxon Hill Rd at Cross Foxes Dr,14
155,ALLENTOWN ROAD & WESTCHESTER DRIVE,14
44,3300 Pennsy Dr,13
28,2809 TUCKER ROAD,13
