,stop,boardings
366,Brinkley Rd at Brinkley House W Ent,212
1215,Southern Ave at Opp. Robert Yedell Towers,211
703,Hillside Rd at Research Rd,211
645,Greenway Center (PM Northbound),210
529,Crescent Rd at Ridge Rd,209
221,Apollo Dr at Mercantile Ln,208
518,County Rd at Elmhurst St,208
187,Ager Road at Roanoke St,208
48,34th St at Bunker Hill Rd,207
198,Allentown Rd at Opp. 5711 AFCU Allentown Rd,206
486,Chillum Rd at Shoppers Food,206
1140,Riverdale Rd at Heritage Square Apts,206
717,Indian Head Highway (MD. RTE. 210) at Livingston Road,206
699,Hillside Rd at Crescent Rd,206
832,MLK Jr Hwy at Hill Rd,205
69,40th Pl at Crittenden,205
833,MLK Jr Hwy at Roosevelt Ave,205
1285,Temple Hill Rd at Fisher Rd,205
707,INDIAN HEAD HIGHWAY & AUDREY LANE,204
380,Brinkley Rd at Mark Dr,204
43,3300 75th Ave,204
172,Addison Rd at Seat Pleasant Dr,204
1192,Sheriff Rd at Willowood Ct,203
1161,SOUTHERN AVENUE & OWENS ROAD,202
915,Old Alexandria Ferry Rd at Malcolm Rd,202
610,Goddard Space Flight Center Visitors Center (Southbound),202
875,McCormick Dr at Opp. UMUC Building,202
973,Ora Glen Dr at Mandan Rd,202
1187,Sheriff Rd at MLK Highway,201
102,5827 Allentown Way at Old Branch Ave,201
696,Hill Rd at Willow Hill Dr,201
1290,Temple Hill Rd at Lambert Dr,201
644,Greenway Center (AM Southbound),201
12,14th Ave at Kanawha St,200
976,Owens Rd at Irvington St,200
814,Lottsford Rd at Harry S. Truman Dr,199
383,Brinkley Rd at Morton Place,199
927,Old Branch Ave at Opp. 6811 Old Branch Ave,199
357,Brightseat Rd at Maple Ridge Apts #1,199
789,Largo Rd at Eton Dr,198
431,Capitol Heights Blvd at Gunther St,198
1108,Ritchie Rd at Overton Dr,198
711,INDIAN HEAD HIGHWAY & SOUTHERN AVENUE,196
286,Baltimore Ave at Van Buren St,196
1199,Silver Hill Rd at Swann Rd,195
126,9240 Springhill Ln,194
594,Fort Washington Fringe Lot Bus Bay B,193
224,Ardwick-Ardmore Rd at MLK Jr Hwy,193
753,Kipling Pkwy at Ritchie Rd,193
773,Landover Rd at 75th Ave,193
760,Lamont Dr at Larchwood St,192
813,Lottsford Rd at Harry S. Truman,192
140,ALLENTOWN ROAD & LANHAM LANE,191
827,MLK Jr Hwy at Carrington Dr,191
508,Columbia Park Rd at Stanford Pl,190
1299,Temple Hill Rd at Santeetlah Dr,190
88,42nd at Jefferson St,190
782,Largo Dr at Kirkham Ln,190
989,Oxon Hill Rd at 6130 Oxon Hill Rd,190
228,Ardwick-Ardmore Rd at UPS Customer Center,189
584,Fisher Rd at Brinkley Station Dr,189
1316,Upshur St at 30th St,188
36,28th Pkwy at Duggan St,188
229,Ardwick-Ardmore Rd at West St,188
247,Auth Rd at Carswell Ave,188
801,Largo Rd at Watkins Park Dr,188
547,District Heights Pkwy at Marbury Dr (E),187
639,Greenhill Rd at Crescent Rd,187
57,38th St at Parkwood St,186
758,Lamont Dr at Fairbanks St,186
980,Owens Rd at Norlinda Ave,186
671,Hanover Pkwy at Opp. Hunting Ridge Club Apts,185
196,Allentown Rd at Kingston Dr,184
1153,SOUTHERN AVENUE & 13TH STREET SE,183
322,Brandywine Rd at Clinton Way,182
956,Old Silver Hill Rd at Parkland Ct (E),182
646,Greenway Center (PM Southbound),181
680,Harry S Truman Dr at New Orchard Dr,180
1355,Woodyard Rd at Pine View Ln,180
1060,Queensbury Rd at 39th Pl,180
403,CAMPUS WAY NORTH AT BYWARD BLVD,179
1337,Walker Mill Rd at Rollins Ave,179
500,Columbia Park Rd at Clarkson Way,177
370,Brinkley Rd at Farmer Dr,177
1207,Southern Ave at Barnaby Road,176
372,Brinkley Rd at Glen Oak Dr,175
702,Hillside Rd at Northway,174
625,Greenbelt Rd at Greenbelt Park Entrance,174
541,Dille Dr at Correctional Center,171
601,Garrett A. Morgan Blvd at Gibbs Way,171
1048,Pontiac St at Edmonston Rd,170
608,Goddard Space Flight Center Main Gate (Southbound),170
244,Auth Rd at #6208-6220,169
770,Landover Rd at 57th Ave,169
76,4192 Whitehall Square Apts,169
863,Matapeake Business Dr at Costco,169
159,Access rd at West Court Dr,168
151,ALLENTOWN ROAD & VERNON DRIVE,168
853,Marlboro Pike at Marwood Blvd N,167
1351,Woodyard Rd at Autumn Way,166
1241,St Barnabas Rd at Hagan Rd,165
100,57th Ave at Berwyn Rd,164
1191,Sheriff Rd at William Paca School,164
871,McConnell Dr at Village Dr West,163
112,800 Ritchie Rd,163
1117,Ritchie Rd at Walker Mill Rd,163
571,Edgeworth Dr at Ritchie Rd,162
329,Brandywine Road @ Groveton Drive,162
212,Annapolis Rd at 53rd St,161
1068,Rainier Ave at Upshur St,161
826,MLK Jr Hwy at Carrington Ave,160
967,Opp. 8030 Sheriff Rd,160
552,Donnell Dr at 2900 Donnell Dr,160
409,Campus Drive at Baltimore Ave,160
631,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),160
208,Allentown Way at Allentown Rd (Aldi's),160
1102,Ritchie Rd at Dennis Ct,159
106,60th Ave at Quebec St,159
831,MLK Jr Hwy at Greig St,159
209,Annapolis Rd at 46th St,158
841,Mandan Rd at 7648 Mandan Rd,158
449,Central Ave at Norair Ave,158
284,Baltimore Ave at Underwood St,158
143,ALLENTOWN ROAD & PATS LANE,157
168,Addison Rd at Ernie Banks St,156
590,Fisher Rd at Holton Ln,156
176,Addison Rd at Wilburn St,155
459,Centre Pointe Office Park,154
1310,US Rte 301 at Marlboro Pike,154
906,Nova Ave at Doppler St,154
649,Halloway South at Village Dr West,154
1152,Rollins Ave at Upcot Ct,153
353,Brightseat Rd at Glenarden Library,153
736,John Rogers Blvd at Farnsworth Ln,153
61,38th St at Upshur St,152
1343,West Hyattsville Station - Arrival,152
901,New Carrollton Station (Arrival),152
1062,Queensbury Rd at 42nd Pl,151
858,Marlboro Pike at US Rte 301,151
979,Owens Rd at Martin Dr,151
369,Brinkley Rd at Cherryfield Rd,151
270,Baltimore Ave at Jefferson St,151
899,Naylor Rd Station Ent Drop Off Only,150
952,Old Pike Way at 5620 Old Pike Way,150
1084,Rhode Island Ave at 43rd Ave,150
422,Campus Way South at Prince Place,150
617,Good Luck Rd at Silk Tree Dr,149
1002,Oxon Hill Rd at Opposite Clipper Way (6383),149
836,MLK Jr Hwy at Southland Dr,149
327,Brandywine Rd at Old Marbury Rd,148
1166,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,147
419,Campus Way South at Harry S Truman Dr,147
304,Bladensburg Rd at 40th Pl,146
1072,Ray Rd at Balfour Dr,146
1095,Rhode Island at Wallace Rd Prem #4511,146
388,Brinkley Rd at Saint Ignatius Dr,146
91,442 Harry S Truman Dr,146
153,ALLENTOWN ROAD & WEBSTER LANE,145
114,8100 Sheriff Rd,144
1042,Piscataway Rd at Hardesty Dr,144
185,Ager Rd at Peabody St,144
1163,SOUTHERN AVENUE & WHEELER ROAD AM NS,143
1093,Rhode Island Ave at Webster St,143
685,Hastings Dr at Valley Park Rd,143
987,Oxon Hill Fringe Parking Lot at Bus Bay F,143
1335,Walker Mill Rd at Brooksquare Dr,142
299,Benning Rd at Abel Ave,142
182,Ager Rd at Nicholson,142
1214,Southern Ave at H St,142
1303,Temple Hill Rd at Temple Hill Community Center,141
561,East Capitol St at Old Central Ave,140
404,CAMPUS WAY NORTH AT HILLANDALE WAY,139
939,Old Marlboro Pike at Marlborough Dr,138
621,Governor Oden Bowie Dr at Elm St,137
40,3119 75th Ave (Overland Gardens),137
474,Cheverly Ave at Kilmer St,137
181,Ager Rd at Lancer Dr,136
108,6625 Bock Rd,135
581,Farragut St and 42nd Pl,135
473,Cheverly Ave at Inwood St,134
349,Brightseat Rd at Continental Pl,134
410,Campus Way North at Collington Campus,133
815,Lottsford Rd at Lottsford Rd,132
248,Auth Rd at Clacton Ave,132
142,ALLENTOWN ROAD & PADGETTS CORNER,132
1244,St Barnabas Rd at Opp. Gateway Square Apts,132
963,Opp. 1300 McCormick Dr,131
557,Dower House Rd at Old Marlboro Pike,131
1289,Temple Hill Rd at Lakeview Dr,131
313,Bock Rd at Saint Barnabas Rd,130
834,MLK Jr Hwy at Ryderwood Court,130
582,Farragut St at Rhode Island Ave,130
716,Indian Head Highway (MD RTE. 210) at Livingston Rd,129
747,Kipling Pkwy at Council Dr,129
144,ALLENTOWN ROAD & PAYNE DRIVE,128
311,Bock Rd at National Christian Academy (6700),128
120,8343 Ardwick-Ardmore Rd,128
507,Columbia Park Rd at Stanford Court,127
503,Columbia Park Rd at Opp. ABC Supply Co,127
931,Old Landover Rd at Landover Rd,127
1345,Willow Hill Dr at Hill Rd,127
779,Landover Rd at Pinebrook Rd,127
634,Greenbelt Station Parkway at Streambank Lane,126
1247,St Barnabas Rd at Wheeler Rd,125
1131,Riverdale Rd at 62nd Pl,125
935,Old Marlboro Pike at Charles Mill Blvd,124
1160,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,124
692,Highview Pl at Sunbury Ct,124
1228,Southway at 7 Court,123
1013,PALMER ROAD & DELLA LANE,122
527,Crescent Rd at Lastner Ln,122
283,Baltimore Ave at Tuckerman St,122
776,Landover Rd at Firehouse Rd,122
916,Old Alexandria Ferry Rd at Malcom Rd,122
1240,St Barnabas Rd at Frazier Ter,122
723,Indian Head Highway at Tecumseh Dr,121
279,Baltimore Ave at Riverdale Rd,121
252,Auth Rd at Magruder Ave,121
838,Madison St at Madison Ct,121
726,Jefferson St at Kenilworth Ave,121
705,Hubbard Rd at Dodge Park Rd,120
1148,Rollins Ave at 1506 Rollins Ave,120
63,38th St at Volta Ave,120
23,23rd Ave at Fordham St,119
222,Ardwick-Ardmore Rd at Ardwick Pl,119
11,1441 McCormick Dr,119
103,5846 ALLENTOWN WAY,119
32,28th Ave at Kenton Pl,118
1286,Temple Hill Rd at Hagan Rd,118
163,Addison Rd at Adel St,117
798,Largo Rd at Riverdale Bapt School,117
598,Gallatin St at 43rd Ave,117
874,McCormick Dr at Lottsford Rd,116
207,Allentown Way at Allentown Rd,116
811,Lottsford Rd at 8951 Lottsford Rd,116
101,5805 Queens Chapel Rd,116
62,38th St at Utah Ave,116
1167,SOUTHERN AVENUE at UNITED MEDICAL CENTER,115
1353,Woodyard Rd at Marlboro Pike,115
173,Addison Rd at St Margaret's School,114
1178,Sheriff Rd at Countrywood Ct,114
531,Cypress Tree Dr at Juniper Tree Ln,114
233,Arundel Rd at 25th Ave,112
87,42nd Ave at Queensbury Rd,112
1036,Peppermill Dr at Central Ave,112
368,Brinkley Rd at Bushey Dr,112
377,Brinkley Rd at Kildare Ct,111
164,Addison Rd at Baltic St,111
214,Annapolis Rd at 54th St,110
856,Marlboro Pike at Opus Ave,110
943,Old Marlboro Pike at Old Mill Rd,109
1135,Riverdale Rd at 67th Pl,108
121,8401 Corporate Dr,108
876,McCormick Dr at Peppercorn Pl,108
812,Lottsford Rd at Grand Blvd,108
86,42nd Ave at Oliver St,108
1145,Riverdale Road and Opp. Calvert Park Apartments,108
1089,Rhode Island Ave at Gallatin St,108
37,28th Pkwy at Fairlawn St,106
253,Auth Rd at Oakland Way,106
1047,Pontiac St at Cunningham Dr,106
82,42nd Ave at Jefferson St,106
54,38th St at Gaines Pl,105
950,Old Marlboro Pike at Weldon Manor Ln,105
1256,Suffolk Ave at Bend St,105
169,Addison Rd at Health Center Ent.,104
1067,Rainier Ave at Taylor St,104
612,Good Luck Rd at Crest Park Dr,103
446,Central Ave at Garrett A Morgan Blvd,103
765,Landover Metro Station Waiting Area,103
748,Kipling Pkwy at Glendora Dr,102
638,Greenbrook Dr at Sunset Pl,102
1175,Sheriff Rd at 1700 Dutch Village Dr,101
824,MLK Jr Hwy at Booker Dr,101
975,Owens Rd at Barnaby Run Dr,100
1283,Temple Hill Rd at Cedell Pl,100
1122,River Rd at Rivertech Ct,100
535,Cypresstree Dr at Lee Pl,100
739,John Rogers Blvd at Old Marlboro Pike,100
936,Old Marlboro Pike at Derby Manor Ln,100
1347,Willow Hill Dr at Stevenson Ln,99
1279,Temple Hill Rd at 9425 Oahu St,99
365,Brinkley Rd at Anderson Dr,99
505,Columbia Park Rd at Oregon Ave,99
643,Greenway Center (AM Northbound),98
977,Owens Rd at Iverson St,98
738,John Rogers Blvd at Lord's Landing Rd,98
498,Columbia Park Rd at Beaver Rd,98
246,Auth Rd at Braymer Ave,97
1046,Pontiac St at 63rd Ave,97
1169,Saint Barnabas Rd at Barrowfield Ct,96
1040,Piscataway Rd at Brandywine Rd,96
889,Mt Rainier Terminal - Arrival,94
1137,Riverdale Rd at Eastpine Dr,94
456,Central Ave at Ventura Ave,94
708,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,94
850,Marlboro Pike at Jansen Ave,94
146,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,94
569,East-West Hwy at Toledo Terrace,94
921,Old Branch Ave at 6811 Old Branch Ave,93
93,508 Suffolk Ave,93
1041,Piscataway Rd at Gwynndale Dr,93
1357,Woodyard Rd at Tanglewood Center,92
285,Baltimore Ave at University Blvd,92
132,ALLENTOWN ROAD & BURGESS LANE,92
452,Central Ave at Rollins Ave,91
1138,Riverdale Rd at Fernwood Terrance,91
568,East-West Hwy at Toledo Terr,91
1132,Riverdale Rd at 63rd Ave,91
381,Brinkley Rd at Middlefield Rd,90
1063,Queensbury Rd at 44th Ave,90
465,Cherrywood Ln at Ivy Ln,90
1029,Paint Branch Parkway at Baltimore Ave,89
333,Brandywine Road at Brooke Jane Drive,89
560,East Capitol St at Maryland Park Dr,89
689,Highview Pl at Hanbury Ct,88
744,Kenilworth Ave at Sarvis Ave,88
897,Nalley Rd at Nalley Ter,88
1227,Southway at 11 Court,87
447,Central Ave at Hampton Park Blvd,87
39,28th Pl at Upshur St,85
512,Council Dr at Foster St,85
1066,Rainier Ave at 34th St,84
1147,Rollins Av at Modupeola Way,84
440,Central Ave at Balboa Ave,84
165,Addison Rd at Crown St,84
1323,Village Dr West at Eyre Dr South,84
344,Brightseat Rd at Arena Dr (Campus Way),83
245,Auth Rd at 5812 Dublin Dr,83
878,Melwood Training Center,83
341,Brightseat Rd at Amador Dr,82
675,Hanover Pkwy at Spring Manor Dr,82
479,Chillum Rd at 18th Ave,82
1193,Silver Hill Rd at Metro Dr,82
355,Brightseat Rd at Hamlin St,82
966,Opp. 5805 Queens Chapel Rd,81
540,Dille Dr at Brown Station Rd,81
1037,Peppermill Dr at Hastings Dr,80
334,Brandywine Road at Dennison Drive,80
345,Brightseat Rd at Arena Dr (Largo),80
475,Cheverly Ave at Lombard St,80
436,Cedar Heights Dr at Jefferson Heights Dr,79
1100,Ritchie Rd at Central Ave,79
1059,Queensbury Rd and 39th Pl,78
772,Landover Rd at 58th Pl,77
777,Landover Rd at Kent Town Place,77
1032,Pennsylvania Ave at Old Marlboro Pl,77
1154,SOUTHERN AVENUE & 6TH STREET SE,77
454,Central Ave at Tunic Ave,77
314,Bock Rd at Sourwood Ln,77
1269,TUCKER ROAD & ARUNDEL ROAD,76
359,Brightseat Rd at McCLain Ave,76
138,ALLENTOWN ROAD & KAREN ANNE DRIVE,76
376,Brinkley Rd at John Hanson Ln,76
325,Brandywine Rd at Lytton Ave,76
792,Largo Rd at Kent Dr,76
56,38th St at Jackson Ave,75
1346,Willow Hill Dr at Nalley Rd,75
816,Lottsford Rd at McCormick Dr,75
496,Columbia Park Rd at 64th Ave,75
462,Chatsfield Way at Tweed Way,75
1342,West Hyattsville Station (Arrival),74
603,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,74
415,Campus Way S at Prince Place (W),74
587,Fisher Rd at Fisher Dr,74
308,Bock Rd at 6801 Woodside Village Apts,74
77,4211 Suitland Rd (Opposite),74
206,Allentown Rd at Westchester Dr,73
597,Gallatin St at 42rd Ave,73
0,10053 Campus Way South,73
729,Jericho City Dr at Brightseat Rd.,72
238,Ashwood Dr at Ritchie Rd,72
1092,Rhode Island Ave at Wallace Rd,72
235,Arundel Rd at 34th Ave,71
947,Old Marlboro Pike at SHA Facility,71
683,Hastings Dr at Hill Rd,70
354,Brightseat Rd at Glenarden Pkwy,70
681,Harry S Truman Dr at Woodlawn Blvd,70
545,District Heights Pkwy at Marbury Ct (E),70
573,Elm St at Governor Oden Bowie Dr,69
441,Central Ave at Bayou Ave,69
1172,Saint Barnabas Rd at Caryhurst Dr,69
1164,SOUTHERN AVENUE & WHEELER ROAD PM FS,69
237,Ashwood Dr at Ritche Rd,69
2,10147 Campus Way South,69
382,Brinkley Rd at Morton Pl,68
497,Columbia Park Rd at ABC Supply Co.,68
14,1515 Rollins Ave,68
60,38th St at Taylor St,67
1012,Oxon Run Dr at Oxon Run Ct,67
1306,Toldeo Rd at Belcrest Rd,67
326,Brandywine Rd at Lytton Ave.,66
1,10100 Campus Way S,66
266,Baltimore Ave at Harrison Ave,66
599,Gallatin St at Church Pl,66
528,Crescent Rd at Parkway,66
21,23rd Ave at Chapman Rd,66
1208,Southern Ave at Bonini Rd,66
962,Opp. 10701 Livingston Rd at Harmony Hall,66
563,East Capitol Street at Maryland Park Drive,65
186,Ager Rd at Powhattan Rd,65
510,Cora B. Wood Senior Center,65
183,Ager Rd at Nicholson St,65
614,Good Luck Rd at Kenilworth Ave,65
974,Ora Glen Dr at Morrison Dr,65
470,Cheverly Ave at Columbia Park Rd,65
1183,Sheriff Rd at Giant Food Landover Distr. Center,64
1327,Village Green Dr at Belle Haven Dr,64
199,Allentown Rd at Opp. Leon St,64
379,Brinkley Rd at Lujean Ln,64
790,Largo Rd at Hancock Dr,64
686,Hastings Dr at Yorknolls Dr,64
295,Belle Haven Dr at Belle Haven Ct,64
495,College Park Station - Arrival,64
8,1400 McCormick Dr,63
1278,Taylor Rd at Riverdale Rd,63
321,Brandywine Rd at Clinton Manor Dr,63
945,Old Marlboro Pike at Ritchie-Marlboro Rd,62
307,Bladensburg Rd at 43rd Ave,62
914,Old Alexandria Ferry Rd at Highland Meadows Dr,62
356,Brightseat Rd at MD 202,62
999,Oxon Hill Rd at Kerby Pkwy,61
226,Ardwick-Ardmore Rd at UPS Building #8325,61
429,Capitol Heights Blvd at Central Ave,61
223,Ardwick-Ardmore Rd at Extra Space Storage,61
324,Brandywine Rd at Horshoe Rd,60
396,Brooks Dr at Marlboro Pike,60
407,Cabin Branch Dr at Whole Foods Entrance,60
848,Marlboro Pike at Forest Run Dr,59
954,Old Silver Hill Rd at Addison Ave,59
148,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,59
944,Old Marlboro Pike at Peerless Ave,58
819,Lottsford at McCormick Dr,58
347,Brightseat Rd at Bishop Peebles Dr (Campus Way),58
433,Capitol Heights Blvd at Ute Way,57
360,Brightseat Rd at McLain Avenue,57
395,Brooke Rd at Highview Pl,57
1104,Ritchie Rd at Farrs Ln,56
296,Belle Haven Dr at Nalley Rd,56
926,Old Branch Ave at Kirby Ln,56
3,10233 Campus Way South,56
709,INDIAN HEAD HIGHWAY & OXON FARM RD,56
1293,Temple Hill Rd at Opp. Southeast Mobile Estates,56
609,Goddard Space Flight Center Visitors Center (Northbound),55
513,Council Dr at Gateway Blvd,54
600,Garrett A Morgan Blvd at Ridgefield Blvd,54
808,Lords Landing Rd at John Rogers Blvd,54
400,Brown Station Rd at Dille Dr,54
45,3321 75th Ave,53
787,Largo Rd at Chirstian Academy,53
147,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,53
175,Addison Rd at Wilburn Dr,53
1146,Rochelle Ave at Elmhurst St,52
961,Opp Truman Manor Entrance,52
852,Marlboro Pike at Larchmont Ave,52
1130,Riverdale Rd at 61st Pl,52
698,Hillside Rd at 19 Court,52
595,Fort Washington Rd at Indian Head Highway,52
301,Benning Rd at Southern Ave,51
1015,PALMER ROAD & FRAN DEL DRIVE,50
1081,Rhode Island Ave at 41st Pl,50
49,34th St at Newton St,50
79,42nd At Jefferson St,50
335,Brandywine Road at Groveton Drive,50
394,Brooke Rd at Highmount Ln,50
1180,Sheriff Rd at Cypresstree Dr,49
426,Capitol Heights Blvd at 734 Capitol Heights Blvd,49
70,40th Pl at Gallatin St,49
255,Baltimore Ave at Amherst Rd,49
131,ALLENTOWN ROAD & BRINKLEY ROAD,48
437,Cedar Heights Dr at K St,48
1184,Sheriff Rd at Glen Willow Dr,48
1155,SOUTHERN AVENUE & 9TH STREET SE,48
249,Auth Rd at Dublin Dr,48
276,Baltimore Ave at Queens Chapel Rd,48
907,Nova Ave at Marlboro Pike,47
438,Cedar Heights Dr at Lee Pl,47
615,Good Luck Rd at Oakland Ave,47
239,Auburn Ave at 1st St,46
1159,SOUTHERN AVENUE & E. MEADOW COURT,46
457,Central Ave at Xenia Ave,46
109,6801 Woodside Village Apts,46
949,Old Marlboro Pike at Starting Gate Dr,45
1125,Riverdale Rd at 49th Ave,45
755,LOTTSFORD RD AT MCCORMICK DRIVE,45
346,Brightseat Rd at Bishop Peebles Dr,45
745,Kenilworth Ave at Tennyson St,45
570,Eastern Ave at Rhode Island Ave,44
797,Largo Rd at Opp. Town Farm Rd,44
693,Hill Dr at Mountain View,44
241,Auburn Ave at 3rd St,43
1171,Saint Barnabas Rd at Bock Rd,43
467,Cheverly Ave at Arbor St,43
408,Calvert Park Apartments,43
948,Old Marlboro Pike at Spring Dr,43
481,Chillum Rd at 21st Pl,43
810,Lords Landing Rd at Lord Sterling Pl,43
785,Largo Rd at Brock Rd,43
152,ALLENTOWN ROAD & WALDRAN DRIVE,42
135,ALLENTOWN ROAD & DODGE LANE,42
1121,River Rd at Kenilworth Ave,42
741,Kanawha St at 14th Ave,41
1224,Southern Maryland Hospital (Hidden Arrival),38
635,Greenbrook Dr at Chartwell Pl,38
364,Brightseat Rd at Sterling St,38
888,Motor Vehicle Administration - Arrival,37
1275,TUCKER ROAD & ROSE MARIE DRIVE,36
425,Capitol Heights Blvd at 733 Capitol Heights Blvd,36
390,Brinkley Rd at Summer Hill Rd,36
66,400 Brightseat Rd,36
618,Good Luck Rd at Sora Ln,35
1326,Village Dr West at McConnell Dr,35
348,Brightseat Rd at Bishop Peebles Dr (Largo),35
1333,Walker Mill Dr at Solid Rock Full Gospel Baptist Church,35
533,Cypress Tree Dr at Lee Pl,35
855,Marlboro Pike at Nova Ave,35
428,Capitol Heights Blvd at Brooke Rd,35
1027,PGCC Perimeter Rd at R.I. Brickford Building,34
453,Central Ave at Soper Ln,34
534,Cypress Tree Drive at Juniper Tree Lane,34
511,Council Dr at Elmhurst St,34
134,ALLENTOWN ROAD & COOLRIDGE ROAD,33
1252,Stuart Ln at Surrats Rd,32
1268,TUCKER RD & ALLENTOWN RD,32
180,Ager Rd at Kirkwood Place,32
775,Landover Rd at Arena Dr,31
732,John Rogers Blvd at Ascott Dr,31
796,Largo Rd at Mount Lubentia Way,31
970,Opp. 8951 Lottsford Rd,30
868,Mattowoman Beantown Rd at MTA Park and Ride Lot (Arrival),30
1294,Temple Hill Rd at Opp. Temple Hill Community Center,30
524,Crescent Cities Center,29
115,8201 Corporate Dr,29
1188,Sheriff Rd at Opp. Giant Food Landover Distr. Center,29
1246,St Barnabas Rd at Temple Hill Rd,28
1313,University Blvd at Phelps Rd,28
576,Equestrian Center Lot 1 (Hidden Arrival,28
1257,Suffolk Ave at Central Ave,28
124,8951 Lottsford Rd,28
269,Baltimore Ave at Indian Ln,27
1272,TUCKER ROAD & PALMER ROAD,27
482,Chillum Rd at 21st Pl - in,27
92,503 Capitol Heights Blvd,26
694,Hill Dr at Mountain View Way,26
111,7711 Old Alexandria Ferry Rd,26
1030,Pennsy Dr at 75th Ave,26
1177,Sheriff Rd at Cedar Heights Communnity Center,26
932,Old Marlboro Pike  at Peerless Ave,25
191,Allentown Rd at Brinkley Rd (Family Services),25
530,Cypress Tree Dr at Cedar Heights Neighborhood Park,25
873,McCormick Dr at Caraway Ct,25
499,Columbia Park Rd at Cabin Branch Dr,25
817,Lottsford Rd at Tulip Tree Dr,25
704,Hillside Rd at Woodland Way,24
254,Auth Rd at Procopio Dr,24
250,Auth Rd at Gloria Dr,24
1090,Rhode Island Ave at Shepherd St,24
81,42nd Ave and Queensbury Rd,24
1123,River Road and American Institute of Physics,24
167,Addison Rd at Eads St,24
1339,Walker Mill Rd at Weber Dr,23
735,John Rogers Blvd at Courtland Ln,23
67,403 Brightseat Rd,23
960,Opp 3300 Pennsy Dr,23
1057,Queens Chapel Rd at Oliver St,23
933,Old Marlboro Pike at Atherstone Terrace,23
981,Owens Rd at Owens Rd Elementary Ent,22
439,Cedar Heights at Lee Pl,22
828,MLK Jr Hwy at Columbia Ave,22
710,INDIAN HEAD HIGHWAY & SENECA DRIVE,22
969,Opp. 8214 Sheriff Rd,22
559,East Capital Street at Old Central Ave,22
80,42nd Ave and Oliver St,21
929,Old Crain Hwy at Villiage Drive West,21
471,Cheverly Ave at Euclid St,21
469,Cheverly Ave at Cheverly Cir,21
1162,SOUTHERN AVENUE & ROBERT YELDELL TOWER,20
1273,TUCKER ROAD & RIDGEVALE AVENUE,20
911,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,20
1086,Rhode Island Ave at Charles Armentrout Way,20
1271,TUCKER ROAD & MARIE DRIVE,20
1157,SOUTHERN AVENUE & BONINI ROAD,20
905,Nova Ave at Central Ave,19
339,Brightseat Rd at 1000 Jericho City Drive,19
1094,Rhode Island Avenue at Opp 37th Pl,19
1242,St Barnabas Rd at Kernal Ln,18
713,INDIAN HEAD HIGHWAY & TECUMSEH DR,18
95,5210 St Barnabas Rd,18
820,MERCANTILE LN AT TECHNOLOGY WAY,18
982,Owens Rd at Weaver Ter,18
806,Livingston Rd at Fort Alamo Pl,17
1168,STARS ENTRANCE GAYLORD HOTEL,17
1011,Oxon Hill at Joellyn Ct,17
240,Auburn Ave at 2nd St,17
448,Central Ave at Maryland Park Dr,17
968,Opp. 8100 Professional Pl,17
231,Arena Dr at Shoppers Way (Campus Way),17
697,Hilll Dr at Mountain View,16
1103,Ritchie Rd at Edgeworth Dr,16
778,Landover Rd at Lake Arbor Way,16
923,Old Branch Ave at Allentown Way - Arrival,16
695,Hill Rd at Mountain View Way,16
719,Indian Head Highway (MD. RTE. 210) at Talbert Drive,16
50,3807 Old Crain Hwy,15
1000,Oxon Hill Rd at Livingston Rd,15
154,ALLENTOWN ROAD & WESTCHESTER COURT,15
1239,St Barnabas Rd at Frazier Dr,15
844,Mandan Rd at Hanover Pkwy,15
468,Cheverly Ave at Belleview Ave,15
201,Allentown Rd at Robin Ln,14
230,Arena Dr at Captial Center Blvd,14
1004,Oxon Hill Rd at Oxon Hill Manor,14
455,Central Ave at Vale Pl,14
938,Old Marlboro Pike at Mapleshade Ln,14
700,Hillside Rd at Hillside Court #6,14
640,Greenhill Rd at Greenway Pl,14
406,Cabin Branch Dr at Opp. Whole Foods Entrance,14
401,CAB - Arrival,13
791,Largo Rd at Homestead Dr,13
737,John Rogers Blvd at Governor's Grove,13
1179,Sheriff Rd at Cypress Tree Dr,13
727,Jericho City Dr at 8500 Jericho City Dr,13
450,Central Ave at Quire Ave,12
6,11711 Livingston Rd at Fort Washington Medical Center,12
232,Arena Dr at Shoppers Way (Largo),12
942,Old Marlboro Pike at Mount Airy Ln,12
764,Landover Metro Station - Arrival,12
113,8100 Professional Pl,12
783,Largo Rd  at Water Foul Way,11
919,Old Alexandria Ferry Rd at Poplar Hill Ln,11
427,Capitol Heights Blvd at Bayou Ave,11
802,Largo Rd at West Kettering Dr,11
988,Oxon Hill Rd OXON HILL FRINGE at Oxon Rd (arrival) (Arrival),11
119,8301 Professional Pl,11
149,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,10
