,stop,boardings
225,Ardwick-Ardmore Rd at Preston St,10
145,ALLENTOWN ROAD & PLEASANT HILL DRIVE,10
137,ALLENTOWN ROAD & JOCELLE COURT,10
136,ALLENTOWN ROAD & GENNENE LANE,10
712,INDIAN HEAD HIGHWAY & TALBERT STREET,10
1053,Queen Chapel Rd at Queensbury Rd,10
129,9654 Lottsford Road,10
317,Branch Ave Station - Arrival,10
10,1405 Rollins Ave,10
1202,Southern Ave Station Bay E - Arrival,10
734,John Rogers Blvd at Colonel's Choice,10
489,Clairfield Lane - Arrival,9
995,Oxon Hill Rd at Cross Foxes Dr,9
158,ALLENTOWN WAY & ALLENTOWN ROAD,9
596,Ft Washington Rd at Indian Head Hwy,9
728,Jericho City Dr at 8501 Jericho City Drive,9
312,Bock Rd at Opp. Belfast Drive,8
605,Garrett A. Morgan Blvd at SGT. Hartman Ln,8
532,Cypress Tree Dr at K St,8
1034,Pennsylvania Ave at Suitland Pkwy,8
1230,Southway at Ridge Rd,8
733,John Rogers Blvd at Captain Duval Dr,8
297,Belle Haven Dr at Village Green Dr,8
1270,TUCKER ROAD & BOCK ROAD,8
1082,Rhode Island Ave at 41st Place,8
1128,Riverdale Rd at 5800 Block,7
128,9617 Lottsford Road,7
150,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,7
133,ALLENTOWN ROAD & COMET DRIVE,7
865,Matapeake Business Dr at Target Store (Hidden Arrival),7
910,OXON HILL ROAD AT LIVINGSTON RD,7
343,Brightseat Rd at Arena Dr,7
1195,Silver Hill Rd at Penn Station,6
118,8300 Professional Pl,6
1129,Riverdale Rd at 60th Pl,6
809,Lords Landing Rd at Lord Fairfax Pl,5
1324,Village Dr West at Halloway North,5
909,OLD BRANCH AVENUE at ALLENTOWN WAY,5
116,8210 Sheriff Rd,5
1325,Village Dr West at Halloway South,5
971,Opp. American Institute of Physics,5
1156,SOUTHERN AVENUE & BARNABY ROAD,4
803,Largo Rd at White House Rd,4
309,Bock Rd at Belfast Dr,4
139,ALLENTOWN ROAD & KINGSTON DRIVE,4
862,Marlborough Dr at Old Marlboro Pike,4
227,Ardwick-Ardmore Rd at UPS Building #8440,4
1254,Stuart Ln at Topaz Ct,3
794,Largo Rd at Kirkland Ln,3
156,ALLENTOWN ROAD at BRINKLEY ROAD,3
1058,Queens Chapel Road at Queensbury Rd,3
1009,Oxon Hill Rd at Tanger Outlet,3
141,ALLENTOWN ROAD & OLD BRANCH AVENUE,3
998,Oxon Hill Rd at Jollyn Rd,3
1010,Oxon Hill Rd at Tor Bryan Rd,2
44,3300 Pennsy Dr,2
29,2810 TUCKER ROAD,2
28,2809 TUCKER ROAD,2
155,ALLENTOWN ROAD & WESTCHESTER DRIVE,1
780,Landover Rd at Prospect St,1
89,4410 Suitland Rd,1
504,Columbia Park Rd at Opp. ABC Supply Co.,1
1231,Springhill Dr at 6027 Springhill Dr,1
951,Old Marlboro at Mount Airy Ln,1
1021,PG Plaza Station (Hidden Arrival),0
1263,Suitland Rd at Opposite Prem. #4211,0
994,Oxon Hill Rd at Cresent Ridge Adult Day Health Center,0
1274,TUCKER ROAD & RIDGEVALE ROAD,0
1001,Oxon Hill Rd at MGM Employment Center,0
1006,Oxon Hill Rd at Pates Dr,0
1003,Oxon Hill Rd at Oxon Hill Fringe Parking Lot,0
51,3807 Old Crain Hwy - opposite,0
1051,Prince George's Plaza Entrance,0
669,Hanover Pkwy at Lake Park Dr,0
157,ALLENTOWN WAY & 5846 ALLENTOWN WAY,0
130,ALLENTOWN ROAD & ALLENTOWN WAY,0
