,stop,boardings,alightings
104,58th Ave at Berwyn Rd,261,347
35,28th Pkwy at Curtis Dr,261,128
336,Brandywine Road at Surrats Road,260,492
604,Garrett A. Morgan Blvd at Rear Morgan Blvd Station Walkway,259,1331
647,Gwendolyn Britt Center,259,244
1149,Rollins Ave at District Ave,259,233
566,East-West Hwy at Prince George's Mall Ent.,258,2085
668,Hanover Pkwy at Hunting Ridge Club Apts,257,209
1056,Queens Chapel Rd at Nicholson St,255,346
58,38th St at Perry St,254,367
517,County Rd at Belwood St,254,346
660,Hampton Park Boulevard at Edgeworth Dr,254,617
211,Annapolis Rd at 53rd Pl,253,89
525,Crescent Rd at 58 Court,252,44
303,Bladensburg Rd at 40th Ave,252,205
291,Belcrest Rd at PG Plaza Entrance,251,2071
189,Allentown Rd at Allentown Way,251,967
564,East Swan Creek at Olde Fort Village Shopping Center,251,220
514,Council Dr at Kipling Pkwy,250,48
1144,Riverdale Rd at Taylor Rd,250,73
651,Hamilton St at 31st Ave - in,250,1343
1282,Temple Hill Rd at Cardwell Dr,250,171
659,Hampton Park Boulevard at East Hampton Dr,249,841
730,Jericho Residences,248,362
351,Brightseat Rd at Girard St,247,309
918,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,246,79
1150,Rollins Ave at Hanlon Street,242,277
213,Annapolis Rd at 54th Pl,242,67
1109,Ritchie Rd at Putnam Ln,242,188
807,Lords Landing Rd at Brown Station Rd,241,124
1281,Temple Hill Rd at Badger Ave,241,63
432,Capitol Heights Blvd at Heath St,241,428
670,Hanover Pkwy at Megan Ln,241,259
883,Metro Dr at Gate 7 Security Booth,239,254
912,Old Alexandria Ferry Rd at Bellefonte Ln,238,56
1204,Southern Ave at 6th St SE,237,351
1061,Queensbury Rd at 41st Ave,236,181
786,Largo Rd at Buck Ln,234,348
880,Merchantile Ln at Technology Way,234,84
589,Fisher Rd at Heather Hill Ent.,234,494
443,Central Ave at Cabin Branch Rd,232,10
1018,PALMER ROAD & POTOMAC HEIGHTS DRIVE,231,213
215,Annapolis Rd at 85th Ave,230,1982
177,Ager Rd and Oglethorpe St,230,61
1206,Southern Ave at B St SE,230,221
895,Nalley Rd at Michele Ct,229,692
310,Bock Rd at Belfast Drive,229,56
845,Mandan Rd at Mandan Rd Ct,229,154
849,Marlboro Pike at Glacier Ave,227,357
1112,Ritchie Rd at Ritchie-Marlboro Rd,227,268
793,Largo Rd at Kettering Dr,225,73
825,MLK Jr Hwy at Cabin Branch Dr,224,146
1170,Saint Barnabas Rd at Barrowfield Rd,223,355
274,Baltimore Ave at Metzerott Rd,222,121
416,Campus Way S at Treetop Condo,221,75
1226,Southway at 10 Court,221,105
9,1400 Merchantile Ln,221,522
983,Owens Rd at Wheeler Rd,219,324
203,Allentown Rd at Waldran Ave,219,159
264,Baltimore Ave at Guilford Rd,219,232
251,Auth Rd at Henderson Way,219,80
823,MLK Jr Hwy at Addison Rd,218,75
1189,Sheriff Rd at Opp. William Paca School,218,135
641,Greenhill Rd at Orange Ct,218,70
678,Harry S Truman Dr at Campus Way S,218,188
371,Brinkley Rd at George Washington Dr,218,106
799,Largo Rd at Town Farm Rd,217,39
1052,Quebec St at 58th Ave,216,194
619,Good Luck Rd at Terra Alta Dr,216,185
1243,St Barnabas Rd at Lime St,215,46
234,Arundel Rd at 29th St,215,167
170,Addison Rd at James Farmer Way,215,308
263,Baltimore Ave at Erie St,214,270
586,Fisher Rd at Damian Dr,213,197
340,Brightseat Rd at 901 Brightseat Rd,212,111
366,Brinkley Rd at Brinkley House W Ent,212,1187
1215,Southern Ave at Opp. Robert Yedell Towers,211,176
703,Hillside Rd at Research Rd,211,89
645,Greenway Center (PM Northbound),210,287
529,Crescent Rd at Ridge Rd,209,438
221,Apollo Dr at Mercantile Ln,208,273
518,County Rd at Elmhurst St,208,290
187,Ager Road at Roanoke St,208,188
48,34th St at Bunker Hill Rd,207,593
198,Allentown Rd at Opp. 5711 AFCU Allentown Rd,206,146
1140,Riverdale Rd at Heritage Square Apts,206,673
717,Indian Head Highway (MD. RTE. 210) at Livingston Road,206,110
699,Hillside Rd at Crescent Rd,206,231
486,Chillum Rd at Shoppers Food,206,698
832,MLK Jr Hwy at Hill Rd,205,93
69,40th Pl at Crittenden,205,175
833,MLK Jr Hwy at Roosevelt Ave,205,168
1285,Temple Hill Rd at Fisher Rd,205,213
43,3300 75th Ave,204,206
172,Addison Rd at Seat Pleasant Dr,204,110
707,INDIAN HEAD HIGHWAY & AUDREY LANE,204,202
380,Brinkley Rd at Mark Dr,204,70
1192,Sheriff Rd at Willowood Ct,203,288
1161,SOUTHERN AVENUE & OWENS ROAD,202,2
915,Old Alexandria Ferry Rd at Malcolm Rd,202,87
610,Goddard Space Flight Center Visitors Center (Southbound),202,198
875,McCormick Dr at Opp. UMUC Building,202,297
973,Ora Glen Dr at Mandan Rd,202,295
696,Hill Rd at Willow Hill Dr,201,243
1290,Temple Hill Rd at Lambert Dr,201,92
644,Greenway Center (AM Southbound),201,224
102,5827 Allentown Way at Old Branch Ave,201,654
1187,Sheriff Rd at MLK Highway,201,519
12,14th Ave at Kanawha St,200,21
976,Owens Rd at Irvington St,200,328
814,Lottsford Rd at Harry S. Truman Dr,199,187
383,Brinkley Rd at Morton Place,199,53
927,Old Branch Ave at Opp. 6811 Old Branch Ave,199,105
357,Brightseat Rd at Maple Ridge Apts #1,199,219
1108,Ritchie Rd at Overton Dr,198,330
431,Capitol Heights Blvd at Gunther St,198,146
789,Largo Rd at Eton Dr,198,212
711,INDIAN HEAD HIGHWAY & SOUTHERN AVENUE,196,290
286,Baltimore Ave at Van Buren St,196,264
1199,Silver Hill Rd at Swann Rd,195,343
126,9240 Springhill Ln,194,491
594,Fort Washington Fringe Lot Bus Bay B,193,88
224,Ardwick-Ardmore Rd at MLK Jr Hwy,193,302
753,Kipling Pkwy at Ritchie Rd,193,177
773,Landover Rd at 75th Ave,193,122
813,Lottsford Rd at Harry S. Truman,192,339
760,Lamont Dr at Larchwood St,192,533
827,MLK Jr Hwy at Carrington Dr,191,71
140,ALLENTOWN ROAD & LANHAM LANE,191,92
508,Columbia Park Rd at Stanford Pl,190,86
1299,Temple Hill Rd at Santeetlah Dr,190,508
88,42nd at Jefferson St,190,233
782,Largo Dr at Kirkham Ln,190,11
989,Oxon Hill Rd at 6130 Oxon Hill Rd,190,522
228,Ardwick-Ardmore Rd at UPS Customer Center,189,169
584,Fisher Rd at Brinkley Station Dr,189,211
247,Auth Rd at Carswell Ave,188,201
801,Largo Rd at Watkins Park Dr,188,723
1316,Upshur St at 30th St,188,286
229,Ardwick-Ardmore Rd at West St,188,108
36,28th Pkwy at Duggan St,188,108
547,District Heights Pkwy at Marbury Dr (E),187,58
639,Greenhill Rd at Crescent Rd,187,84
57,38th St at Parkwood St,186,228
758,Lamont Dr at Fairbanks St,186,217
980,Owens Rd at Norlinda Ave,186,171
671,Hanover Pkwy at Opp. Hunting Ridge Club Apts,185,208
196,Allentown Rd at Kingston Dr,184,247
1153,SOUTHERN AVENUE & 13TH STREET SE,183,54
322,Brandywine Rd at Clinton Way,182,439
956,Old Silver Hill Rd at Parkland Ct (E),182,263
646,Greenway Center (PM Southbound),181,105
680,Harry S Truman Dr at New Orchard Dr,180,161
1355,Woodyard Rd at Pine View Ln,180,2496
1060,Queensbury Rd at 39th Pl,180,187
403,CAMPUS WAY NORTH AT BYWARD BLVD,179,163
1337,Walker Mill Rd at Rollins Ave,179,173
370,Brinkley Rd at Farmer Dr,177,136
500,Columbia Park Rd at Clarkson Way,177,458
1207,Southern Ave at Barnaby Road,176,190
372,Brinkley Rd at Glen Oak Dr,175,358
702,Hillside Rd at Northway,174,122
625,Greenbelt Rd at Greenbelt Park Entrance,174,259
541,Dille Dr at Correctional Center,171,90
601,Garrett A. Morgan Blvd at Gibbs Way,171,516
1048,Pontiac St at Edmonston Rd,170,225
608,Goddard Space Flight Center Main Gate (Southbound),170,2025
76,4192 Whitehall Square Apts,169,1971
863,Matapeake Business Dr at Costco,169,83
244,Auth Rd at #6208-6220,169,130
770,Landover Rd at 57th Ave,169,88
151,ALLENTOWN ROAD & VERNON DRIVE,168,179
159,Access rd at West Court Dr,168,139
853,Marlboro Pike at Marwood Blvd N,167,163
1351,Woodyard Rd at Autumn Way,166,534
1241,St Barnabas Rd at Hagan Rd,165,66
100,57th Ave at Berwyn Rd,164,133
1191,Sheriff Rd at William Paca School,164,301
1117,Ritchie Rd at Walker Mill Rd,163,325
871,McConnell Dr at Village Dr West,163,30
112,800 Ritchie Rd,163,164
571,Edgeworth Dr at Ritchie Rd,162,289
329,Brandywine Road @ Groveton Drive,162,28
212,Annapolis Rd at 53rd St,161,263
1068,Rainier Ave at Upshur St,161,236
409,Campus Drive at Baltimore Ave,160,485
631,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),160,17
208,Allentown Way at Allentown Rd (Aldi's),160,241
552,Donnell Dr at 2900 Donnell Dr,160,205
826,MLK Jr Hwy at Carrington Ave,160,168
967,Opp. 8030 Sheriff Rd,160,16
1102,Ritchie Rd at Dennis Ct,159,106
106,60th Ave at Quebec St,159,87
831,MLK Jr Hwy at Greig St,159,240
209,Annapolis Rd at 46th St,158,126
841,Mandan Rd at 7648 Mandan Rd,158,267
449,Central Ave at Norair Ave,158,279
284,Baltimore Ave at Underwood St,158,172
143,ALLENTOWN ROAD & PATS LANE,157,60
168,Addison Rd at Ernie Banks St,156,161
590,Fisher Rd at Holton Ln,156,312
176,Addison Rd at Wilburn St,155,72
459,Centre Pointe Office Park,154,263
1310,US Rte 301 at Marlboro Pike,154,181
906,Nova Ave at Doppler St,154,78
649,Halloway South at Village Dr West,154,18
353,Brightseat Rd at Glenarden Library,153,103
736,John Rogers Blvd at Farnsworth Ln,153,93
1152,Rollins Ave at Upcot Ct,153,115
1343,West Hyattsville Station - Arrival,152,4865
901,New Carrollton Station (Arrival),152,3413
61,38th St at Upshur St,152,55
1062,Queensbury Rd at 42nd Pl,151,140
858,Marlboro Pike at US Rte 301,151,160
979,Owens Rd at Martin Dr,151,101
369,Brinkley Rd at Cherryfield Rd,151,399
270,Baltimore Ave at Jefferson St,151,235
952,Old Pike Way at 5620 Old Pike Way,150,227
422,Campus Way South at Prince Place,150,185
899,Naylor Rd Station Ent Drop Off Only,150,191
1084,Rhode Island Ave at 43rd Ave,150,125
617,Good Luck Rd at Silk Tree Dr,149,90
1002,Oxon Hill Rd at Opposite Clipper Way (6383),149,78
836,MLK Jr Hwy at Southland Dr,149,181
327,Brandywine Rd at Old Marbury Rd,148,188
1166,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,147,10
419,Campus Way South at Harry S Truman Dr,147,111
1095,Rhode Island at Wallace Rd Prem #4511,146,77
388,Brinkley Rd at Saint Ignatius Dr,146,167
91,442 Harry S Truman Dr,146,66
1072,Ray Rd at Balfour Dr,146,151
304,Bladensburg Rd at 40th Pl,146,179
153,ALLENTOWN ROAD & WEBSTER LANE,145,169
114,8100 Sheriff Rd,144,240
1042,Piscataway Rd at Hardesty Dr,144,114
185,Ager Rd at Peabody St,144,110
1163,SOUTHERN AVENUE & WHEELER ROAD AM NS,143,57
1093,Rhode Island Ave at Webster St,143,151
685,Hastings Dr at Valley Park Rd,143,179
987,Oxon Hill Fringe Parking Lot at Bus Bay F,143,901
1214,Southern Ave at H St,142,359
182,Ager Rd at Nicholson,142,53
1335,Walker Mill Rd at Brooksquare Dr,142,268
299,Benning Rd at Abel Ave,142,78
1303,Temple Hill Rd at Temple Hill Community Center,141,49
561,East Capitol St at Old Central Ave,140,297
404,CAMPUS WAY NORTH AT HILLANDALE WAY,139,172
939,Old Marlboro Pike at Marlborough Dr,138,146
621,Governor Oden Bowie Dr at Elm St,137,367
40,3119 75th Ave (Overland Gardens),137,241
474,Cheverly Ave at Kilmer St,137,174
181,Ager Rd at Lancer Dr,136,91
581,Farragut St and 42nd Pl,135,121
108,6625 Bock Rd,135,19
473,Cheverly Ave at Inwood St,134,196
349,Brightseat Rd at Continental Pl,134,278
410,Campus Way North at Collington Campus,133,117
815,Lottsford Rd at Lottsford Rd,132,108
248,Auth Rd at Clacton Ave,132,79
142,ALLENTOWN ROAD & PADGETTS CORNER,132,178
1244,St Barnabas Rd at Opp. Gateway Square Apts,132,337
963,Opp. 1300 McCormick Dr,131,352
557,Dower House Rd at Old Marlboro Pike,131,134
1289,Temple Hill Rd at Lakeview Dr,131,203
582,Farragut St at Rhode Island Ave,130,182
313,Bock Rd at Saint Barnabas Rd,130,144
834,MLK Jr Hwy at Ryderwood Court,130,89
716,Indian Head Highway (MD RTE. 210) at Livingston Rd,129,251
747,Kipling Pkwy at Council Dr,129,130
144,ALLENTOWN ROAD & PAYNE DRIVE,128,57
311,Bock Rd at National Christian Academy (6700),128,58
120,8343 Ardwick-Ardmore Rd,128,103
931,Old Landover Rd at Landover Rd,127,53
1345,Willow Hill Dr at Hill Rd,127,22
779,Landover Rd at Pinebrook Rd,127,87
503,Columbia Park Rd at Opp. ABC Supply Co,127,189
507,Columbia Park Rd at Stanford Court,127,476
634,Greenbelt Station Parkway at Streambank Lane,126,357
1131,Riverdale Rd at 62nd Pl,125,63
1247,St Barnabas Rd at Wheeler Rd,125,258
935,Old Marlboro Pike at Charles Mill Blvd,124,163
1160,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,124,59
692,Highview Pl at Sunbury Ct,124,236
1228,Southway at 7 Court,123,48
1013,PALMER ROAD & DELLA LANE,122,98
527,Crescent Rd at Lastner Ln,122,172
776,Landover Rd at Firehouse Rd,122,299
916,Old Alexandria Ferry Rd at Malcom Rd,122,315
1240,St Barnabas Rd at Frazier Ter,122,137
283,Baltimore Ave at Tuckerman St,122,121
723,Indian Head Highway at Tecumseh Dr,121,118
279,Baltimore Ave at Riverdale Rd,121,739
252,Auth Rd at Magruder Ave,121,215
838,Madison St at Madison Ct,121,144
726,Jefferson St at Kenilworth Ave,121,161
1148,Rollins Ave at 1506 Rollins Ave,120,21
63,38th St at Volta Ave,120,57
705,Hubbard Rd at Dodge Park Rd,120,175
222,Ardwick-Ardmore Rd at Ardwick Pl,119,130
11,1441 McCormick Dr,119,137
103,5846 ALLENTOWN WAY,119,310
23,23rd Ave at Fordham St,119,180
32,28th Ave at Kenton Pl,118,234
1286,Temple Hill Rd at Hagan Rd,118,218
163,Addison Rd at Adel St,117,36
798,Largo Rd at Riverdale Bapt School,117,89
598,Gallatin St at 43rd Ave,117,253
101,5805 Queens Chapel Rd,116,93
62,38th St at Utah Ave,116,208
874,McCormick Dr at Lottsford Rd,116,92
811,Lottsford Rd at 8951 Lottsford Rd,116,15
207,Allentown Way at Allentown Rd,116,282
1167,SOUTHERN AVENUE at UNITED MEDICAL CENTER,115,20
1353,Woodyard Rd at Marlboro Pike,115,154
173,Addison Rd at St Margaret's School,114,183
1178,Sheriff Rd at Countrywood Ct,114,60
531,Cypress Tree Dr at Juniper Tree Ln,114,28
368,Brinkley Rd at Bushey Dr,112,178
1036,Peppermill Dr at Central Ave,112,114
87,42nd Ave at Queensbury Rd,112,144
233,Arundel Rd at 25th Ave,112,102
377,Brinkley Rd at Kildare Ct,111,347
164,Addison Rd at Baltic St,111,135
214,Annapolis Rd at 54th St,110,242
856,Marlboro Pike at Opus Ave,110,63
943,Old Marlboro Pike at Old Mill Rd,109,124
812,Lottsford Rd at Grand Blvd,108,92
1089,Rhode Island Ave at Gallatin St,108,230
1145,Riverdale Road and Opp. Calvert Park Apartments,108,10
876,McCormick Dr at Peppercorn Pl,108,113
121,8401 Corporate Dr,108,169
1135,Riverdale Rd at 67th Pl,108,85
86,42nd Ave at Oliver St,108,104
37,28th Pkwy at Fairlawn St,106,281
253,Auth Rd at Oakland Way,106,87
1047,Pontiac St at Cunningham Dr,106,53
82,42nd Ave at Jefferson St,106,51
54,38th St at Gaines Pl,105,73
950,Old Marlboro Pike at Weldon Manor Ln,105,42
1256,Suffolk Ave at Bend St,105,23
1067,Rainier Ave at Taylor St,104,112
169,Addison Rd at Health Center Ent.,104,125
612,Good Luck Rd at Crest Park Dr,103,933
765,Landover Metro Station Waiting Area,103,106
446,Central Ave at Garrett A Morgan Blvd,103,419
748,Kipling Pkwy at Glendora Dr,102,116
638,Greenbrook Dr at Sunset Pl,102,130
1175,Sheriff Rd at 1700 Dutch Village Dr,101,92
824,MLK Jr Hwy at Booker Dr,101,118
535,Cypresstree Dr at Lee Pl,100,27
936,Old Marlboro Pike at Derby Manor Ln,100,41
739,John Rogers Blvd at Old Marlboro Pike,100,268
1122,River Rd at Rivertech Ct,100,49
1283,Temple Hill Rd at Cedell Pl,100,130
975,Owens Rd at Barnaby Run Dr,100,150
1347,Willow Hill Dr at Stevenson Ln,99,157
1279,Temple Hill Rd at 9425 Oahu St,99,145
365,Brinkley Rd at Anderson Dr,99,160
505,Columbia Park Rd at Oregon Ave,99,394
498,Columbia Park Rd at Beaver Rd,98,213
738,John Rogers Blvd at Lord's Landing Rd,98,117
977,Owens Rd at Iverson St,98,64
643,Greenway Center (AM Northbound),98,135
1046,Pontiac St at 63rd Ave,97,161
246,Auth Rd at Braymer Ave,97,122
1169,Saint Barnabas Rd at Barrowfield Ct,96,191
1040,Piscataway Rd at Brandywine Rd,96,637
889,Mt Rainier Terminal - Arrival,94,3893
1137,Riverdale Rd at Eastpine Dr,94,769
456,Central Ave at Ventura Ave,94,29
708,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,94,81
850,Marlboro Pike at Jansen Ave,94,126
146,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,94,12
569,East-West Hwy at Toledo Terrace,94,71
921,Old Branch Ave at 6811 Old Branch Ave,93,348
93,508 Suffolk Ave,93,57
1041,Piscataway Rd at Gwynndale Dr,93,196
1357,Woodyard Rd at Tanglewood Center,92,157
285,Baltimore Ave at University Blvd,92,144
132,ALLENTOWN ROAD & BURGESS LANE,92,76
1132,Riverdale Rd at 63rd Ave,91,270
568,East-West Hwy at Toledo Terr,91,144
452,Central Ave at Rollins Ave,91,303
1138,Riverdale Rd at Fernwood Terrance,91,449
381,Brinkley Rd at Middlefield Rd,90,319
1063,Queensbury Rd at 44th Ave,90,20
465,Cherrywood Ln at Ivy Ln,90,120
1029,Paint Branch Parkway at Baltimore Ave,89,102
333,Brandywine Road at Brooke Jane Drive,89,610
560,East Capitol St at Maryland Park Dr,89,148
744,Kenilworth Ave at Sarvis Ave,88,98
897,Nalley Rd at Nalley Ter,88,56
689,Highview Pl at Hanbury Ct,88,223
1227,Southway at 11 Court,87,272
447,Central Ave at Hampton Park Blvd,87,143
39,28th Pl at Upshur St,85,112
512,Council Dr at Foster St,85,64
1066,Rainier Ave at 34th St,84,131
1147,Rollins Av at Modupeola Way,84,91
440,Central Ave at Balboa Ave,84,58
165,Addison Rd at Crown St,84,73
1323,Village Dr West at Eyre Dr South,84,33
245,Auth Rd at 5812 Dublin Dr,83,29
878,Melwood Training Center,83,80
344,Brightseat Rd at Arena Dr (Campus Way),83,9
675,Hanover Pkwy at Spring Manor Dr,82,92
479,Chillum Rd at 18th Ave,82,535
1193,Silver Hill Rd at Metro Dr,82,365
355,Brightseat Rd at Hamlin St,82,116
341,Brightseat Rd at Amador Dr,82,84
966,Opp. 5805 Queens Chapel Rd,81,119
540,Dille Dr at Brown Station Rd,81,103
1037,Peppermill Dr at Hastings Dr,80,1415
334,Brandywine Road at Dennison Drive,80,386
345,Brightseat Rd at Arena Dr (Largo),80,21
475,Cheverly Ave at Lombard St,80,75
1100,Ritchie Rd at Central Ave,79,803
436,Cedar Heights Dr at Jefferson Heights Dr,79,110
1059,Queensbury Rd and 39th Pl,78,32
772,Landover Rd at 58th Pl,77,281
777,Landover Rd at Kent Town Place,77,254
1032,Pennsylvania Ave at Old Marlboro Pl,77,1180
1154,SOUTHERN AVENUE & 6TH STREET SE,77,70
454,Central Ave at Tunic Ave,77,65
314,Bock Rd at Sourwood Ln,77,208
376,Brinkley Rd at John Hanson Ln,76,262
792,Largo Rd at Kent Dr,76,64
325,Brandywine Rd at Lytton Ave,76,98
1269,TUCKER ROAD & ARUNDEL ROAD,76,10
138,ALLENTOWN ROAD & KAREN ANNE DRIVE,76,31
359,Brightseat Rd at McCLain Ave,76,105
56,38th St at Jackson Ave,75,120
1346,Willow Hill Dr at Nalley Rd,75,52
816,Lottsford Rd at McCormick Dr,75,367
496,Columbia Park Rd at 64th Ave,75,89
462,Chatsfield Way at Tweed Way,75,174
587,Fisher Rd at Fisher Dr,74,63
77,4211 Suitland Rd (Opposite),74,442
308,Bock Rd at 6801 Woodside Village Apts,74,28
603,Garrett A. Morgan Blvd at Morgan Blvd Station Ent.,74,124
415,Campus Way S at Prince Place (W),74,33
1342,West Hyattsville Station (Arrival),74,4186
206,Allentown Rd at Westchester Dr,73,199
597,Gallatin St at 42rd Ave,73,35
0,10053 Campus Way South,73,21
1092,Rhode Island Ave at Wallace Rd,72,73
238,Ashwood Dr at Ritchie Rd,72,439
729,Jericho City Dr at Brightseat Rd.,72,66
947,Old Marlboro Pike at SHA Facility,71,42
235,Arundel Rd at 34th Ave,71,243
683,Hastings Dr at Hill Rd,70,182
545,District Heights Pkwy at Marbury Ct (E),70,92
354,Brightseat Rd at Glenarden Pkwy,70,152
681,Harry S Truman Dr at Woodlawn Blvd,70,56
441,Central Ave at Bayou Ave,69,137
1172,Saint Barnabas Rd at Caryhurst Dr,69,96
1164,SOUTHERN AVENUE & WHEELER ROAD PM FS,69,73
237,Ashwood Dr at Ritche Rd,69,45
2,10147 Campus Way South,69,51
573,Elm St at Governor Oden Bowie Dr,69,183
382,Brinkley Rd at Morton Pl,68,33
497,Columbia Park Rd at ABC Supply Co.,68,34
14,1515 Rollins Ave,68,57
60,38th St at Taylor St,67,35
1012,Oxon Run Dr at Oxon Run Ct,67,102
1306,Toldeo Rd at Belcrest Rd,67,260
599,Gallatin St at Church Pl,66,45
962,Opp. 10701 Livingston Rd at Harmony Hall,66,56
1208,Southern Ave at Bonini Rd,66,115
21,23rd Ave at Chapman Rd,66,188
528,Crescent Rd at Parkway,66,265
1,10100 Campus Way S,66,119
326,Brandywine Rd at Lytton Ave.,66,83
266,Baltimore Ave at Harrison Ave,66,40
183,Ager Rd at Nicholson St,65,88
974,Ora Glen Dr at Morrison Dr,65,65
614,Good Luck Rd at Kenilworth Ave,65,107
470,Cheverly Ave at Columbia Park Rd,65,172
510,Cora B. Wood Senior Center,65,67
186,Ager Rd at Powhattan Rd,65,90
563,East Capitol Street at Maryland Park Drive,65,135
1183,Sheriff Rd at Giant Food Landover Distr. Center,64,21
1327,Village Green Dr at Belle Haven Dr,64,21
199,Allentown Rd at Opp. Leon St,64,20
379,Brinkley Rd at Lujean Ln,64,37
790,Largo Rd at Hancock Dr,64,733
686,Hastings Dr at Yorknolls Dr,64,47
295,Belle Haven Dr at Belle Haven Ct,64,65
495,College Park Station - Arrival,64,143
321,Brandywine Rd at Clinton Manor Dr,63,76
8,1400 McCormick Dr,63,243
1278,Taylor Rd at Riverdale Rd,63,146
307,Bladensburg Rd at 43rd Ave,62,138
914,Old Alexandria Ferry Rd at Highland Meadows Dr,62,266
356,Brightseat Rd at MD 202,62,70
945,Old Marlboro Pike at Ritchie-Marlboro Rd,62,59
999,Oxon Hill Rd at Kerby Pkwy,61,63
226,Ardwick-Ardmore Rd at UPS Building #8325,61,94
429,Capitol Heights Blvd at Central Ave,61,130
223,Ardwick-Ardmore Rd at Extra Space Storage,61,23
407,Cabin Branch Dr at Whole Foods Entrance,60,16
324,Brandywine Rd at Horshoe Rd,60,355
396,Brooks Dr at Marlboro Pike,60,24
848,Marlboro Pike at Forest Run Dr,59,444
954,Old Silver Hill Rd at Addison Ave,59,45
148,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,59,73
944,Old Marlboro Pike at Peerless Ave,58,36
819,Lottsford at McCormick Dr,58,53
347,Brightseat Rd at Bishop Peebles Dr (Campus Way),58,113
395,Brooke Rd at Highview Pl,57,69
360,Brightseat Rd at McLain Avenue,57,81
433,Capitol Heights Blvd at Ute Way,57,125
296,Belle Haven Dr at Nalley Rd,56,65
926,Old Branch Ave at Kirby Ln,56,609
3,10233 Campus Way South,56,98
709,INDIAN HEAD HIGHWAY & OXON FARM RD,56,21
1293,Temple Hill Rd at Opp. Southeast Mobile Estates,56,223
1104,Ritchie Rd at Farrs Ln,56,212
609,Goddard Space Flight Center Visitors Center (Northbound),55,224
808,Lords Landing Rd at John Rogers Blvd,54,21
400,Brown Station Rd at Dille Dr,54,9
600,Garrett A Morgan Blvd at Ridgefield Blvd,54,231
513,Council Dr at Gateway Blvd,54,40
45,3321 75th Ave,53,104
787,Largo Rd at Chirstian Academy,53,21
147,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,53,5
175,Addison Rd at Wilburn Dr,53,105
852,Marlboro Pike at Larchmont Ave,52,59
1130,Riverdale Rd at 61st Pl,52,34
595,Fort Washington Rd at Indian Head Highway,52,20
961,Opp Truman Manor Entrance,52,179
1146,Rochelle Ave at Elmhurst St,52,68
698,Hillside Rd at 19 Court,52,174
301,Benning Rd at Southern Ave,51,149
79,42nd At Jefferson St,50,109
394,Brooke Rd at Highmount Ln,50,96
335,Brandywine Road at Groveton Drive,50,97
1015,PALMER ROAD & FRAN DEL DRIVE,50,83
49,34th St at Newton St,50,487
1081,Rhode Island Ave at 41st Pl,50,56
1180,Sheriff Rd at Cypresstree Dr,49,65
426,Capitol Heights Blvd at 734 Capitol Heights Blvd,49,134
255,Baltimore Ave at Amherst Rd,49,30
70,40th Pl at Gallatin St,49,208
131,ALLENTOWN ROAD & BRINKLEY ROAD,48,0
437,Cedar Heights Dr at K St,48,162
1184,Sheriff Rd at Glen Willow Dr,48,135
1155,SOUTHERN AVENUE & 9TH STREET SE,48,38
249,Auth Rd at Dublin Dr,48,71
276,Baltimore Ave at Queens Chapel Rd,48,73
615,Good Luck Rd at Oakland Ave,47,31
907,Nova Ave at Marlboro Pike,47,236
438,Cedar Heights Dr at Lee Pl,47,128
239,Auburn Ave at 1st St,46,40
1159,SOUTHERN AVENUE & E. MEADOW COURT,46,1
457,Central Ave at Xenia Ave,46,25
109,6801 Woodside Village Apts,46,86
949,Old Marlboro Pike at Starting Gate Dr,45,29
1125,Riverdale Rd at 49th Ave,45,79
755,LOTTSFORD RD AT MCCORMICK DRIVE,45,26
346,Brightseat Rd at Bishop Peebles Dr,45,102
745,Kenilworth Ave at Tennyson St,45,70
570,Eastern Ave at Rhode Island Ave,44,73
797,Largo Rd at Opp. Town Farm Rd,44,283
693,Hill Dr at Mountain View,44,23
948,Old Marlboro Pike at Spring Dr,43,26
810,Lords Landing Rd at Lord Sterling Pl,43,37
481,Chillum Rd at 21st Pl,43,21
785,Largo Rd at Brock Rd,43,53
408,Calvert Park Apartments,43,132
241,Auburn Ave at 3rd St,43,66
1171,Saint Barnabas Rd at Bock Rd,43,11
467,Cheverly Ave at Arbor St,43,31
1121,River Rd at Kenilworth Ave,42,28
135,ALLENTOWN ROAD & DODGE LANE,42,0
152,ALLENTOWN ROAD & WALDRAN DRIVE,42,31
741,Kanawha St at 14th Ave,41,175
1224,Southern Maryland Hospital (Hidden Arrival),38,1210
635,Greenbrook Dr at Chartwell Pl,38,76
364,Brightseat Rd at Sterling St,38,34
888,Motor Vehicle Administration - Arrival,37,3264
1275,TUCKER ROAD & ROSE MARIE DRIVE,36,3
425,Capitol Heights Blvd at 733 Capitol Heights Blvd,36,61
390,Brinkley Rd at Summer Hill Rd,36,52
66,400 Brightseat Rd,36,54
618,Good Luck Rd at Sora Ln,35,34
1326,Village Dr West at McConnell Dr,35,167
348,Brightseat Rd at Bishop Peebles Dr (Largo),35,94
