route,stops,early,on_time,late,total,early %,on_time %,late %
20,County Administration Building,8,95,31,134,0.06,0.71,0.23
20,Addison Rd Metrorail Station,42,64,28,134,0.31,0.48,0.21
20,Old Marlboro Pike at John Rogers Blvd,79,144,76,299,0.26,0.48,0.25
20,Donnell Drive at Target Store,49,61,28,138,0.36,0.44,0.2
20,Old Marlboro Pike at Roblee Dr,89,130,85,304,0.29,0.43,0.28
20,Marlboro Pike at Melwood Mall,94,126,82,302,0.31,0.42,0.27
20,Courthouse,78,156,164,398,0.2,0.39,0.41
20,Melwood Training Center,609,408,106,1123,0.54,0.36,0.09
20,Donnell Dr at Marlboro Pike,66,56,37,159,0.42,0.35,0.23
20,Addison Rd Metrorail - Arrival,103,46,50,199,0.52,0.23,0.25
20,CAB - Arrival,111,38,39,188,0.59,0.2,0.21
