route,stops,early,on_time,late,total,early %,on_time %,late %
 35s,INDIAN HEAD HWY AT FORT WASHINGTON MANOR SENIOR RESIDENCES,24,227,30,281,0.09,0.81,0.11
 35s,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F,5,191,67,263,0.02,0.73,0.25
 35s,LIVINGSTON ROAD AT FORT WASHINGTON MEDICAL CENTER,22,193,95,310,0.07,0.62,0.31
 35s,STARS ENTRANCE GAYLORD HOTEL,111,138,19,268,0.41,0.51,0.07
 35s,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F (Arrival),42,143,118,303,0.14,0.47,0.39
