route,stops,early,on_time,late,total,early %,on_time %,late %
 21 Express,New Carrollton Station Bay F,360,978,109,1447,0.25,0.68,0.08
 21 Express,Campus Way South at College Station Dr (PGCC),628,1354,359,2341,0.27,0.58,0.15
 21 Express,Motor Vehicle Administration,384,519,72,975,0.39,0.53,0.07
 21 Express,New Carrollton Station - Arrival,455,618,135,1208,0.38,0.51,0.11
 21 Express,Motor Vehicle Administration - Arrival,531,559,156,1246,0.43,0.45,0.13
 21 Express,Landover Mall,1206,1050,174,2430,0.5,0.43,0.07
