route,stops,early,on_time,late,total,early %,on_time %,late %
21,New Carrollton Station,196,1016,98,1310,0.15,0.78,0.07
21,Largo Town Center Station,315,1688,502,2505,0.13,0.67,0.2
21,Largo Rd at Black Swan Dr,250,746,131,1127,0.22,0.66,0.12
21,Equestrian Center Lot 1,9,17,0,26,0.35,0.65,0.0
21,9400 Peppercorn Pl,478,1553,425,2456,0.19,0.63,0.17
21,Campus Way South at College Station Dr (PGCC),488,1586,474,2548,0.19,0.62,0.19
21,County Courthouse,496,1488,432,2416,0.21,0.62,0.18
21,Brightseat Rd at Maple Ridge Apts,531,1500,453,2484,0.21,0.6,0.18
21,Largo Rd at Hancock Dr,336,780,233,1349,0.25,0.58,0.17
21,New Carrollton Station - Arrival,492,521,211,1224,0.4,0.43,0.17
21,Elm St at Gov Oden Bowie Dr,688,445,92,1225,0.56,0.36,0.08
