route,stops,early,on_time,late,total,early %,on_time %,late %
20,County Administration Building,81,998,119,1198,0.07,0.83,0.1
20,Donnell Drive at Target Store,93,981,220,1294,0.07,0.76,0.17
20,Courthouse,827,1539,255,2621,0.32,0.59,0.1
20,Old Marlboro Pike at John Rogers Blvd,871,1497,250,2618,0.33,0.57,0.1
20,Marlboro Pike at Melwood Mall,857,1504,308,2669,0.32,0.56,0.12
20,Old Marlboro Pike at Roblee Dr,1005,1473,169,2647,0.38,0.56,0.06
20,Addison Rd Metrorail Station,511,634,52,1197,0.43,0.53,0.04
20,Donnell Dr at Marlboro Pike,675,669,47,1391,0.49,0.48,0.03
20,Melwood Training Center,1252,1265,184,2701,0.46,0.47,0.07
20,Addison Rd Metrorail - Arrival,699,492,154,1345,0.52,0.37,0.11
20,CAB - Arrival,463,368,319,1150,0.4,0.32,0.28
