route,stops,early,on_time,late,total,early %,on_time %,late %
21,New Carrollton Station,74,565,92,731,0.1,0.77,0.13
21,Largo Rd at Black Swan Dr,119,507,63,689,0.17,0.74,0.09
21,Campus Way South at College Station Dr (PGCC),261,1056,215,1532,0.17,0.69,0.14
21,Largo Town Center Station,170,995,361,1526,0.11,0.65,0.24
21,Largo Rd at Hancock Dr,154,523,143,820,0.19,0.64,0.17
21,County Courthouse,221,812,242,1275,0.17,0.64,0.19
21,9400 Peppercorn Pl,113,564,235,912,0.12,0.62,0.26
21,New Carrollton Station - Arrival,179,347,187,713,0.25,0.49,0.26
21,Elm St at Gov Oden Bowie Dr,339,351,47,737,0.46,0.48,0.06
21,Equestrian Center Lot 1,1,0,0,1,1.0,0.0,0.0
