route,stops,early,on_time,late,total,early %,on_time %,late %
30,Branch Ave Station Bus Bay J,97,397,23,517,0.19,0.77,0.04
30,Southern Maryland Hospital,73,375,45,493,0.15,0.76,0.09
30,Piscataway Rd at Old Branch Ave,88,348,86,522,0.17,0.67,0.16
30,Clinton Fringe Lot,106,321,78,505,0.21,0.64,0.15
30,Padgett's Corner,310,615,127,1052,0.29,0.58,0.12
30,Maxwell Dr at Morris Ave,128,290,114,532,0.24,0.55,0.21
30,Temple Hill Rd at Piscataway Rd,349,581,118,1048,0.33,0.55,0.11
30,Old Branch Ave at Allentown Way,342,561,141,1044,0.33,0.54,0.14
30,Morris Ave at Maxwell Dr,211,284,27,522,0.4,0.54,0.05
30,Piscataway Rd at Brandywine Rd,291,197,38,526,0.55,0.37,0.07
30,Branch Ave Station - Arrival,246,186,86,518,0.47,0.36,0.17
30,Southern Maryland Hospital (Hidden Arrival),108,146,229,483,0.22,0.3,0.47
