route,stops,early,on_time,late,total,early %,on_time %,late %
100,SHADY GROVE STATION  & BAY C - EAST,897,2237,395,3529,0.25,0.63,0.11
100,GERMANTOWN TRANSIT CENTER  & BAY B,1725,2480,690,4895,0.35,0.51,0.14
